"terms";"clusters"
"#-congenial";85
"#-easy";192
"#-literary";260
"#-mild";73
"#-open";137
"#-partial";65
"#-shy";115
"#-sober";12
"#-strong";213
"#-sure";136
"#-ugly";114
"abject";162
"abrupt";93
"absorbent";268
"acceptable";113
"accessible";175
"accurate";18
"active";6
"acute";77
"adhesive";118
"adventurous";138
"affable";7
"affectionate";180
"aggressive";276
"analytical";250
"argumentative";258
"arrogant";156
"artistic";156
"assured";48
"autocratic";58
"avaricious";222
"awkward";55
"bashful";65
"benevolent";152
"benign";90
"benignant";157
"bitter";244
"bland";2
"blithe";63
"bloodthirsty";172
"bluff";126
"boastful";125
"bold";242
"boyish";67
"brave";255
"brisk";178
"buoyant";157
"busy";248
"calm";59
"candid";9
"capricious";178
"careful";19
"careless";247
"casual";16
"cautious";74
"changeable";43
"charitable";13
"chatty";232
"cheerful";70
"chivalrous";238
"christian";142
"circuitous";83
"civil";153
"clamorous";57
"clean";168
"close";168
"clumsy";236
"cold";124
"combative";65
"commanding";58
"communicative";18
"compassionate";17
"complacent";177
"compliant";82
"complimentary";122
"conciliatory";258
"condescending";239
"confident";207
"confidential";235
"congenial";266
"conscientious";211
"considerate";62
"consistent";187
"constant";175
"constrained";249
"contemplative";30
"contrary";228
"conventional";74
"conversational";227
"convivial";117
"cool";32
"coquettish";120
"cordial";1
"courageous";215
"courteous";77
"covetous";274
"credulous";22
"crisp";190
"critical";256
"cruel";5
"cunning";139
"curious";88
"dainty";269
"daring";42
"decisive";220
"deferential";166
"defiant";264
"definite";285
"deliberate";69
"delicate";179
"deprecatory";253
"destructive";141
"determined";212
"devout";33
"dexterous";64
"diffident";17
"dignified";98
"diplomatic";234
"direct";96
"discreet";143
"discursive";228
"disdainful";15
"dishonest";147
"disorderly";174
"dissatisfied";264
"distrustful";39
"dogged";172
"doleful";38
"domestic";71
"dutiful";165
"eager";55
"earnest";98
"easy";124
"economical";135
"ecstatic";198
"eloquent";48
"emotional";99
"emphatic";281
"energetic";190
"enthusiastic";45
"envious";47
"equitable";2
"evasive";42
"exact";182
"exclusive";12
"excusatory";81
"explicit";139
"explosive";75
"expressive";46
"facetious";236
"faithful";248
"faithless";25
"familiar";159
"fanciful";3
"fast";181
"fearful";50
"feminine";62
"ferocious";56
"fervent";266
"festive";260
"fickle";137
"fierce";212
"fiery";181
"firm";195
"fitful";134
"flip";208
"forbearing";264
"forcible";202
"forensic";20
"forgetful";227
"formal";9
"forthcoming";250
"fractious";190
"frank";118
"free";278
"fresh";150
"friendly";46
