"terms";"clusters"
"#-close";136
"#-grateful";100
"#-mim";22
"#-silent";164
"#-straight";172
"#-sure";95
"#-weak";188
"abject";138
"abrupt";180
"acceptable";166
"active";74
"acute";228
"adventurous";239
"affable";139
"affectionate";150
"aloof";85
"amorous";188
"awkward";131
"benevolent";96
"benign";32
"benignant";63
"bitter";124
"bland";103
"blithe";25
"bluff";36
"boisterous";152
"bold";120
"boyish";137
"brave";20
"brisk";146
"brutal";77
"brute";210
"buoyant";250
"busy";58
"calm";60
"candid";163
"capricious";116
"careful";57
"careless";114
"casual";110
"catholic";176
"cautious";9
"censorious";187
"certain";241
"changeable";14
"charitable";91
"chaste";63
"cheerful";154
"cheery";126
"choleric";235
"christian";161
"circuitous";184
"civil";199
"clamorous";54
"clean";209
"close";226
"clumsy";146
"coherent";159
"cold";72
"combustible";188
"commanding";122
"communicative";245
"companionable";245
"compassionate";187
"complacent";159
"complimentary";250
"conciliatory";30
"condescending";6
"confident";247
"confidential";205
"congenial";218
"conscientious";201
"conscionable";200
"considerate";109
"consistent";81
"constant";206
"conventional";210
"conversational";168
"convivial";190
"cool";185
"coquettish";238
"cordial";218
"courageous";220
"courteous";61
"cowardly";78
"credulous";11
"crisp";35
"critical";256
"cruel";206
"cunning";258
"curious";208
"dainty";248
"daring";118
"decorous";21
"deferential";110
"definite";178
"delicate";173
"dependent";98
"despotic";188
"destructive";18
"determined";174
"devout";100
"dexterous";188
"dignified";178
"direct";232
"discourteous";51
"discreet";95
"disdainful";194
"disorderly";63
"disrespectful";132
"dissatisfied";31
"distrustful";99
"dogged";15
"doleful";111
"domestic";219
"downright";167
"dreamy";59
"eager";142
"earnest";133
"easy";192
"emphatic";71
"emulous";261
"energetic";237
"enthusiastic";224
"envious";97
"equable";229
"even";97
"exact";33
"excitable";43
"exclusive";193
"explicit";96
"expressive";40
"faithful";179
"faithless";135
"familiar";208
"fanciful";170
"fast";234
"fearful";128
"feminine";214
"ferocious";89
"fervent";103
"festive";237
"fickle";10
"fierce";88
"fiery";186
"firm";4
"fitful";22
"flighty";93
"flippant";14
"forcible";63
"forgetful";61
"forgiving";55
"formal";110
"frank";85
"free";68
"fresh";115
"friendly";107
"frivolous";195
"frugal";166
"gallant";114
"gay";115
"general";120
"generous";34
"genial";97
"genteel";38
"gentle";226
"gentlemanly";2
"giddy";202
"gloomy";23
"graceful";5
"gracious";179
"grateful";230
"grave";88
"greedy";117
"gregarious";51
"gruff";118
"guarded";19
"halting";256
"handsome";37
"handy";250
"hasty";53
"hateful";184
"haughty";243
"headlong";259
"heartless";51
"hearty";23
"heavy";192
"heedless";191
"helpless";51
"heretical";158
"honest";52
"hopeful";233
"hopeless";33
"hospitable";48
"humble";225
"hunted";44
"hurried";102
"hysterical";79
"icy";261
"immovable";21
"impatient";69
"imperative";110
"imperious";70
"impertinent";66
"imperturbable";155
"impetuous";220
"impious";46
"incautious";137
"inconsiderate";78
"inconstant";250
"incorruptible";244
"incredulous";215
"indefinite";108
"independent";222
"indifferent";176
"indolent";2
"indomitable";216
"inflexible";98
"ingenuous";148
"injudicious";100
"inquisitive";62
"intellectual";19
"intemperate";63
"intense";13
"intimate";73
"intrusive";172
"invariable";184
"inviolable";18
"inward";170
"ironical";177
"irreligious";43
"irresolute";113
"irreverent";135
"jaunty";94
"jealous";77
"jolly";210
"jovial";234
"joyous";214
"judicious";188
"just";75
"keen";249
"kind";76
"languid";197
"lavish";131
"lazy";144
"leisurely";14
"licentious";245
"limp";25
"listless";198
"lively";119
"lofty";42
"logical";236
"lonely";39
"lordly";27
"loud";82
"loving";170
"loyal";109
"lucid";228
"lusty";212
"majestic";80
"malicious";227
"martial";36
"mechanical";164
"meek";232
"melancholy";253
"mercenary";93
"merciful";203
"merciless";191
"merry";209
"metaphorical";242
"mettlesome";244
"mild";223
"military";9
"mim";151
"mirthful";24
"moderate";143
"modest";129
"monkish";171
"motherly";86
"mournful";42
"musical";199
"mute";145
"natural";120
"neat";108
"negative";200
"negligent";2
"nervous";50
"nigh";83
"nimble";228
"noiseless";98
"noisy";221
"nonsensical";15
"obdurate";134
"obliging";45
"obsequious";252
"observant";25
"oily";188
"open";241
"oracular";93
"orderly";106
"original";257
"pagan";244
"partial";155
"particular";52
"passionate";21
"passive";77
"patient";179
"patriotic";87
"peaceful";101
"peevish";71
"penitent";106
"peremptory";166
"persuasive";195
"philosophical";38
"pious";13
"placid";60
"plaintive";22
"playful";215
"pleasant";154
"pleasurable";204
"pliant";96
"polite";244
"political";48
"positive";140
"practical";36
"precise";99
"prophetic";212
"proud";154
"provident";184
"prudent";213
"punctilious";106
"punctual";17
"quick";123
"quiet";241
"rabid";26
"random";64
"rapid";176
"rapturous";231
"rash";47
"reasonable";246
"rebellious";127
"reckless";173
"refined";75
"reflective";121
"relentless";156
"religious";176
"remorseful";91
"reproachful";17
"resolute";233
"respectful";190
"responsible";212
"restless";76
"restrained";183
"retrospective";260
"revolutionary";229
"ribald";22
"righteous";75
"rigid";182
"roguish";83
"romantic";187
"rough";226
"rude";9
"rueful";216
"rusty";160
"sad";165
"sagacious";183
"sanguinary";67
"sanguine";210
"sarcastic";252
"scornful";201
"scrupulous";106
"second";82
"sedentary";167
"selfish";19
"sensible";84
"sensitive";205
"sentimental";41
"serene";222
"serious";206
"servile";100
"severe";149
"sheepish";217
"shrewd";86
"shrewish";138
"shy";172
"silent";72
"simple";153
"sincere";232
"slanderous";235
"sleek";239
"slippery";92
"slow";58
"sluggish";138
"sly";167
"smooth";53
"snappish";16
"sober";105
"sociable";112
"social";146
"soft";61
"solemn";257
"sorrowful";141
"sottish";138
"sour";67
"spasmodic";162
"speedy";196
"spirited";181
"spiritual";26
"spiteful";175
"splenetic";125
"spontaneous";29
"squeamish";122
"stable";76
"staid";14
"stalwart";261
"stately";171
"steady";20
"stealthy";221
"steep";259
"stentorian";66
"stern";7
"stiff";50
"stormy";35
"straight";258
"straightforward";184
"strict";92
"submissive";21
"subtle";27
"sudden";90
"sufficient";223
"suggestive";9
"sullen";160
"sunny";233
"surly";199
"susceptible";65
"suspicious";3
"sweet";104
"swift";127
"tacit";207
"talkative";247
"tardy";159
"tearful";224
"temperate";227
"tempestuous";21
"tender";213
"thankful";134
"thankless";67
"thorough";30
"thoughtful";124
"thoughtless";157
"ticklish";45
"tidy";172
"tight";186
"timid";249
"timorous";251
"tortuous";140
"tough";214
"traitorous";187
"tranquil";222
"tremulous";15
"trim";141
"true";1
"trusty";27
"turbulent";130
"tyrannical";193
"ugly";114
"uncertain";105
"unconscionable";14
"undecided";14
"undutiful";75
"ungainly";189
"ungraceful";256
"unhappy";208
"unkind";240
"unmerciful";35
"unobservant";56
"unrelenting";117
"unreserved";54
"unthinking";198
"untoward";157
"unvarying";49
"unyielding";93
"vague";209
"vain";114
"valiant";73
"vehement";147
"vicious";240
"vigilant";184
"violent";223
"virtuous";148
"visionary";156
"vivacious";103
"weak";152
"whimsical";30
"wise";107
"unassuming";172
"verbal";12
"unceremonious";215
"ungrateful";157
"willing";89
"worldly";97
"zealous";207
"unsociable";228
"wily";8
"unchanging";183
"wiser";132
"truthful";254
"unmindful";250
"unerring";169
"wry";211
"uncivil";260
"vagrant";14
"watchful";28
"weakly";181
"superstitious";25
"unsparing";216
"wistful";47
"wrathful";79
"urgent";255
"testy";235
"windy";169
"technical";158
"tumultuous";136
"tempered";122
"unresponsive";164
