"terms";"clusters"
"#-free";164
"#-lonely";212
"#-open";141
"#-strong";170
"#-tight";191
"#-wishful";178
"abject";195
"abrupt";106
"acceptable";54
"accurate";42
"active";10
"acute";96
"affable";127
"affectionate";81
"affluent";104
"arbitrary";142
"argumentative";185
"avaricious";184
"awkward";183
"bashful";162
"benevolent";16
"bitter";53
"blithe";48
"bloodthirsty";67
"blusterous";180
"bold";45
"bounceable";196
"boyish";74
"brave";191
"brisk";151
"brutal";106
"busy";30
"callous";25
"calm";182
"candid";189
"capricious";83
"careful";79
"careless";52
"cautious";10
"ceremonious";71
"chary";182
"cheerful";41
"cheery";138
"choleric";141
"christian";148
"circumstantial";57
"classic";91
"clean";15
"close";13
"clumsy";161
"coherent";208
"cold";137
"coming";76
"communicative";154
"compassionate";130
"complacent";183
"complimentary";27
"conciliatory";176
"confident";76
"confidential";192
"conscientious";184
"considerate";37
"consistent";202
"constant";197
"conventional";31
"conversational";156
"cool";103
"cordial";110
"crisp";33
"critical";89
"cruel";12
"cunning";204
"curious";18
"decided";8
"decisive";116
"deferential";115
"definite";71
"deliberate";201
"delicate";124
"dependent";4
"despotic";142
"destructive";10
"determined";155
"dexterous";67
"dictatorial";131
"dignified";60
"direct";110
"discursive";102
"disdainful";95
"disputatious";68
"disrespectful";141
"dissatisfied";9
"distrustful";182
"dogged";68
"doleful";194
"domestic";129
"dreamy";133
"eager";69
"earnest";126
"easy";145
"ecstatic";127
"efficient";127
"emotional";115
"emphatic";210
"energetic";116
"enthusiastic";207
"envious";84
"exact";167
"excitable";67
"explicit";133
"expressive";192
"exuberant";159
"facetious";113
"faithful";136
"familiar";41
"fanciful";90
"fast";54
"fearful";191
"feminine";51
"ferocious";120
"fervent";115
"festive";48
"fierce";147
"fiery";120
"firm";86
"fitful";27
"flighty";2
"forcible";181
"forgetful";133
"formal";63
"frank";6
"free";80
"fresh";112
"fretful";62
"friendly";153
"gallant";60
"gay";211
"general";18
"generous";47
"genteel";174
"gentle";129
"gentlemanly";196
"giddy";150
"gloomy";179
"graceful";44
"gracious";99
"grateful";23
"grave";149
"greedy";107
"gruff";210
"guarded";193
"gypsy";134
"handsome";105
"handy";198
"hasty";94
"haughty";154
"heartless";191
"hearty";133
"heavy";145
"heedful";108
"helpful";100
"helpless";118
"honest";129
"hopeful";101
"hopeless";75
"humble";165
"hunted";72
"hurried";205
"immovable";65
"impatient";22
"imperative";142
"imperceptible";24
"impertinent";125
"impressionable";126
"incredulous";28
"indefinite";108
"independent";174
"indifferent";112
"industrious";143
"inflexible";35
"inhospitable";142
"injudicious";71
"inquisitive";125
"insolent";133
"intellectual";9
"intimate";182
"inward";29
"irrepressible";159
"jealous";203
"jocose";183
"judicious";156
"keen";121
"kind";152
"larcenous";158
"lavish";45
"lazy";184
"leisurely";181
"lethargic";117
"limp";108
"listless";178
"literary";162
"lithe";123
"lively";199
"lofty";90
"logical";32
"lonely";85
"loud";128
"lucid";58
"magisterial";125
"magnanimous";154
"majestic";153
"malevolent";125
"malicious";166
"matronly";212
"maudlin";66
"mechanical";100
"meek";182
"melancholy";186
"merciful";20
"methodical";91
"metropolitan";126
"mild";54
"military";113
"mischievous";94
"miserly";173
"moderate";21
"modest";154
"moody";10
"motherly";85
"mournful";96
"murderous";139
"musical";51
"mute";60
"natural";145
"neat";46
"necromantic";39
"negative";73
"nervous";169
"nigh";139
"nimble";123
"noisy";49
"nonsensical";138
"obdurate";65
"obliging";6
"obsequious";100
"observant";49
"orderly";159
"original";102
"pacific";163
"partial";63
"particular";87
"passionate";36
"passive";24
"patient";103
"patriotic";191
"peaceful";16
"persistent";150
"persuasive";212
"philosophical";164
"pious";77
"placid";43
"playful";17
"pleasant";56
"poetic";208
"polite";80
"political";191
"positive";34
"practical";14
"precise";49
"predatory";191
"proud";56
"prudent";36
"puffy";173
"pugilistic";133
"punctual";36
"querulous";50
"quick";165
"quiet";137
"rapid";120
"rash";29
"reasonable";171
"rebellious";104
"reckless";146
"refractory";67
"religious";96
"remorseful";5
"reproachful";96
"resentful";207
"resolute";102
"respectful";156
"responsible";4
"responsive";3
"restless";93
"reticent";123
"retributive";104
"revengeful";143
"righteous";142
"romantic";140
"rough";132
"rude";26
"rueful";116
"runaway";109
"rusty";168
"sad";88
"sagacious";208
"sarcastic";72
"scornful";3
"second";1
"sensible";144
"sensitive";169
"sententious";39
"serene";64
"serious";55
"servile";187
"severe";167
"shy";78
"silent";70
"simple";152
"sincere";72
"slippery";24
"slovenly";29
"slow";175
"sluggish";26
"slushy";72
"smooth";118
"snappish";25
"sober";161
"sociable";97
"social";110
"soft";69
"solemn";206
"sorrowful";9
"sour";61
"spasmodic";91
"spirited";67
"spontaneous";67
"sportive";25
"sprightly";163
"stable";124
"staid";188
"stately";29
"steady";147
"stern";21
"stiff";135
"stormy";5
"straight";4
"strenuous";184
"strict";7
"strong";137
"subtle";97
"sudden";177
"sufficient";146
"suggestive";59
"sunny";127
"surly";160
"suspicious";111
"sweet";46
"swift";120
"sympathetic";26
"systematic";97
"tacit";166
"talkative";8
"tempered";122
"tender";98
"thankful";205
"thankless";24
"thoughtful";49
"tight";180
"timid";124
"tough";96
"treacherous";171
"treasonable";19
"tremulous";82
"trenchant";11
"true";145
"twitchy";196
"ugly";168
"unassertive";35
"uncertain";172
"unchanging";49
"unfaithful";58
"ungracious";104
"ungrateful";114
"unhappy";136
"unkind";159
"untoward";49
"vague";200
"vain";92
"vainglorious";159
"vicious";40
"violent";149
"virtuous";209
"visionary";74
"weak";197
"wiser";208
"wishful";74
"specific";164
"worldly";47
"watchful";121
"tearful";127
"volatile";27
"urgent";89
"willing";157
"womanly";38
"wise";77
"unsteady";29
"sanguinary";90
"zealous";158
"undecided";59
"ungainly";154
"unpunctual";91
"windy";40
"genial";90
"unmindful";58
"verbal";202
"ungenerous";52
"studious";173
"undutiful";159
"unthankful";201
"unscrupulous";207
"submissive";24
"trustful";76
"unfeeling";119
"refined";133
"unconscionable";190
"spiteful";207
"unassuming";170
