"terms";"clusters"
"#-easy";65
"#-familiar";54
"#-handsome";58
"#-kind";62
"#-strong";16
"#-sufficient";15
"acceptable";12
"affectionate";2
"arbitrary";11
"awkward";73
"bitter";2
"bold";51
"brave";18
"brutal";44
"brutish";33
"busy";73
"calm";28
"careful";7
"careless";84
"casual";79
"catholic";12
"cautious";86
"certain";59
"charitable";20
"cheerful";77
"christian";72
"circumspect";54
"civil";13
"clean";5
"close";34
"clumsy";78
"cold";17
"consistent";62
"constant";39
"contrary";34
"cool";40
"cordial";82
"covetous";38
"cruel";41
"cunning";74
"curious";19
"determined";40
"dexterous";5
"diligent";11
"domestic";70
"eager";4
"earnest";52
"endeavour";14
"even";79
"exact";55
"faithful";75
"familiar";68
"fast";45
"fearful";64
"fierce";37
"fiery";16
"firm";1
"formal";74
"free";60
"fresh";28
"friendly";55
"general";66
"generous";36
"gentle";70
"grateful";54
"grave";26
"handsome";66
"handy";11
"hearty";70
"heavy";69
"helpful";11
"helpless";46
"honest";75
"hopeless";86
"humble";69
"impatient";69
"indefatigable";47
"indifferent";43
"invincible";48
"irrational";74
"jealous";64
"joyful";58
"just";17
"keen";76
"kind";22
"laborious";23
"leisurely";85
"lively";8
"loud";57
"loving";70
"mathematical";81
"melancholy";67
"merciful";2
"merciless";79
"merry";71
"natural";67
"negative";6
"nimble";87
"obedient";84
"officious";15
"open";35
"original";62
"painstaking";56
"particular";3
"passionate";9
"penitent";84
"pensive";49
"pleasant";34
"positive";6
"prophetic";87
"quick";32
"quiet";53
"rapid";30
"reasonable";52
"rebellious";41
"religious";80
"righteous";42
"rough";77
"rude";48
"rusty";66
"sad";10
"sagacious";61
"second";35
"sensible";63
"serene";54
"serious";3
"severe";27
"shy";46
"silent";8
"simple";40
"sincere";20
"slow";57
"smooth";34
"sober";14
"sociable";16
"soft";30
"solemn";9
"steady";64
"steep";60
"stern";16
"stiff";73
"straight";37
"strict";47
"subtle";46
"sudden";21
"sufficient";59
"surly";37
"sweet";61
"swift";50
"thankful";59
"thoughtless";85
"trusty";81
"ugly";37
"unfaithful";29
"unhappy";80
"unthinking";41
"vain";60
"vicious";2
"violent";4
"voracious";41
"weak";31
"willing";53
"whimsical";15
"wise";24
"refractory";83
"unthankful";40
"urgent";25
"tough";15
"ticklish";74
"wiser";74
"vindictive";85
"tractable";61
"vigilant";84
"thorough";38
"venturous";56
