"" "--_emma::#-strong" "--_emma::charming" "--_emma::cold" "--_emma::forward" "--_emma::giving" "--_emma::kind" "--_emma::laughing" "--_emma::little" "--_emma::reasonable" "--_harriet::comfortable" "--_harriet::decent" "--_harriet::evil" "--_harriet::sensible" "--_harriet::understanding" "--_isabella::desirable" "--_isabella::pleased" "--_jane::thinking" "--_john::determined" "--_methodical::great" "alderneys::thinking" "anne_cox::great" "astley::little" "aunt_emma::little" "barnes::proper" "bates::anxious" "bates::awkward" "bates::bad" "bates::certain" "bates::cold" "bates::disturbed" "bates::forward" "bates::friendly" "bates::good" "bates::grateful" "bates::great" "bates::happy" "bates::ignorant" "bates::little" "bates::old" "bates::poor" "bates::pretty" "bates::proper" "bates::rude" "bates::satisfied" "bates::serious" "bates::short" "bates::thinking" "bates::useful" "bates::well" "bates::worthy" "bates::young" "bella::little" "bickerton::delighted" "box_hill::#-open" "box_hill::giving" "box_hill::happy" "box_hill::poor" "bragge::anxious" "bragge::liberal" "bragge::short" "brown::happy" "brown::young" "campbell::alone" "campbell::blind" "campbell::calm" "campbell::charming" "campbell::competent" "campbell::delightful" "campbell::excellent" "campbell::good" "campbell::great" "campbell::kind" "campbell::laughing" "campbell::little" "campbell::natural" "campbell::old" "campbell::satisfied" "campbell::strong" "campbell::warm" "campbell::well" "campbell::young" "caroline::good" "catherine::poor" "churchill::certain" "churchill::cold" "churchill::concerned" "churchill::disappointed" "churchill::distinguished" "churchill::evil" "churchill::good" "churchill::great" "churchill::kind" "churchill::little" "churchill::natural" "churchill::nervous" "churchill::old" "churchill::poor" "churchill::reasonable" "churchill::strong" "churchill::thinking" "churchill::young" "clifton::cold" "clifton::tired" "cole::afraid" "cole::determined" "cole::great" "cole::happy" "cole::little" "cole::pleased" "cole::proper" "cole::rude" "cole::satisfied" "cole::warm" "cole::young" "coles::proper" "cox::young" "dixon::#-mean" "dixon::charming" "dixon::compatible" "dixon::devoted" "dixon::evil" "dixon::fortunate" "dixon::good" "dixon::great" "dixon::important" "dixon::kind" "dixon::little" "dixon::natural" "dixon::well" "dixon::worthy" "dixon::young" "donwell::giving" "donwell::little" "elizabeth_martin::angry" "elizabeth_martin::ashamed" "elizabeth_martin::dangerous" "elizabeth_martin::fortunate" "elizabeth_martin::great" "elizabeth_martin::happy" "elizabeth_martin::little" "elizabeth_martin::poor" "elizabeth_martin::proper" "elizabeth_martin::useful" "elizabeth::educated" "elizabeth::great" "elizabeth::ignorant" "elizabeth::well" "elton::#-insulting" "elton::#-rude" "elton::#-satisfied" "elton::#-tall" "elton::accomplished" "elton::active" "elton::afraid" "elton::agreeable" "elton::alone" "elton::angry" "elton::anxious" "elton::ashamed" "elton::beautiful" "elton::blind" "elton::capable" "elton::certain" "elton::cheerful" "elton::cold" "elton::confident" "elton::dangerous" "elton::delightful" "elton::desirable" "elton::determined" "elton::encouraging" "elton::excellent" "elton::extraordinary" "elton::fair" "elton::familiar" "elton::foolish" "elton::forward" "elton::friendly" "elton::giving" "elton::glad" "elton::good" "elton::great" "elton::handsome" "elton::happy" "elton::healthy" "elton::important" "elton::kind" "elton::laughing" "elton::liberal" "elton::little" "elton::lovely" "elton::natural" "elton::old" "elton::plain" "elton::pleasant" "elton::pleased" "elton::pleasing" "elton::poor" "elton::pretty" "elton::proper" "elton::quiet" "elton::reasonable" "elton::satisfied" "elton::sensible" "elton::short" "elton::strange" "elton::strong" "elton::thinking" "elton::unhappy" "elton::unusual" "elton::useful" "elton::valuable" "elton::well" "elton::worthy" "elton::young" "eltons::delightful" "eltons::little" "eltons::pleased" "eltons::poor" "emma_woodhouse::#-agreeable" "emma::#-agreeable" "emma::#-angry" "emma::#-beautiful" "emma::#-mean" "emma::#-open" "emma::afraid" "emma::agreeable" "emma::angry" "emma::anxious" "emma::ashamed" "emma::attentive" "emma::attractive" "emma::awake" "emma::awkward" "emma::bad" "emma::bitter" "emma::blind" "emma::busy" "emma::certain" "emma::charming" "emma::cheap" "emma::clever" "emma::cold" "emma::comfortable" "emma::compassionate" "emma::confident" "emma::dangerous" "emma::daring" "emma::delighted" "emma::delightful" "emma::desirable" "emma::determined" "emma::embarrassed" "emma::employed" "emma::evil" "emma::excellent" "emma::excited" "emma::exciting" "emma::expressive" "emma::extraordinary" "emma::fine" "emma::fortunate" "emma::forward" "emma::friendly" "emma::generous" "emma::gentle" "emma::genuine" "emma::giving" "emma::glad" "emma::good" "emma::great" "emma::handsome" "emma::happy" "emma::honest" "emma::ignorant" "emma::important" "emma::interested" "emma::interesting" "emma::jealous" "emma::kind" "emma::little" "emma::lively" "emma::natural" "emma::nervous" "emma::nice" "emma::old" "emma::open" "emma::plain" "emma::playful" "emma::pleased" "emma::poor" "emma::pretty" "emma::prompt" "emma::proper" "emma::quiet" "emma::reasonable" "emma::remarkable" "emma::respectable" "emma::rich" "emma::rude" "emma::rushed" "emma::satisfied" "emma::sensible" "emma::serious" "emma::short" "emma::sincere" "emma::strong" "emma::stupid" "emma::sweet" "emma::tall" "emma::thinking" "emma::trusted" "emma::unhappy" "emma::unreasonable" "emma::unusual" "emma::useful" "emma::valuable" "emma::warm" "emma::weak" "emma::well" "emma::wonderful" "emma::worthy" "emma::young" "enscombe::concerned" "enscombe::great" "frank_churchill::accomplished" "frank_churchill::cold" "frank_churchill::critical" "frank_churchill::delightful" "frank_churchill::evil" "frank_churchill::exciting" "frank_churchill::fair" "frank_churchill::fine" "frank_churchill::forgiving" "frank_churchill::good" "frank_churchill::great" "frank_churchill::handsome" "frank_churchill::happy" "frank_churchill::important" "frank_churchill::kind" "frank_churchill::little" "frank_churchill::old" "frank_churchill::proper" "frank_churchill::serious" "frank_churchill::short" "frank_churchill::young" "frank::agreeable" "frank::clever" "frank::fine" "frank::glad" "frank::good" "frank::great" "frank::laughing" "frank::little" "frank::natural" "frank::poor" "frank::pretty" "frank::stupid" "frank::thinking" "frank::well" "george::great" "gilbert::great" "gilbert::young" "goddard::bad" "goddard::beautiful" "goddard::careless" "goddard::certain" "goddard::cold" "goddard::delightful" "goddard::determined" "goddard::evil" "goddard::fair" "goddard::good" "goddard::great" "goddard::healthy" "goddard::honest" "goddard::kind" "goddard::liberal" "goddard::little" "goddard::old-fashioned" "goddard::proper" "goddard::reasonable" "goddard::thinking" "goddard::unreasonable" "goddard::young" "green::happy" "hannah::glad" "harriet_smith::bad" "harriet_smith::good" "harriet_smith::little" "harriet_smith::mean" "harriet_smith::natural" "harriet_smith::respectable" "harriet_smith::sensible" "harriet_smith::useful" "harriet_smith::well" "harriet::#-afraid" "harriet::#-bad" "harriet::#-mean" "harriet::accomplished" "harriet::agreeable" "harriet::alone" "harriet::angry" "harriet::anxious" "harriet::ashamed" "harriet::awkward" "harriet::bad" "harriet::bitter" "harriet::busy" "harriet::certain" "harriet::clever" "harriet::cold" "harriet::comfortable" "harriet::confident" "harriet::considerate" "harriet::courageous" "harriet::cruel" "harriet::dangerous" "harriet::delighted" "harriet::delightful" "harriet::desirable" "harriet::disgusting" "harriet::eager" "harriet::evil" "harriet::excellent" "harriet::fair" "harriet::foolish" "harriet::generous" "harriet::gentle" "harriet::glad" "harriet::good" "harriet::grateful" "harriet::great" "harriet::handsome" "harriet::kind" "harriet::little" "harriet::open" "harriet::pleased" "harriet::pleasing" "harriet::poor" "harriet::pretty" "harriet::prominent" "harriet::proper" "harriet::ridiculous" "harriet::sensible" "harriet::strange" "harriet::strong" "harriet::stupid" "harriet::sweet" "harriet::thinking" "harriet::unhappy" "harriet::valuable" "harriet::warm" "harriet::well" "harriet::wonderful" "harriet::young" "hartfield::#-fair" "hartfield::#-happy" "hartfield::afraid" "hartfield::awkward" "hartfield::delighted" "hartfield::good" "hartfield::great" "hartfield::happy" "hartfield::healthy" "hartfield::interesting" "hartfield::little" "hartfield::nice" "hartfield::old" "hartfield::serious" "hartfield::short" "hartfield::strange" "hartfield::thinking" "hartfield::trusted" "hartfield::young" "hawkins::accomplished" "hawkins::fortunate" "hawkins::good" "hawkins::handsome" "hawkins::happy" "hawkins::proper" "henry::genuine" "henry::giving" "henry::little" "hetty::#-good" "hodges::cheap" "hodges::pleased" "isabella::#-bad" "isabella::blind" "isabella::busy" "isabella::clever" "isabella::determined" "isabella::feminine" "isabella::gentle" "isabella::good" "isabella::great" "isabella::hard" "isabella::intelligent" "isabella::interested" "isabella::kind" "isabella::little" "isabella::old" "isabella::pleasant" "isabella::poor" "isabella::pretty" "isabella::reasonable" "isabella::short" "isabella::understanding" "isabella::well" "isabella::young" "james::attentive" "james::cheerful" "james::good" "james::great" "james::little" "james::lucky" "james::quiet" "james::strong" "jane_fairfax::agreeable" "jane_fairfax::bad" "jane_fairfax::charming" "jane_fairfax::dangerous" "jane_fairfax::delighted" "jane_fairfax::devoted" "jane_fairfax::evil" "jane_fairfax::excellent" "jane_fairfax::fat" "jane_fairfax::fortunate" "jane_fairfax::good" "jane_fairfax::graceful" "jane_fairfax::great" "jane_fairfax::handsome" "jane_fairfax::little" "jane_fairfax::open" "jane_fairfax::pleasing" "jane_fairfax::pretty" "jane_fairfax::proper" "jane_fairfax::short" "jane_fairfax::sweet" "jane_fairfax::tall" "jane_fairfax::useful" "jane_fairfax::wonderful" "jane_fairfax::worthy" "jane_fairfax::young" "jane::#-mean" "jane::afraid" "jane::agreeable" "jane::charming" "jane::cold" "jane::evil" "jane::fine" "jane::forward" "jane::good" "jane::great" "jane::happy" "jane::kind" "jane::little" "jane::old" "jane::pretty" "jane::serious" "jane::wonderful" "jane::young" "john_knightley::attentive" "john_knightley::awkward" "john_knightley::blind" "john_knightley::capable" "john_knightley::cheerful" "john_knightley::clever" "john_knightley::delighted" "john_knightley::eager" "john_knightley::great" "john_knightley::little" "john_knightley::old" "john_knightley::pleasing" "john_knightley::private" "john_knightley::quiet" "john_knightley::respectable" "john_knightley::strong" "john::curious" "john::giving" "john::interesting" "john::little" "knightley::#-useful" "knightley::afraid" "knightley::alone" "knightley::amusing" "knightley::attentive" "knightley::awkward" "knightley::bad" "knightley::capable" "knightley::cheerful" "knightley::clever" "knightley::considerate" "knightley::delighted" "knightley::determined" "knightley::extraordinary" "knightley::fair" "knightley::glad" "knightley::good" "knightley::good-natured" "knightley::great" "knightley::handsome" "knightley::hard" "knightley::kind" "knightley::little" "knightley::lovely" "knightley::old" "knightley::pleased" "knightley::poor" "knightley::proper" "knightley::serious" "knightley::strange" "knightley::strong" "knightley::stupid" "knightley::sweet" "knightley::thinking" "knightley::trusted" "knightley::well" "knightley::young" "martin::angry" "martin::ashamed" "martin::awkward" "martin::beautiful" "martin::cheerful" "martin::dangerous" "martin::fortunate" "martin::good" "martin::great" "martin::happy" "martin::interesting" "martin::little" "martin::poor" "martin::proper" "martin::thinking" "martin::useful" "martins::educated" "martins::great" "miss_nash::determined" "miss_nash::great" "miss_smith::delighted" "miss_smith::good" "miss_smith::great" "miss_smith::kind" "miss_smith::little" "miss_smith::unhappy" "miss_smith::well" "miss_woodhouse::entertaining" "miss_woodhouse::forgiving" "miss_woodhouse::good" "miss_woodhouse::great" "miss_woodhouse::happy" "miss_woodhouse::kind" "miss_woodhouse::little" "miss_woodhouse::poor" "nash::determined" "nash::great" "partridge::happy" "perry::bad" "perry::certain" "perry::determined" "perry::evil" "perry::good" "perry::great" "perry::intelligent" "perry::interesting" "perry::little" "perry::thinking" "philip_elton::evil" "robert_martin::angry" "robert_martin::ashamed" "robert_martin::cheerful" "robert_martin::fortunate" "robert_martin::great" "robert_martin::handsome" "robert_martin::little" "robert_martin::natural" "robert_martin::open" "robert_martin::proper" "robert_martin::straightforward" "smallridge::delightful" "smallridge::desirable" "smallridge::forward" "smallridge::little" "smith::careless" "smith::certain" "smith::cold" "suckling::beautiful" "taylor::accomplished" "taylor::excellent" "taylor::gentle" "taylor::giving" "taylor::good" "taylor::great" "taylor::nice" "taylor::open" "taylor::playful" "taylor::poor" "taylor::rich" "taylor::straightforward" "tom::cold" "tom::good" "viii_frank_churchill::ashamed" "viii_frank_churchill::good" "wallis::delightful" "wallis::good" "weston::#-bad" "weston::afraid" "weston::alone" "weston::anxious" "weston::ashamed" "weston::attentive" "weston::attractive" "weston::awkward" "weston::bad" "weston::busy" "weston::cheap" "weston::clever" "weston::comfortable" "weston::delighted" "weston::desirable" "weston::employed" "weston::evil" "weston::fair" "weston::faithful" "weston::forgiving" "weston::generous" "weston::gentle" "weston::giving" "weston::good" "weston::great" "weston::handsome" "weston::happy" "weston::kind-hearted" "weston::little" "weston::lively" "weston::lovely" "weston::pleased" "weston::pleasing" "weston::poor" "weston::pretty" "weston::quiet" "weston::social" "weston::strange" "weston::stupid" "weston::sweet" "weston::young" "william::great" "wingfield::delighted" "woodhouse::#-bad" "woodhouse::afraid" "woodhouse::agreeable" "woodhouse::alone" "woodhouse::ashamed" "woodhouse::blind" "woodhouse::bright" "woodhouse::busy" "woodhouse::cold" "woodhouse::delighted" "woodhouse::delightful" "woodhouse::employed" "woodhouse::excellent" "woodhouse::fair" "woodhouse::feminine" "woodhouse::forward" "woodhouse::gentle" "woodhouse::giving" "woodhouse::good" "woodhouse::great" "woodhouse::interesting" "woodhouse::kind" "woodhouse::little" "woodhouse::lovely" "woodhouse::old" "woodhouse::poor" "woodhouse::proper" "emma::#-strong" "harriet::charming" "dixon::laughing" "smith::little" "weston::reasonable" "--_harriet::rich" "elton::evil" "jane_fairfax::sensible" "--_harriet::warm" "smallridge::thinking" "john_knightley::determined" "welch::thinking" "cox::great" "uncle_knightley::little" "perry::young" "knightley::cold" "knightley::disturbed" "jane::grateful" "frank::serious" "jane::satisfied" "knightley::happy" "frank_churchill::ignorant" "harriet::old" "patty::poor" "woodhouse::pretty" "perry::proper" "jane_fairfax::rude" "jane::short" "jane_fairfax::thinking" "jane::thinking" "jane::useful" "smith::worthy" "little_john::little" "donwell::happy" "jane::poor" "suckling::anxious" "suckling::liberal" "suckling::short" "green::young" "dixon::blind" "emma::calm" "campbell::worthy" "jane_fairfax::delightful" "jane::natural" "campbell::poor" "dixon::strong" "jane::warm" "otway::good" "weston::certain" "tom::old" "enscombe::little" "emma::disappointed" "churchill::short" "churchill::sad" "weston::kind" "frank::young" "weston::natural" "churchill::sincere" "weston::strong" "enscombe::cold" "enscombe::tired" "patty::afraid" "hartfield::determined" "weston::proper" "woodhouse::young" "frank_churchill::rude" "knightley::warm" "cox::proper" "miss_campbell::devoted" "miss_campbell::fortunate" "dixon::understanding" "jane::important" "dixon::well-known" "hartfield::giving" "robert_martin::poor" "robert_martin::dangerous" "robert_martin::happy" "robert_martin::useful" "martins::well" "martins::ignorant" "harriet::#-rude" "emma::#-satisfied" "emma::#-tall" "harriet::plain" "hawkins::little" "jane_fairfax::active" "harriet::afraid" "elton::good-natured" "john_knightley::agreeable" "knightley::agreeable" "jane::anxious" "elton::original" "emma::capable" "weston::capable" "elton::gentle" "woodhouse::cheerful" "jane_fairfax::glad" "harriet::natural" "weston::encouraging" "harriet::extraordinary" "elton::ignorant" "emma::foolish" "elton::respectable" "robert_martin::well" "harriet::happy" "john_knightley::healthy" "harriet::important" "hartfield::kind" "k.::laughing" "weston::well" "isabella::natural" "isabella::quiet" "john_abdy::old" "emma::pleasant" "harriet::reasonable" "knightley::reasonable" "martin::satisfied" "knightley::sensible" "woodhouse::strong" "woodhouse::well" "knightley::#-agreeable" "harriet::#-angry" "frank_churchill::#-mean" "knightley::angry" "knightley::anxious" "weston::thinking" "woodhouse::awkward" "knightley::useful" "knightley::bitter" "john_knightley::reasonable" "jane::delighted" "knightley::exciting" "frank_churchill::embarrassed" "frank_churchill::expressive" "jane::extraordinary" "knightley::lively" "harriet::fine" "robert_martin::forward" "harriet::honest" "knightley::giving" "martin::short" "isabella::nervous" "william_larkins::great" "isabella::happy" "harriet::ignorant" "harriet_smith::important" "knightley::important" "frank_churchill::interested" "weston::interesting" "frank_churchill::jealous" "martin::well" "robert_martin::young" "weston::open" "weston::playful" "harriet::worthy" "harriet::prompt" "smith::proper" "henry::remarkable" "harriet::respectable" "harriet::rich" "knightley::rude" "woodhouse::rushed" "knightley::satisfied" "woodhouse::satisfied" "harriet::sincere" "robert_martin::strong" "knightley::tall" "frank_churchill::thinking" "woodhouse::unhappy" "harriet::unreasonable" "jane::unusual" "jane::accomplished" "frank_churchill::fortunate" "weston::delightful" "jane_fairfax::exciting" "knightley::short" "weston::agreeable" "perry::glad" "perry::laughing" "gilbert::old" "perry::delightful" "martin::kind" "woodhouse::careless" "woodhouse::certain" "white-hart::evil" "james::glad" "robert_martin::bad" "robert_martin::good" "robert_martin::mean" "robert_martin::respectable" "robert_martin::sensible" "weston::#-afraid" "harriet::serious" "robert_martin::alone" "wingfield::eager" "knightley::evil" "knightley::foolish" "knightley::prominent" "harriet::mean" "woodhouse::open" "weston::ridiculous" "woodhouse::sweet" "harriet::understanding" "martin::warm" "knightley::wonderful" "miss_woodhouse::#-fair" "hartfield::overrated" "john_knightley::short" "john_knightleys::serious" "weston::trusted" "hetty::well" "wright::cheap" "william::pleased" "little_henry::clever" "isabella::useful" "woodhouse::intelligent" "isabella::respectful" "john_knightley::pleasant" "little_henry::pretty" "westons::understanding" "james::poor" "woodhouse::charming" "jane_fairfax::thin" "knightley::excellent" "knightley::worthy" "knightley::open" "knightley::pleasing" "john_knightley::sweet" "john_knightley::#-mean" "jane::strong" "jane::liberal" "jane::tired" "jane::respectable" "jane::well" "john_knightley::wonderful" "john_knightley::tall" "john::strong" "knightley::irritated" "woodhouse::bad" "weston::glad" "william::serious" "martin::young" "smith::interesting" "miss_smith::lovely" "miss_smith::sensible" "miss_smith::pretty" "miss_woodhouse::thinking" "miss_woodhouse::young" "miss_woodhouse::well" "partridge::little" "woodhouse::evil" "perry::kind" "woodhouse::thinking" "perry::pleased" "smallridge::sweet" "smallridge::short" "woodhouse::beautiful" "taylor::forward" "taylor::strange" "woodhouse::rich" "weston::straightforward" "weston::important" "weston::pleasant" "weston::valuable" "weston::motherly" "weston::private" "woodhouse::strange" "weston::suspicious" "woodhouse::comfortable" "woodhouse::wonderful"
"--_emma::#-strong" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_emma::charming" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
