"" "ann_street::#-agreeable" "ann_street::#-surprised" "ann_street::angry" "ann_street::determined" "ann_street::difficult" "ann_street::pleased" "ann_street::short" "ann_street::strange" "anville::concerned" "anville::entertaining" "anville::excellent" "anville::great" "anville::mean" "anville::old" "anville::poor" "anville::understanding" "anville::well" "anville::young" "arthur_villars::faithful" "bart_howard_grove::grateful" "bart_howard_grove::great" "bart_howard_grove::short" "bart_howard_grove::surprised" "beaumont::affectionate" "beaumont::afraid" "beaumont::cruel" "beaumont::good" "beaumont::great" "beaumont::little" "beaumont::loud" "beaumont::surprised" "beaumont::thoughtful" "beaumont::unhappy" "beaumont::weak" "beaumont::well" "beaumont::young" "belmont::good" "belmont::little" "belmont::mean" "belmont::old" "berry_hill::great" "berry_hill::little" "berry_hill::open" "berry_hill::poor" "biddy::bad" "biddy::fine" "branghton::#-pleased" "branghton::#-surprised" "branghton::angry" "branghton::bad" "branghton::cheap" "branghton::comfortable" "branghton::conceited" "branghton::cruel" "branghton::determined" "branghton::eager" "branghton::entertaining" "branghton::fine" "branghton::forward" "branghton::good" "branghton::great" "branghton::hopeful" "branghton::little" "branghton::loud" "branghton::plain" "branghton::poor" "branghton::reasonable" "branghton::weak" "branghton::well" "branghton::young" "branghtons::glad" "branghtons::great" "branghtons::open" "branghtons::poor" "branghtons::satisfied" "brown::bold" "brown::fine" "brown::good" "brown::little" "brown::poor" "brown::quiet" "brown::tired" "brown::young" "caroline::little" "clement_willoughby::alone" "clement_willoughby::excellent" "clement_willoughby::fine" "clement_willoughby::fortunate" "clement_willoughby::great" "clement_willoughby::happy" "clement_willoughby::open" "clement_willoughby::private" "clement_willoughby::proper" "clement_willoughby::short" "clement_willoughby::strange" "clement_willoughby::violent" "clement_willoughby::warm" "clement_willoughby::well" "clement_willoughby::young" "clement::#-ashamed" "clement::#-daring" "clement::agreeable" "clement::angry" "clement::awkward" "clement::bad" "clement::comfortable" "clement::cruel" "clement::disturbed" "clement::eager" "clement::embarrassed" "clement::employed" "clement::entertaining" "clement::evil" "clement::fair" "clement::fine" "clement::forward" "clement::generous" "clement::glad" "clement::good" "clement::great" "clement::happy" "clement::irritated" "clement::little" "clement::lively" "clement::neglected" "clement::peaceful" "clement::pleased" "clement::poor" "clement::short" "clement::strange" "clement::successful" "clement::sweet" "clement::understanding" "clement::young" "clinton::#-surprised" "clinton::determined" "clinton::gentle" "clinton::great" "clinton::happy" "clinton::little" "clinton::poor" "clinton::well" "clinton::worthy" "coverley::glad" "coverley::great" "coverley::loud" "coverley::old" "coverley::satisfied" "coverley::young" "don_saltero::fine" "duval::daring" "duval::little" "evelina::#-responsible" "evelina::extraordinary" "evelina::fair" "evelina::little" "evelina::respectable" "evelyn::fair" "evelyn::innocent" "evelyn::private" "evelyn::slender" "evelyn::young" "green::little" "green::poor" "helen::foolish" "horace::excellent" "horace::good" "horace::great" "hot_wells::determined" "hot_wells::great" "hot_wells::poor" "howard_berry_hill::forward" "howard_grove::#-surprised" "howard_grove::certain" "howard_grove::determined" "howard_grove::eager" "howard_grove::forward" "howard_grove::little" "howard_grove::old" "howard_grove::poor" "howard_grove::tired" "howard::extraordinary" "howard::grateful" "howard::great" "howard::kind" "howard::short" "howard::surprised" "howsomever::glad" "jack::good" "jack::young" "jenny::good" "jingo::excellent" "jingo::extraordinary" "jingo::old" "john_belmont,-was::gentle" "john_belmont::compassionate" "john_belmont::frustrated" "john_belmont::grateful" "john_belmont::great" "john_belmont::helpless" "john_belmont::innocent" "john_belmont::poor" "john_belmont::private" "john_belmont::short" "john_belmont::young" "john::determined" "john::distinguished" "john::educated" "john::little" "john::poor" "john::trusted" "lady_belmont::determined" "lady_belmont::distinguished" "lady_belmont::educated" "lady_belmont::poor" "lady_howard::eager" "lady_howard::forward" "lady_howard::great" "lady_howard::kind" "lady_howard::poor" "lady_howard::respectable" "lady_howard::well" "lady_louisa::afraid" "lady_louisa::cold" "lady_louisa::determined" "lady_louisa::good" "lady_louisa::great" "lady_louisa::kind" "lady_louisa::loud" "lady_louisa::pleased" "lady_louisa::thoughtful" "lady_louisa::unhappy" "lady_louisa::weak" "lady_louisa::well" "lady_louisa::young" "louisa::little" "louisa::surprised" "lovel::capable" "lovel::concerned" "lovel::entertaining" "lovel::excellent" "lovel::good" "lovel::great" "lovel::important" "lovel::kind" "lovel::little" "lovel::loud" "lovel::pleased" "lovel::satisfied" "lovel::thinking" "lovel::young" "lyons::ashamed" "lyons::determined" "lyons::great" "lyons::short" "lyons::strange" "lyons::unlucky" "lyons::well" "m._du_bois::#-understanding" "m._du_bois::afraid" "m._du_bois::eager" "m._du_bois::forward" "m._du_bois::great" "m._du_bois::hard" "m._du_bois::little" "m._du_bois::loud" "m._du_bois::poor" "m._du_bois::young" "m._howard::faithful" "m._howard::respected" "ma_foi::little" "macartney::alone" "macartney::delighted" "macartney::determined" "macartney::giving" "macartney::good" "macartney::little" "macartney::neglected" "macartney::poor" "madam_duval::great" "madam_duval::productive" "madam_duval::young" "madam::certain" "madam::compassionate" "madam::fortunate" "madam::generous" "madam::genuine" "madam::helpless" "madam::little" "madame_duval::#-agreeable" "madame_duval::#-pleased" "madame_duval::#-satisfied" "madame_duval::#-surprised" "madame_duval::ashamed" "madame_duval::bad" "madame_duval::cold" "madame_duval::comfortable" "madame_duval::considerate" "madame_duval::cruel" "madame_duval::determined" "madame_duval::difficult" "madame_duval::eager" "madame_duval::excellent" "madame_duval::fair" "madame_duval::fine" "madame_duval::foolish" "madame_duval::fortunate" "madame_duval::forward" "madame_duval::glad" "madame_duval::good" "madame_duval::great" "madame_duval::ignorant" "madame_duval::kind" "madame_duval::little" "madame_duval::lively" "madame_duval::old" "madame_duval::open" "madame_duval::peaceful" "madame_duval::pleased" "madame_duval::polite" "madame_duval::poor" "madame_duval::productive" "madame_duval::rude" "madame_duval::short" "madame_duval::strange" "madame_duval::surprised" "madame_duval::sweet" "madame_duval::unlucky" "madame_duval::violent" "madame_duval::weak" "madame_duval::well" "madame_duval::young" "mademoiselle_branghton::young" "maria::angry" "maria::certain" "maria::charming" "maria::eager" "maria::feminine" "maria::good" "maria::kind" "maria::lovely" "maria::young" "merton::afraid" "merton::loud" "merton::old" "merton::tall" "merton::thoughtful" "merton::weak" "mirvan::#-daring" "mirvan::#-fortunate" "mirvan::agreeable" "mirvan::ashamed" "mirvan::bad" "mirvan::certain" "mirvan::cheerful" "mirvan::cold" "mirvan::comfortable" "mirvan::daring" "mirvan::delightful" "mirvan::determined" "mirvan::encouraged" "mirvan::fair" "mirvan::feminine" "mirvan::forward" "mirvan::generous" "mirvan::glad" "mirvan::good" "mirvan::great" "mirvan::important" "mirvan::kind" "mirvan::little" "mirvan::loud" "mirvan::peaceful" "mirvan::pleased" "mirvan::private" "mirvan::respectful" "mirvan::serious" "mirvan::short" "mirvan::sociable" "mirvan::strange" "mirvan::surprised" "mirvan::unlucky" "mirvan::warm" "mirvan::well" "miss_anville::good" "miss_branghton::#-good" "miss_branghton::fine" "monseer::#-understanding" "monseer::afraid" "monsieur_du_bois-but::bad" "monsieur_du_bois::ashamed" "monsieur_du_bois::bad" "monsieur_du_bois::comfortable" "monsieur_du_bois::great" "monsieur_du_bois::poor" "monsieur_du_bois::unlucky" "monsieur::#-understanding" "nero::old" "orville_clement::great" "orville::#-thinking" "orville::alone" "orville::bad" "orville::bold" "orville::cheerful" "orville::concerned" "orville::creative" "orville::daring" "orville::delighted" "orville::determined" "orville::distinguished" "orville::entertaining" "orville::excellent" "orville::fine" "orville::forward" "orville::frightening" "orville::good" "orville::great" "orville::important" "orville::little" "orville::loud" "polly_branghton::foolish" "polly_branghton::good-natured" "polly_branghton::ignorant" "polly::fine" "polly::old" "polly::pretty" "ranelagh::cold" "ranelagh::happy" "selwyn::#-cruel" "selwyn::alone" "selwyn::beautiful" "selwyn::distinguished" "selwyn::great" "selwyn::old" "selwyn::short" "smith::angry" "smith::determined" "smith::fine" "smith::forward" "smith::good" "smith::rude" "tyrell::ashamed" "villars::faithful" "villars::pleased" "villars::successful" "your_ladyship::productive" "madame_duval::angry" "orville::strange" "orville::short" "anville::patient" "stanley::entertaining" "anville::passionate" "selwyn::young" "selwyn::well" "arthur_villars::great" "john_belmont::surprised" "orville::afraid" "selwyn::cruel" "selwyn::good" "selwyn::loud" "orville::surprised" "orville::thoughtful" "merton::unhappy" "dame_green::little" "evelina::mean" "mirvan::open" "madam::poor" "tom::bad" "orville::#-pleased" "madame_duval::cheap" "madame_duval::entertaining" "polly::eager" "polly::good" "scotchman::great" "clement::hopeful" "macartney::loud" "smith::loud" "polly::plain" "tom::reasonable" "m._du_bois::well" "george::young" "holborn_hill::young" "signor_millico::young" "smith::young" "snow_hill::glad" "madame_duval::satisfied" "madame_duval::bold" "brown::pretty" "smith::little" "smith::poor" "polly::quiet" "smith::tired" "caroline::poor" "ranelagh::excellent" "ranelagh::fortunate" "ranelagh::warm" "howard_grove::private" "ranelagh::proper" "ranelagh::violent" "clement::well" "orville::young" "orville::#-daring" "mirvan::entertaining" "madame_duval::awkward" "stanley::bad" "monsieur_du_bois::peaceful" "miss_anville::cruel" "orville::cruel" "orville::disturbed" "mirvan::eager" "orville::embarrassed" "orville::generous" "madame_duval::successful" "smith::happy" "orville::irritated" "selwyn::lively" "orville::neglected" "nick::pleased" "selwyn::sweet" "selwyn::understanding" "mirvan::young" "selwyn::determined" "howard_grove::gentle" "selwyn::poor" "evelina::happy" "howard_grove::worthy" "merton::glad" "merton::great" "orville::old" "merton::satisfied" "evelina::depressed" "john_belmont::extraordinary" "john_belmont::fair" "madame_duval::respectable" "john_belmont::slender" "orville::foolish" "horace::laughing" "mr_villars::forward" "howard_grove::pleased" "tyrell::forward" "madame_duval::tired" "howsomever::kind" "jingo::good" "orville::extraordinary" "madame_duval::gentle" "madam::innocent" "john_belmont::irritated" "polly_green::poor" "paterson::young" "selwyn::educated" "john::young" "lady_belmont::old" "merton::well" "merton::cold" "orville::cold" "merton::determined" "selwyn::kind" "orville::kind" "wiseacre::pleased" "wells::young" "selwyn::capable" "marquis::little" "selwyn::satisfied" "orville::thinking" "monsieur_du_bois::well" "monsieur::afraid" "madame_duval::hard" "polly::young" "villars::respected" "selwyn::delighted" "macartney::encouraged" "macartney::serious" "mirvan::productive" "mirvan::fortunate" "madam::unhappy" "monsieur_du_bois::#-pleased" "madame_duval::giving" "monsieur_du_bois::cold" "mirvan::considerate" "pardi::difficult" "smith::fair" "smith::glad" "monsieur_du_bois::good" "smith::great" "mirvan::lively" "mirvan::polite" "madame_duval::ridiculous" "madame_duval::strong" "ranelagh::poor" "madame_duval::sensible" "your_ladyship::well" "mirvan::rude" "monsieur_du_bois::short" "smith::surprised" "mirvan::sweet" "mirvan::violent" "orville::angry" "orville::feminine" "orville::lovely" "ridgeway::tall" "ranelagh::#-fortunate" "ranelagh::agreeable" "orville::sociable" "orville::delightful" "orville::encouraged" "orville::fair" "mirvan::gentle" "orville::glad" "mirvan::proper" "mirvan::worthy" "stanley::private" "orville::respectful" "ranelagh::surprised" "miss_branghton::#-good-natured" "monsieur_du_bois-but::poor" "nero::ridiculous" "orville::mean" "orville::inconsiderate" "orville::understanding" "orville::romantic" "ranelagh::frightening" "orville::well" "orville::laughing" "orville::pleased" "selwyn::little" "polly_branghton::pretty" "polly::poor" "smith::pretty" "selwyn::lovely" "selwyn::daring" "selwyn::hard" "villars::short" "smith::cruel" "tom::rude" "tyrell::ridiculous" "villars::young"
"ann_street::#-agreeable" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ann_street::#-surprised" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ann_street::angry" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ann_street::determined" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ann_street::difficult" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ann_street::pleased" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
