"" "--_``_louisa::little" "--_``_louisa::tired" "--_bingley::great" "--_elizabeth::concerned" "--_elizabeth::happy" "--_elizabeth::satisfied" "--_elizabeth::sweet" "--_elizabeth::weak" "--_elizabeth::well" "--_nay::happy" "annesley::cold" "ashworth::great" "bennet::#-fortunate" "bennet::#-pleased" "bennet::agreeable" "bennet::beautiful" "bennet::certain" "bennet::charming" "bennet::clever" "bennet::cold" "bennet::confused" "bennet::dangerous" "bennet::delighted" "bennet::determined" "bennet::disappointed" "bennet::encouraged" "bennet::excellent" "bennet::extraordinary" "bennet::firm" "bennet::fortunate" "bennet::gentle" "bennet::glad" "bennet::good" "bennet::great" "bennet::handsome" "bennet::happy" "bennet::hard" "bennet::intelligent" "bennet::kind" "bennet::little" "bennet::lively" "bennet::natural" "bennet::open" "bennet::polite" "bennet::pretty" "bennet::punctual" "bennet::sad" "bennet::satisfied" "bennet::sensible" "bennet::serious" "bennet::short" "bennet::strange" "bennet::strong" "bennet::successful" "bennet::tall" "bennet::terrific" "bennet::thankful" "bennet::warm" "bennet::well" "bennet::young" "bingley::#-fortunate" "bingley::accomplished" "bingley::afraid" "bingley::agreeable" "bingley::amazing" "bingley::angry" "bingley::anxious" "bingley::bad" "bingley::capable" "bingley::careless" "bingley::charming" "bingley::clever" "bingley::comfortable" "bingley::confused" "bingley::dangerous" "bingley::delighted" "bingley::delightful" "bingley::employed" "bingley::encouraged" "bingley::fine" "bingley::fortunate" "bingley::giving" "bingley::good" "bingley::great" "bingley::happy" "bingley::ignorant" "bingley::jealous" "bingley::kind" "bingley::little" "bingley::original" "bingley::plain" "bingley::pleased" "bingley::polite" "bingley::poor" "bingley::pretty" "bingley::proud" "bingley::reasonable" "bingley::respectable" "bingley::sensible" "bingley::short" "bingley::successful" "bingley::surprised" "bingley::unlucky" "bingley::well" "bingley::young" "caroline::#-fortunate" "caroline::confused" "caroline::little" "caroline::sensible" "carter::giving" "catherine_de_bourgh::pleasing" "catherine_de_bourgh::sincere" "catherine_de_bourgh::trusting" "catherine::attentive" "catherine::awful" "catherine::certain" "catherine::delighted" "catherine::distinguished" "catherine::experienced" "catherine::great" "catherine::interesting" "catherine::little" "catherine::lucky" "catherine::respectable" "catherine::young" "charles::careless" "charlotte::good" "charlotte::happy" "collins::#-certain" "collins::#-understanding" "collins::affectionate" "collins::agreeable" "collins::clever" "collins::compatible" "collins::determined" "collins::embarrassed" "collins::excellent" "collins::fair" "collins::fine" "collins::foolish" "collins::fortunate" "collins::forward" "collins::giving" "collins::good" "collins::grateful" "collins::great" "collins::happy" "collins::kind" "collins::little" "collins::mean" "collins::open" "collins::pleased" "collins::positive" "collins::prompt" "collins::proper" "collins::satisfied" "collins::secure" "collins::successful" "collins::tall" "collins::thinking" "collins::uncomfortable" "collins::understanding" "collins::warm" "collins::well" "collins::worthy" "collins::young" "colonel_fitzwilliam::glad" "colonel_fitzwilliam::ignorant" "colonel_fitzwilliam::mean" "darcy::#-rich" "darcy::admirable" "darcy::agreeable" "darcy::alone" "darcy::angry" "darcy::anxious" "darcy::ashamed" "darcy::awkward" "darcy::blind" "darcy::capable" "darcy::careful" "darcy::certain" "darcy::concerned" "darcy::confused" "darcy::curious" "darcy::delightful" "darcy::devoted" "darcy::difficult" "darcy::employed" "darcy::encouraging" "darcy::fair" "darcy::forward" "darcy::friendly" "darcy::generous" "darcy::giving" "darcy::good" "darcy::great" "darcy::handsome" "darcy::happy" "darcy::hard" "darcy::ignorant" "darcy::kind" "darcy::little" "darcy::old" "darcy::plain" "darcy::polite" "darcy::prejudiced" "darcy::pretty" "darcy::proper" "darcy::proud" "darcy::punctual" "darcy::respectable" "darcy::rich" "darcy::satisfied" "darcy::sensible" "darcy::serious" "darcy::sincere" "darcy::strange" "darcy::strong" "darcy::surprised" "darcy::thankful" "darcy::thin" "darcy::understanding" "darcy::well" "darcy::young" "dawson::cool" "de_bourgh::distinguished" "de_bourgh::employed" "de_bourgh::little" "de_bourgh::proper" "de_bourgh::well" "de_bourgh::young" "denny::good" "denny::happy" "denny::short" "denny::young" "earl::lively" "eliza::great" "elizabeth::#-comfortable" "elizabeth::#-consistent" "elizabeth::#-handsome" "elizabeth::#-surprised" "elizabeth::affectionate" "elizabeth::afraid" "elizabeth::agreeable" "elizabeth::alone" "elizabeth::anxious" "elizabeth::ashamed" "elizabeth::awkward" "elizabeth::capable" "elizabeth::caring" "elizabeth::certain" "elizabeth::cheerful" "elizabeth::cold" "elizabeth::comfortable" "elizabeth::concerned" "elizabeth::confused" "elizabeth::delighted" "elizabeth::determined" "elizabeth::disappointed" "elizabeth::eager" "elizabeth::embarrassed" "elizabeth::employed" "elizabeth::excellent" "elizabeth::exciting" "elizabeth::expressive" "elizabeth::extraordinary" "elizabeth::fine" "elizabeth::forgiving" "elizabeth::forward" "elizabeth::generous" "elizabeth::gentle" "elizabeth::giving" "elizabeth::glad" "elizabeth::good" "elizabeth::great" "elizabeth::happy" "elizabeth::ignorant" "elizabeth::impatient" "elizabeth::intelligent" "elizabeth::jealous" "elizabeth::kind" "elizabeth::little" "elizabeth::lovely" "elizabeth::natural" "elizabeth::open" "elizabeth::original" "elizabeth::plain" "elizabeth::pleased" "elizabeth::pleasing" "elizabeth::polite" "elizabeth::private" "elizabeth::prompt" "elizabeth::proper" "elizabeth::quiet" "elizabeth::reasonable" "elizabeth::remarkable" "elizabeth::rude" "elizabeth::satisfied" "elizabeth::sensible" "elizabeth::short" "elizabeth::sincere" "elizabeth::strange" "elizabeth::successful" "elizabeth::surprised" "elizabeth::thinking" "elizabeth::tired" "elizabeth::trusting" "elizabeth::unreasonable" "elizabeth::useful" "elizabeth::violent" "elizabeth::well" "elizabeth::young" "f.::short" "fitzwilliam::good" "fitzwilliam::surprised" "forster::#-kind" "forster::beautiful" "forster::good" "forster::great" "forster::little" "forster::pleasant" "forster::smart" "forster::violent" "forster::well" "forster::young" "gardiner::ashamed" "gardiner::certain" "gardiner::concerned" "gardiner::delightful" "gardiner::good" "gardiner::great" "gardiner::little" "gardiner::lovely" "gardiner::open" "gardiner::pleased" "gardiner::pleasing" "gardiner::terrific" "gardiner::violent" "gardiner::well" "george_wickham::young" "george::cold" "georgiana_darcy::interesting" "georgiana::happy" "grantley::beautiful" "grantley::delighted" "harriet::little" "hill::charming" "hill::mean" "hurst::awkward" "hurst::great" "hurst::tired" "hurst::violent" "jane_bennet::sweet" "jane::#-fortunate" "jane::angry" "jane::capable" "jane::concerned" "jane::confused" "jane::determined" "jane::disappointed" "jane::excellent" "jane::forgiving" "jane::forward" "jane::generous" "jane::giving" "jane::glad" "jane::great" "jane::happy" "jane::kind" "jane::little" "jane::lovely" "jane::loving" "jane::original" "jane::sad" "jane::satisfied" "jane::secure" "jane::serious" "jane::short" "jane::sweet" "jane::unlucky" "jane::violent" "jane::well" "jane::young" "jenkinson::delighted" "jenkinson::employed" "jenkinson::fine" "jones::young" "kent::#-understanding" "kent::calm" "kent::experienced" "kent::well" "kitty::accomplished" "kitty::alone" "kitty::beautiful" "kitty::cold" "kitty::determined" "kitty::evil" "kitty::fortunate" "kitty::good" "kitty::hard" "kitty::kind" "kitty::little" "kitty::natural" "kitty::satisfied" "kitty::short" "kitty::young" "lady_catherine_bennet::charming" "lady_catherine_bennet::giving" "lady_catherine_bennet::happy" "lady_catherine_bennet::kind" "lady_catherine_de_bourgh::fortunate" "lady_catherine::attentive" "lady_catherine::certain" "lady_catherine::decent" "lady_catherine::extraordinary" "lady_catherine::good" "lady_catherine::kind" "lady_catherine::trusted" "lady_lucas::alone" "lady_lucas::clever" "lady_lucas::determined" "lady_lucas::good" "lady_lucas::good-natured" "lady_lucas::great" "lady_lucas::kind" "lambton::little" "lizzy::#-bold" "lizzy::giving" "lizzy::good" "lizzy::positive" "lucas::anxious" "lucas::ashamed" "lucas::encouraging" "lucas::kind" "lucas::proud" "lucas::rich" "lucas::rude" "lydia::accomplished" "lydia::anxious" "lydia::bad" "lydia::caring" "lydia::certain" "lydia::concerned" "lydia::demanding" "lydia::determined" "lydia::fortunate" "lydia::good" "lydia::great" "lydia::kind" "lydia::little" "lydia::polite" "lydia::poor" "lydia::satisfied" "lydia::short" "lydia::tired" "lydia::young" "maria::alone" "maria::good" "mary::accomplished" "mary::agreeable" "mary::clever" "mary::evil" "mary::great" "mary::kind" "miss_darcy::old" "miss_de_bourgh::#-rich" "pemberley::fine" "philips::encouraged" "philips::forward" "philips::glad" "philips::good" "philips::interesting" "philips::little" "philips::young" "reynolds::afraid" "robinson::great" "st._james::decent" "wickham::anxious" "wickham::blind" "wickham::caring" "wickham::certain" "wickham::concerned" "wickham::fair" "wickham::good" "wickham::handsome" "wickham::happy" "wickham::ignorant" "wickham::kind" "wickham::liberal" "wickham::respectable" "wickham::satisfied" "wickham::thinking" "wickham::well" "william::agreeable" "william::excellent" "william::good" "william::handsome" "william::smart" "bingley::tired" "mary::weak" "lady_catherine::happy" "darcy::cold" "william_goulding::great" "jane::sensible" "bennet::proper" "mary::encouraged" "darcy::beautiful" "bennet::pleasing" "bingley::certain" "lady_lucas::young" "jane::cold" "lady_lucas::cold" "miss_bingley::cold" "elizabeth::dangerous" "clapham::determined" "kitty::excellent" "jane::firm" "bingley::gentle" "lizzy::glad" "catherine::good" "bennet::unlucky" "darcy::lively" "gardiner::intelligent" "lucas::great" "william::great" "elizabeth::warm" "charlotte_lucas::hard" "william::kind" "elizabeth::strong" "hurst::polite" "bingley::punctual" "lizzy::sad" "charles::serious" "lizzy::short" "mary::short" "collins::strange" "lydia::terrific" "elizabeth::thankful" "lucas::well" "wickham::young" "mary::fortunate" "hurst::anxious" "jane::bad" "wickham::capable" "darcy::careless" "bingley::sweet" "darcy::clever" "bingley::thinking" "darcy::delighted" "elizabeth::delightful" "lizzy::employed" "philips::well" "bingley::pleasant" "jane::good" "bingley::natural" "jane::jealous" "jane::ignorant" "lucas::little" "netherfield::original" "hurst::plain" "elizabeth::poor" "elizabeth::pretty" "jane::proud" "jane::reasonable" "jane::surprised" "lady_lucas::unlucky" "kitty::well" "catherine::sensible" "catherine::extraordinary" "collins::certain" "william::delighted" "catherine::important" "lydia::interesting" "elizabeth::lucky" "kent::great" "gardiner::affectionate" "wickham::agreeable" "collins::innocent" "elizabeth::understanding" "lizzy::embarrassed" "william::forward" "lady_catherine::fine" "lizzy::foolish" "wickham::little" "william::positive" "lady_catherine::grateful" "lady_catherine::great" "jane::open" "elizabeth::secure" "elizabeth::uncomfortable" "wickham::worthy" "john::young" "colonel_fitzwilliam::little" "colonel_fitzwilliam::meant" "miss_de_bourgh::anxious" "elizabeth::admirable" "lady_catherine::alone" "elizabeth::angry" "gardiner::kind" "wickham::prejudiced" "lizzy::capable" "elizabeth::curious" "miss_bingley::delightful" "philips::devoted" "elizabeth::difficult" "hurst::employed" "netherfield::encouraging" "elizabeth::fair" "lydia::generous" "darcy::social" "fitzwilliam::little" "darcy::pleasant" "elizabeth_bennet::great" "hurst::strange" "pemberley::great" "gardiner::handsome" "lydia::happy" "elizabeth::hard" "george_wickham::kind" "hurst::little" "kent::little" "wickham::polite" "lucas::young" "lydia::punctual" "william::serious" "william::surprised" "maria::thin" "lydia::understanding" "lady_catherine::well" "pemberley::well" "gardiner::young" "dawson::good" "jenkinson::little" "lady_catherine::young" "elizabeth::lively" "fitzwilliam::great" "jane::#-surprised" "william::alone" "lucas::good" "jane::cheerful" "jane::comfortable" "elizabeth::negative" "elizabeth::thorough" "jane::eager" "lydia::exciting" "gardiner::expressive" "jane::pleased" "elizabeth::valuable" "lydia::glad" "hurst::good" "mary_king::great" "lady_catherine::impatient" "jane::useful" "lizzy::little" "pemberley::little" "georgiana::lovely" "georgiana::open" "elizabeth::rushed" "lucas::private" "jane::quiet" "william::rude" "lady_catherine::sensible" "wickham::unreasonable" "lydia::violent" "wickham::trusting" "lydia::useful" "kitty::violent" "pen::little" "gardiner::pleasant" "william::young" "lydia::well" "gardiner::fine" "hill::great" "wickham::pleasing" "mary::cold" "louisa::interesting" "younge::happy" "grantley::little" "wickham::charming" "wickham::mean" "miss_bingley::awkward" "jane_bennet::well" "lydia::giving" "jane::old" "lizzy::secure" "jenkinson::young" "kent::short" "kent::pleased" "mary::hard" "lydia::natural" "lady_catherine_bennet::little" "lady_catherine_de_bourgh::good" "lady_catherine::employed" "lady_catherine::short" "lucas::trusted" "william::determined" "william::good-natured" "lizzy::angry" "lucas::secure" "wickham::poor" "lydia::thankful" "william_lucas::good" "mary::young" "reynolds::old" "wickham::forward" "philips::thankful" "philips::productive" "reynolds::well" "robinson::pretty" "william_lucas::decent" "wickham::faithful" "wickham::pretty"
"--_``_louisa::little" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_``_louisa::tired" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_bingley::great" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_elizabeth::concerned" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_elizabeth::happy" 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
