"" "admiral_maxwell::good" "agatha::#-afraid" "agatha::angry" "agatha::disgusting" "agatha::forward" "amelia::tall" "amelia::well" "anhalt::good" "anhalt::short" "baddeley::little" "baddeley::mean" "baron_wildenheim::poor" "baron_wildenheim::serious" "baron::good" "bertram::#-troubled" "bertram::active" "bertram::afraid" "bertram::agreeable" "bertram::awake" "bertram::delightful" "bertram::encouraging" "bertram::expressive" "bertram::fine" "bertram::forward" "bertram::glad" "bertram::good" "bertram::hard" "bertram::helpless" "bertram::little" "bertram::old" "bertram::pleased" "bertram::private" "bertram::professional" "bertram::proper" "bertram::rich" "bertram::short" "bertram::strong" "bertram::surprised" "bertram::unreasonable" "bertram::useful" "bertram::well" "bertram::young" "betsey::fine" "betsey::glad" "betsey::little" "betsey::natural" "betsey::nice" "betsey::useful" "bridgets::poor" "bridgets::young" "butler::impatient" "chapman::#-pleased" "charles_maddox::clever" "charles_maddox::great" "charles::bad" "charles::rough" "christopher_jackson::employed" "christopher_jackson::little" "coachman::bad" "coachman::rough" "cottager::old" "crawford::#-afraid" "crawford::#-serious" "crawford::active" "crawford::afraid" "crawford::agreeable" "crawford::alone" "crawford::amazing" "crawford::anxious" "crawford::ashamed" "crawford::awake" "crawford::awkward" "crawford::bitter" "crawford::busy" "crawford::capable" "crawford::charming" "crawford::considerate" "crawford::cool" "crawford::dangerous" "crawford::delightful" "crawford::desirable" "crawford::determined" "crawford::devoted" "crawford::disappointed" "crawford::evil" "crawford::excellent" "crawford::excited" "crawford::expressive" "crawford::famous" "crawford::feminine" "crawford::fine" "crawford::forward" "crawford::friendly" "crawford::gentle" "crawford::giving" "crawford::good" "crawford::gracious" "crawford::great" "crawford::happy" "crawford::hard" "crawford::important" "crawford::interested" "crawford::interesting" "crawford::involved" "crawford::kind" "crawford::little" "crawford::mean" "crawford::modest" "crawford::natural" "crawford::neglected" "crawford::old" "crawford::open" "crawford::plain" "crawford::pleasant" "crawford::pleasing" "crawford::poor" "crawford::powerful" "crawford::private" "crawford::professional" "crawford::prominent" "crawford::proper" "crawford::respectable" "crawford::respected" "crawford::satisfied" "crawford::secure" "crawford::serious" "crawford::short" "crawford::strange" "crawford::strong" "crawford::surprised" "crawford::terrible" "crawford::thinking" "crawford::unreasonable" "crawford::useful" "crawford::valuable" "crawford::warm" "crawford::well" "crawford::young" "duberley::fine" "edmund_bertram::excellent" "edmund_bertram::fair" "edmund_bertram::great" "edmund::#-serious" "edmund::#-useful" "edmund::active" "edmund::agreeable" "edmund::alone" "edmund::anxious" "edmund::bold" "edmund::busy" "edmund::capable" "edmund::charming" "edmund::cheerful" "edmund::clever" "edmund::consistent" "edmund::critical" "edmund::delightful" "edmund::desirable" "edmund::determined" "edmund::eager" "edmund::employed" "edmund::encouraged" "edmund::encouraging" "edmund::excellent" "edmund::expressive" "edmund::fair" "edmund::familiar" "edmund::fortunate" "edmund::forward" "edmund::gentle" "edmund::giving" "edmund::glad" "edmund::good" "edmund::good-natured" "edmund::grateful" "edmund::great" "edmund::happy" "edmund::hard" "edmund::important" "edmund::interested" "edmund::interesting" "edmund::irritated" "edmund::kind" "edmund::liberal" "edmund::little" "edmund::mean" "edmund::modest" "edmund::natural" "edmund::old" "edmund::open" "edmund::patient" "edmund::plain" "edmund::poor" "edmund::pretty" "edmund::private" "edmund::prominent" "edmund::prompt" "edmund::proper" "edmund::reasonable" "edmund::respectable" "edmund::satisfied" "edmund::sensible" "edmund::serious" "edmund::short" "edmund::strong" "edmund::successful" "edmund::thoughtful" "edmund::well" "edmund::young" "eleanors::poor" "elizabeth::good" "everingham::little" "everingham::natural" "fanny::#-wonderful" "fanny::alone" "fanny::awake" "fanny::awful" "fanny::awkward" "fanny::busy" "fanny::cheerful" "fanny::cold" "fanny::cruel" "fanny::delighted" "fanny::delightful" "fanny::determined" "fanny::disappointed" "fanny::employed" "fanny::excellent" "fanny::familiar" "fanny::fine" "fanny::forward" "fanny::gentle" "fanny::giving" "fanny::glad" "fanny::good" "fanny::grateful" "fanny::great" "fanny::happy" "fanny::helpless" "fanny::independent" "fanny::irritated" "fanny::kind" "fanny::little" "fanny::modest" "fanny::natural" "fanny::neglected" "fanny::nice" "fanny::old" "fanny::open" "fanny::ordinary" "fanny::pleasant" "fanny::private" "fanny::proper" "fanny::reasonable" "fanny::satisfied" "fanny::sensible" "fanny::short" "fanny::strange" "fanny::strong" "fanny::understanding" "fanny::useful" "fanny::warm" "fanny::well" "fanny::young" "flora::nice" "flora::young" "frances::good" "frances::happy" "frances::private" "fraser::bad" "fraser::certain" "fraser::strong" "fraser::thorough" "frederick::certain" "grant::#-good" "grant::anxious" "grant::certain" "grant::critical" "grant::fair" "grant::friendly" "grant::good" "grant::great" "grant::hard" "grant::kind" "grant::little" "grant::open" "grant::poor" "grant::professional" "grant::rich" "grant::satisfied" "grant::serious" "grant::thorough" "grant::useful" "grant::warm-hearted" "grant::young" "green::poor" "harding::great" "harrison::young" "henry_crawford::alone" "henry_crawford::anxious" "henry_crawford::busy" "henry_crawford::careless" "henry_crawford::cool" "henry_crawford::distinguished" "henry_crawford::fair" "henry_crawford::forward" "henry_crawford::great" "henry_crawford::happy" "henry_crawford::independent" "henry_crawford::mean" "henry_crawford::open" "henry_crawford::original" "henry_crawford::pleasant" "henry_crawford::reasonable" "henry_crawford::selfish" "henry_crawford::short" "henry_crawford::trusting" "henry::#-afraid" "henry::devoted" "henry::fine" "henry::glad" "henry::good" "henry::little" "henry::old" "henry::satisfied" "henry::understanding" "henry::useful" "henry::warm" "jackson::employed" "jackson::little" "janet::certain" "janet::thorough" "jefferies::poor" "john_groom::poor" "john_yates::desirable" "john::good" "julia::#-afraid" "julia::#-happy" "julia::agreeable" "julia::alone" "julia::angry" "julia::bad" "julia::busy" "julia::careless" "julia::certain" "julia::charming" "julia::cheerful" "julia::distinguished" "julia::expressive" "julia::good" "julia::great" "julia::happy" "julia::independent" "julia::joyful" "julia::little" "julia::offensive" "julia::open" "julia::plain" "julia::pleased" "julia::pleasing" "julia::poor" "julia::short" "julia::trusting" "julia::well" "julia::young" "lady_bertram::active" "lady_bertram::attentive" "lady_bertram::awful" "lady_bertram::calm" "lady_bertram::cheerful" "lady_bertram::desirable" "lady_bertram::disabled" "lady_bertram::eager" "lady_bertram::excellent" "lady_bertram::fine" "lady_bertram::forward" "lady_bertram::friendly" "lady_bertram::glad" "lady_bertram::great" "lady_bertram::handsome" "lady_bertram::little" "lady_bertram::poor" "lady_bertram::pretty" "lady_bertram::tall" "lady_bertram::useful" "lady_bertram::well" "lee::delightful" "lee::good" "lee::little" "maddison::clever" "mansfield::agreeable" "mansfield::artificial" "mansfield::cool" "mansfield::determined" "mansfield::friendly" "mansfield::giving" "mansfield::innocent" "mansfield::little" "mansfield::noisy" "mansfield::poor" "mansfield::private" "mansfield::useful" "margaret::certain" "maria_bertram::reasonable" "maria_rushworth_maria_bertram::familiar" "maria_rushworth_maria_bertram::little" "maria_rushworth_maria_bertram::strong" "maria_rushworth::familiar" "maria_rushworth::great" "maria_rushworth::young" "maria_ward::short" "maria::#-happy" "maria::#-surprised" "maria::alone" "maria::busy" "maria::capable" "maria::careless" "maria::difficult" "maria::distinguished" "maria::giving" "maria::good" "maria::great" "maria::handsome" "maria::happy" "maria::independent" "maria::little" "maria::open" "maria::plain" "maria::pleased" "maria::poor" "maria::private" "maria::satisfied" "maria::short" "maria::strict" "maria::unlucky" "maria::well" "maria::young" "mary_crawford::alone" "mary_crawford::great" "mary_crawford::independent" "mary::#-good" "mary::excellent" "mary::hard" "mary::powerful" "mary::strong" "mary::thinking" "mary::understanding" "mary::warm" "mary::warm-hearted" "miss_bertram::satisfied" "miss_crawford::hard" "miss_lee::important" "norris::afraid" "norris::alone" "norris::ashamed" "norris::beautiful" "norris::busy" "norris::calm" "norris::clever" "norris::cold" "norris::concerned" "norris::delighted" "norris::delightful" "norris::desirable" "norris::difficult" "norris::evil" "norris::excellent" "norris::fair" "norris::forward" "norris::friendly" "norris::glad" "norris::good" "norris::great" "norris::happy" "norris::kind" "norris::little" "norris::mean" "norris::old" "norris::open" "norris::poor" "norris::pretty" "norris::private" "norris::proper" "norris::sad" "norris::satisfied" "norris::short" "norris::strange" "norris::strong" "norris::trusted" "norris::useful" "norris::well" "norris::young" "prescott::young" "ravenshaw::little" "ravenshaw::pleased" "rebecca::fine" "rebecca::great" "rebecca::natural" "rebecca::poor" "repton::fine" "rushworth::agreeable" "rushworth::busy" "rushworth::determined" "rushworth::difficult" "rushworth::evil" "rushworth::fine" "rushworth::fortunate" "rushworth::giving" "rushworth::good" "rushworth::great" "rushworth::happy" "rushworth::little" "rushworth::nice" "rushworth::old" "rushworth::original" "rushworth::pleased" "rushworth::poor" "rushworth::private" "rushworth::professional" "rushworth::proper" "rushworth::ridiculous" "rushworth::short" "rushworth::useful" "rushworth::young" "rushworths::good" "rushworths::old" "severus::distinguished" "sneyd::agreeable" "stornaway::nice" "susan::agreeable" "susan::attentive" "susan::awkward" "susan::blind" "susan::capable" "susan::eager" "susan::employed" "susan::fine" "susan::gentle" "susan::giving" "susan::good" "susan::kind" "susan::old" "susan::open" "susan::sensible" "thomas_bertram::glad" "thomas::agreeable" "thomas::amusing" "thomas::ashamed" "thomas::calm" "thomas::clever" "thomas::consistent" "thomas::critical" "thomas::employed" "thomas::evil" "thomas::excellent" "thomas::excited" "thomas::forward" "thomas::giving" "thomas::glad" "thomas::good" "thomas::grateful" "thomas::great" "thomas::happy" "thomas::hard" "thomas::important" "thomas::little" "thomas::loving" "thomas::old" "thomas::pleased" "thomas::poor" "thomas::pretty" "thomas::proper" "thomas::ridiculous" "thomas::sad" "thomas::secure" "thomas::strong" "thomas::understanding" "thomas::useful" "thomas::well" "thomas::young" "thornton_lacey::excellent" "thrush::strong" "tom_bertram::#-good" "tom_bertram::alone" "tom_bertram::awake" "tom_bertram::bad" "tom_bertram::giving" "tom_bertram::great" "tom_bertram::independent" "tom_bertram::private" "tom::bad" "tom::concerned" "tom::consistent" "tom::excellent" "tom::fair" "tom::good" "tom::kind" "tom::little" "tom::poor" "wight::ashamed" "william_price::happy" "william::determined" "william::excellent" "william::forward" "william::good" "william::great" "william::little" "william::loving" "william::open" "william::poor" "william::powerful" "william::strong" "yates::alone" "yates::awake" "yates::certain" "yates::disappointed" "yates::fine" "yates::great" "yates::little" "yates::ridiculous" "yates::strong" "yates::understanding" "admiral_maxwell::old" "julia::disgusting" "frederick::forward" "julia::tall" "yates::good" "thomas::mean" "julia::serious" "edmund::#-troubled" "tom::active" "maria::afraid" "yates::private" "lee::encouraging" "repton::old" "susan::glad" "maria::forward" "tom::helpless" "henry_crawford::little" "mary::little" "thomas::rich" "maria_rushworth::surprised" "fanny::unreasonable" "thornton_lacey::useful" "susan::little" "rebecca::nice" "susan::useful" "eleanors::young" "butler::unemployed" "fanny::#-pleased" "tom_oliver::clever" "charles_maddox::well" "stephen::bad" "stephen::rough" "cottager::satisfied" "maria::#-afraid" "fanny::#-serious" "julia::afraid" "crawford::familiar" "tom_bertram::agreeable" "crawford::sad" "crawford::consistent" "crawford::trusting" "fanny::anxious" "thomas::anxious" "fanny::ashamed" "edmund::awake" "susan::strange" "rushworth::open" "tom::capable" "julia::fine" "edmund::considerate" "edmund::dangerous" "william::delightful" "fanny::desirable" "crawford::glad" "mary::determined" "william::valuable" "yates::determined" "fanny::devoted" "tom_bertram::excellent" "william::thinking" "lewis::famous" "fanny::feminine" "grant::fine" "william::friendly" "thomas::gentle" "rushworth::satisfied" "crawford::nervous" "fanny::gracious" "fanny::interested" "maddox::great" "mary::great" "fanny::important" "grant::interesting" "fanny::involved" "william::kind" "william::modest" "julia::neglected" "sotherton::old" "thomas::open" "fanny::pleasing" "fanny::prominent" "fraser::satisfied" "maria_rushworth::secure" "fanny::serious" "thomas::serious" "edmund::surprised" "thomas::terrible" "edmund::thinking" "fanny::thinking" "william::warm" "william::young" "pangloss::fine" "thornton_lacey::fair" "tom::#-serious" "lady_bertram::#-useful" "grant::agreeable" "thornton::agreeable" "fanny::bold" "edmund::useful" "william::charming" "maria::cheerful" "tom::pretty" "rushworth::desirable" "fanny::expressive" "thomas::determined" "susan::expressive" "grant::encouraged" "tom::young" "shakespeare::familiar" "fanny::fortunate" "william::happy" "thornton::glad" "rushworth::well" "william::grateful" "mary_crawford::happy" "fanny::hard" "norris::irritated" "tom::liberal" "edmund::unreasonable" "h.m.s._thrush::little" "thornton_lacey::little" "grant::mean" "henry::mean" "grant::short" "lady_bertram::patient" "mary::plain" "fanny::prompt" "mary::reasonable" "rushworth::successful" "tom::thoughtful" "elizabeth::respectable" "everingham::young" "fanny::unhappy" "fanny::terrible" "susan::delighted" "susan::great" "maria_rushworth::strong" "susan::familiar" "lady_bertram::gentle" "rushworth::gentle" "fanny::tired" "tom::old" "mary::grateful" "sam::great" "fanny::poor" "grant::pleasant" "mansfield::kind" "fanny::pretty" "maria_rushworth::little" "norris::modest" "william::natural" "thomas::sensible" "william::sensible" "norris::reasonable" "xxxvi_edmund::satisfied" "rushworth::strange" "rushworth::understanding" "miss_lee::useful" "shakespeare::warm" "grant::well" "tom_bertram::young" "stornaway::young" "frances::little" "fraser::good" "margaret::thorough" "frederick::proper" "tom_bertram::warm-hearted" "lady_bertram::critical" "grant::sensible" "miss_crawford::little" "henry::warm-hearted" "yates::poor" "yates::independent" "maria::trusting" "thomas::cool" "william_price::forward" "mary::mean" "smith::original" "lady_bertram::pleasant" "maria::reasonable" "julia_bertram::selfish" "yates::short" "mary::#-afraid" "mary::fine" "henry::pleasing" "mary::old" "mary::satisfied" "yates::warm" "thomas::desirable" "maria::agreeable" "yates::agreeable" "maria::angry" "maria::bad" "julia::terrible" "tom::offensive" "maria::pleasing" "lady_bertram::good" "norris::attentive" "thomas::awful" "lady_bertram::old" "thomas::friendly" "thomas_bertram::well" "rushworth::pretty" "thomas::tall" "lee::sensible" "maddison::honest" "mansfield::young" "mansfield::great" "mansfield::warm" "rushworth::friendly" "mansfield::quiet" "thomas_bertram::short" "maria::lovely" "ward::handsome" "maria::warm" "rushworth::strict" "rushworth::unlucky" "norris::important" "norris::pleasant" "thomas::delighted" "thomas::fair" "norris::sensible" "norris::natural" "thomas::kind" "ward::little" "thomas::private" "norris::thinking" "thomas::trusted" "ravenshaw::weak" "yates::pleased" "rebecca::little" "susan::poor" "rushworth::thinking" "rushworth::quiet" "severus::great" "sneyd::young" "susan::proper" "susan::evil" "susan::interested" "susan::understanding" "yates::giving" "thomas::short" "thomas::thinking" "thomas::warm" "yates::young" "tom_bertram::poor" "yates::bad" "wight::old" "william_price::selfish" "young::great"
"admiral_maxwell::good" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"agatha::#-afraid" 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"agatha::angry" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
