"" "--_g.::open" "akerman::honest" "akerman::respectable" "algernon_percy::brave" "anne_page::bright" "anne_page::careful" "anne_page::devoted" "anne_page::extraordinary" "anne_page::gifted" "anne_page::pretty" "anne_page::respected" "anne_page::youthful" "bacon::fine" "bacon::good" "bacon::thoughtful" "barnaby_rudge::distinguished" "barnaby_rudge::good" "barnaby::#-good" "barnaby::#-mean" "barnaby::accomplished" "barnaby::active" "barnaby::afraid" "barnaby::alone" "barnaby::blind" "barnaby::bold" "barnaby::bright" "barnaby::busy" "barnaby::clever" "barnaby::cool" "barnaby::courteous" "barnaby::cruel" "barnaby::dangerous" "barnaby::evil" "barnaby::experienced" "barnaby::expressive" "barnaby::extraordinary" "barnaby::fat" "barnaby::fine" "barnaby::firm" "barnaby::foolish" "barnaby::glad" "barnaby::good" "barnaby::grateful" "barnaby::great" "barnaby::happy" "barnaby::hard" "barnaby::important" "barnaby::kind" "barnaby::little" "barnaby::loving" "barnaby::mean" "barnaby::natural" "barnaby::old" "barnaby::open" "barnaby::poor" "barnaby::popular" "barnaby::powerful" "barnaby::private" "barnaby::professional" "barnaby::proud" "barnaby::quiet" "barnaby::rushed" "barnaby::sensible" "barnaby::short" "barnaby::strong" "barnaby::thoughtful" "barnaby::tired" "barnaby::trusted" "barnaby::weak" "barnaby::young" "black_lion::familiar" "black_lion::kind" "bloody_mary::old" "chester::#-caring" "chester::#-hard" "chester::affectionate" "chester::afraid" "chester::anxious" "chester::bitter" "chester::busy" "chester::cheerful" "chester::complicated" "chester::courteous" "chester::disappointed" "chester::fine" "chester::good" "chester::great" "chester::hard" "chester::interesting" "chester::kind" "chester::lazy" "chester::little" "chester::old" "chester::ordinary" "chester::persuasive" "chester::plain" "chester::pleasant" "chester::poor" "chester::proper" "chester::rough" "chester::rude" "chester::strange" "chester::sweet" "chester::thoughtful" "chester::worthy" "chester::young" "chesterfield::fine" "chesterfield::good" "chesterfield::rich" "chesterfield::thoughtful" "cobb::embarrassing" "cobb::nervous" "cobb::old" "cobb::young" "cornhill::old" "crooked_billet::open" "curzon::gracious" "curzon::terrible" "damme::kind" "dennis::active" "dennis::alone" "dennis::appreciated" "dennis::certain" "dennis::cool" "dennis::cruel" "dennis::dangerous" "dennis::expressive" "dennis::fine" "dennis::forward" "dennis::good" "dennis::great" "dennis::happy" "dennis::interesting" "dennis::kind" "dennis::laughing" "dennis::little" "dennis::loud" "dennis::mean" "dennis::noisy" "dennis::old" "dennis::pleasant" "dennis::popular" "dennis::practical" "dennis::professional" "dennis::quiet" "dennis::rushed" "dennis::serious" "dennis::short" "dennis::social" "dennis::strong" "dennis::uncomfortable" "dennis::violent" "dennis::well" "dennis::young" "dolly_v.::forward" "dolly_varden::alone" "dolly_varden::caring" "dolly_varden::charming" "dolly_varden::gentle" "dolly_varden::great" "dolly_varden::hard" "dolly_varden::little" "dolly_varden::old" "dolly_varden::pleasant" "dolly_varden::tall" "dolly_varden::young" "dolly::big" "dolly::bright" "dolly::certain" "dolly::cheerful" "dolly::curious" "dolly::delighted" "dolly::distinguished" "dolly::extraordinary" "dolly::fair" "dolly::fine" "dolly::forgiving" "dolly::forward" "dolly::friendly" "dolly::gentle" "dolly::giving" "dolly::glad" "dolly::good" "dolly::gracious" "dolly::great" "dolly::handsome" "dolly::honest" "dolly::kind" "dolly::little" "dolly::loving" "dolly::mean" "dolly::muscular" "dolly::nice" "dolly::old" "dolly::open" "dolly::opened" "dolly::pleasant" "dolly::poor" "dolly::practical" "dolly::pretty" "dolly::relaxed" "dolly::rough" "dolly::rushed" "dolly::serious" "dolly::short" "dolly::strange" "dolly::tall" "dolly::thoughtful" "dolly::weak" "dolly::well" "dolly::young" "edward_chester::certain" "edward_chester::strange" "edward::#-proud" "edward::bold" "edward::cool" "edward::employed" "edward::extraordinary" "edward::fair" "edward::faithful" "edward::gentle" "edward::good" "edward::great" "edward::little" "edward::loud" "edward::old" "edward::plain" "edward::sad" "edward::short" "edward::young" "emma::bright" "emma::fair" "emma::good" "emma::handsome" "emma::young" "fore_gad::cool" "gabriel_varden::afraid" "gabriel_varden::giving" "gabriel_varden::great" "gabriel_varden::honest" "gabriel_varden::kind" "gabriel_varden::little" "gabriel_varden::sleepy" "gabriel_varden::strong" "gabriel::#-good" "gabriel::accomplished" "gabriel::alone" "gabriel::big" "gabriel::cold" "gabriel::fair" "gabriel::good" "gabriel::grateful" "gabriel::great" "gabriel::happy" "gabriel::honest" "gabriel::kind" "gabriel::laughing" "gabriel::old" "gabriel::poor" "gabriel::successful" "gad::great" "gashford::active" "gashford::awake" "gashford::blind" "gashford::certain" "gashford::confused" "gashford::educated" "gashford::employed" "gashford::forward" "gashford::good" "gashford::gracious" "gashford::great" "gashford::hard" "gashford::kind" "gashford::little" "gashford::old" "gashford::prejudiced" "gashford::reckless" "gashford::spoiled" "gashford::young" "geoffrey_haredale::little" "geoffrey_haredale::worthy" "geoffrey_haredale::young" "geoffrey::valuable" "george_gordon::cruel" "george_gordon::fine" "george_gordon::good" "george_gordon::great" "george_gordon::ignorant" "george_gordon::little" "george_saville::hard" "george::conscientious" "george::cool" "george::elderly" "george::friendly" "george::good" "george::great" "george::kind" "george::sensible" "george::strange" "george::strong" "george::violent" "george::young" "gordon_riots::extraordinary" "gordon::polite" "grip::bad" "grip::fine" "haredale::alone" "haredale::anxious" "haredale::awkward" "haredale::bad" "haredale::bitter" "haredale::bright" "haredale::comfortable" "haredale::compassionate" "haredale::corrupt" "haredale::courteous" "haredale::determined" "haredale::disturbed" "haredale::educated" "haredale::foolish" "haredale::generous" "haredale::good" "haredale::great" "haredale::hard" "haredale::important" "haredale::innocent" "haredale::kind" "haredale::little" "haredale::loud" "haredale::mean" "haredale::old" "haredale::strange" "haredale::surprised" "haredale::thinking" "haredale::thorough" "haredale::trusting" "haredale::violent" "haredale::worthy" "haredale::young" "harry::noisy" "harry::quiet" "henry_the_eighth::certain" "henry_the_eighth::unlucky" "holborn::alone" "holborn::confused" "hugh::#-little" "hugh::active" "hugh::alone" "hugh::angry" "hugh::appreciated" "hugh::ashamed" "hugh::bold" "hugh::comfortable" "hugh::concerned" "hugh::delighted" "hugh::dumb" "hugh::fat" "hugh::forward" "hugh::friendly" "hugh::gentle" "hugh::good" "hugh::great" "hugh::handsome" "hugh::happy" "hugh::hard" "hugh::kind" "hugh::little" "hugh::lively" "hugh::loud" "hugh::mean" "hugh::old" "hugh::open" "hugh::persuasive" "hugh::plain" "hugh::pleasant" "hugh::poor" "hugh::pretty" "hugh::professional" "hugh::proud" "hugh::quiet" "hugh::relaxed" "hugh::rough" "hugh::scared" "hugh::serious" "hugh::stable" "hugh::tall" "hugh::thinking" "hugh::unusual" "hugh::well" "hugh::wonderful" "hugh::young" "joe_willet::old" "joe_willet::poor" "joe_willet::short" "joe_willet::tired" "joe_willet::young" "joe::#-good" "joe::#-strong" "joe::angry" "joe::bad" "joe::bright" "joe::charming" "joe::clean" "joe::confused" "joe::difficult" "joe::energetic" "joe::exhausted" "joe::extraordinary" "joe::famous" "joe::fine" "joe::firm" "joe::gentle" "joe::glad" "joe::good" "joe::great" "joe::hard" "joe::honest" "joe::important" "joe::kind" "joe::laughing" "joe::little" "joe::natural" "joe::old" "joe::open" "joe::patient" "joe::pleasant" "joe::pleased" "joe::poor" "joe::powerful" "joe::pretty" "joe::sad" "joe::short" "joe::tough" "joe::unusual" "joe::valuable" "joe::well" "joe::young" "john_bull::genuine" "john_bull::good" "john_bull::old" "john_bull::poor" "john_chester::#-angry" "john_chester::amusing" "john_chester::good-natured" "john_chester::kind" "john_chester::natural" "john_chester::sad" "john_chester::strange" "john_grueby::alone" "john_grueby::angry" "john_grueby::corrupt" "john_grueby::forward" "john_grueby::giving" "john_grueby::good" "john_grueby::great" "john_grueby::little" "john_grueby::old" "john_grueby::reckless" "john_grueby::young" "john_willet::alone" "john_willet::amazing" "john_willet::dumb" "john_willet::fat" "john_willet::great" "john_willet::involved" "john_willet::old" "john_willet::open" "john_willet::smart" "john_willet::thinking" "john::#-angry" "john::#-good" "john::#-mean" "john::adventurous" "john::agreeable" "john::amusing" "john::angry" "john::anxious" "john::awake" "john::bad" "john::beautiful" "john::bold" "john::certain" "john::comfortable" "john::cool" "john::corrupt" "john::distinguished" "john::educated" "john::expressive" "john::fat" "john::firm" "john::forward" "john::good" "john::good-natured" "john::great" "john::happy" "john::hard" "john::honest" "john::interesting" "john::involved" "john::kind" "john::little" "john::natural" "john::noisy" "john::old" "john::open" "john::original" "john::plain" "john::poor" "john::pretty" "john::religious" "john::rough" "john::sad" "john::short" "john::strange" "john::tired" "john::well" "johnny::adventurous" "johnny::anxious" "johnny::dumb" "johnny::great" "johnny::little" "johnny::old" "joseph_willet::alone" "joseph_willet::charming" "joseph_willet::energetic" "joseph_willet::hard" "joseph_willet::tall" "joseph_willet::young" "joseph::foolish" "joseph::good" "king_george::adventurous" "macbeth::agreeable" "macbeth::fair" "macbeth::friendly" "macbeth::furious" "macbeth::good" "macbeth::kind" "macbeth::little" "macbeth::loyal" "macbeth::short" "macbeth::wise" "mansfield::bright" "mansfield::great" "mansfield::helpless" "mansfield::sad" "mansfield::serious" "mark_gilbert::tall" "martha::good" "martha::good-natured" "martha::great" "martha::open" "martha::ridiculous" "martha::serious" "martha::young" "mary_jones::handsome" "maypole_hugh::strange" "messrs_parkes::great" "messrs_parkes::little" "miggs::afraid" "miggs::alone" "miggs::bright" "miggs::certain" "miggs::cheerful" "miggs::confident" "miggs::extraordinary" "miggs::fair" "miggs::faithful" "miggs::good" "miggs::gracious" "miggs::great" "miggs::harmless" "miggs::kind" "miggs::little" "miggs::old" "miggs::remarkable" "miggs::serious" "miggs::short" "miggs::tall" "milton::fine" "milton::good" "milton::thoughtful" "miss_haredale::gentle" "miss_haredale::good" "mr_cobb::old" "mr_dennis::certain" "mr_dennis::delighted" "mr_dennis::distinguished" "mr_haredale::bright" "mr_haredale::good" "mr_tappertit::#-mean" "mr_tappertit::handsome" "mr_tappertit::little" "mr_varden::kind" "mr_varden::sad" "mr_willet::great" "mr_willet::kind" "mr_willet::open" "mrs_rudge::great" "mrs_varden::#-hard" "mrs_varden::accomplished" "mrs_varden::cheerful" "mrs_varden::confused" "mrs_varden::defensive" "mrs_varden::fine" "mrs_varden::foolish" "mrs_varden::friendly" "mrs_varden::good" "mrs_varden::great" "mrs_varden::honest" "mrs_varden::kind" "mrs_varden::little" "mrs_varden::nice" "mrs_varden::old" "mrs_varden::open" "mrs_varden::pleasant" "mrs_varden::practical" "mrs_varden::pretty" "mrs_varden::young" "muster_gashford::forward" "muster_gashford::good" "muster_gashford::noisy" "ned::fine" "ned::ungraceful" "ned::young" "parkes::bad" "parkes::great" "phil_parkes::nervous" "phil_parkes::old" "phil_parkes::short" "phil::thin" "queen_elizabeth::certain" "reuben_haredale::valuable" "rudge::old" "shakespeare::fine" "sim::awkward" "sim::dumb" "sim::kind-hearted" "sim::little" "sim::mean" "sim::old-fashioned" "sim::tall" "sim::well" "simmun::gracious" "simmun::open" "simon_tappertit::appreciated" "simon_tappertit::good" "simon_tappertit::little" "simon_tappertit::old-fashioned" "simon::friendly" "simon::great" "simon::respectable" "solomon_daisy::#-afraid" "solomon_daisy::interesting" "solomon_daisy::little" "solomon_daisy::old" "solomon::anxious" "solomon::disturbed" "solomon::foolish" "solomon::surprised" "solomon::valuable" "tappertit::blind" "tappertit::brave" "tappertit::good" "tappertit::gracious" "tappertit::great" "tappertit::kind-hearted" "tappertit::lovely" "tappertit::old" "tappertit::proper" "tappertit::tall" "toby::cheerful" "toby::hard" "varden::#-angry" "varden::#-good" "varden::afraid" "varden::firm" "varden::good" "varden::good-natured" "varden::little" "varden::young" "warren::#-strong" "warren::bright" "warren::glad" "warren::little" "warren::old" "warren::pleasant" "warren::poor" "willet_haredale::#-good" "willet::#-little" "willet::bright" "willet::cold" "willet::cruel" "willet::disturbed" "willet::dumb" "willet::familiar" "willet::fat" "willet::fine" "willet::giving" "willet::good" "willet::great" "willet::kind" "willet::little" "willet::old" "willet::original" "tappertit::open" "gabriel_varden::respectable" "lincoln::brave" "hugh_evans::bright" "hugh_evans::careful" "hugh_evans::devoted" "hugh_evans::extraordinary" "hugh_evans::gifted" "hugh_evans::pretty" "hugh_evans::respected" "hugh_evans::youthful" "shakespeare::good" "shakespeare::thoughtful" "hugh::distinguished" "barnaby_rudge::poor" "john::trusted" "varden::accomplished" "george::afraid" "barnaby::comfortable" "barnaby::lazy" "john::courteous" "hugh::dangerous" "willet::strong" "mary_rudge::firm" "hugh::glad" "barnaby::well" "mrs_rudge::good" "mr_haredale::grateful" "barnaby::handsome" "barnaby::thorough" "grip::great" "mrs_rudge::old" "barnaby::remarkable" "john::loving" "barnaby::wonderful" "mrs_rudge::little" "grip::open" "hugh::weak" "george_gordon::poor" "varden::poor" "hugh::rushed" "hugh::strong" "barnaby::wise" "reuben_haredale::thoughtful" "varden::tired" "gabriel::young" "john::young" "chester::open" "mrs_varden::sweet" "mrs_varden::affectionate" "chester::proud" "haredale::afraid" "mrs_varden::anxious" "john::bitter" "chester::lonely" "mr_tappertit::complicated" "gabriel::disappointed" "chester::ridiculous" "mrs_varden::ordinary" "tappertit::hard" "willet::interesting" "john::pleasant" "ned::little" "hugh::rude" "emma::poor" "willet::strange" "miggs::thoughtful" "edward::worthy" "miggs::young" "chesterfield::wise" "joe::embarrassing" "solomon_daisy::nervous" "mr_cobb::young" "parkes::old" "cornhill::private" "tappertit::terrible" "dennis::natural" "simon_tappertit::serious" "mr_dennis::great" "hugh::cruel" "hugh::fine" "dennis::tired" "dennis::proper" "muster_gashford::pleasant" "hugh::social" "muster_gashford::great" "dennis::unusual" "john::laughing" "muster_gashford::loud" "muster_gashford::quiet" "muster_gashford::popular" "miggs::practical" "dennis::valuable" "hugh::uncomfortable" "hugh::violent" "mary_jones::young" "dolly_v.::sweet" "joe_willet::little" "sim::big" "miggs::loving" "warren::well" "haredale::certain" "mrs_varden::well" "hugh_of_the_maypole::delighted" "mrs_varden::distinguished" "willet::distinguished" "mrs_varden::extraordinary" "emma::short" "tappertit::fair" "mrs_varden::forgiving" "tappertit::forward" "joe::giving" "dolly::proud" "gabriel::gracious" "dolly::powerful" "sim::great" "simon::little" "willet::young" "joe::mean" "mrs_varden::relaxed" "gabriel::serious" "joe_willet::open" "joe::opened" "dolly::unhappy" "emma::pretty" "joe::weak" "miggs::rough" "emma::rushed" "emma::strange" "joe_willet::strange" "joe::certain" "mrs_rudge::strange" "edward::well" "varden::bold" "ned::cool" "edward::polite" "warren::fair" "edward::poor" "edward::persuasive" "ned::good" "ned::great" "ned::plain" "edward::strong" "gabriel_varden::good" "martha::little" "mrs_varden::strong" "mrs_varden::sleepy" "martha::alone" "joe::cold" "mrs_varden::happy" "solomon::honest" "varden::honest" "martha::kind" "sim::laughing" "john::successful" "gad::strange" "george::awake" "gashford::religious" "george::certain" "holborn::great" "gashford::exhausted" "muster_gashford::reckless" "gashford::natural" "muster_gashford::gracious" "george_gordon::kind" "george::little" "gashford::poor" "george::prejudiced" "hugh::spoiled" "warren::valuable" "george_gordon::unhappy" "mr_tappertit::great" "haredale::ignorant" "george::hard" "john::strong" "john::friendly" "george::sincere" "john::violent" "gordon::strange" "gordon_riots::remarkable" "saville::polite" "grip::good" "grip::little" "tappertit::alone" "haredale::lonely" "haredale::embarrassed" "sim::comfortable" "varden::bad" "hugh::bright" "haredale::well" "haredale::warm" "willet::surprised" "willet::foolish" "haredale::weak" "haredale::pretty" "mr_haredale::important" "john_grueby::kind" "haredale::thankful" "john::loud" "john::mean" "john_grueby::strange" "haredale::thoughtful" "varden::thorough" "queen_elizabeth::unlucky" "mansfield::alone" "willet::lively" "mrs_varden::ashamed" "hugh::trusted" "warren::concerned" "hugh::fair" "john_grueby::dumb" "muster_gashford::friendly" "joe::tall" "sweetlips::good" "hugh::terrible" "willet::pretty" "muster_gashford::handsome" "hugh::honest" "hugh::strict" "tappertit::proud" "john::quiet" "muster_gashford::relaxed" "jack::scared" "joe::stable" "john_willet::unusual" "muster_gashford::wonderful" "varden::pleased" "warren::short" "paul::clean" "mrs_varden::difficult" "joseph::energetic" "willet::exhausted" "joe::youthful" "mrs_varden::glad" "willet::short" "joe::thinking" "tom_cobb::poor" "joe::strong" "joseph::sad" "parkes::tough" "parkes::young" "john_bull::stable" "john_bull::young" "varden::natural" "varden::amusing" "mr_varden::strange" "john::giving" "john_grueby::trustworthy" "parkes::amazing" "john_willet::strong" "john::smart" "solomon::great" "john_willet::secure" "natur::thinking" "john::difficult" "willet::awake" "john::romantic" "willet::well" "john::serious" "john::unlucky" "john::independent" "mr_haredale::hard" "solomon::little" "john::worthy" "reuben::old" "solomon::old" "john::opening" "john::remarkable" "varden::rough" "parkes::adventurous" "willet::anxious" "mrs_varden::charming" "varden::foolish" "macbeth::worthy" "mansfield::strange" "saville::great" "saville::serious" "thomas_curzon::tall" "martha::hard" "martha::natural" "martha::poor" "varden::ridiculous" "mrs_varden::serious" "messrs_parkes::lively" "mrs_varden::alone" "mrs_varden::confident" "mrs_varden::faithful" "miggs::loud" "miggs::well" "simon::old" "tappertit::remarkable" "miggs::unhappy" "miss_haredale::great" "mr_haredale::quiet" "mr_tappertit::old" "mr_tappertit::pretty" "mr_willet::little" "willet::open" "mrs_varden::offensive" "varden::pretty" "mrs_varden::motherly" "mrs_varden::short" "ned::well" "tom_cobb::old" "tom_cobb::short" "willet::thin" "rudge::thinking" "simon_tappertit::dumb" "tappertit::mean" "simon_tappertit::tall" "simon_tappertit::well" "simon_tappertit::negative" "simon::well" "solomon_daisy::young" "tappertit::kind" "tappertit::warm" "tappertit::strong" "tappertit::little" "tappertit::young" "toby::talkative" "toby::tall" "varden::glad" "varden::old" "varden::sensitive" "willet_haredale::evil" "willet::loud" "willet::slender"
"--_g.::open" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"akerman::honest" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
