"#-hasty" "accomplished" "active" "affected" "affectionate" "agreeable" "amiable" "anxious" "awkward" "calm" "capable" "careful" "cautious" "ceremonious" "certain" "cheerful" "civil" "clever" "cold" "conceited" "confident" "consistent" "constant" "cordial" "cruel" "curious" "deceitful" "decisive" "deep" "determined" "distant" "dull" "eager" "earnest" "elegant" "eloquent" "exact" "excessive" "extravagant" "faithful" "fastidious" "fearful" "firm" "foolish" "formal" "friendly" "frivolous" "generous" "genteel" "gentle" "gracious" "hasty" "haughty" "hearty" "humble" "ignorant" "impartial" "impatient" "impertinent" "imprudent" "independent" "indifferent" "ingenious" "insolent" "intelligent" "intimate" "irritable" "kind" "lively" "malicious" "mercenary" "moderate" "moral" "natural" "nervous" "obliging" "original" "particular" "peevish" "pleasant" "polite" "pompous" "proper" "proud" "prudent" "punctual" "quick" "quiet" "rational" "reasonable" "rude" "selfish" "serious" "severe" "shy" "silent" "sincere" "smart" "solemn" "steady" "thorough" "unaffected" "uncivil" "unguarded" "unreasonable" "unreserved" "vain" "violent" "warm" "wild" "ungenerous" "unassuming" "wise"
"#-hasty" 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"accomplished" 0 0 1 0 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"active" 0 1 0 0 1 1 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 0 0 0 0 1 1 0 0 2 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0
"affected" 0 0 0 0 0 0 1 2 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 2 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
"affectionate" 0 1 1 0 0 2 3 3 1 0 1 1 0 0 2 0 0 1 0 0 1 1 3 1 1 0 0 0 0 1 0 1 1 3 1 0 0 0 2 1 0 1 0 0 0 1 0 2 0 0 1 0 0 0 0 4 0 1 0 3 0 1 0 0 0 2 1 3 2 1 0 0 1 3 1 0 0 1 1 1 0 0 3 2 0 0 1 2 1 4 0 0 2 0 1 1 4 0 0 2 0 0 0 1 2 0 2 2 1 3 1 0 0
"agreeable" 1 1 1 0 2 0 7 6 4 0 3 1 1 1 11 0 4 2 9 1 0 0 2 2 2 2 0 0 4 3 2 0 3 2 6 2 2 1 1 1 2 2 1 2 0 6 0 0 2 3 0 1 1 1 2 0 2 2 2 2 1 4 2 0 2 3 0 3 5 1 1 0 0 3 1 1 2 8 0 6 2 0 4 6 1 1 3 0 1 1 1 0 4 2 1 5 1 0 2 5 2 3 3 2 1 1 4 2 1 2 0 1 2
"amiable" 0 1 3 1 3 7 0 6 3 1 6 1 0 2 6 3 4 1 2 0 0 3 1 0 1 0 1 1 0 1 1 1 3 6 4 1 0 1 1 0 1 2 0 3 3 2 1 3 0 2 0 1 1 0 1 2 0 1 1 1 1 5 1 0 2 3 1 3 6 0 2 1 1 3 3 1 1 6 0 3 2 2 5 8 3 0 0 1 2 4 1 1 5 1 1 7 4 1 1 1 0 1 2 1 1 1 3 4 1 1 1 1 1
"anxious" 1 0 0 2 3 6 6 0 3 0 2 0 1 2 5 2 3 1 3 0 1 0 1 1 0 1 0 0 0 3 0 1 3 3 1 0 1 0 1 0 1 1 0 2 1 1 1 3 1 2 2 0 1 0 0 2 0 2 1 0 1 3 0 0 0 1 0 3 4 0 0 1 0 1 0 0 0 1 0 0 0 1 0 5 1 0 2 3 0 3 2 1 3 1 1 5 1 1 0 1 0 2 2 1 1 0 0 2 1 1 0 2 2
"awkward" 0 0 0 2 1 4 3 3 0 0 1 0 0 0 3 0 3 1 1 0 0 1 0 0 1 1 0 1 0 1 0 0 0 2 1 0 0 0 0 1 0 0 0 0 3 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 1 0 1 0 0 0 1 0 3 2 0 1 3 0 1 2 1 1 1 0 0 1 0 0 2 1 0 1 1 0 1 0 0 0 0 0 1 1 1 0 0 0
"calm" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"capable" 0 0 0 0 1 3 6 2 1 0 0 0 1 1 6 1 3 1 2 0 0 0 1 0 1 0 1 0 0 1 1 1 4 0 0 0 0 0 0 0 0 1 1 0 0 0 1 2 0 0 0 0 1 0 1 1 1 1 0 0 1 2 0 1 0 2 0 2 2 0 1 0 0 1 0 0 0 6 0 2 1 0 1 4 0 0 0 1 0 0 0 1 2 1 0 1 0 0 1 1 0 0 0 0 2 0 2 1 0 0 0 0 0
"careful" 0 1 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 2 1 0 1 1 0 0 1 0 0 0 0 0 0
"cautious" 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
