"terms";"clusters"
"amiable";5
"amorous";3
"blasphemous";6
"boorish";18
"bright";11
"capable";8
"changeable";20
"childish";7
"clownish";12
"cold";16
"constant";19
"cunning";17
"curious";17
"deceitful";5
"deep";5
"determined";6
"diligent";15
"dishonest";12
"dull";19
"eager";11
"earnest";9
"eloquent";1
"forcible";10
"friendly";16
"gallant";8
"gentle";1
"gracious";14
"headlong";15
"honest";12
"humane";15
"humble";9
"ignorant";8
"impatient";18
"impudent";13
"indefinite";1
"indifferent";16
"ingenious";19
"irreligious";21
"melancholic";17
"merciful";23
"mild";20
"moderate";7
"modest";15
"narrow";8
"negligent";3
"passionate";19
"patient";1
"pleasant";4
"precise";18
"proper";2
"quick";22
"quiet";4
"reasonable";4
"rebellious";13
"rigorous";21
"rough";8
"serious";7
"simple";12
"sincere";16
"thorough";23
"variable";8
"wily";3
"wise";11
"zealous";3
"superstitious";6
"vain";18
"malicious";10
"womanly";20
"spirited";7
"lewd";20
"violent";23
"worldly";13
