"terms";"clusters"
"active";59
"affectionate";70
"agreeable";45
"amiable";10
"anxious";54
"awkward";39
"bashful";29
"bitter";72
"boisterous";74
"bold";23
"brave";58
"bright";56
"brisk";57
"calm";13
"capable";31
"careful";66
"careless";20
"certain";56
"cheerful";7
"civil";51
"clever";32
"coarse";22
"cold";4
"complimentary";12
"confident";49
"confused";39
"considerate";27
"consistent";60
"constant";65
"conversational";6
"cool";9
"cordial";35
"cruel";24
"curious";40
"deep";4
"determined";60
"direct";59
"distant";45
"distrustful";44
"dull";64
"dutiful";8
"eager";58
"earnest";68
"exact";46
"exclusive";63
"expressive";59
"facetious";26
"faithful";52
"fearful";26
"fierce";71
"fiery";58
"firm";42
"foolish";39
"forgetful";42
"frank";12
"friendly";61
"gallant";8
"generous";47
"genteel";43
"gentle";4
"gloomy";61
"graceful";37
"gracious";28
"harsh";27
"hasty";73
"hearty";19
"honest";53
"hospitable";26
"humble";30
"impatient";11
"independent";36
"indifferent";66
"ingenious";12
"intense";3
"jealous";18
"jovial";26
"kind";33
"lazy";21
"literary";32
"lively";54
"loud";55
"malicious";17
"merry";25
"mild";62
"moderate";44
"modest";27
"moral";67
"narrow";9
"natural";7
"nervous";27
"noisy";58
"original";60
"particular";56
"peaceful";38
"pious";72
"placid";74
"playful";2
"pleasant";56
"polite";46
"practical";14
"profound";69
"proper";16
"proud";50
"prudent";15
"punctual";19
"quick";64
"quiet";56
"rational";51
"reasonable";46
"respectful";32
"restless";49
"rough";1
"scornful";71
"selfish";41
"sensitive";44
"serious";50
"severe";10
"shrewd";48
"shy";3
"silent";4
"simple";40
"slow";16
"smart";1
"social";52
"solemn";5
"spiritual";26
"stable";3
"steady";15
"stern";18
"strict";17
"surly";21
"talkative";31
"tender";39
"thoughtful";25
"thoughtless";17
"tight";70
"timid";37
"transparent";49
"unmindful";42
"unreasonable";51
"vague";38
"verbal";63
"vigorous";22
"violent";70
"vocal";71
"warm";40
"wild";23
"worldly";34
"whimsical";74
"vain";29
"zealous";3
"wise";37
