"MR1";"MR3";"MR6";"MR4";"MR2";"MR9";"MR5";"MR8";"MR7"
"#-beautiful";0.409958962930125;0.010304188726085;-0.0658115296243251;0.166885782932911;-0.055364900205255;0.137937690244105;0.672485969004464;-0.0984709130162578;0.0857097061242225
"#-fancy";0.152867523627578;-0.0490950256632384;-0.0118978348235814;0.476746162588347;-0.0261925959009332;-0.0489339948158329;0.0654043235863643;-0.0175986544099265;-0.0743178273474468
"#-humble";0.549533076137763;-0.0687757165118682;0.133347147536513;0.0896488006423983;0.0259945480157954;0.161173035590087;0.0793729671935684;0.149239742236549;0.00602663475320704
"#-worth";0.459625456390523;0.164965477422177;-0.0379679729110798;0.112420629988859;0.435463761550492;0.0329231850658536;-0.0254508693821909;0.204391443822484;0.119435807926233
"accomplished";-0.0166376861339474;-0.0307427620609441;-0.0149522981091132;0.070834674565263;0.600844222836379;-0.0727037004579327;-0.0398512817944948;-0.00310013662648538;0.172179541575031
"accustomed";0.574932388554876;0.227587781772856;-0.000300098863470232;-0.0566761047751871;-0.0351837648483155;0.0741963122884513;0.0676736949326101;-0.0462042441198397;0.408292039432881
"afraid";0.448589471291009;0.368600265903089;0.339913584989258;0.203677760923519;0.0678004684252552;0.104736787567304;0.117517574886893;0.238361047852672;-0.0733224704226208
"amusing";0.0517663474608814;-0.123696603589353;0.232829094883182;-0.0170800622064045;-0.023815072108952;0.110571121561337;0.323684503560123;0.000599297190620194;-0.119559970231806
"beautiful";0.778192307101535;0.188685088232805;-0.0918640064256904;0.0805997707052612;-0.0106164500048031;0.123891776729958;0.0950762397103068;-0.00708727006491247;0.0601350933078128
"calm";0.152188893323805;0.662342678545609;0.0464190890150817;-0.161778053615606;-0.146835908530971;-0.022526533927977;-0.194685542736146;0.182553752533509;-0.0116848828327393
"capable";0.503153334222075;0.135184231699309;0.065275356342441;0.357117471357735;0.131053782331491;0.203419192314025;0.102391015719943;0.0925354541164713;-0.0537004129898302
"capital";0.201681693210733;-0.00174652589113125;-0.0914269771956803;0.1095141834731;0.00383487455349109;0.333068626888458;-0.213733698466408;-0.125058805719405;-0.280301305190119
"careful";0.152122995364363;0.116950547366169;0.205398508540905;0.349661221971895;0.0692207468020562;0.195480838487788;0.0107096008587597;0.325665064807646;0.0512813708522989
"cheerful";0.230288163952927;0.483265076950276;0.109646498857276;0.156334766521473;0.0911232487569281;0.0461969055965747;0.182586256983937;-0.087284228467101;0.316888036105233
"clever";0.47008237590424;0.0800496823408804;-0.152381497807132;0.0343556430621873;-0.0325148122882541;-0.148236058653052;-0.00377332551483505;-0.186485374056167;0.391781750109666
"comfortable";0.407584060086399;0.012840373487148;-0.0158534962608847;0.0910265830542927;0.275105928298142;-0.0165690934579842;-0.00361756484987551;0.435061224907484;-0.113024185420117
"compassionate";0.0357556826252841;0.0236057716478303;-0.146403338258149;0.208368432333957;-0.0808125420692379;-0.0527472726509568;0.165461448318001;0.336315386172527;-0.052677409472426
"compliance";-0.0845014479013532;-0.0298611037674061;0.0869488595423186;-0.0722057714061514;0.0102259093718844;-0.0165217599574212;0.0657492371316799;-0.0762965004189936;-0.0577762593558445
"confident";0.442888124883669;0.00619246976855329;-0.0606337430270979;0.110762516890643;-0.0386224162615235;0.0788372521865708;0.610906147907837;-0.0532213559995443;0.0803207030859446
"creative";0.0210487427093713;0.432525735318878;0.213513218873952;0.260729213415826;-0.0698038405858373;0.0245778481552103;-0.200399029524715;-0.0345672471120792;0.288158887378887
"curious";0.463511248950288;0.271899569425725;0.0436246501074889;-0.0525243680762206;-0.110799668694226;0.0110195411899188;-0.113837980555321;0.0233944194800928;-0.0144318299444795
"dangerous";0.327971195704549;0.0321801205259965;0.0147973700139887;0.186051647824653;0.0486996962656238;0.147534953072944;0.595248455913508;0.0309069443443407;0.109782267505049
"daring";0.0653475282105898;-0.0444424237807929;-0.0776068284945441;0.00663499247069727;0.0104610755755216;0.119700159689856;-0.134544799091977;0.442135786855068;-0.0487783139938263
"delicate";0.316522919621391;0.201312221517133;0.363728292574999;0.46283599809354;0.160116883608961;0.367538490394186;0.113634933109677;0.0272937858348218;-0.033051471741481
"delighted";0.612727404908764;0.301582913337364;0.0177728365577442;0.162885334852797;-0.0472169311887381;0.183913947644305;0.154169156272705;0.24030456165927;-0.0329565661607054
"delightful";0.424035051612491;0.606932101793241;-0.123339180155561;0.198177114794043;-0.11060712641201;0.116333728668807;0.184956197821608;-0.0428343940506336;0.306049468074106
"determined";0.578164588278755;0.171489368057663;0.208099964913185;0.236110243901;0.172633129365608;0.301517499012529;-0.0366917925848346;0.180950852872727;-0.144781475335462
"different";0.404091867018224;0.364568975970506;0.281480740737947;0.115276416228157;0.410377811947109;0.0825083303397865;0.179668467138768;0.146183252915823;-0.00708616617082123
"direct";0.0910425559524775;-0.00237582653022817;0.368546481332866;-0.0341787275058912;-0.095572118414139;0.156658330353726;-0.305059947513183;-0.0374140933932415;0.0917176878277203
"entertaining";0.124431381405923;0.0738569134670354;0.0953369665711375;0.259304897431976;0.128660988704857;0.234464679254154;-0.0358411914974888;0.352160347322283;-0.140558956295549
"entitled";-0.0545055241038478;0.136865038382884;-0.102795309476516;0.592161021661233;-0.0880447111002879;0.0409657309333373;0.132896511246116;0.162301627808232;0.177235481632457
"exciting";-0.0472052098118088;0.0233478971703014;0.133700627429603;0.0346576462353195;-0.0246827616023281;0.0967812723932468;0.509901843796114;-0.025616371954035;-0.0785330765025927
"expensive";0.0979932479620906;0.0189741315363634;0.361048989037968;0.371025792869728;0.301380290901527;-0.166963604928916;0.14134376165156;-0.00618348358588801;-0.107241230817703
"extraordinary";0.665195524553842;0.283875158065929;-0.00289497045998909;0.0645037777777495;0.0168660560790099;0.257854993008999;0.136603222009681;0.102212601828321;0.0782956969675385
"extreme";0.086898342554392;0.525508842843605;0.395947511045366;0.0971243981743591;0.357192465046875;0.0924813902973284;0.0821494063284509;0.121062872920267;0.0547989530685567
"fair";0.573561288109002;0.116406391994904;0.0309134961396267;-0.213232591971948;0.296285748646648;0.0682095227531902;0.0831877801552283;0.27085881565045;0.103859455526754
"faithful";0.163486590304661;0.0513348146078262;-0.0110107855256296;0.233016762251803;-0.020676810740828;0.712595460637922;0.327119541432448;-0.0212600511821971;-0.1072336777224
"familiar";0.15442503225051;-0.00892674815727569;0.649506698257423;-0.181378427148718;0.190723974784657;0.11589837076396;0.0812590942150524;0.0872178477345208;-0.108677058878159
"famous";0.0258397609328782;-0.0366094386449203;0.240282565621404;-0.00478548597760977;0.334507997105145;0.00556521315541715;-0.161275718093081;0.521593181411366;0.00538833202501101
"fancy";0.550462273909599;-0.137662193879769;0.174572717517464;0.149453647180399;0.00928662183889154;0.113909265567051;0.223174203037907;0.130514241368424;-0.131161650477738
"fascinating";0.266571852861955;-0.0949345372309936;0.250403965602348;-0.13372762602929;-0.0263301745762521;0.0486412007335488;-0.122119049600391;-0.179764919184343;0.0186109714090794
"free";0.709326551824032;0.157075500106465;0.104244859496226;0.209665658595389;-0.0110521181276343;0.170499983496285;0.0955312363545123;0.0522150545691174;0.0814599113397911
"friendly";0.0465428220121719;0.502221342733671;0.1867113507161;0.400488004420108;0.256649634573466;0.0391401981581056;0.340110723555748;0.0347520840654337;0.0693252885046071
"generous";0.499554953034646;0.315214899634968;0.0541192196721792;0.141768267343668;0.108112290898287;0.36024370995785;0.259305474623696;0.156257292905069;-0.0204454278235131
"gentle";0.10857898913074;0.195249022911221;0.0643306010861669;0.249113560484261;-0.101578844804062;0.551809752081781;0.0819418113588916;0.0718597251463991;0.0551962810511098
"genuine";0.125168565112509;-0.0268012293179537;-0.0819041325611482;0.120553790370898;0.119975400310603;-0.0297098669096106;-0.054895087532875;-0.143489480987598;0.651762272462646
"graceful";-0.00304244603870937;0.121326593312377;0.1189345516045;0.00991759407134424;-0.101189075884875;0.101472474889245;-0.157489911657224;0.159494182440357;0.00677950010638216
"greatest";0.493180058802876;0.281575977270139;0.234184161959614;0.215435838958312;0.0749343518822737;0.0168806080061507;0.101618972191682;0.228167809009828;0.160852721907975
"happier";0.0163593132723779;0.0492853146287199;-0.0227814002079585;0.577443270544152;-0.0860490229366091;-0.0078850820521306;-0.00926148845370948;-0.00883513963127556;0.277157507844611
"heavenly";0.462691467157864;-0.0446625572210396;0.0143814082744618;0.0585074924134023;-0.0661048137096717;-0.0208679959346439;0.0340231578727722;-0.099728134200756;0.135924963680169
"honest";0.0480152110664778;0.108647663993512;0.603575671890564;0.0895995278291004;-0.128333049931398;0.0488026665825589;-0.251027471273455;-0.125308782778245;0.313810672476844
