"MR5";"MR1";"MR3";"MR11";"MR2";"MR4";"MR7";"MR6";"MR9";"MR10";"MR8";"MR12"
"#-free";0.082424072031941;0.680413129301486;-0.0712331123898549;-0.0142728689614431;0.0015533790371264;0.492867149672145;-0.0183301968700404;-0.088459222006544;-0.015367534503026;-0.106273873787195;0.0949561931356033;0.0169886523192612
"#-profitable";0.424549806233011;-0.0406710546380208;-0.0117531017976695;0.255435207931927;-0.0672364228617336;-0.0706929059648301;-0.106900499146497;-0.0906958695284991;0.00889810949584877;-0.071021355928764;0.0314434586088971;-0.0486619588690556
"#-strong";-0.043471360996725;-0.00988150876237143;-0.0519973640737064;0.0837768912394551;0.123636868970065;0.55542632307121;0.170783953040781;-0.0122104045787046;-0.0394418968200722;-0.0954078680978788;-0.125708385146898;-0.0795214121914492
"#-worth";0.00427371582263779;0.0072869938736098;0.636039790820347;0.0221394655960018;0.144750255143767;-0.0565079624732916;-0.0793005693883008;0.000191871591582653;-0.00172953074375307;-0.0630211396716557;-0.0188116588089269;-0.1108349248663
"accustomed";0.0174784739677342;0.430136262283253;0.0950542626766108;0.456971311925622;-0.0903235574735302;0.318961123583162;-0.0626311023810769;0.203115698335934;-0.118691876761674;0.149879226380725;0.116113711637835;0.0835285623990655
"afraid";0.399429093772403;0.402182185874368;0.463063838355337;0.252568723431593;0.0280236247666188;-0.0718848560024541;0.0820170947955219;0.0458052307536378;0.186791258709369;-0.0309715525645493;-0.00593939655523463;-0.0917016747065488
"appropriate";0.0497737006384685;0.0299273909903218;0.0964116240170497;-0.0752477543463854;0.00729444319493319;0.0568740065449731;0.389451382285675;0.0910209336849584;-0.0283037954724773;0.137744781982852;0.19811659065679;0.123431989746204
"beautiful";0.254851193026071;0.500171258845421;0.326493741170104;0.0956746674707295;0.0548896340173541;0.354001209125769;0.0884549866851847;0.177344855172217;0.151882316240298;0.0372913045144789;-0.0385577206231422;-0.0518222987750224
"blessed";-0.00871403797967272;-0.00561239351455637;0.592709927804263;0.058738594121178;-0.0383759758496143;0.0431748276791006;0.407027224469868;0.237560699353625;-0.0510006187014801;0.102131895154201;-0.001819616046055;0.158748036914051
"brave";-0.0861842423695699;0.044075790311754;0.0237954982261239;-0.0443696620287162;0.84732094496707;-0.0107089865940144;-0.0460250993451461;-0.170791438614599;-0.0255030751586203;0.107076751162546;-0.014624502432411;-0.00478785796990272
"calm";-0.0063108143212813;0.0655888206049296;0.549117571735333;-0.0487629513857899;0.199693727862257;-0.0249890257720736;0.135408931368064;0.00787836367772969;-0.0232694508226597;0.0882711504571662;-0.0147106410363886;0.0740120465151631
"capable";0.365726406490851;0.0352275233183504;0.128612818771824;0.290047309892203;0.28541832586094;0.137339805533799;0.320445392659339;0.0355843071570185;-0.0431704495070599;0.0452376849526625;-0.127237530602778;0.271782015971963
"careful";0.666623203761682;0.0760471945604224;-0.0153575750810412;0.00988886864689675;0.0348336881205786;0.277984490536634;0.227368248943663;-0.0894921011165944;0.0728025213243344;-0.0348390508482287;-0.0480852906193045;-0.00422358737664564
"cautious";0.00707118021393895;-0.0319685387686946;0.134629147496503;-0.147399087773966;-0.00654845697966689;0.0218262137091593;0.437724602257244;0.0392415152983489;-0.0751025884845939;-0.0365434212433008;0.286478979859385;0.159285413437639
"cheerful";0.716125125654934;0.125799922269725;0.0583924922526136;0.13986791378741;0.0602619060412921;0.0841160403270918;0.0532364894234452;0.0159917346358009;0.105918656160433;0.162756850967432;0.0465058196687435;0.105367110840392
"clean";0.698498186014019;0.152165259755488;0.0359782287093623;0.192070410835286;0.043938942714228;0.10515487869135;0.0610778427016284;0.0280192059997525;-0.115007554463791;0.0971021777387227;-0.0347408075238128;0.0926617139642394
"clever";0.242786243544846;0.0222004900705901;-0.0160397073189391;0.496560275515382;0.0752066440184802;0.350622096595319;0.133452128227937;0.0975924560583541;-0.191145909141119;-0.0222166269467999;0.0533865230878795;-0.0981051092811406
"comfortable";0.352047215088007;0.180775498442408;0.031846441940694;0.454018312818179;0.0728339980025726;-0.00726107895205421;0.0439850885087423;0.178133155231683;-0.170783634519982;0.179499483176525;-0.00598064461193007;0.0113628054508087
"compassionate";0.384925046984145;0.33709016491981;0.070084333482119;0.0359149285785019;0.0146607885307634;0.222402729347706;0.0230314301066616;-0.106609900202011;-0.0310809400304391;-0.152951779908527;0.00826341661166883;0.392385618179739
"competent";0.000893752688449698;0.516372689357572;-0.0188107452210951;0.0453277213051837;0.109562374309141;-0.0513248271017195;0.367135549283373;-0.156339500319909;0.185177801645535;0.0278506780407476;-0.0158402640888098;0.0335247443485244
"competitive";-0.0952964342623025;-0.0253223150691714;-0.0381693506264687;-0.0828147203619917;0.0247806763213171;-0.026183896089217;0.00101904462577475;0.0999958473217302;-0.0284426210318053;0.0596383837737563;0.630237849743606;0.00512570155102797
"confident";-0.034325866028467;0.014050742565075;0.0218749622693239;-0.0483839535784493;-0.0407134445282595;0.424251589793419;-0.0720071524597382;0.185467511091958;0.111723303947684;-0.0161800206149293;0.251621984982159;0.166468215431922
"conventional";0.332524549564124;0.0257404101753945;0.25651629024819;-0.106051949940099;0.288309103757827;-0.16114551957849;0.183487200744819;0.311108201264169;0.0721238597228657;-0.0211888828587311;-0.104792194142066;0.101466285563423
"cruel";0.236160182449224;0.405482600986443;0.123528560394573;-0.0469720218485148;0.157563610240488;0.0830670743102889;-0.0218924276763375;-0.0435424341925602;0.134445090905178;-0.170594427543187;-0.11018127275736;-0.409101526954534
"curious";0.395342491876115;0.146180910198115;0.288995408199502;0.229418225115866;0.163843082874154;0.129798412268188;0.169593605859099;0.17242191762155;0.193634296589687;0.0268764858572246;0.0327929310486494;-0.067380466299161
"dangerous";0.315311897640902;0.0551094306350282;0.296554307600139;-0.0446913517168507;0.0957028683026207;-0.0131220235645101;-0.133131081188855;0.0387401860177346;0.112253629376951;0.481090231658491;-0.157365058950304;-0.089340250654951
"delicate";0.0464322126893023;0.0846014732230239;0.505039943723011;-0.00985111597943601;-0.0868799934821942;-0.0266083151376637;0.204224395700462;-0.0522033704472781;0.0338608718396947;0.109767529508581;-0.00976506955884564;0.00858405007956755
