"MR1";"MR2";"MR3";"MR9";"MR4";"MR7";"MR6";"MR5";"MR8"
"#-accustomed";-0.00795070201235753;-0.0383393934652164;0.0125044712714024;0.0100358840417276;-0.0148798817577794;0.0259392516176222;-0.0108453598651279;0.00419310236068802;-0.00292992525414601
"#-afraid";0.410677557126789;-0.0536038922588271;0.357698616674683;-0.0874745470345669;-0.156977434430879;0.449730566544017;0.0583762107736408;0.198430187995305;0.32461509250774
"#-comfortable";-0.00149715619847858;-0.0319722164593804;0.545512127104451;-0.052362972642282;-0.0668194536159669;-0.0238104733916782;0.0228404505904816;-0.0364679719573208;-0.00416102211821928
"#-curious";-0.00149715619847887;-0.0319722164593794;0.545512127104452;-0.0523629726422829;-0.0668194536159667;-0.0238104733916794;0.0228404505904812;-0.0364679719573215;-0.00416102211821899
"#-free";0.136574232929194;0.182030602425518;-0.0431983870200607;0.274038481136847;0.0557260427723584;-0.0268463918051084;-0.057388021107751;0.150183049916089;-0.0161475293120698
"#-honest";-0.0352294296257315;-0.0537728646622864;0.0122216934196264;0.043163192335836;-0.0752621312325443;-0.0279185348656709;0.339738003849527;-0.0225027647008105;0.0053927227274109
"#-married";0.333784293723179;-0.0486105074430037;-0.050111830006158;-0.165381383833136;0.0374125508446351;0.385483680927434;-0.0751904427160104;0.0611831359578815;-0.197154140434841
"#-minded";0.0162424021853413;0.147710446686079;-0.0823439947232146;-0.0441548187376208;-0.0725755345761776;0.868287443636312;-0.0118527754352697;-0.0508130689059907;0.0708555168526327
"#-neat";0.0201794502143271;-0.0650951803070533;0.130847302436488;0.660381724705371;0.0868657019641328;0.033426671739032;0.0309318431206313;0.109676895026051;0.11562089675448
"#-profitable";0.286014057966825;-0.0106004708027959;0.00587407515024376;0.168479781668565;0.04508924122471;0.096880326512089;-0.0598135359184837;0.00823286342993718;0.374752726004884
"accomplished";0.454560136786338;0.404281912285814;0.158345061565094;0.127289576452937;0.0462706281434541;0.135934367887591;0.137334359924298;-0.0566606319206819;0.249514824132035
