"MR1";"MR6";"MR3";"MR9";"MR4";"MR5";"MR2";"MR8";"MR10";"MR7"
"#-beautiful";0.35328789172938;-0.0956832362772595;-0.0000534250264070875;0.112743215710931;0.155589056310569;0.715983200323935;-0.0426110654683425;-0.105672243776826;0.133875774887344;0.065036742310524
"#-fancy";0.128575742817221;-0.00971997535877716;-0.0590652652415627;0.0156878047560704;0.468505746077549;0.0958668248179276;-0.0195785724714789;-0.0161554517520212;-0.101324572263874;-0.0451258085072463
"#-humble";0.575923912070184;0.153962938409483;-0.147334978804652;0.165735870337341;0.0908188708196988;0.0593103576550724;0.0160134660419434;0.210871586848996;0.0876515857254902;-0.0574872973802765
"#-worth";0.430124783623675;-0.0321890315500759;0.162664035246852;0.0658076400051018;0.126079189087256;0.0229289524272087;0.460846631201887;0.200659879748342;0.0234907752544266;0.110273244391528
"accomplished";-0.0412016162566894;-0.0219562954777029;-0.0294570731394522;-0.0748111474651296;0.076456460456649;-0.0241539577826976;0.608603511317335;-0.0235051138303646;0.037365905673134;0.169602242137627
"accustomed";0.656323805312489;0.0233425600981023;0.121875337352867;0.0146212963630653;-0.0340056799400883;0.013487391236704;-0.0466313698256287;-0.000430436715944857;0.275535243430687;0.304703708438153
"afraid";0.46686945482729;0.359706715553712;0.285672027940317;0.115591931495639;0.244154452087838;0.0837761157650057;0.0542159185937302;0.267050437026308;0.185219076821537;-0.142794303465083
"amusing";-0.0704332640246142;0.202474858582845;-0.0168806080393441;0.139313300693238;-0.0630798010486546;0.48170572647126;0.0219956280507614;-0.0436698039308674;-0.175927261759003;-0.0310661494840932
"beautiful";0.797718866172602;-0.0734435964491632;0.131619098634834;0.148521780265252;0.0975228658058011;0.107514585623951;0.00241411011868321;0.0319245047095394;0.0785028143077545;0.00953747905343705
"calm";0.113280881476094;0.0465039236188821;0.770551005586034;0.0280527666503871;-0.14108175080591;-0.0958924512082989;-0.0934472262758813;0.123959231324878;-0.0947745773628818;0.0619985581961449
"capable";0.465219377362654;0.072715392489634;0.108951056881593;0.259346515009521;0.353475623569031;0.158570255480606;0.146675065133038;0.0996044673134611;0.00178823872270918;-0.0392520025005712
"capital";0.173517520945364;-0.0777789259349082;0.00519573675962558;0.40788661258201;0.0838543655575989;-0.158157224156415;0.0121292085483045;-0.117817688650326;-0.128447025359417;-0.211279648808603
"careful";0.110399001819312;0.20677348079207;0.116048774240757;0.228248521865788;0.33400376798637;0.0646750842127238;0.0826146693268321;0.315694409067653;0.0056593372415539;0.0884099297285604
"cheerful";0.290635589920612;0.121499616365282;0.365428926162991;-0.0129969261247688;0.201593332430096;0.104381347933753;0.0617127681570821;-0.0790012623774303;0.369930877411214;0.224265754936177
"clever";0.503807439931318;-0.140908940867821;0.0567865855431169;-0.156019454984195;0.0440889835370647;0.0228611179974616;-0.00960283878330329;-0.169180093730607;0.021148277122073;0.357280959706547
"comfortable";0.324841222836124;-0.0214115234350384;0.0915249256984937;0.0583270969026971;0.0883018702564773;0.107276019011893;0.328246770125509;0.418106209173654;-0.19491736905948;-0.0643832280619628
