"MR2";"MR1";"MR3";"MR4"
"#-fancy";-0.0567366955687563;0.269189590481314;-0.108170477112786;-0.0627427499876742
"#-free";-0.0790951609074527;-0.041830711354973;-0.0749918909550201;-0.0299428890323646
"#-safe";0.0119152749505265;0.228455406285171;0.216425901831008;-0.0560857398559894
"#-weak";0.202427204308104;-0.000188707948851495;0.143917235682871;-0.0342866785630854
"#-wise";0.444940601327732;0.0127661685001354;-0.194561877594358;0.425574113477073
"accomplished";-0.0180773250375873;0.125191175114978;0.282147931236996;-0.00490921591873021
"accustomed";0.441364320538945;-0.198302693322781;-0.045224036054263;-0.444663035344358
"afraid";-0.0409403543206839;0.69354920353952;0.066972158449239;0.0616793543058463
"amusing";-0.0477762499723092;-0.0175653340075234;0.220322806504968;-0.0880979660369939
"appropriate";0.524082353779548;-0.0490431610070735;0.164788089317633;-0.137537906750118
"beautiful";0.423027890196829;0.160893225354318;-0.101185727861161;0.310378930313362
"blessed";0.353280297087134;0.299221884921197;-0.116245173397731;0.173144700573567
"bored";-0.0904257345856725;0.512115546804415;0.199680559443672;-0.0684611235021999
"brave";0.193201592780641;0.382575760439029;-0.129112860734288;0.194034945404596
"calm";0.252710776268722;0.173585440565268;-0.139860707863495;0.00735825869753392
"capable";0.284533144649376;0.288554833559844;0.176145348077458;-0.138070814276921
"careful";0.247348700604436;0.188413169575466;-0.154269719860461;0.00316527758045911
"cautious";-0.0448888983894146;0.00333769341872291;0.760838174849291;0.0486069600269517
"cheerful";0.558723384346764;0.123463499326915;-0.044873299528279;-0.0525597412563715
"clean";0.451778317055311;0.183203053566374;0.239748815843241;0.0252424930880757
"clever";-0.00704327922690739;0.358067414378808;0.0766286432915151;-0.183241956017347
"comfortable";0.133146323643117;0.435018378706896;0.0862665454394669;0.0854672102123142
"compassionate";0.58684074640917;-0.104564857067517;-0.0292352109325052;-0.237949539391266
"competent";0.339672883546517;-0.0657709247660183;0.359530941109312;-0.0883503522990671
"confident";-0.0765664984464546;-0.0175944696912905;0.256663141767516;0.114961071664318
"controversial";0.131352271809286;-0.136578555649204;-0.0371716786357908;-0.126136382076161
"conventional";0.171316345738731;0.161503659437097;-0.0605769248776878;0.350353477363382
"cruel";0.478775022129035;-0.0118933400322338;-0.0971666075159079;0.433912752228972
"curious";0.584675981810633;0.144042057012887;0.0416342561371355;0.279941107206459
"dangerous";0.506478777977245;0.0398230450851192;-0.0486744300619592;0.346930692130637
"delicate";0.572057970662341;0.205211690548277;-0.13519631734077;-0.0723689475886683
"delighted";0.525856280090531;0.142678504927417;0.0513372120744247;0.182770437539189
"delightful";-0.0790951609074524;-0.0418307113549722;-0.0749918909550207;-0.0299428890323651
"determined";0.150831927423254;-0.126114443100719;-0.0110689494623506;0.0126446077818082
"direct";-0.0629269244997693;-0.0568604954928301;0.0997849296557581;0.294462124631308
"educational";0.0318006344330095;0.275556621482143;0.0893136948264627;-0.195452984855754
"effective";0.140326413918724;-0.162158438086263;-0.0691787100122334;-0.266711567416873
"energetic";0.275989359793117;-0.151062226819557;-0.0946908282038595;-0.190004169454806
"enthusiastic";-0.0509196190540691;-0.132697326255917;0.128230431885031;0.58608844243918
"expensive";0.233440902111128;0.188191879971596;-0.116352468005958;0.387361936835875
