"MR1";"MR2"
"#-beautiful";0.302624572793824;-0.106462947709165
"accustomed";0.551244742652167;0.104138729737509
"adventure";-0.0373522848114038;0.821134141430092
"afraid";0.162780317813334;-0.149412246506263
"almighty";0.302624572793825;-0.106462947709167
"beautiful";0.642496011857146;0.260703836224875
"best";0.440246785912423;0.118092212868889
"blessed";0.236492268518145;0.116473023925472
"brave";0.40716071942237;-0.0919105202396002
"calm";0.410428064610672;0.324678580417824
"capable";0.762268812714705;0.185734045428292
"cheerful";0.681042007256484;0.127734091523176
"clean";0.685312039643253;0.0260464253781856
"clever";-0.0991788481851946;0.163712005012085
"comfortable";0.367065869304577;0.0882933024811372
"competent";0.220640857417797;-0.0232235937721983
"complex";0.0950017673429181;0.219663730929714
"confident";0.0862983133342165;0.385594727203773
"cruel";0.0896989929124785;0.104173726840403
"dangerous";0.264776110979269;0.01448946753767
"delicate";0.236552318268961;-0.0969856178097975
"delicious";0.212878105655119;0.0154903273926534
"delighted";0.578676759155457;-0.0738558791423145
"delightful";0.437061302179955;0.0682773279724892
"determined";-0.079131174866588;0.109322385086435
"different";0.758220681030773;0.106047397728369
"direct";0.666836185799384;-0.101081935305104
"encouraging";0.0373592979512366;0.287898665553809
"enthusiastic";0.47596246701612;-0.132446526100925
"exciting";0.646875174466053;-0.04926887442116
"extraordinary";-0.0222749547921402;0.303972700687025
"extreme";0.693417751880831;0.135938006747633
"fair";0.595044518327981;0.190957271055361
"faithful";0.325321170168405;0.364957962073641
"familiar";0.492999626763465;0.225902522049923
"fancy";0.23664478230856;0.250075240799948
"free";0.548875163355918;0.19950174068188
"generous";0.400550878175328;-0.194942157476642
"happier";0.180738697426452;0.699357939419268
"harmless";0.365640631325577;-0.158674749966435
"heavenly";0.330988409914289;0.379320159008078
"historical";0.322906327978951;0.037567478406345
"holy";-0.0373522848113969;0.821134141430046
"honest";0.284844761510241;-0.110274563690919
"intellectual";0.0373592979512366;0.287898665553809
"interesting";0.273635319334998;0.0164121027878795
"irregular";0.441232941714931;0.08124082483053
"liberal";0.144134601091634;-0.0583623831323381
"loose";0.419408382553256;-0.0182771304587828
"married";-0.0991788481851945;0.163712005012085
"mighty";0.64000890389683;-0.114519857925192
"modest";-0.0991788481851945;0.163712005012085
"moral";0.0345149555241671;0.705545769466758
"mysterious";-0.0483248097035022;0.812657738569628
"natural";0.448887493785288;0.497806154207758
"neat";0.458856218037107;-0.0161210760663265
"original";0.38961498199519;-0.156657463029475
"passionate";0.124613902045467;0.0117619117016538
"peaceful";0.279798768785587;0.588200104084761
"pleasant";0.581230395691705;0.228610720171617
"popular";0.261867500589555;-0.0973524216116126
"powerful";0.526248420259707;0.116526515884765
"proud";0.131525237268886;0.205117028227294
"prudent";-0.00954554520407019;-0.0755309769178093
"quiet";0.390702315376627;0.110671415148405
"safe";0.385938628300583;0.118005616638146
"secure";0.045712340738492;-0.112378020303258
"selfish";0.492380345073887;0.0858119784720573
"sincere";0.258313985457277;0.043309275389162
"social";0.646875174466053;-0.04926887442116
"surprising";0.327433048150901;0.308964602896311
"unfair";0.411170497328447;0.073437336334627
"weak";0.268342416815693;-0.012594752933583
"professional";0.194085718506973;-0.133067452191055
"suited";0.106280886534081;-0.150902138430616
"superior";0.61244047416613;0.174903345249551
"universal";0.126530625594227;0.0916502838934846
"thoughtful";-0.0373522848113977;0.821134141430049
"warmth";0.162780317813334;-0.14941224650626
"graceful";0.589603519543667;-0.0153100493839401
"minded";0.202660273529681;0.0118757598338415
"rich";0.412524199683527;0.294880526419496
"uncertain";0.172621741659003;0.576929400383512
"strong";0.317555754182332;0.111396229193735
"sacred";0.0495021530019326;0.551993360625407
"welcome";0.199704396520997;0.0922123880367732
"wise";-0.0222749547921402;0.303972700687025
"curious";0.207457426547283;0.262111131735776
"pleasing";0.221984018004562;0.117663991795767
"worth";0.509628653129796;0.117270381190019
"kindly";0.378902903803501;-0.0155491030250283
"reasonable";0.201408849921223;0.0493202530371464
