"MR1";"MR4";"MR2";"MR3"
"#-beautiful";-0.087709525691743;0.624260353469156;-0.0624719713240021;0.0777238115147971
"accustomed";0.351853627775335;0.445225210021171;0.1183310484734;0.0231432508109048
"adventure";-0.0218639967805082;-0.00616087684459258;0.777576794930975;-0.253335849114928
"afraid";0.32884039903507;-0.214444484304293;-0.098085090777511;0.360688289649125
"almighty";-0.0877095256917467;0.624260353469162;-0.0624719713240042;0.0777238115147978
"beautiful";0.667942730041211;0.205779086681603;0.211386015038728;-0.139064421290417
"best";0.397357623117333;0.161613298964172;0.179565827612401;0.274446643240856
"blessed";0.297685002458676;-0.00982213522677612;0.114441441908222;0.0450940009432414
"brave";0.00803607984661444;0.679581491495882;-0.0576430720270978;0.0454119853127294
"calm";0.310963269830538;0.258084309911884;0.340145649342096;0.0399734050206488
"capable";0.659491628427612;0.41045665717084;0.14974421032276;-0.108954987580069
"cheerful";0.623202505421078;0.329343466067599;0.0821940907839731;-0.131746575409256
"clean";0.774477207092253;0.127892666645719;-0.0127754586471683;-0.0167972024289515
"clever";0.000689197478661151;-0.0828803886662548;0.0330253875723099;-0.551275179087602
"comfortable";0.494316192325096;-0.0690022107961898;0.106538869837345;0.18073312859441
"competent";0.190675810712764;0.0925181465559705;0.00608802686524809;0.147335649429247
"complex";0.122789361742685;0.00114357296513214;0.204218273354619;-0.0615676389136927
"confident";0.145964446596531;-0.0743713062951496;0.41409726843451;0.0834524197420569
"cruel";0.215928259386565;-0.0492171962981605;-0.03459302774399;-0.526005925557585
"dangerous";0.0074660103043102;0.404339859838004;0.081089140083608;0.18499437045998
"delicate";0.0813180524162781;0.28597485887198;-0.0865730547584854;0.00933506129128543
"delicious";0.032961435119926;0.327636270123751;0.00747575373019489;-0.0877218089813784
"delighted";0.531101883623198;0.276992961217335;-0.111863158713872;-0.086537506179906
"delightful";0.161053958491575;0.55158121209906;0.0443820380040909;-0.177263117676781
"determined";-0.0536307910858559;-0.060811546745215;0.108346775914815;-0.00662092935207504
"different";0.706022126000441;0.332436763250191;0.0803405284188695;-0.0348365447892607
"direct";0.510012720088615;0.451801322863739;-0.129086431631767;-0.0774985402219288
"encouraging";0.022440137487647;-0.0202268993846656;0.369208228779965;0.253413890670235
"enthusiastic";0.311701592294568;0.378337468441923;-0.128377999451469;0.0137827792164018
"exciting";0.380746505855864;0.586274076511378;-0.054803326936195;-0.0407553854079522
"extraordinary";-0.107945101123047;0.0516408369937227;0.398820928049476;0.257762304180752
"extreme";0.592354547359168;0.381234963720085;0.105928308996802;-0.0889204245344746
"fair";0.629683408904195;0.164622581095474;0.15957477700253;-0.062844665918005
"faithful";0.442142688155139;0.0246843064794826;0.254749389832355;-0.425338237116022
"familiar";0.350158567616249;0.334185772151513;0.260521058291623;0.10957782699157
"fancy";0.0950437525724738;0.330297560953768;0.177624920978181;-0.378968228543802
"free";0.318897473815515;0.471871133359272;0.241038288204726;0.103713269996283
"generous";0.490290878963483;-0.0207900350633021;-0.155349439202091;0.31499304878087
"happier";0.143367672912625;0.0964438485943537;0.718950707087892;-0.0014818053408333
"harmless";0.304658841677235;0.172067255810212;-0.114752753055264;0.232802583873774
"heavenly";0.194092910102979;0.246160429427242;0.464632473725832;0.239724520510075
"historical";0.142823365594042;0.348722571013231;0.0482673592013978;0.00529347011552412
"holy";-0.0218639967805107;-0.00616087684459307;0.777576794930971;-0.253335849114927
"honest";0.164974826913765;0.221829726782951;-0.054928662878049;0.231840674835933
"intellectual";0.022440137487647;-0.0202268993846655;0.369208228779964;0.253413890670234
"interesting";-0.0945151875407272;0.54945623499639;0.112020290865679;0.238326186216789
"irregular";0.484135774401995;0.0830919024584063;0.0780661842442855;0.0557542471754868
"liberal";0.146609999241062;0.0164650929896998;-0.0198709259975772;0.19222183536313
"loose";0.28167165174163;0.299094020756911;0.0224033566104822;0.161328106558145
"married";0.000689197478661071;-0.0828803886662547;0.03302538757231;-0.5512751790876
"mighty";0.304618663127879;0.663698968071414;-0.0885042554488098;0.0646464440634271
"modest";0.000689197478661064;-0.0828803886662547;0.03302538757231;-0.5512751790876
"moral";-0.00132524096760593;0.0876604856171656;0.664900333912299;-0.250613234984353
"mysterious";-0.0445725324735292;-0.0213893535101448;0.81230128594846;-0.101508506265746
"natural";0.41077420276282;0.253068552222465;0.420789977756114;-0.346093486005288
"neat";0.422196813735448;0.170858417748202;0.0230637313794171;0.21688747702085
"original";0.246190363840145;0.310465821423823;-0.136603048005198;0.08434613557764
"passionate";0.152173287661467;-0.0222782767731253;0.0458190684820145;0.170095312511352
"peaceful";0.19718572337101;0.229424068510066;0.551754470000985;-0.224190959388502
"pleasant";0.531634552628965;0.232542390541954;0.2620585211482;0.156424506273084
"popular";0.390494581453454;-0.0846400371705117;-0.113687751344198;0.0544197773155079
"powerful";0.496048017019315;0.207562920553786;0.118543671927438;0.0463787812340251
"proud";0.142058878037811;-0.0154177116323381;0.270056260722767;0.234691625664022
"prudent";-0.0210251836876265;-0.0201038892865342;-0.0264394981670997;0.201010888037258
"quiet";0.207761484684905;0.344585249970645;0.167962572018565;0.170575121767963
"safe";0.373373092131907;0.082904878182368;0.21703117714389;0.423352436124453
"secure";-0.0730184722031986;0.138122550750781;-0.0480847445553262;0.227328205232166
"selfish";0.267095150133303;0.457441096639354;0.111589931191348;0.0453950986196616
"sincere";0.261919404728112;0.014241448456101;0.145344319319227;0.444422608107581
"social";0.380746505855864;0.586274076511378;-0.0548033269361949;-0.0407553854079521
"surprising";0.458178835057774;-0.0961526187566809;0.345316593369195;0.18800525985944
"unfair";0.441319791624932;0.108232720988039;0.0437834284117533;-0.0615714415993086
"weak";-0.0366195352300121;0.455393167240567;0.0835177804076308;0.275818748694612
"professional";0.273419477994147;-0.0823944063822419;-0.0838682891013453;0.298283499636355
"suited";-0.0017385697571834;0.178129191309809;-0.140552764942958;0.0202725451290908
"superior";0.308631284115583;0.627980192226511;0.177575922545627;-0.0712458198331906
"universal";0.0950501323352612;0.0873438764673833;0.0857210922299596;-0.0335697711326531
"thoughtful";-0.0218639967805106;-0.00616087684459311;0.777576794930971;-0.253335849114927
"warmth";0.328840399035069;-0.214444484304293;-0.0980850907775115;0.360688289649125
"graceful";0.674983381011936;0.122756603192457;-0.0843397662801282;-0.150425421071981
"minded";0.229762121001138;0.0181276701896029;0.0240938045517808;0.0904417955241978
"rich";0.56641575954557;0.0340649304209951;0.153362701114328;-0.53377724477621
"uncertain";0.237233929738984;-0.0189460424995456;0.551482571933999;-0.129239162296673
"strong";0.378286044294695;-0.00579451592976714;0.148199083359895;0.206741482541455
"sacred";-0.0131802710125615;0.030909816002893;0.67204390208969;0.299676545774859
"welcome";-0.00728131405820397;0.283646965901372;0.205235899740716;0.353027040885003
"wise";-0.107945101123047;0.0516408369937227;0.398820928049477;0.257762304180753
"curious";0.221261827482853;0.0565873169868629;0.244805030522468;-0.0545736673819943
"pleasing";-0.0126540236639775;0.428213599560643;0.085324902118477;-0.232130599914008
"worth";0.528082746086474;0.172397546823141;0.0670540506439694;-0.144376368797024
"kindly";0.496307596276831;-0.00395783885272807;-0.0689081753374001;-0.100596686476286
"reasonable";0.0248847528763997;0.305878370878141;0.0599018885936496;-0.0102617924408171
