"MR2";"MR1";"MR3";"MR6";"MR4";"MR5";"MR7";"MR8"
"#-determined";0.0207064603249164;-0.0141287279909408;0.0769000767934863;0.0549136547454491;-0.0618240451230218;-0.026957417782418;0.338477703959152;-0.0376521148870894
"#-free";0.287890067515965;0.715260190044912;-0.0280398193177031;-0.0869037304617237;-0.130851368641911;-0.00486835063022775;-0.14382760280442;-0.0894778078436223
"#-interesting";0.111034484147888;-0.0486500978943082;-0.212248704297246;0.197797897461565;0.575077863377275;-0.126193452963921;0.0106453595554144;0.0413523606687502
"#-worth";0.0463529598084557;-0.0894050099972436;0.68198144344812;-0.0936740238517057;0.0479045815742375;0.0342338932433082;-0.0630122622193475;-0.0310754816246157
"accomplished";0.205490423635822;-0.0495601155247572;-0.0293914991464953;0.0259567151346618;-0.0584889604565317;0.0043180375086822;-0.0455678898028278;0.40829585536265
"accustomed";-0.00663541410614999;0.238593050404183;0.00716649058138263;0.215677173082531;0.601107821057608;-0.0204028088349194;-0.0666212062985268;0.142461459788532
"afraid";-0.0151922433995711;0.0709157724512899;0.238025635591261;0.511671629137911;0.0196804413595653;-0.068209474171921;0.139310028068745;-0.0185684190158432
"aggressive";0.0375763793425294;-0.0944067157829026;-0.158631556907646;0.0430478702599382;-0.10162599802855;0.174127857878349;-0.0517050425155335;-0.252475068669329
"appropriate";0.660594962628536;0.310574471390194;0.00994474798697152;0.0766856418422003;-0.00105045056003565;0.0671366834597248;-0.117695514894165;-0.124725561069793
"artistic";0.103629600006287;0.119918858829436;0.159673709199904;-0.145712160362436;0.538493195813366;0.150431948318951;-0.199729487587905;-0.134696409879595
"beautiful";0.0196764800293968;0.0587845838666369;0.576911516976316;0.238689240259108;0.0837464786684456;0.0831293758729967;0.0818612723753689;0.117726652597157
"blessed";0.143358111107155;-0.0371657672438759;-0.0697895749338325;0.604634742115148;0.0873603886787885;-0.138766721984876;0.0908285417745613;0.0241740086706328
"brave";0.082429993227132;-0.0941997231927313;-0.0985331256628476;-0.035169353387923;-0.121625783742496;0.0437067905209774;-0.192777199979932;-0.208019451566391
"calm";-0.00440672175510919;-0.0289854571429152;-0.0338522578772035;-0.093939041453416;-0.0822743136548012;-0.0288031854265704;0.667213832447638;-0.0792656909117868
"capable";0.163258747614558;0.096546328045296;-0.0571319488616044;0.163821483976082;0.0327619056593323;-0.0275415417640441;-0.0758158157959805;-0.111336038205184
"careful";0.119990256795365;-0.0152207885748185;0.188242960739234;0.132992612917887;-0.00994983964845075;0.0368713398013061;-0.0318376821047948;-0.0270178262179008
"cheerful";0.092906315400569;-0.036161884333218;0.31841235505839;0.228035731417091;-0.0524655971120513;-0.0524853656947025;0.539074795518525;-0.05249425358493
"clean";0.669691058325173;-0.0683256877731751;0.0174339258061408;-0.0183047487603415;0.0948038697556152;0.0398309451595864;0.130948543453125;-0.0978336510047327
"clever";-0.094227165390262;0.512955037439219;-0.0763791204189223;-0.0432192546245574;0.314462304394438;-0.074148798552804;0.0794271227729802;0.0516283823374039
"comfortable";0.663334252767341;0.116862390400785;-0.106814955034072;0.112012539361815;-0.0777143965077628;-0.215889444169602;0.00380648882793561;0.0757416077238501
"competent";-0.0800086783813783;0.0277966897273315;-0.0360453610200904;0.0550981618650012;0.409048338781763;-0.0846144791488767;-0.0631021188389667;0.0125645292077109
"confident";0.151498902376137;-0.033686247009462;-0.0714388758409321;-0.124308243152637;-0.031592002268495;0.444854717858727;0.21308443232581;0.0490597558165077
"conventional";0.487194129631394;-0.134473705449739;0.092121339329838;-0.0294279849152428;0.261912101461159;0.437378024014366;-0.0343875756554312;0.130911683848297
"cruel";-0.0587712905926717;0.00937051186941911;0.230658526061833;0.383875131412362;0.0305836718062579;0.0206432429992821;-0.119756269873559;-0.0821929571257714
"curious";-0.0702403191929535;0.134728536416673;0.0880682359905565;0.151002667656051;0.167119136825458;0.43569220836647;0.191194485546458;0.106829001468871
"dangerous";0.0527747300453774;0.14702416385613;0.338697811910597;0.452801994112827;-0.0604787234328803;-0.00915021222667751;0.311828877473692;-0.0929041470327342
"delicate";0.053196561028692;0.527152762507901;0.0328059615712991;0.150987354935479;0.183326684747846;-0.032498015118125;-0.00127090048792546;-0.0469635748401514
"delicious";0.15034483925137;0.0607045463651973;-0.0422582163398145;0.303046741476108;-0.000601293202013019;0.307472893508214;-0.175438131026863;-0.0212570357376436
