"MR1";"MR3";"MR2"
"#-determined";-0.104055254774045;0.20146087649158;0.00262672115123902
"#-free";0.529231393040147;-0.165957566707108;0.279856309096149
"#-interesting";0.242872899536439;-0.0455781634329473;0.0382149642244919
"#-worth";-0.105154240563061;0.491474380882702;0.159587801365131
"accomplished";-0.0826455778175829;-0.0304687907495626;0.250712603517055
"accustomed";0.464817284651367;0.122277835423925;-0.0165291008774484
"afraid";0.190683700195004;0.410668886691697;-0.100748520569808
"aggressive";0.0100000332683494;-0.114427234033316;-0.0396083282091831
"appropriate";0.400829069344327;-0.0445268338930252;0.597303516639937
"artistic";0.326380072757885;0.0795543680755407;0.142483110516618
"beautiful";0.0908344094085471;0.613883451424016;0.0726590756286606
"blessed";0.202205726516262;0.16765256880559;-0.0121280304449755
"brave";-0.0164838417623207;-0.182007273575382;0.0361907699829038
"calm";-0.242060995048927;0.178064320502044;-0.0189284079008389
"capable";0.209033573614028;-0.0362171267289644;0.0920785393303885
"careful";0.0521373137687881;0.188375736795985;0.108663613002925
"cheerful";-0.114099678119634;0.522579227717089;0.0588063202344555
"clean";0.0407271548425386;0.049555880348494;0.617359501806948
"clever";0.432954777490786;-0.0340637065608525;-0.0685592113209875
"comfortable";0.135934367111832;-0.128957132840793;0.590157445349872
"competent";0.187077093969184;0.00246216870454328;-0.0840401700504171
"confident";-0.0571958135880191;0.0690360438007858;0.166870857004818
"conventional";0.0871420269699796;0.160075972449725;0.496826274943826
"cruel";0.187924518869613;0.280456395575146;-0.11840787967259
"curious";0.201317256058164;0.312652244280989;-0.0592489342580828
"dangerous";0.171214523276579;0.531607996116469;-0.0250031673732939
"delicate";0.532215700682279;0.0691326886091298;0.0231912289486666
"delicious";0.276941901318883;0.0584613841408143;0.0709949014261482
"delight";-0.189238181428484;-0.0556688448324711;0.132862179941893
"delightful";-0.0492058095836465;0.651918144289175;-0.03452589939053
"determined";0.061067591884128;0.0870890044607137;-0.192344122159375
"different";0.126056353348488;0.153174762352245;-0.225782862677984
"direct";0.165921749079889;0.177125043419373;-0.226334077331967
"effective";-0.189238181428484;-0.0556688448324711;0.132862179941893
"encouraging";0.0349262939643603;0.20412935454153;0.01530728380804
"enthusiastic";-0.0662303477316923;-0.198166855246057;-0.0928059032108704
"extraordinary";0.280408073328321;0.391958136649277;-0.121792213039992
"extreme";0.467632341769714;0.253173703307243;-0.170974353561449
"fair";0.0168398769947306;0.343419657334012;0.27443233419752
"faithful";0.126217385498198;-0.125045025349554;0.609298036538267
"familiar";0.0884954979379376;0.11421364291099;0.199654635247643
"fancy";0.440866284963695;-0.0320780189297888;0.037850682090153
"fascinating";-0.0234677560731132;0.104569657724759;0.33152505526049
"free";-0.0657344081206328;0.316220644968052;0.319121386584035
"friendly";0.0933730258821384;0.467553019869962;0.133741366936408
"generous";0.533185284949678;0.316419333553751;-0.217862316021908
"gentle";0.194680128843359;0.267665790426204;-0.107530087155375
"genuine";0.137234681030612;0.133062248973446;0.586186677141078
"graceful";0.447761530269507;-0.0939571558822176;0.558392692651617
"greatest";0.16372446711744;0.106922927076757;0.196547363201116
"greedy";0.2264326731403;0.072255243291543;0.135571310718706
"happy";0.371872721435719;0.174075908666642;0.0500728469600245
