"MR1";"MR2";"MR7";"MR5";"MR6";"MR8";"MR9";"MR4";"MR3";"MR12";"MR10";"MR11"
"#-beautiful";0.0376163323275544;0.0063649374276053;0.00530709058833885;-0.0748751229071201;-0.064748647408081;0.651844235491234;0.00517507596284213;-0.0249902546603428;0.0239754170005138;-0.0341567559456157;0.0286484525627586;-0.0156541089568772
"#-free";0.173336451994947;0.213744098663959;0.0178049776683597;0.0755150559737148;-0.00240610240686167;0.096497468961529;0.0402245208569124;-0.0557982802860967;0.100179716101475;-0.0302688752809189;-0.0232482363945775;-0.320366548706137
"#-pleasant";0.0317520131934169;0.0556694666884314;-0.0351736194048049;0.618621080844814;-0.00412600918086776;-0.053399451845579;0.154078349758183;-0.0540829954932723;-0.0918118408625567;0.0435345717792062;0.00142502487697248;-0.17305571208584
"#-safe";0.0503324839078337;0.0614669461207894;0.261013876639803;0.440723577030096;0.00903172377427377;0.0246048735615414;0.0628296488500167;0.0742554000796816;-0.0591123818813466;-0.050666860371278;0.155554237879788;0.0199951689870127
"#-wise";0.0303331198873345;-0.00680029918155778;-0.0153134146117631;-0.0149854348599568;0.0833639003072962;-0.0173275895337305;0.0287771210976823;-0.065458958842704;0.82694330824371;-0.0644244334217571;0.0765309918795593;-0.0158792472186459
"accustomed";0.480742880938591;0.170982239203023;0.0616518508136757;0.266095982785782;0.164508080373236;0.0338058570779445;0.214406703333674;0.0847015021788401;-0.0343936727413792;0.143000656259825;0.161884368640263;-0.00904976187709733
"afraid";0.489931813655627;0.332902420525356;0.197356969262232;0.227687342374161;0.178164293984041;-0.00344376842016727;0.168442338829485;-0.0342794617990155;0.064142689769986;0.153399462165113;0.103971012453731;0.141715356635808
"amusing";0.145370730688533;-0.0403225584790386;0.464196538547889;0.104682651460836;-0.120658978406062;0.121661186935242;-0.113492467231429;-0.13646794751919;-0.0574045903271089;0.194856185733403;0.258619124384805;0.0810998633932931
"appropriate";0.182522422052714;-0.0503059011944834;0.0568867961158403;-0.0335240890804925;0.0668454741010799;0.265957395837742;0.00921659480205501;0.0187964087920741;0.777740356437568;-0.0268376290203051;-0.0458207797418062;-0.100706149529141
"atheist";0.517883075512818;0.0279085590769821;0.0033933792782594;0.0412018450542423;0.124155822226639;-0.0151584361322913;-0.0566073558605458;0.154083911906686;-0.03186759565782;0.120197900882806;-0.0639120855747836;0.301988828017238
"beautiful";0.620956510591747;0.23683725229029;0.250399231395936;-0.000591481593678525;0.090711062657449;0.164648781630701;0.0871092460773229;0.164212680931522;-0.0862788064907354;0.27824252661791;0.121772382818684;0.0010131306602049
"blessed";0.243662008159669;0.256853770017825;-0.111511637734118;0.178528783649749;0.108361322874582;0.321993298147209;-0.0194516492073211;-0.127273924306283;-0.0137364383120856;-0.111550247303384;0.0215670734612554;-0.351182685337923
"brave";0.165552561008036;0.042494309549262;-0.0563140880849777;0.00111170398809052;0.282636225396943;0.304825679225758;-0.0399875105317296;0.0504180061524883;-0.137312974829523;-0.114622483156294;0.158383556936498;0.0448447435730999
"calm";0.757058323570772;-0.0367444926393475;-0.0479626018727241;0.0631719688993119;0.0170307441563923;0.0734868104665285;-0.0283320580547813;0.00832790697640807;0.00142103872470582;0.0767031532331155;0.202567439837577;-0.0161267091985537
"capable";0.141770911422857;0.0543784101833352;0.33311310746397;0.278528763696786;-0.118103760751018;-0.13493288625286;0.366971827656407;0.214633806847761;0.0737913825142683;0.0401075445247232;0.174439702663686;-0.158046197188096
"careful";0.705572984481305;0.194462986667831;0.172822976756011;0.1939343606516;0.116609471874409;-0.0624220047658429;0.173412103920138;0.283998125486581;0.0238037847421983;-0.161705187285207;-0.075702019047225;0.0365776410805013
"cautious";0.358720745039052;0.32958062632552;0.0425230640132734;0.0483772631211151;0.108426424499451;-0.0141528359694523;0.280764763068653;0.260369715741293;-0.0242477658326198;0.273807732436371;0.153395002245291;0.0721064852520084
"cheerful";0.62025964050554;0.203442952441818;0.333254723952865;0.0479215995405816;0.0925733326846898;0.1477307597957;0.126737559915195;0.163440356101423;0.149217736953047;0.155431470122301;0.0581629972517457;-0.0249721133918809
"choice";0.244062905311432;-0.0699982605644889;0.103284840372829;-0.0351148157537935;0.0234779955587617;0.421984284270889;-0.0117299797589972;0.0915065645428901;0.378515525617977;0.0235329221729599;-0.141128992488453;-0.12572690493084
