"MR1";"MR2";"MR4";"MR6";"MR8";"MR9";"MR7";"MR11";"MR3";"MR5";"MR10"
"#-beautiful";-0.0277268036472622;-0.0614749026373912;0.731772072833068;-0.00319969811218273;-0.00637058053257224;0.0269397994492705;0.0543435777731039;0.0397527744531862;-0.0590165622724333;0.139024838358538;-0.0249478649157597
"accustomed";0.322847204163862;0.0667485920221667;0.267948444674471;0.132201577669997;0.100163510831888;0.10398102603841;-0.124003612854038;0.495930886937293;-0.00288317613763424;-0.0514803246241875;0.202714553092951
"adventure";0.0218034985487129;0.916683978954223;0.00245728429222211;0.0892710793294407;-0.0225529059984404;-0.0120721015661651;-0.0348067289671088;-0.0311145522927505;0.0580510616083645;-0.0871480432708341;0.0528756714438971
"afraid";0.0940225598906708;-0.0694651031714906;-0.114238020356266;-0.00637000299212629;0.0199993565779544;0.816931626830932;0.00226665383837005;-0.110502842818039;-0.00501449727953087;0.111043736213095;-0.0935091111198718
"almighty";-0.0277268036472624;-0.0614749026373913;0.731772072833068;-0.00319969811218163;-0.0063705805325723;0.0269397994492701;0.0543435777731034;0.0397527744531858;-0.0590165622724331;0.139024838358538;-0.0249478649157597
"beautiful";0.731675905156977;0.197831902633732;0.0175381051654332;0.0980125848214888;0.203680466580694;0.0915678913656622;0.0323811929126178;0.0714300567274417;0.0793167201775143;-0.0187892650739668;-0.107925277489672
"best";0.303142566961524;0.114771193770429;0.104288111449078;0.133198071306524;0.152873361709279;0.233059788122589;0.137974461700174;0.0411081551047824;-0.164536487015294;0.234663007698614;0.0400262768604891
"blessed";0.319880095958251;0.203138247892805;-0.140090131175407;-0.122317044248666;-0.0786312251611762;0.188338275293959;0.380702639675819;0.00832184120166879;-0.0370638026606409;-0.0442801583127719;-0.0195710455133285
"brave";0.0935849045914035;-0.0169637226807275;0.647518608966761;-0.000470989994777133;0.0188483242143293;0.0255181081113643;0.0977683077204002;0.198032037056644;-0.0280484611391847;0.0745421117243467;-0.129730168109134
"calm";0.327633283997557;0.282653706877042;0.30412906604782;0.113660103047918;0.0101333193095083;0.172288585469638;-0.0406248847816713;-0.0506530678640455;-0.114709242807005;0.0688870103719143;0.223893275413366
"capable";0.649334557935877;0.11655886293584;0.301135817363324;0.0323714354585989;0.297325021191287;0.0477084313006055;0.0471797014913037;0.116499051829285;0.022312454608832;0.00163191195844739;0.147311846972446
"cheerful";0.754921700224321;0.0645602293942704;0.176484146111439;-0.0311381336989279;0.00728627304028207;0.0490478438712159;0.0748272174020139;0.0386679853260087;0.0127769060791667;0.152623201649898;-0.00111854896624162
"clean";0.765015569615708;-0.0191176072952124;-0.107229788273368;-0.0764674661787922;0.114284896349724;0.132441571141264;0.0208387464938928;0.20913720683784;-0.0698652285728511;0.167835022911508;0.106174357367641
"clever";0.0062067443864516;0.043816186530638;-0.00619125585434026;-0.058357427972728;-0.0647699372566426;-0.0289579372046337;-0.0677336328725962;-0.0586353143294096;0.828569535490006;-0.0304228694968417;-0.00991603543817866
"comfortable";0.122872098901957;0.151644026934919;-0.112188929117757;-0.118740586372168;0.522110020659472;0.173153780700851;0.308912842029344;0.11738866671998;-0.0171352428152104;0.265012381419029;0.307688780161931
"competent";0.078289949332819;0.0329533912987166;0.150548991205391;-0.0795666702508291;0.0542197333910932;0.126941021274794;-0.0330150663496375;-0.0524716045080714;-0.0606933493226817;0.792659631078604;-0.0820553101099827
"complex";0.185278657715843;0.108491524077401;-0.0104526385042521;0.0194458404601421;-0.094853682001391;-0.138351762139752;0.185969778977539;-0.108475355970714;-0.0342138004253656;0.0070181035607963;0.324467275728449
"confident";0.134992925579503;0.0831742702034954;-0.0765708692406206;0.425146743440581;-0.0157649186487584;-0.0979561681084303;0.00632397038152421;-0.0726639218663968;0.0222562346324974;0.0701622836127575;0.466984128694151
"cruel";0.121276283761792;-0.0127768373179101;-0.0390656053564843;-0.0688955860285579;0.2702182404768;-0.0871004006729157;-0.116240117597237;0.058672495296206;0.744634033722584;-0.0607738263422238;0.00508511224824344
"dangerous";0.0224592662981746;0.0441360266068265;0.301952755553015;0.0149479097497309;-0.00268551759219877;-0.0803208864832052;0.655779127714588;0.165071548555622;-0.074383479573769;-0.0596726893420405;0.134551182058734
"delicate";0.185364506958096;-0.0820316160604941;-0.0536195780515924;0.0719317661064613;-0.0927790618671252;-0.172694934409834;-0.155516877604246;0.622234914431384;-0.0618121091866178;0.166366078343556;-0.188762162132482
"delicious";0.193012706545312;0.0459765199147164;0.297974903578745;-0.0321768400001506;-0.0484300403354215;-0.239087710304173;-0.0515878583870284;-0.0313645467379977;-0.0392323279784464;0.54110636104713;-0.322611205566175
"delighted";0.49867737904411;-0.0889208680494106;0.0173644450268063;-0.0539114962684338;0.257473874262388;-0.0355061634473227;-0.0911060756902379;0.445985856367019;-0.00947896698928071;-0.0438569151748804;0.0742049841906346
"delightful";0.419496212480802;0.0416013787906068;0.492558163965654;0.0513935598150559;-0.151521399117993;-0.088915627381679;0.00518217992029052;0.0111409689722354;0.140571685962596;0.307900161363114;-0.341778570251543
"determined";-0.0796988486100402;0.185844713332661;-0.0107232794272213;-0.0642283135335258;0.0387486187535994;-0.00435586128916357;-0.00259872371469641;-0.0834565219476548;-0.0721712380751758;0.0691313654561672;-0.0370059831888617
"different";0.606449001953571;0.0499119741324083;0.204061371154147;0.0287899918017035;0.394102843940583;0.099233597810539;0.127472720920813;0.143800881977035;0.0755771309420792;0.0984845207808474;0.0883207966981488
"direct";0.43614822205328;-0.0996480503294623;0.465433099905815;-0.0788113521014157;0.492921901908449;0.0682195009832787;-0.0574300951956965;0.0924547747305829;-0.0336500250545845;-0.238595768516331;0.108456707537552
"encouraging";0.117789107303216;0.0503076631119373;-0.0853352683367427;0.614068361318214;-0.0349119005843831;-0.0176810438113329;-0.181476009111985;-0.0381558985256982;-0.173235064381471;-0.0165749168094797;0.0164869901302913
"enthusiastic";0.439919102504912;-0.204320780593964;0.148497186193676;0.042231518465914;-0.165186757967693;0.0687793983979874;0.0280337723307119;0.396875936730209;-0.0131604447429705;-0.134987431118505;0.0944656963372377
"exciting";0.346050712247513;0.107403926261257;0.381525963100148;-0.152762679383448;0.323720698298815;0.011015718485824;0.115091331856741;0.471056419188715;-0.0787313842455767;-0.136250195092924;-0.0413411537778101
"extraordinary";-0.117633199513079;0.108877367436114;-0.00578130929696488;0.578735236723226;0.0296767365724755;-0.00150184172753581;0.0944927210377906;0.0721422964853849;0.0430621370158733;-0.0220769727909287;0.0354797916075595
"extreme";0.676314745476229;0.108347968711755;0.166297339593286;-0.0781428763334345;-0.0842502714687758;0.119763539136745;0.210593171405214;0.259374400166302;0.0469306721876618;0.0618258277342629;0.173749727448426
"fair";0.710592678352118;0.00299662398760456;-0.00879110768711934;0.142451626380227;0.0409859548786437;-0.0145293434822061;-0.011783574625659;0.0662364579336788;0.00549427296014843;0.183975756026144;0.166752649743197
"faithful";0.415122585340814;0.217818469217545;0.0958784749636479;-0.0186196108478125;0.274040328293277;-0.112087495268039;-0.153474546905771;-0.154229547290595;0.270390175289981;-0.098585302440662;0.321206369614384
"familiar";0.307424838209246;0.122281364677572;0.366902634374708;0.242298004343189;0.117886943187851;0.173943942980476;-0.00768220481053237;-0.018185578339798;0.0608387371240108;0.387913920413911;0.0533534878678141
"fancy";0.221466958243125;0.132456200669275;0.519526091547594;-0.0420033260763122;-0.151318918155955;-0.0714952741786961;-0.173576161147212;-0.178051066235386;0.292077758655627;0.117828131621454;0.271263689313507
"free";0.32057609915432;0.200216474609217;0.25237550316372;0.202074895745089;0.164625644410799;0.0349011217303556;0.128655610394465;0.369781350698448;-0.0224906073411208;0.121905519842848;-0.0668029421538179
"generous";0.110972362867388;-0.10892756401766;0.0721848708841665;-0.0687532904284378;0.496538622871204;0.550343182167533;0.00843929842695845;0.0350911391002561;-0.0556022324501211;0.0924163906382135;0.0751355512586877
"happier";0.16922937012368;0.638765191669288;0.0523174233544536;0.271996478872606;-0.0106919632167078;-0.0455490960293021;0.0749353406751119;-0.0227569917149198;-0.0331518455504763;0.293104152415194;0.131102526651086
"harmless";0.204264654762897;-0.0406148623718114;0.25153827768317;-0.0632529642037123;0.00932520013969942;0.642780302345135;-0.00873208302733068;0.0194089559159894;-0.0753968556659211;-0.10989443385809;-0.0686145688991528
"heavenly";0.261315571277375;0.0608007442572642;0.290776163702792;0.635242771441842;-0.0669427606317014;0.107142244085745;-0.0854321658348285;-0.0802973370460009;-0.0801144663759028;0.0346815420763585;0.351755470964376
"historical";0.0590663291338912;0.139429713902508;0.264861684544397;-0.126764614987379;0.0505367784728409;0.0955700521318316;0.102302089364214;0.388308576209037;-0.0133107763964435;-0.0790674693874299;0.248299717683586
"holy";0.0218034985487153;0.916683978954216;0.0024572842922229;0.0892710793294422;-0.0225529059984395;-0.0120721015661651;-0.0348067289671082;-0.0311145522927499;0.0580510616083646;-0.0871480432708321;0.0528756714438984
"honest";-0.0643705647970066;-0.0470058508920109;0.375224710547448;-0.0726190213450448;0.091639733928149;0.398007593195216;-0.0635427671671447;0.113560928336918;-0.0633232434714721;0.223852997219417;0.284466567271811
"intellectual";0.117789107303216;0.0503076631119374;-0.0853352683367427;0.614068361318214;-0.0349119005843829;-0.017681043811333;-0.181476009111985;-0.0381558985256981;-0.173235064381471;-0.0165749168094797;0.0164869901302913
"interesting";-0.010929248165881;-0.0274763033700507;0.321701353942963;0.343048551869449;-0.0433073727011298;-0.0570702129182229;0.214728056230891;0.478837023130446;-0.0408156998797011;-0.0715772151043568;-0.0837164750705074
"irregular";0.479410625266664;0.00163061228907517;-0.0920286631410709;-0.0434443729692027;0.222651435501356;-0.138621419641085;0.505314338103371;-0.0044955221501345;-0.125361053260888;-0.0664784372697863;0.280470144485773
"liberal";-0.0190454135610493;-0.0361263948851042;0.13111644681103;-0.0528913397281815;0.0313762372554018;0.218619097928348;-0.0724652460453574;-0.0646582762242262;-0.0468137135653893;0.639468438036221;0.0768109098938084
"loose";0.10964426900475;-0.0328171125896528;0.281419541253746;0.0158964578228108;0.272905917672496;0.121365505828873;0.234053702652312;0.206048248818771;-0.043147967132002;-0.089516503927276;0.345004656492893
"married";0.0062067443864513;0.0438161865306386;-0.0061912558543402;-0.0583574279727288;-0.0647699372566426;-0.0289579372046338;-0.0677336328725952;-0.0586353143294093;0.828569535490008;-0.0304228694968417;-0.00991603543817882
"mighty";0.332723073317798;-0.0293530534975006;0.511245564515181;-0.0683574527873547;0.225043705072707;-0.0160506228187433;0.217372539922029;0.316485962996341;-0.139835399795332;-0.0837343583301614;-0.00792838903271318
"modest";0.0062067443864514;0.0438161865306386;-0.00619125585434021;-0.0583574279727288;-0.0647699372566427;-0.0289579372046339;-0.0677336328725951;-0.0586353143294094;0.828569535490008;-0.0304228694968418;-0.00991603543817874
"moral";0.0922745444955423;0.8277637219901;0.0398079947360104;0.0418473691768421;-0.0289159687019174;-0.0972325075874075;-0.0258743345040871;0.0124642151832474;0.013482846400206;0.0533651416441757;-0.0859696331009193
"mysterious";-0.0251729127780536;0.801431451518909;-0.0190750880574043;0.288109625413282;0.0104016553108025;-0.00660932688756286;-0.00964087893296776;-0.0337834212813282;0.0467318222545374;-0.0248433236547012;0.0605720920852126
"natural";0.49004458624989;0.421543658858645;0.202360179242436;0.0502727736455587;0.132578440478012;-0.11676340395003;-0.0808872082259046;-0.0114451991532187;0.155623010668628;0.0898139985968112;0.104466555072264
"neat";0.252398473659083;0.0598136064123033;0.125668051806732;-0.0900796987412393;0.0577402732189907;0.369250994073586;0.00230111399778537;0.237525451324218;-0.136161901091112;0.256093358978788;0.228993858126951
"original";0.324084179338774;-0.113657725789819;0.0728198807871389;0.040656324166339;-0.0381888276447141;0.143318373089369;-0.0768799384057379;0.427433132954667;-0.101087188722913;-0.160069347076247;-0.146608405737949
"passionate";0.145991143781133;0.0628128786055759;-0.125499374052278;-0.0945223470450052;-0.0200295311899374;0.0595801374206657;0.67436638309519;-0.0935994591800571;-0.0809993754329522;-0.0446989316571552;0.0365136136877251
"peaceful";0.212094286900828;0.467659428466571;0.249165451711867;0.227799607439495;0.074003809533491;-0.00683242462049507;-0.1577453721147;0.0819463217027905;0.155673158032404;-0.138176752425473;0.334875004369578
"pleasant";0.565722851636391;0.141707134474409;-0.0166833405209203;0.209574077806376;0.000482216866556372;0.0920483263727048;0.0754305779044364;0.261597050059205;-0.134540958054961;0.276428325668482;0.0795539955897431
"popular";0.138642800268365;-0.0608140411441967;-0.0506672895415656;-0.0369135623686056;0.589056869814715;0.180878341046405;-0.0760518487079003;-0.0237517808104412;0.013379776639371;-0.0917994844625996;-0.0517000956445682
"powerful";0.495533585767714;0.00706587816800733;0.0977036390984535;0.197880506586049;0.179610747371948;0.188395594659239;0.158084089889923;0.04475281481048;0.0968414280845826;-0.1186492284525;-0.0166016044217531
"proud";0.286103065674799;-0.000630465834726381;-0.117383757812683;0.521767228724346;-0.10620664346401;0.0812723981514064;-0.143478602306114;-0.0566681847797479;-0.179161000516219;-0.0464887933376959;-0.0779307217643941
"prudent";-0.0473703174293686;-0.0806330290849198;-0.0551263402786955;-0.0318508029247747;0.029743540671946;-0.0753885675145695;0.643479753408845;-0.142544039603158;-0.0786013349819555;-0.025211840391874;0.0698985664808346
"quiet";0.302556408630834;-0.00562449093401362;0.152983259775122;0.430425749901474;0.185872097550086;-0.0434833028485718;0.14411504209032;0.146290730753194;-0.0142811235473212;-0.00307184976195843;-0.304102426829408
"safe";0.10589405031653;0.0793192940451012;-0.00118047879540066;0.25892424274546;0.403154618520143;0.203858324308104;0.355941746879846;0.119710986172316;-0.082680384034633;0.290552204985555;0.0953819448673488
"secure";-0.0644969476801193;-0.0892415056862199;0.0852184751323339;-0.000898178301491926;0.00944527529055056;-0.0714369719041929;0.654363815738663;-0.0665818772855184;-0.0772422184621844;-0.00199307690126745;-0.0562696932873944
