"MR1";"MR5";"MR2";"MR3";"MR4"
"#-fancy";0.0806289327217946;0.205681282754023;-0.122953878337555;-0.0559393888422235;-0.190594398872801
"#-free";-0.0422861070954329;-0.0569724605816595;-0.0616299576023939;-0.056729777313883;-0.0677177778169166
"#-safe";-0.235708102589224;0.43097873230169;0.202620333698667;0.00429388005939492;0.348053016960979
"#-weak";0.126427843284658;-0.0175422449879839;0.140496739017459;0.193169692364221;-0.0556100156415043
"#-wise";0.602085921610022;-0.124676849764281;0.0918430178952828;-0.108894229896567;0.162384749413556
"accomplished";-0.0107669198648869;0.131646857230093;-0.0407138955164071;0.283245390249481;0.0117409026635248
"accustomed";-0.102968140768376;-0.0581560777462686;0.66546055086926;-0.0774940172676358;-0.132264834284099
"afraid";0.166769862150844;0.658050802508274;-0.175699889124133;0.0347377759839854;-0.00232057306001708
"amusing";-0.104326298957746;0.00754452899415421;0.000620867871867001;0.223193934694159;-0.0354401425709619
"appropriate";0.088437615963561;0.0765479770808707;0.598587687909436;0.0935525773935051;0.154942669746775
"beautiful";0.582035809843787;0.0174776639966656;0.0759925590428627;0.00597066442758757;0.0399764965979984
"blessed";0.462569699825917;0.200044592501631;0.0912506442473729;-0.0469148546192825;-0.0166015081601413
"bored";0.0278912904116485;0.496011601058638;-0.144676154891805;0.194259374235292;-0.0948856630009688
"brave";0.443410747588078;0.241812421944796;-0.0967705150470724;-0.036212886541549;-0.0815777187301314
"calm";0.252315104602245;0.126802007565894;0.136434296484574;-0.0964750988879969;-0.071392226323992
"capable";0.136557437563363;0.315075529907846;0.247656119160419;0.173066274276006;-0.0585123011110854
"careful";0.24018482598308;0.151234482792607;0.141765618802259;-0.12197049229286;-0.0627122468558276
"cautious";-0.0603372803720964;0.0120300912730154;-0.0958771159222642;0.801292714861117;0.0790505690433191
"cheerful";0.390276038992304;0.0873080580379003;0.405489321887974;0.0299410749134057;-0.0970948527025495
"clean";0.259798061140941;0.217052703652393;0.351164304807458;0.220495766394413;0.128239418453348
"clever";-0.136903988452517;0.463606963732389;0.112924048610133;-0.0314865274050423;0.0288889434393803
"comfortable";0.0792565960224257;0.524780263974688;0.118659414360391;-0.0548091272063943;0.271264337710391
"compassionate";0.164739167122991;-0.0356547330381654;0.626325884445244;-0.0171278196340594;-0.0650918693935892
"competent";0.165584365155944;-0.0814520951173333;0.260812825662541;0.448205907420986;-0.0912405863188164
"confident";-0.175954760932985;0.0985263189717425;0.0229124757068226;0.112182869632068;0.361161402952219
"controversial";-0.0586961841762183;-0.0819905219679573;0.221621059232084;-0.0582951789488843;-0.00662298524563999
"conventional";0.457112142484325;0.00858038982359301;-0.150870430302068;0.0352898525437586;0.045852640732198
"cruel";0.521918725104801;-0.0779737168345394;0.194647204943951;-0.0876201552962205;0.326406582541719
"curious";0.595066446281663;0.0494643912043608;0.25915613239881;0.120542900364696;0.117771135815175
"dangerous";0.57577734939134;-0.0703457358757378;0.179932393642129;0.0317736748024913;0.146382049056655
"delicate";0.390228800827868;0.184189343632386;0.437336150734175;-0.0896576916112361;-0.0794257819448884
"delighted";0.572630020449099;0.0151818574905103;0.202213795336022;0.186028622964868;-0.0492431460865105
"delightful";-0.0422861070954336;-0.05697246058166;-0.0616299576023938;-0.0567297773138823;-0.0677177778169163
"determined";0.0157570153389948;-0.0831914055027063;0.182302006536987;-0.0445540684818327;0.108066533730387
"direct";0.0674474167754867;-0.0731663832030105;-0.149341795194967;0.0644430378085675;0.258360298649423
"educational";-0.0825986914223197;0.339456940019038;0.112393129187193;0.0388582297854973;-0.058459888168314
"effective";-0.131213058299916;-0.0865952680651144;0.296337792092264;-0.0850102926194847;-0.103821626205043
"energetic";0.0153143791516847;-0.10256764476459;0.351510531541517;-0.0880719732942733;-0.0782106679076448
"enthusiastic";0.0532472694184686;-0.0738282531850654;-0.123817231856077;-0.0611677906976933;0.756833600615086
"expensive";0.552398110644492;0.00723785921146998;-0.143030425444403;0.00223591169087564;0.0275588283706157
