"MR2";"MR1";"MR3";"MR8";"MR6";"MR4";"MR5";"MR10";"MR7";"MR9"
"#-cruel";-0.0690323787110082;0.0756631620996048;-0.00928795140181015;-0.0193436927282978;-0.039093776256811;0.0290680124224187;-0.0643255459437191;0.0303874845021778;0.931864836184418;-0.0348497049253631
"#-determined";-0.0292350165226837;0.0118775246559986;-0.0215950873162737;-0.03583963557419;-0.0168468418110481;-0.0282267297475901;-0.0271184297899404;0.00970679411854486;-0.0155055173381882;-0.010700584176542
"#-rich";0.853337779624098;-0.00117516756596359;0.0037781049179459;0.0298736584809397;-0.0567204321734542;0.0453605634169437;-0.048867117680067;0.0755062942211673;0.0211624202346113;-0.00281703480091356
"accomplished";-0.0767293247368074;0.193995724916412;-0.056542703863132;0.185698105578744;0.0626214008247806;0.238132747071776;0.239941715577975;-0.108806066895829;0.050463150941178;0.100882066181473
"accustomed";0.025780548557276;0.0603501210525361;0.118709895087267;0.0056443344989345;0.101713521277688;0.100995202165083;0.748723903794201;0.0688438774994061;0.0334208654302465;-0.0453787054047302
"afraid";0.246385662821801;0.311281987829129;0.324727962497094;0.466772093797499;0.365818085615788;0.156283715639929;0.0178284753620751;0.243007969160067;0.210827478332439;0.0750356074420126
"alert";0.129943573474255;0.165988525683722;-0.0478202132354273;-0.0403098037188741;0.577252868795719;0.0949925855134492;0.259132473613201;-0.216062251347319;0.00788383813376536;-0.0448303847817088
"amusing";0.0608403644616594;0.0558495923301737;-0.0741997239120353;0.342020980329025;-0.157053483918924;0.369586687110805;0.114269677156614;-0.070754054183066;0.234827823058362;-0.144376739853853
"appropriate";0.0775086379132339;0.268112179238649;0.383493390067397;-0.114768362071752;0.0488141246105581;0.526981022913258;0.0283775271570094;-0.0643433556173572;-0.0676448388907283;0.0265897017781765
"avoided";-0.0508564435568801;0.514661519306212;-0.0613633951388908;0.0698296853909878;0.0163476524850842;0.221717056169914;0.193418427093675;-0.19010527532711;-0.0445404225898661;-0.147777694790538
"beautiful";0.336382358040949;0.716656590804817;0.115237392550654;0.0375929166719765;0.173486069104869;0.127428904043631;0.0833051128693737;-0.0191813991983481;0.0196464604277999;-0.0843724884832518
"bustle";-0.117360816096832;0.200828109757191;0.629390153068809;0.113313788823869;0.147840584388282;-0.0203729878203634;0.0460356361946399;-0.0208908750872496;0.136092296330463;-0.322971437149779
"calm";0.252656888957723;0.286230910564839;0.0403114929798641;0.187452991947593;0.221679296151542;0.424689633596723;0.271107444673977;0.152945452405334;-0.101230821640078;0.175072008599447
"capable";0.572835941988184;0.277658170012521;0.314196787339627;0.285187552167364;0.2446567624792;0.144445555595905;0.0887609378988611;0.0600121253732736;0.188078195629682;0.00625731689700706
"careful";0.181016908197047;0.108331498622777;0.464150371597951;0.248138656131069;-0.0691282254151304;-0.180828436599276;0.14045933058734;0.0381796221866807;0.055262527189895;0.311023789342531
"cautious";-0.0226775410306452;0.204009328993699;-0.00451171782778294;-0.0159734170082643;0.0375351374243231;0.515145317320845;0.258503527734461;0.0492821508265878;-0.0610004729140503;0.328343219337505
"charitable";0.0367871406023458;-0.0248315097334776;0.387437832383077;0.291550740908865;0.0372414081796391;0.359067906081701;-0.202584890552109;0.0621511804045732;-0.0716589511670811;0.00341059415424613
"cheerful";0.250646557193899;0.588928239818034;0.254657608725242;0.237351691880628;0.356894902085555;0.185820096174634;-0.0364728626713228;0.12914049110066;-0.00484737769941988;0.0470336709991713
