"MR1";"MR4";"MR2";"MR6";"MR9";"MR8";"MR3";"MR5";"MR7";"MR10"
"#-beautiful";-0.0723307265108085;0.631413362285064;-0.0687571879889661;0.00519450550282001;0.0524965563038682;-0.0711210822000248;0.0494902930398507;0.358767699613034;0.0273290546960851;-0.0480861655790375
"accustomed";0.399021899491059;0.463527201145806;0.0567085982275986;0.131187902384363;0.0613970272290615;0.0633839344651521;-0.0805614594320012;-0.0989847734227498;-0.215937205469379;0.183032555195133
"adventure";0.00526734126521595;0.01051902466446;0.916682728500677;0.0972460421760311;-0.00887039695825658;-0.026515458061843;0.093882339784294;-0.0687548443614297;-0.0321237243881705;0.0388099629693875
"afraid";0.0906577947321478;-0.156472038364004;-0.0632931119527808;-0.0126348350519054;0.820198840752378;0.0475725715267998;-0.0360931612867547;0.0645060445144765;0.0328772895556661;-0.0814622946616486
"almighty";-0.0723307265108068;0.63141336228506;-0.0687571879889666;0.00519450550281968;0.0524965563038685;-0.0711210822000235;0.0494902930398502;0.358767699613032;0.0273290546960852;-0.0480861655790375
"beautiful";0.722311571849154;0.0506829200176134;0.201170802175766;0.103684157649914;0.0908666236356378;0.207940426607349;0.119132819102977;0.0169033338333219;0.0405999854771039;-0.111496157879557
"best";0.299142865340046;0.107812910609578;0.116851239911821;0.132933507170756;0.233505437620201;0.165216941806849;-0.166418682895336;0.23135368871417;0.129481496987373;0.0723828962459549
"blessed";0.327350054038407;-0.0758599739949713;0.210266744186981;-0.121690656359574;0.174912090472706;-0.0596496381061878;-0.0624169250015494;-0.0893600894548215;0.38439350991574;-0.00312457187978542
"brave";0.0872881081174846;0.639178010122367;-0.025296643923773;0.00168643731015287;0.0253460954727007;-0.040221124182135;0.0108732874129521;0.240750292318605;0.0462223746624555;-0.1509748460437
"calm";0.278020770402422;0.240570227110696;0.282331412854594;0.132867834517405;0.20416715505793;-0.0160670792119428;0.0241185509504108;0.182833688013098;-0.0255940500673723;0.205310653644851
"capable";0.624361154421444;0.342594948518487;0.115340005277232;0.046489911318795;0.0613359298018743;0.26572116034061;0.123608164511621;0.0858334299695689;0.0354351570421477;0.122819194231303
"cheerful";0.730205047043644;0.13540396389087;0.0686430687871484;-0.0203522954060129;0.0644580008074936;0.00806736741011895;0.0856851502644346;0.233417490469444;0.0913983782443048;0.0102896494945661
"clean";0.80283952595868;-0.0206570818690546;-0.0149100640948489;-0.0756111418855328;0.114457709754577;0.138825932996897;-0.111264251028164;0.0861489177827272;0.00475370556626054;0.14586709344438
"clever";-0.00291339502173199;-0.0652281917329777;0.0373339041879941;-0.0726215814619581;-0.048579755653407;-0.0441883069088515;0.71105033503881;-0.0397652557087759;-0.0584592659245033;-0.0270623412441545
"comfortable";0.153305084812016;0.0292964585542411;0.14878840522124;-0.130440213421424;0.146422609610626;0.552675263257126;-0.123239470263486;0.0862543136604383;0.26490734030682;0.358011929886096
"competent";0.0727807123798268;-0.0206034120804426;0.0325175520354787;-0.0962118808869758;0.135027861113149;0.109612094535747;-0.145331110521343;0.762049440231068;-0.0230619330681;0.0256513698942919
"complex";0.149620515686339;-0.0319542748141857;0.111957785675664;0.0351032035376546;-0.112929420392428;-0.0917134173749139;0.0533696417246217;0.0198565295634589;0.213425399708868;0.315987085141181
"confident";0.110772623383293;-0.0869701617190456;0.0799375079094805;0.438451183646902;-0.0808777472361895;0.000418922986006173;0.0747740226344905;0.0273021894176389;0.0244179052791325;0.465985030349974
"cruel";0.130684571722933;-0.00832360477452593;-0.0195128632723781;-0.0849535270945588;-0.108959487008135;0.272178801393721;0.630502256403758;-0.109125019513983;-0.123556400949508;-0.0145694206147589
"dangerous";0.0317325472400765;0.428211796785164;0.0415419499841526;0.0161517232638703;-0.0982089315006614;-0.0317027692929896;-0.0913692769924149;-0.0407712565880223;0.605001698594202;0.121236393315214
"delicate";0.321817001423307;0.153229723048095;-0.0869886044028209;0.0463102071636116;-0.23800196146964;-0.0707759042837082;-0.30712295685811;-0.00314583589678388;-0.243597440807166;-0.135608465687309
"delicious";0.169609488944869;0.114405993591884;0.045276773401646;-0.0405527221822454;-0.222230989824346;-0.0265932049840994;-0.0430108119209797;0.652420882721551;-0.0370941904473615;-0.257938071468505
"delighted";0.577798708602464;0.228094809397627;-0.0931571176110245;-0.0582129687353127;-0.0783218166798201;0.246384730023534;-0.09920780921376;-0.140034353246389;-0.162290454773247;0.0741388855198919
"delightful";0.382001933256474;0.324791970187156;0.0394865472943331;0.051298651513538;-0.0707102676808734;-0.163439023631325;0.18959064339822;0.507026255604181;0.0175613244414021;-0.327538645074472
"determined";-0.0952371208867738;-0.0491003559956811;0.188262495946322;-0.0638420163236893;0.00638222561775718;0.0443379764408066;-0.0520351736150419;0.0810846167880505;0.0106007895175311;-0.026110984823421
"different";0.600817430940149;0.271653668579388;0.0473753458809136;0.0319495906339199;0.0981576855531101;0.386083621908073;0.104171719001515;0.116558141163865;0.106882049355788;0.0868989471842039
"direct";0.393105596734117;0.516208112429796;-0.100464007133803;-0.0578501757728714;0.0928271085493209;0.404661993321234;0.142566794953578;-0.0696034429341332;-0.0762274969129783;0.0393559747715533
"encouraging";0.106078273372372;-0.111575950676245;0.0518597806905851;0.619783128066939;-0.0102754245461805;-0.0262284816115389;-0.134477408431551;0.00250350009657439;-0.166559181357753;0.0163363278363333
"enthusiastic";0.505551061150285;0.304369549026112;-0.207237692427076;0.0459209221135936;0.0354930729443001;-0.192724304834592;-0.0642561416868297;-0.159375335117903;-0.0294512961975692;0.0707396208546193
"exciting";0.40639797731052;0.604289179991977;0.0996745250922697;-0.154686233885276;-0.0315377611295083;0.26753244461826;-0.122353861230273;-0.119968858728016;0.0123739224010418;-0.0648180275681554
"extraordinary";-0.101687550551309;0.0476781973868595;0.102856139939984;0.571654586174532;-0.0190748587392077;0.0370242504298911;-0.0127290182426194;-0.062379080118437;0.0720030922550118;0.0270159429472945
"extreme";0.704992121229661;0.261080119895197;0.107744985103649;-0.0718289004945769;0.0983219189036062;-0.0900237207742298;0.0248890522031971;0.0501920432057583;0.173799696070903;0.182407081823372
"fair";0.705508870652403;-0.0143774900515279;0.00511737210154437;0.15174247041397;-0.00754150020079747;0.0613747711439091;0.0390904149206085;0.176979860601517;0.00112849381521631;0.189512781991479
"faithful";0.344633346503853;0.0445159107477649;0.215776453473447;0.00290279794500323;-0.0683020724438011;0.254099319769119;0.438429924966274;-0.0174014668343132;-0.108423549817443;0.271525074073968
"familiar";0.270795877225476;0.255510765629205;0.117840757021618;0.2433637935639;0.192851946711498;0.120689851495408;0.0977390715120345;0.474587930989749;-0.00381664949106646;0.0781106127760026
"fancy";0.131440949002934;0.316299330018336;0.126548929043797;-0.0198959544211446;-0.0160264099965005;-0.190358779949628;0.477759534386041;0.331119936286384;-0.133683917191185;0.232528945597391
"free";0.374970960020765;0.385050864622204;0.191916088587876;0.192831262382726;-0.00452365743780018;0.153949179333564;-0.116829467100272;0.0968682604599023;0.0538899852020003;-0.0529543542072322
"generous";0.111541368303844;0.131180947236222;-0.109147438464229;-0.0740439267991354;0.551719137644878;0.494352837473254;-0.0611936481968385;0.0466518614136318;-0.00615520496700996;0.0746828845667034
"happier";0.15352031509414;0.00710220757069608;0.638455132311085;0.273781399187069;-0.0398605739127229;0.0167681676077792;-0.037199443752113;0.283594092700593;0.0800207922421228;0.168411423849464
"harmless";0.189782782318771;0.248740432139845;-0.0383166846612513;-0.0549309904805044;0.652672705758447;-0.0259310642581928;-0.0072585795002275;-0.0234342633732753;-0.00906067798403878;-0.105644220032169
"heavenly";0.204039361053169;0.20986312757846;0.0592049456485273;0.651611960552464;0.143454950365496;-0.0892623984462821;0.0683485202158806;0.150170058713738;-0.0647535210035476;0.316284702519257
"historical";0.121143336821546;0.451403037736593;0.130035724819229;-0.127881076812753;0.0557271812042058;0.0110133151229511;-0.0875584059893684;-0.128266770016394;0.0102632948455347;0.23578085813265
"holy";0.00526734126521901;0.0105190246644594;0.916682728500641;0.0972460421760375;-0.0088703969582616;-0.0265154580618417;0.0938823397842962;-0.0687548443614237;-0.0321237243881682;0.038809962969397
"honest";-0.0607564468289583;0.372113077998413;-0.0539055360622564;-0.0724833721985028;0.399638790754325;0.0644847642746303;-0.0653768550328444;0.239723805417617;-0.104375162367929;0.293455425877458
"intellectual";0.106078273372371;-0.111575950676245;0.0518597806905851;0.619783128066939;-0.0102754245461805;-0.0262284816115389;-0.134477408431551;0.00250350009657456;-0.166559181357753;0.0163363278363333
"interesting";0.072153923871352;0.509225306643021;-0.0368726849125737;0.32749977088415;-0.110180890598232;-0.0755175988377364;-0.172907943195397;-0.09202395373627;0.112332746623648;-0.10129259687789
"irregular";0.460350088485563;0.0177718090109742;0.00926905438056543;-0.0317137897133146;-0.13334985708932;0.227875925416296;-0.0680860367667249;-0.102957887103539;0.505745631804437;0.281893826645169
"liberal";-0.0262676058373363;-0.0125712250061143;-0.0368909174661964;-0.0651385682754298;0.22780932386169;0.0726973493873353;-0.108265165336853;0.60578689926444;-0.0647074745138312;0.157687746445417
"loose";0.121329482701784;0.428942596950304;-0.0394743617443517;0.0222753815200554;0.111594714273768;0.232592469195939;-0.0243827684067647;-0.100012246130983;0.178260956581121;0.315775306563103
"married";-0.00291339502173194;-0.0652281917329774;0.0373339041879942;-0.0726215814619582;-0.0485797556534072;-0.0441883069088517;0.71105033503881;-0.0397652557087762;-0.0584592659245033;-0.0270623412441545
"mighty";0.34900151236172;0.638807099207157;-0.0347429182751784;-0.061982113465725;-0.0296359974316459;0.161265674628841;-0.101061577177407;0.0181544213087279;0.145652263544346;-0.0371979188619505
"modest";-0.00291339502173188;-0.0652281917329775;0.037333904187994;-0.0726215814619581;-0.048579755653407;-0.0441883069088519;0.711050335038812;-0.0397652557087765;-0.0584592659245033;-0.0270623412441547
"moral";0.0853230664787234;0.0270072994272701;0.828148457719541;0.0444642884161778;-0.0976968415123592;-0.0237355975842135;0.0211839567102445;0.0792101691743725;-0.0269425509297066;-0.0772843799706034
"mysterious";-0.0388007978975652;-0.0133447941144957;0.799711717436841;0.292593339325204;-0.00651974531519084;0.0165072498969352;0.059053186193112;-0.027025362494755;-0.00882416419520783;0.0547087752109326
"natural";0.450535055743349;0.152745748065611;0.418981705584624;0.0627818722583828;-0.096689766596493;0.123982003894797;0.248651732557989;0.176399309157645;-0.0679588584122966;0.0962589186600481
