"MR1";"MR2"
"#-accustomed";-0.0030392028915942;-0.0194642231832125
"#-afraid";0.472952715937978;0.158272773628851
"#-comfortable";0.0341638804116343;0.127292084038649
"#-curious";0.0341638804116342;0.127292084038649
"#-free";0.169879858024985;0.179824754837439
"#-honest";-0.0914010086110476;0.105107307787802
"#-married";0.361291415005488;-0.0672494581374141
"#-minded";0.067490580255316;0.179013137669454
"#-neat";0.0406659010708966;0.333619660606927
"#-profitable";0.279163971924858;0.142689334849397
"accomplished";0.430418750956442;0.501415894096546
"accustomed";0.530745219534053;0.306549509808802
"amusing";0.0347640523333944;0.298260675754113
"appropriate";0.0953078650320578;0.103129541258837
"artistic";0.167076609804172;0.0134392035235194
"beautiful";0.615777324760976;0.451681579523792
"blessed";0.482848404580928;0.155426697674127
"bored";0.227426425379948;0.19196687665795
"brave";0.287327919806057;0.266068133994381
"calm";0.201446613011935;0.352369114577807
"capable";0.351737166581223;0.279461129157184
"careful";0.473083875339291;0.43886371412421
"charitable";0.258240430620405;0.23597380057848
"cheerful";0.722639266819705;0.288245006717791
"clean";0.370066077548934;0.430564444233258
"clever";0.287539710466376;0.480236998306967
"comfortable";0.462875797728757;0.551114756322277
"compassionate";0.310231673416628;0.118120069439554
"competent";0.0579310865454538;0.206120310655788
"complex";0.507333767511756;-0.184186114483561
"confident";0.351049917171053;0.216210526222292
"corrupted";0.239599514521506;0.0201566855740811
"cruel";0.325091630997507;0.409893402904135
"curious";0.627536020807042;0.540413771644033
"damned";0.215152020204513;-0.0301142844371028
"dangerous";0.609020010058707;0.294619724746879
"delicate";0.61175546669449;0.448687745530582
"delicious";0.439480633350223;0.277214258205047
"delighted";0.545370100868345;0.343076236961337
"delightful";0.604483365720683;0.452685301988751
"determined";0.407090032994581;0.3955611060563
"different";0.614588705258651;0.494904600283654
"direct";0.0962361637219077;0.373676367768127
"educational";0.152254851713033;0.257136706014716
"effective";-0.0607966250077665;0.0866715395405614
"encouraged";0.150440291495443;0.457702280579133
"encouraging";0.34965004596569;0.605014851539666
"energetic";0.26418814420868;0.491835037520532
"entertaining";0.083434379165211;0.166196889580214
"enthusiastic";-0.0528521060621774;0.0781817074874527
"exciting";0.107433639724606;-0.00101246267648031
"expensive";0.414705244812581;0.143080411719384
"extraordinary";0.553715881847699;0.459666506743126
"extreme";0.712132345231943;0.108061304353073
"fair";0.463720773374087;0.59311231647979
"faithful";0.607438798038778;0.383801691572711
"familiar";0.620222280804093;0.371714476994497
"famous";0.270758654284356;0.376691694133227
"fancy";0.0420308615945785;0.560307936062752
"fascinating";0.182230227332088;0.46029772334428
"feeling";-0.0646237025313594;0.349425013344319
"forbidden";0.156382714936626;-0.0313717457571383
"forgiving";0.0403835668630202;0.0970724745983078
"free";0.505892778135615;0.586410663618334
"friendly";0.544022754369171;0.241073421719139
"funny";0.107674995185246;0.263319318570131
"generous";0.440589123410809;0.532915346330471
"gentle";0.583158642370942;0.403099283642936
"genuine";0.784069524528858;0.0552877888055926
"graceful";0.5729335865442;0.298954685248211
"greatest";0.533513937184791;0.466203282902699
"greedy";0.233326722630552;0.42983282120144
"guardian";0.507333767511756;-0.184186114483561
"happier";0.583875062105141;0.273564601573418
"harmless";0.669132286806335;0.00372548176322906
"heavenly";0.462546623596217;0.258262516005973
"hilarious";-0.05356595284928;0.511863342633618
"holy";0.0542385787948511;0.0479516596622548
"honest";0.744128540635979;0.0688795572400132
"humble";0.431768110847987;0.2821172400438
"imposing";-0.118182970976009;0.303488194751389
"improving";0.226229951495474;0.191233571455944
"independent";0.191800146040149;0.000288510867246503
"individual";-0.0710176676852068;0.281527775945444
"inspiring";0.198473223279331;0.111821717997533
"intellectual";0.310405075822669;0.400613813667368
"intelligent";0.130512221550425;0.600210203606352
"interesting";0.33738756173456;0.410073046801099
"irregular";0.444223882731457;0.127655726043898
"learned";0.110850977772194;-0.122672081814042
"legal";0.359923161163748;0.469602074856826
"legitimate";0.110850977772194;-0.122672081814042
"liberal";0.111368826159702;0.0717822811537365
"loose";0.347269421418933;0.461224593549747
"loyal";0.35013706202476;-0.197944216540911
"married";0.228727820980841;0.635970903015301
"mature";0.0308830535729175;0.0841626318382054
"mighty";0.529813807395451;0.300937947837836
"minded";0.242302451499575;0.015882098347969
"modest";0.145036705916328;0.322268521300219
"modesty";-0.0964744014188855;0.0293203260150588
"moral";0.441054494591772;0.325949689595453
"mysterious";0.54867018242118;0.432819122660422
"neat";0.621827126896632;0.284076411621161
"newer";0.110103429489623;0.329410699768177
"newest";0.356340269101513;0.117137052068367
"obliged";-0.00792671741596332;0.559387107713689
"official";0.391898012951326;0.386729959509561
"original";0.475377988263081;0.178450807244612
"outrageous";-0.0455578951969914;0.198781686360804
"passionate";0.233923360832742;0.483397724125684
"peaceful";0.272106019696616;0.441004831816943
"playful";0.0249534328403885;0.700208220744396
"pleasant";0.672372074244563;0.407677260624029
"polite";0.295648786226765;0.534632359976583
"popular";0.326654777642009;0.333152873459929
"powerful";0.505572014620529;0.321696780717727
"professional";0.414921586284767;0.490023142227822
"profitable";0.333357036597052;0.232390812844141
"proud";0.707474784140092;0.272872456136024
"prudent";0.29274833709851;0.273258776318687
"qualified";0.174864413066846;0.58659048551941
"reasonable";0.453878047824734;0.509046328281431
"religious";0.375700320351469;-0.052535008221327
"respected";0.273837550198357;0.104565008499175
"responsible";0.369392635384587;0.60220257707324
"rich";0.685364084771058;0.404632600303115
"sacred";0.286010303246998;0.29309895386282
"safe";0.50799175616154;0.541528533999268
"safer";0.255309072425943;0.151846391139229
"selfish";0.581885276679197;0.251487341612469
"sincere";0.20680905017523;-0.108367774206684
"smart";0.0892785752508344;0.172216198478924
"social";0.0258464510434554;0.391628688704878
"special";0.221778974221544;0.332851443152182
"spiritual";0.148411832719417;0.110369944145702
"spontaneous";-0.00368799681227067;0.437480735479495
"stable";0.26922529269348;0.491816058435647
"strong";0.628382126287525;0.460473098214169
"suited";0.299780490694927;-0.013313555212359
"superior";0.427546804944279;0.504513253341615
