"MR1";"MR3";"MR4";"MR5";"MR2"
"#-comfortable";-0.0444962432771993;0.442929813368143;0.0559129103971441;0.24980960190812;-0.125570631409807
"#-fair";0.218678711712059;0.412981957491863;0.0114119227288129;-0.246332841779291;-0.0201155088877805
"#-married";0.462735219335191;-0.0842362417143619;0.235406129538029;-0.0687269146750863;0.0875092886009165
"#-worth";0.0606344873271006;0.0123569774182865;0.0682053367502103;0.0734937576422783;-0.0602699297451529
"accomplished";0.304237870251547;0.376962999697653;-0.0238285424621397;0.203900724140149;0.0825381989752837
"afraid";0.161346314313839;0.422681832202327;0.1478615650243;-0.0301296602172466;0.269922765042686
"amusing";-0.0923860044340881;0.276384721264021;0.145196353577843;0.194890660101455;0.125169216703906
"beautiful";0.144036982040903;0.0574483345624798;0.136328675044293;0.375764155026312;0.0434000902063315
"brave";0.0492741743307886;0.0111245163072221;0.023513388871028;-0.0988918878674579;0.802184819905272
"calm";0.458242758420602;0.320644458936469;-0.124958355062816;-0.177912114648311;-0.183182503146887
"capable";0.46792533507602;-0.0204635286835361;-0.135386726706065;0.56761903531803;-0.0313549573440093
"careful";0.0186363890691791;0.412575139092153;0.231455075993893;0.00157953541030899;0.603902395221097
"cautious";0.236856853599341;0.157148564209515;-0.142904030238834;0.519547657892582;-0.0804441299990239
"charitable";0.126848141974979;0.107534722640346;-0.130419523538821;0.688926995817135;-0.143965999067808
"cheerful";0.379117020808972;0.274501314692421;0.382039970319474;0.262961981701561;0.120508353136601
"clever";0.237695554431101;0.258089416717117;0.0591004740039724;0.0386619191868997;0.0104038474163205
"comfortable";0.280810002537598;0.446353732539702;0.214805719126271;-0.121504235405099;0.215909530152805
"compassionate";-0.182771293761903;0.215324296268315;0.433278362533299;-0.0134031807649047;-0.115902374994142
"confident";0.666325122294626;0.0319277592882424;-0.148167081551407;0.305553002442899;-0.0194011407561149
"cruel";0.505761146323729;0.467502761575535;-0.198299905591981;-0.0453472490609389;-0.0514128369306076
"curious";0.118804115349409;-0.00198207347026027;0.298775040337051;0.283562100636972;0.246234491382336
"dangerous";0.696837480937964;0.0625592507299431;0.113644882743443;0.0963128045802785;-0.0297834577610147
"delicate";0.160082752277347;0.0906140487488922;0.0516390731546933;0.655529834713549;-0.109399617519511
"delicious";0.0784918989336283;0.140900410826951;-0.0245061504105465;0.401370894508294;0.055731660096924
"delight";-0.182771293761903;0.215324296268315;0.433278362533299;-0.0134031807649048;-0.115902374994142
"delighted";0.367661281041417;0.336335871733402;0.131380025405436;0.118446738328618;0.467242578744992
"delightful";0.147733887408667;0.0949737172244041;0.611585550561486;0.10459942830956;0.0226492814495998
"determined";0.494226837140185;0.135724101342563;0.343864780002764;0.338950441053532;0.186299578243919
"different";0.379521446435284;0.0814391235484501;0.393212637796407;0.137345995328164;0.251616451665776
"direct";-0.146682513127621;0.386747520932995;0.0297064813847634;-0.0237815727628422;-0.00715759599718261
"encouraging";0.409436279339346;0.134511238851912;0.113045497422376;0.169139576571431;0.185211774030609
"entertaining";0.148410995998684;0.272220148995564;0.573870784888626;-0.215749431504337;-0.0208150416950703
"expensive";-0.00480765145739013;-0.00851763862175775;0.805331576055906;-0.0750018041083785;-0.0267678225748526
"extraordinary";0.0662270666962048;0.368769792791723;0.54290909230333;0.332287591693652;0.198206521627912
"extreme";-0.0139717139351904;-0.0801823675595016;0.0836005201924598;0.568577742306432;0.0640844711082292
"fair";0.464601514637252;-0.0152329080983976;0.36832999867164;0.146552700997999;0.393035554727301
"faithful";0.0874708172930531;0.124233441062341;-0.0454712887163338;0.510844829383147;-0.00815744603248886
"familiar";0.215294840713875;0.0967250644373207;-0.0424268016010158;-0.129903427030851;0.0732275417338805
"famous";0.0492741743307887;0.0111245163072223;0.0235133888710282;-0.0988918878674581;0.802184819905272
"fancy";0.0865157499996927;0.0884351962656887;0.460118281997776;-0.096115473565766;0.119166665241617
"free";-0.00390362578162233;0.308020566778517;0.0787636060011589;-0.0167885673049524;0.739534341885728
"friendly";0.0972635751981233;0.572797980099206;0.195071908910683;0.0555661857689799;-0.0739369811512101
"generous";0.453891470110186;0.0150774875176784;0.291785954416583;0.127436055473761;0.0331785976009962
"gentle";0.365701559507875;-0.0267171665952922;0.334492850501141;0.510369307934782;0.0364363603660089
"graceful";0.218678711712058;0.412981957491861;0.0114119227288125;-0.246332841779293;-0.0201155088877807
"greatest";-0.119762374095782;0.602752223683503;0.185899220382905;0.109238717395611;0.118771708565207
"happier";0.542715875619698;0.118110845039502;0.166554094913944;0.261500924575931;0.115098354929624
"honest";0.0423047208617871;-0.0360464478915377;-0.0834675278600828;0.666059198897987;-0.117258314597658
"humble";0.167260171798384;0.0497144997192403;0.358836511224391;0.262824446485662;0.134183802107773
"improper";0.757051204302282;-0.21828293316322;0.0599230544238375;0.0746585458512594;0.161765774311627
"independent";0.360440912657865;0.00781285170621147;-0.105445947075733;0.545979107777394;-0.198612105259044
"intelligent";0.0168808008798434;0.176283603027124;0.578668789804544;-0.190372312020766;0.0578575497960341
"interesting";0.29948652426159;0.0598357013057278;0.508131085299565;0.360222523166363;0.147440741201288
"liberal";-0.0604570693631506;0.395729869642188;0.0976958780728765;0.061507122115833;0.747157278674342
"married";0.528945715376097;0.434836285035237;0.148412548199208;0.240807696179977;0.0889250447395604
"mature";0.166976563583223;0.217840578547684;-0.13423645736257;0.4875544477213;-0.125151904021446
"modest";0.255239787952623;0.51456699673111;0.031642992824124;0.162853136925637;-0.0914782128502252
"moral";0.0191169223412338;0.168730498304792;0.0596434887974988;0.291678410829733;0.172840213371219
"natural";0.585943915188524;0.184927929258475;0.00855510395412184;0.271045755969559;0.065123300237558
"neat";-0.166701235951349;0.533847985585705;0.205179542463798;0.198316356566669;0.344673272816893
"newest";-0.00480765145739008;-0.00851763862175781;0.805331576055906;-0.0750018041083785;-0.0267678225748526
"official";0.490340901955532;0.286329871799716;-0.207022255173632;-0.180007190540616;-0.0922857093285614
"original";-0.0965665568792135;-0.178572402964084;-0.083620511399453;0.304504154488375;-0.0550171342408556
"playful";-0.0965665568792135;-0.178572402964084;-0.0836205113994531;0.304504154488375;-0.0550171342408555
"pleasant";0.271106073989082;0.452590545530554;0.132944889947073;0.144017282674932;0.328390640169317
"pleasing";0.512125563213424;0.051017502861658;0.233811161181281;0.29133729104651;0.20809119208965
"polite";0.0355534782542666;0.480518613494284;-0.0183146958849976;0.418950087811647;-0.108531426302248
"popular";0.0865157499996927;0.0884351962656886;0.460118281997776;-0.096115473565766;0.119166665241618
"powerful";0.724244592630484;-0.164086485839074;0.15745872328178;0.115339488299932;0.0602267732023188
"profitable";-0.00480765145739;-0.00851763862175771;0.805331576055906;-0.0750018041083785;-0.0267678225748525
"proud";0.443277760334409;0.273285390106443;0.027408562816354;0.378878685431102;0.202455807073752
"prudent";0.621059178215153;0.0255259292208692;-0.0686507366637741;0.332131532569503;-0.108762587331754
"qualified";0.0716500864534436;-0.164570071762792;-0.0666897215532605;-0.0420891052407839;0.436297342879623
"quiet";0.589020504047827;-0.0501226986205995;0.225712976181939;0.0801173401493216;0.29323728352874
"reasonable";0.0975400540682885;0.426861111406803;0.327408303207262;0.117434914799969;-0.113516782468404
"religious";-0.0467669572307061;0.129194548199554;0.107035148846347;0.340458679551124;0.0991150962698666
"responsible";0.0873210031686652;0.683636423626856;0.0713704397256534;0.257578888904268;0.313533382516258
"rich";0.416224212572475;0.406734991399573;-0.00496630104774031;0.461856593544404;0.130778317205636
"safe";0.17470759148453;0.635209009904192;0.187367032560852;-0.0769270615729011;0.194303090502412
"safer";0.261824055502409;0.0152252709136453;-0.068765412501069;-0.0726385999615703;-0.120941055086818
"secure";0.000714463648705947;0.391857940818794;-0.0268491932567782;0.191566533839442;0.243631223039159
"selfish";0.655243465464807;0.101646473349747;-0.129350261674036;0.113485894231733;-0.104722156811086
"shocked";0.0716500864534437;-0.164570071762792;-0.0666897215532605;-0.0420891052407837;0.436297342879623
"sincere";0.0400413531930752;0.629672713420046;-0.0149901800940105;-0.0461283437697538;-0.0635257985446932
"smart";-0.110519129137471;0.22574297005998;0.0784209526677466;0.0891359121784712;-0.0627573177356736
"social";0.0589368706846269;0.328693721563002;0.35735790404834;0.271857655902301;-0.104267243144676
"spontaneous";0.203797770161443;0.285967537107911;0.0960792367318066;0.0257282733307494;0.0145091287729223
"strong";0.382111416965002;0.304030051918001;0.243051775906132;0.246040302549178;0.0916172085742342
"superior";0.152175038742443;0.179536972161672;0.630075764551103;0.13921657216045;0.173806316928516
"sympathetic";0.528549317318097;0.0229686133432809;0.100618786963324;-0.0795789033692335;0.00645604274825932
"thoughtful";0.624764493201297;-0.165954591953802;0.241831663257519;0.00780580027340997;0.15464672573601
"uncertain";0.759700916206019;-0.0775588724727497;0.0878418389033793;0.0321838599227234;0.104151248551012
"unpleasant";0.145250950897421;-0.0133893688524847;0.314397015522657;-0.0403586414913248;0.43336753210948
"weak";0.0217827212200996;0.143788203722355;0.0842021475852366;0.344386884370619;0.0223686360506623
"wealthy";-0.132663832395961;0.563560760565112;0.109735905357725;0.172311989548823;0.411261293181885
"welcome";0.412963666680126;0.133626582943;0.29197011229445;0.0591990066934231;0.230249864601365
"worth";0.354871019388171;0.280774968579129;0.425647016984643;0.232701329748698;0.278308666856731
"special";0.0492741743307888;0.011124516307222;0.0235133888710276;-0.0988918878674582;0.802184819905273
"wise";0.445370376652807;-0.0749012928435332;0.238031336616126;0.352761863619139;0.024061969280303
"universal";0.343638796678635;0.136092843814764;-0.150716366312501;0.029531288863683;-0.162744503909985
"stable";-0.110519129137471;0.22574297005998;0.0784209526677466;0.0891359121784712;-0.0627573177356736
