"MR1";"MR2"
"#-beautiful";0.0033767696565752;0.106751735442555
"#-clever";0.0490830014607664;0.233287659495247
"#-curious";-0.0505939082940401;0.21902424840766
"#-familiar";0.0404319775990738;0.418158495473458
"#-free";0.0425925545127763;0.115091741574479
"#-happy";0.58241818332449;0.250669685408345
"#-powerful";0.200760263223097;-0.0880785034912643
"#-professional";0.304312651695137;0.0233759019152099
"#-proud";0.000210502404597438;0.344572571624745
"#-rich";0.0693367456614696;0.0816195446818796
"#-worth";0.0371090361985598;0.013036741253102
"accomplished";0.573945350708105;0.191343176993292
"accustomed";0.425454273682116;0.406719699198946
"afraid";0.598775529757872;0.515059644722259
"amusing";0.263283878424843;0.0302186511402255
"appropriate";0.0305177689840178;0.427156721774362
"artistic";-0.0686795274975937;0.269918803959221
"beautiful";0.601922979462131;0.533184324056154
"blessed";0.0952395893608472;0.0875145163656967
"bored";0.0467181255526134;0.16153340733349
"brave";0.307837192880826;0.414765846784663
"bustle";0.0430678945528729;0.197954656344608
"calm";0.316521526415193;0.409113252768737
"capable";0.390523951286408;0.216030341765857
"careful";0.472069647519606;0.491336014030438
"cautious";0.0323941315523461;0.376720731148003
"charitable";0.0261687326366845;0.359546464776731
"cheerful";0.572247192707125;0.407553298014121
"clean";0.307854012660361;0.353326696524554
"clever";0.430285749526656;0.384453010768872
"comfortable";0.495237453769428;0.435937130355636
"compassionate";0.116152210249018;0.271131188060729
"competent";0.670144330597368;-0.0264687074511972
"confident";0.491346919003661;0.3915758677604
"conventional";0.320265576801076;0.267139819437131
"cruel";0.389543100022285;0.54535521048881
"curious";0.581122691537328;0.461757624924671
"dangerous";0.108448488751701;0.416793878989738
"daring";0.430281190809576;0.0618636782944357
"delicate";0.63359509635964;0.427605195856536
"delicious";0.405441301507295;0.207222264414032
"delighted";0.600945949955815;0.110784552413713
"delightful";0.321200356233652;0.380741912096891
"determined";0.505194809966023;0.264052477588275
"direct";0.285308412404271;0.534328014961802
"diverse";0.291623311248768;-0.0737706824392087
"ecstasy";0.382005338351546;0.0672652661499328
"educational";0.0175954589212748;0.500803216603015
"effective";0.0183424624551178;0.537614343349123
"encouraging";0.455483326750751;0.1551961610527
"energetic";-0.0769709280000962;0.242325736595387
"enthusiastic";0.0425925545127763;0.115091741574479
"ethical";0.048140462769701;0.381143576132315
"exciting";0.0976875404563215;0.226909889967997
"expensive";0.406160647249848;0.397942165093416
"extraordinary";0.323922836285616;0.307537032513648
"extreme";0.434265861297972;0.484079058121761
"fair";0.692013869467591;0.399531813703704
"faithful";0.423972125540033;0.645644993179479
"familiar";0.454901935785938;0.600106354531088
"famous";0.583149780862766;0.336661490751124
"fancy";0.228626832678912;0.120962822896608
"fascinating";0.288682239929731;0.23431704368512
"forbidden";0.0364864291864258;0.228298993955649
"forgiving";0.0459951809285989;0.351823855495897
"free";0.559361301228224;0.537825382066166
"frenzy";0.382005338351547;0.0672652661499327
"friendly";0.367253725541272;0.656671454427274
"generous";0.455459129582714;0.541982704752856
"gentle";0.265222819729721;0.651287344039582
"genuine";0.361060429805674;0.40818011969976
"graceful";0.473452235368464;0.513156802759744
"greatest";0.662337031560354;0.412375031650189
"greedy";0.119111050988262;0.361231044328529
"happier";0.336402291155967;0.248277902198512
"harmless";0.418839431415782;0.130691586994432
"heavenly";0.200760263223097;-0.0880785034912644
"helpful";0.0421673646813128;0.136574143009137
"holy";0.626422763617635;0.0958285623623924
"honest";0.603266292875553;0.471284303103052
"humble";0.669869652184485;0.29255728000004
"improper";0.447804997457739;0.131926953120123
"inappropriate";0.21319067885649;0.0158971400562369
"independent";0.452351176484492;0.28179938838807
"individual";0.449429215603776;0.288408362000598
"influential";0.429786889545034;0.0117218319367771
"intellectual";0.185703957861736;0.248242351188651
"intelligent";-0.0515524934344635;0.136454720829087
"interesting";0.431471528420909;0.287037182120599
"irregular";0.0165615685664457;0.418925823682506
"learned";0.102701747151819;0.0565439452767382
"legal";0.417774284921184;0.135232036659358
"legitimate";0.341035620922293;-0.0189391201673105
"liberal";0.46983567600528;0.175648618403417
"loose";0.464521094581909;0.417754326011892
"loyal";0.174121489425729;0.210232682853216
"married";0.612411967499575;0.318709360570921
"mature";0.132774182686243;0.16343629832124
"mighty";0.668664662328337;0.28833947037138
"minded";0.27673838929909;0.153931838425927
"missionary";-0.0412701428093296;0.333304815176992
"modest";0.28405131591793;0.500262528299072
"modesty";0.407106051332704;-0.0698144028119393
"moral";0.445757562833648;0.469613972543931
"mysterious";0.53424399050882;0.575980776111835
"natural";0.607886757873393;0.520910182737349
"neat";0.385190162326067;0.556630426290866
"newer";0.22400914288698;0.00577608142480387
"novel";0.315197255917148;0.171648996825421
"obliged";0.423186691642604;-0.136642812076773
"official";0.650015344568715;0.334434707590795
"original";0.595004470347415;0.401648000159683
"outrageous";0.23125072585644;0.141539819426991
"passionate";0.511572506104114;0.176964039286662
"peaceful";0.436949236923056;0.0764271467228774
"playful";0.126936509293326;0.450106969288828
"pleasant";0.664998263322121;0.444613025423403
"polite";0.574039628109717;0.351584271735527
"popular";0.584615164597538;0.092809121600374
"powerful";0.527294769700703;0.220716336219924
"professional";0.399627155464731;0.412385015209552
"profitable";0.247594361592318;0.139294657829224
"proud";0.550192636537803;0.603365717595597
"prudent";0.325026524842455;0.375720412024692
"reasonable";0.330610365063812;0.508079599667888
"religious";0.0871834429378129;0.223777829410528
"respected";0.0645731853863014;0.395599906112108
"responsible";0.665676629088572;0.136738014158946
"restricted";0.191200480367311;0.0769264722984355
"rich";0.637669191887851;0.474544786477339
"richest";0.568711158814143;-0.170570120020842
"sacred";0.522308295316845;0.381808579938655
"safe";0.343437951599892;0.630115487881305
"scared";0.0722504526633935;0.265381819473563
"selfish";0.453513223439426;0.071905419600261
"shocked";0.198469903158965;0.432068759941209
"smart";0.0392089596168631;0.327263754505822
"social";0.434039204454896;0.410702382823556
"special";0.314272712365524;0.41461046535205
"stable";0.0396374575270122;0.25084499363341
"stimulating";0.415528947199696;-0.0748707833313901
"suited";0.182382485105837;0.27806969457758
"superior";0.611025716232626;0.285635174469773
"surprising";0.469082661123805;0.34504751603312
"sympathetic";0.163194516947572;0.170906506088552
"thoughtful";0.271289022993267;0.605980490664561
"threatening";0.261971301044764;0.308579174004282
"tolerant";0.391940100389181;0.209701006409637
"top";0.157461346489025;0.181803996133433
"trustworthy";0.0486064143078406;0.24077464469991
