"MR1";"MR3";"MR2"
"#-beautiful";0.6487540383386;0.160221948221278;-0.0824515927384035
"#-fancy";0.296990112673301;-0.00449815018541294;-0.0105620144936088
"#-humble";0.464495567185969;0.210745740674819;0.170848908403611
"#-worth";0.287011375415975;0.338061792708628;0.325137524560393
"accomplished";-0.046062122375415;-0.0276382353969564;0.3110706366989
"accustomed";0.283994919453989;0.618878320221653;-0.0411012121539561
"afraid";0.376147573877978;0.437911353268884;0.439933250457846
"amusing";0.228361967477329;-0.144286558792826;0.155735874137109
"beautiful";0.554177853026874;0.533072678249363;-0.0352801094934275
"calm";-0.154340313068568;0.585327191841846;0.0926483936286754
"capable";0.569324517732785;0.265046933335977;0.212266748570588
"capital";0.272247518662478;-0.0393173927114815;-0.057043621711053
"careful";0.304299506077367;0.134998475128068;0.341057978257005
"cheerful";0.180354207354259;0.547219993370787;0.143820174968583
"clever";0.148424174940214;0.474152181382388;-0.223250766596426
"comfortable";0.287176672537305;0.139660191624489;0.329425435325456
"compassionate";0.183061562966005;-0.00464387933302831;-0.00411736281314962
"compliance";-0.0583221177573465;-0.0873554197258122;0.036767606803124
"confident";0.591587078548984;0.188133137285051;-0.0606352923515726
"creative";-0.0704363988955296;0.447182290012876;0.128154065552703
"curious";0.156933937357195;0.462455525314932;0.00853280544087345
"dangerous";0.578627326912997;0.136978952890061;0.0782193752627955
"daring";0.0793483163626445;-0.0236589796626742;0.121429506871131
"delicate";0.546203398984878;0.203408823181998;0.428913176208162
"delighted";0.548921949239951;0.478285119261884;0.142936323253378
"delightful";0.355778778227525;0.73652016678545;-0.0940011272085084
"determined";0.54353802373564;0.302829061985617;0.380242019333013
"different";0.326994829033589;0.392022230370371;0.558944665281029
"direct";-0.0668609584607487;0.124541292077353;0.170144337572386
"entertaining";0.293573653114133;0.00478399952177371;0.322756740065252
"entitled";0.260742153638847;0.0921264203707156;-0.0271995026424704
"exciting";0.251258612157401;-0.0988777068142506;0.0969030489831727
"expensive";0.154105610050576;-0.00636872268139643;0.437238546592913
"extraordinary";0.554714696196399;0.527176245660205;0.101291619342174
"extreme";0.0607970955487256;0.383217091943219;0.607133333264144
"fair";0.287838205184899;0.376038187784288;0.302304275968889
"faithful";0.699752976490326;-0.064764978229662;0.0539440427793403
"familiar";0.0573548167797062;0.0261318975920206;0.595375986308462
"famous";-0.0547506986191833;-0.0233508782037203;0.544596642019746
"fancy";0.547574285118748;0.099809337396817;0.190059770156201
"fascinating";0.0415464328764487;0.111233842790002;0.068447296335045
"free";0.576825494660496;0.479720748905425;0.122094175803525
"friendly";0.270139064188556;0.311314572322073;0.371744567696242
"generous";0.607888057957207;0.376800364242082;0.241224745062686
"gentle";0.44451488240352;0.131128865552003;0.0790823983380541
"genuine";0.00857511092434228;0.277524092775981;-0.0964665421246417
"graceful";-0.0376855241739321;0.106347511875589;0.101207369382771
"greatest";0.346024160778629;0.502829224828679;0.328272781002231
"happier";0.192161413439716;0.132386476104936;-0.0626607635467773
"heavenly";0.269445797682694;0.275105948468121;-0.0823930739303015
"honest";-0.133173351571047;0.276683982197276;0.262125273796302
"humble";0.678056333045574;0.0677542768133971;0.16955978019409
"improper";0.327269867048161;0.450331202236828;0.182733111857419
"independent";-0.113055931162305;-0.0127485054489174;0.0244569223554376
"individual";0.206445866471482;0.335037557653627;-0.119143069106515
"intelligent";0.648754038338599;0.160221948221277;-0.0824515927384038
"interesting";0.350354897110654;0.0407180039960316;0.296167812262509
"jest";0.0606438463501862;-0.0794629603137108;0.0638938278241333
"liberal";0.190342277297509;0.103694897052648;0.101601460476855
"loose";-0.0775712015010653;-0.153959650042002;0.291669466911742
"married";-0.0646178707851409;0.084937623226219;0.571151650307327
"mature";-0.0460621223754149;-0.0276382353969559;0.311070636698899
"mighty";0.293023374272117;-0.0206011435454726;0.24566145188616
"minded";-0.187084514294237;0.425593533675732;-0.0029759562138238
"modest";0.50624851397156;0.430712086630342;-0.10372337515105
"mysterious";0.42267189128998;0.357687045817637;0.190765569188788
"natural";0.602003548683929;0.125901457840607;0.350075612618642
"novel";0.179954392909619;-0.138293404329684;0.558603055858094
"obliged";0.181785580395401;-0.0374957181417413;0.292667502680313
"outrageous";0.0943300792051338;-0.0198616750298553;0.243104926580869
"passionate";0.111652000033924;-0.0557494416800151;0.424108530258796
"peaceful";-0.0217624903476194;0.0924718891811659;0.345451702258756
"pleasant";0.14628257407435;0.427558177176278;0.0857634770555515
"polite";0.3331966956038;0.240667397871561;0.293409046060382
"powerful";0.452109548439222;-0.046568197632651;-0.0581156516011535
"productive";0.292016473258109;0.399296595352021;0.13919151846539
"proud";0.203388173466646;0.146038749584679;0.658825434254016
"prudent";0.12149355302472;0.00676955101380409;0.299738417353013
"quiet";0.0944807563679912;0.618284997036749;0.180013394308945
"reasonable";0.0772049089364967;0.395068188257277;-0.0317403172679142
"respected";-0.0124973035921627;0.343817776033289;-0.0326004761044541
"rich";-0.125187456842277;0.0907325029711933;0.371213134790513
"sacred";-0.0107081957678444;-0.042407235286807;0.63403927713793
"safe";0.232264718655359;0.224729350005316;0.5969211755725
"shocked";0.274177550779742;0.194654615647456;0.312079112236996
"sincere";0.465881077830511;0.0952342798422052;0.0614128934224464
"smart";0.190500145282408;0.100975183057831;0.500217220565812
"special";-0.00634562494784842;0.431234798586472;0.0432849122129804
"strong";0.500411398336816;0.445088291718255;0.368720950791318
"superior";0.234935237667821;0.395404409679833;0.344729087678258
"surprising";0.301079891552955;0.237381831150263;0.164894792951763
"thoughtful";0.0622677948058915;0.388224003336833;0.220486654150914
"unpleasant";0.461640382736051;0.187574745614244;-0.0391278379023177
"weak";0.478761984324463;0.402129319094369;0.3520268362204
"welcome";0.348336130488143;0.213145669089268;0.395658911682287
"worth";0.408671410610197;0.31689712470087;0.287554892991181
"weaker";0.0954264849196968;0.109550701677277;0.396982030708811
"vulnerable";0.0433863230118473;0.596190886326768;-0.0503086435476164
"pleasing";0.281376317979903;-0.010309288311113;-0.0308093539083084
"secure";0.416894279412223;-0.0251938851561654;0.11148455724996
"social";0.306527620221083;0.0558025652285816;0.000720532737839996
"united";-0.0612426000751349;0.00173335833414435;0.14974380842357
"universal";-0.0264438104475535;-0.00480614033974015;0.234825175514493
"wealthy";0.545735296222517;-0.125265525616757;0.022434939456245
"uncertain";-0.0448447089882458;-0.11339797757403;0.424170552333405
"funny";-0.117053898068095;0.0702794771883695;0.286322503812794
"responsible";-0.124026729343345;0.158287321401014;0.00220978065337902
