"MR1";"MR3";"MR2";"MR4"
"#-beautiful";0.00463112435489518;0.160992283986181;-0.0148955052131698;-0.0204531795293136
"#-clever";-0.121861446517187;0.419973325011528;0.126995942957495;-0.0583119941560737
"#-curious";-0.0508637908637426;0.0848859076542089;0.0187588162482765;0.255933173605556
"#-familiar";0.251286272948092;-0.0142465111338745;-0.0614048003654402;0.599304298717969
"#-free";-0.0388746904784226;0.17706628809981;0.0787016243536252;-0.00327097042160745
"#-happy";0.68271604393429;0.0812111323374309;0.213012051354449;0.129684750460522
"#-powerful";-0.02429471109089;-0.0442502215206686;0.284614787539025;-0.0401945098168168
"#-professional";0.363023352698106;-0.0880893240729123;0.11144566891187;0.0458052090719962
"#-proud";0.175353318049487;0.404757682226955;-0.18100924958994;0.00460417053530259
"#-rich";-0.056253065786831;0.13084737086601;0.134540058937628;0.0107021420520725
"#-worth";-0.0209279068537364;0.0179755149402531;0.0685608449105903;0.0156281815196085
"accomplished";0.378302061570732;0.14288485025693;0.444510281588617;0.0907038398718599
"accustomed";0.2146755352131;0.311121958722931;0.41006004576361;0.272457729060612
"afraid";0.463214318607769;0.408582563264615;0.417903532609007;0.25970785000717
"amusing";0.220763105592941;0.0211476509842127;0.156299006493312;-0.0176027547589786
"appropriate";0.0501969048486113;0.203163458401625;0.0599217465881779;0.424185668612074
"artistic";0.00313354987070616;-0.115045084602325;0.00604440079935475;0.561837769825068
"beautiful";0.457995977731861;0.50927030247187;0.405303715621193;0.17178944308183
"blessed";0.15269900476173;0.0466017139859728;0.00104819131740727;0.0371065275667546
"bored";0.0123499759043639;0.155101489599157;0.0556290543440541;0.07622113051197
"brave";0.323500121171633;0.363894797030565;0.134194253558485;0.157009672853709
"bustle";0.0203244404619814;0.371244306933159;-0.0105832507406474;-0.116833498050612
"calm";0.285765407063097;0.267234598141934;0.20812792124391;0.276257132193806
"capable";0.216977312617121;0.163861784235076;0.347220527236579;0.134267567089489
"careful";0.579805753937864;0.368619339523853;0.142819615722491;0.197505495370677
"cautious";0.094978911204353;0.260058971534109;-0.00894862109067093;0.25726586037239
"charitable";0.18058796303559;0.41002546137394;-0.14622367591515;0.0225850696708139
"cheerful";0.449712760761429;0.356485478134851;0.377330188510057;0.152641283670632
"clean";0.142384181577129;0.321937224641882;0.297831760284924;0.18287121027191
"clever";0.388616672617576;0.254277492901051;0.265102909479153;0.230291985372916
"comfortable";0.301310712983026;0.239214656815948;0.455204142424894;0.379008815980956
"compassionate";0.0106269357459108;0.173614191125404;0.179163546174764;0.241017103646645
"competent";0.414124696031382;-0.078925383516537;0.544340587559646;0.00744406350902492
"confident";0.264265148829455;0.271904592896502;0.459238777481922;0.289248034939474
"conventional";0.488532345692508;0.10907464054101;0.029898489810579;0.155036416257358
"cruel";0.355760085403953;0.402700533089632;0.245746956855957;0.314115105689681
"curious";0.305032705036951;0.349259506456577;0.545831158184437;0.3048354447308
"dangerous";0.0557480528842434;0.356241202012441;0.11598543230976;0.238521671262189
"daring";0.213664528379288;0.180913885592324;0.353992198851139;-0.117910352910319
"delicate";0.420436356817222;0.305277005821302;0.511579768347548;0.26417509979627
"delicious";0.330918574347858;0.00864310988217027;0.302173939074334;0.260856593786383
"delighted";0.211081977524722;0.14952290939526;0.616953084449331;0.0246286163418888
"delightful";0.395613990294633;0.172674800987874;0.133598088535389;0.294912211279194
"determined";0.36677691146574;0.263110157636208;0.348114153594262;0.0566754247998412
"direct";0.467928839634522;0.359887301954861;0.00585231923269793;0.287229940708094
"diverse";0.204638663559327;0.0348475338022144;0.173824486184162;-0.182000768920874
"ecstasy";0.524351152353822;0.00031267370878971;0.0566054139956342;-0.0407189364372351
"educational";0.121068999527476;0.440026666655084;-0.0707564285192187;0.232827165410491
"effective";0.131814390059917;0.409272633867403;-0.0583563745719039;0.318892864908144
"encouraging";0.404799906110277;0.0990591087066979;0.259557681269219;0.052555400191694
"energetic";0.0253485220146946;-0.0444347768335183;-0.0494478900691582;0.415988886090035
"enthusiastic";-0.0388746904784228;0.177066288099811;0.0787016243536248;-0.00327097042160744
"ethical";0.187292732593378;0.502346765414385;-0.144571839523141;-0.044614930548484
"exciting";0.0437143936877859;0.320932336758524;0.0671392224530756;-0.0157932470174198
"expensive";0.0907962302220845;0.486021821032662;0.44846224111128;0.103156044414667
"extraordinary";0.338020959028985;0.273563038902828;0.138255589198162;0.0890592845757896
"extreme";0.38752274713797;0.321511202982118;0.281124249885764;0.31049458551678
