"MR1";"MR9";"MR3";"MR2";"MR4";"MR6";"MR7";"MR5";"MR10";"MR8"
"#-accustomed";-0.0159544737028848;-0.0263406113990438;0.00731238927120811;0.00196436154212511;-0.0197628050238686;-0.00528991931511219;0.0111152127473394;-0.00809197068655052;0.0456437635042583;0.026269769280953
"#-afraid";0.426729652731604;-0.128433859341306;0.369791292270492;-0.116149831626815;-0.129558968397302;0.0321793861564345;0.467860602249671;0.215487645046719;-0.0170363779803037;0.261683514020532
"#-comfortable";0.00971163666765921;-0.0183247078365767;0.550531575718559;-0.0396656093897154;-0.0581162024154912;0.0077943252387409;-0.0177891138581178;-0.0258433836634548;0.0148122322154773;-0.0293394200769046
"#-curious";0.00971163666766397;-0.018324707836574;0.550531575718552;-0.0396656093897129;-0.0581162024154888;0.00779432523874101;-0.0177891138581154;-0.0258433836634542;0.0148122322154769;-0.0293394200769041
"#-free";0.149147308088093;0.230037490418398;-0.103924290182804;0.216767672192538;0.0173807745089519;-0.0139446572423232;-0.108739841547337;0.0763703641503571;0.235128593145098;0.159066758944127
"#-honest";-0.0384298807174397;-0.0561578510578734;0.0168556726530077;0.0520113273381518;-0.0827640637990674;0.342225070150895;-0.0328870050820817;-0.02566459015905;0.000497084988569073;0.0180616712560528
"#-married";0.295012029178856;-0.0893565572552727;-0.0662946467725627;-0.168589154522559;0.0417849368366828;-0.0842361499191148;0.364208289309872;0.0567591466071715;0.20910258068287;-0.178266010463755
"#-minded";0.038539710231793;0.0824485738944796;-0.0635848591017324;-0.0202956993645492;-0.0357757404454109;-0.0419932477104331;0.924277897028179;-0.00916753538800133;-0.00563177238893604;0.00706669823657221
"#-neat";0.0343221031340235;-0.0254399907140048;0.104172560332559;0.607873107367583;0.0909454901925999;0.0355477128726473;-0.0270675373262538;0.0713937676299578;0.168439173069414;0.284329999535398
"#-profitable";0.29795027967804;0.00170667540412752;-0.0328089747427787;0.0764042587954646;0.0155958137554609;-0.0188243935420996;0.0268464268485286;-0.0670295522977576;0.0804074739155166;0.493278896286489
