"MR1";"MR4";"MR2";"MR6";"MR8";"MR9";"MR3";"MR5";"MR7"
"#-beautiful";-0.0816277372441227;0.648927429451229;-0.0659942246386976;-0.00153290429228096;-0.0785503309421875;0.0734120466095579;0.0562319693262136;0.322404200972285;0.00783436201924858
"accustomed";0.411817152030201;0.422244096189553;0.122476114626994;0.118847002918102;0.107930828202993;0.113445167670577;-0.0732406771987423;-0.101947945614824;-0.171664205936229
"adventure";-0.0137165972803833;0.00905606404834992;0.898326328887058;0.0954289766151575;-0.0298143117580126;-0.0200981018924211;0.0792081718386483;-0.0653424848847565;-0.02930683087128
"afraid";0.0829516477516883;-0.155391827405176;-0.10771578036506;0.00659171214004108;0.0301536381899304;0.772021847310504;-0.0312835021587002;0.0802425625698745;0.0138097927952487
"almighty";-0.0816277372441215;0.648927429451229;-0.0659942246386973;-0.00153290429228035;-0.0785503309421864;0.0734120466095578;0.0562319693262134;0.322404200972283;0.00783436201924905
"beautiful";0.698654863103954;0.0785631158519888;0.166525173476957;0.120818080738946;0.182941311724238;0.053045816470823;0.112848124711019;0.0318896798435092;0.0230507745716308
"best";0.283948486097371;0.115057644989631;0.116273808200638;0.145534640026128;0.172979654689576;0.231867572166304;-0.159078361642923;0.243312023452386;0.135347342940419
"blessed";0.311101511953468;-0.0669958618763259;0.184707576650232;-0.10377906939375;-0.0574376255744382;0.153756099619579;-0.0647913080049934;-0.069380497227869;0.386577929905665
"brave";0.0745812436011738;0.666396235640624;-0.0476807048191558;-0.00187746719932898;-0.0639087598816194;0.0274119807205488;0.011601667121398;0.206626052213549;0.0101644067203897
"calm";0.274564872004575;0.219590453150821;0.328458611794995;0.133078398556444;0.0187726490056255;0.237262843231918;0.0316768605172304;0.1863707508579;0.0127893423377365
"capable";0.61740156587161;0.33698295301433;0.145129192240291;0.0538722558110778;0.28898743551771;0.0768779860308287;0.129775537071503;0.0915647359488079;0.0573972553095494
"cheerful";0.718140165520259;0.153224694072359;0.0729067311984081;-0.00670931577884436;0.00965830673498882;0.057448003185184;0.0903926878503856;0.246461354527893;0.103984114370584
"clean";0.804320447821293;-0.0321146729848415;0.0182174274710904;-0.0619783720494205;0.17028806302959;0.125069439544556;-0.100954772834978;0.120628171517555;0.0488130718792743
"clever";-0.00236444581718361;-0.0635642793471037;0.0370150892178702;-0.0679289797347354;-0.0544676837665473;-0.0617544404327726;0.711986370222376;-0.0512980462600134;-0.0621817359465334
"comfortable";0.145397201799919;-0.000938555509101998;0.195405069436126;-0.116803205437041;0.610997157554934;0.176413021842162;-0.107147712170039;0.115802336522046;0.314014213030844
"competent";0.0518867747362453;0.0126915293399089;0.0195835273379817;-0.0821968291575854;0.100561959558832;0.124727348694305;-0.128498996231133;0.774704481235215;-0.0261018215969559
"complex";0.153005712952959;-0.059182386024581;0.181890160837167;0.0356906191562584;-0.0307662853092007;-0.0683201825933113;0.0604870203790907;0.0333398793052108;0.272133702280009
"confident";0.121589245702346;-0.129133911984178;0.193138392131381;0.417127227455471;0.0809995839915518;-0.0147246556764261;0.0817617924439511;0.0420291767218689;0.10078633279503
"cruel";0.132147082899812;-0.00959785854365241;-0.0188938785339064;-0.0794903965853018;0.264717299342553;-0.123629891614416;0.631400951314698;-0.114638566476194;-0.130282846125989
"dangerous";0.0180441631181786;0.430063235018104;0.0583116459875107;0.0211214660389256;-0.00340419878365191;-0.0717316141061993;-0.0882487340797155;-0.0547356439739693;0.616051364900166
"delicate";0.327749887832605;0.167496955038643;-0.0933168652521974;0.0380447291169209;-0.0860065343494929;-0.238181945542548;-0.310608743774752;-0.00741015034197286;-0.254260281989071
"delicious";0.141165082431361;0.187191839891398;-0.0140625530851559;-0.0316861147596294;-0.0842661218418541;-0.260374160915473;-0.0414372325920318;0.632621400833157;-0.0878355874404953
"delighted";0.588118660618771;0.210070188865799;-0.0587977342752207;-0.0606872015088258;0.270348550013045;-0.0569846883349565;-0.0959416484330824;-0.129386114368885;-0.137533315560717
"delightful";0.351075062056068;0.393572520876974;-0.0246082865539026;0.0612803512216566;-0.223213333100357;-0.113233450019642;0.1831943185271;0.473464250744311;-0.0426279068423475
"determined";-0.103393375608775;-0.0407743860167738;0.169630442329756;-0.0620880284672146;0.0340905196698295;-0.00487875354257398;-0.0542003445306115;0.0846929632936391;0.00204165831352715
"different";0.588732871905882;0.275475892580688;0.0597828494615104;0.0451124874103794;0.399404678509994;0.098923969742949;0.11065151216792;0.125980391401434;0.115859701742578
"direct";0.394824117415502;0.503319715075999;-0.0813842048087077;-0.0580806610241843;0.418068137883686;0.110438417900677;0.147000901462638;-0.0794120834855331;-0.0752945378044736
"encouraging";0.105550515047071;-0.110140900398763;0.0631635345107859;0.618785219676904;-0.029873462303878;-0.0120802103586539;-0.136818426746919;0.00519176666435481;-0.16798188208378
"enthusiastic";0.519384358097458;0.28077662053139;-0.159847697932468;0.040253743101386;-0.159071885470286;0.0702677321878145;-0.0603517591369374;-0.159355689596478;0.002231266008519
"exciting";0.400711760593423;0.606960557128268;0.0923030134202798;-0.158410660336048;0.265768405332675;-0.0220844236478663;-0.125491894490017;-0.13375060920965;-0.00103333901469381
"extraordinary";-0.110760351941231;0.0520913101729191;0.106425713181786;0.572225823529577;0.037378501697357;-0.0214416701996642;-0.0173594962485635;-0.0735702518615437;0.0576284031343134
"extreme";0.703372206319379;0.244978102245957;0.155511300689768;-0.0639233644944791;-0.0468942787251983;0.128959168291761;0.0330816155352351;0.064761422382493;0.222633663575041
"fair";0.703806665003115;-0.020699929911649;0.0553255048279677;0.161620206703102;0.0966441599662035;0.0102614874791651;0.0486440397977245;0.200764208631182;0.0463112066280615
"faithful";0.349221324799841;0.0136238675646951;0.281247390161219;0.00319517292559158;0.297079632105541;-0.038130001641867;0.440622213268656;-0.00627838915902007;-0.0581168071891212
"familiar";0.253186460971337;0.270562648220599;0.129663261734023;0.253656306331157;0.124959185415998;0.197682165754252;0.109368718509977;0.471691591981677;-0.00211084589130664
"fancy";0.137287827841884;0.291942396825215;0.200898162093652;-0.0270412900994639;-0.145783371302195;0.0334159202173822;0.480491981195429;0.311143894404752;-0.0855745640762482
"free";0.357963850855423;0.404920867836078;0.179094805315813;0.196210434493519;0.144455429501513;-0.00958415098862268;-0.119204966455295;0.0872964961630071;0.0354722865592287
"generous";0.108073795073531;0.113203040887358;-0.115357635607596;-0.0614348302040621;0.504110997979622;0.549625993324367;-0.049643291290854;0.0583757697758666;-0.00760525234521651
"happier";0.131052132368088;0.0135673924518045;0.657041601072244;0.279034287984295;0.0335014074487628;-0.0340622311904398;-0.0372740817694972;0.293773645599393;0.102048101439519
"harmless";0.186882212840304;0.241937161086499;-0.068233304446556;-0.0468644214181467;-0.0396715628356436;0.636043246121268;-0.00565632343886512;-0.0272268657824485;-0.0271338174974584
"heavenly";0.209227172591983;0.175666264864656;0.148814539486228;0.631922502263434;-0.0309335875513177;0.192784890120996;0.0753237795459005;0.145225173175068;-0.0135771836608116
"historical";0.133218853963833;0.402997723040628;0.192209363234811;-0.13692181144364;0.0671426660116882;0.113403013831921;-0.0795853524281152;-0.129962699131967;0.0582221696933586
"holy";-0.0137165972803805;0.00905606404834926;0.898326328887057;0.0954289766151588;-0.029814311758011;-0.020098101892421;0.079208171838648;-0.0653424848847565;-0.029306830871279
"honest";-0.0463852274489501;0.321496036969906;0.0154447439672004;-0.0761520833549802;0.121101394366845;0.454486701302599;-0.0439982579680906;0.234251288341024;-0.0525874202794658
"intellectual";0.105550515047071;-0.110140900398763;0.063163534510786;0.618785219676905;-0.029873462303878;-0.0120802103586541;-0.136818426746919;0.00519176666435475;-0.16798188208378
"interesting";0.0660015829729972;0.523561079049106;-0.0437946436652621;0.320571375553852;-0.0853747731398241;-0.100680854732351;-0.178590084002943;-0.123640885829686;0.0848949298357108
"irregular";0.453685270756841;0.00201204113558679;0.0562396123218859;-0.0157667659973313;0.281831738933784;-0.107247250828014;-0.0593878523546874;-0.0762419265610829;0.556630404537047
"liberal";-0.0336563169054091;-0.0096319133623736;-0.0127594947396795;-0.0570627460270558;0.0920206561916414;0.244939843916313;-0.087463854293391;0.615080695892868;-0.0410863767363703
