"MR3";"MR1";"MR4";"MR8";"MR6";"MR2";"MR7";"MR5";"MR9"
"#-accustomed";0.0260303468360203;0.000751868599952431;0.699699538651634;0.065563972005164;0.400458383921808;0.107023564321483;-0.0239599420109155;-0.0875949332430744;0.131206426757244
"#-delicate";0.167533656088102;0.0271042109869201;0.0171426579828457;0.00766818954874861;-0.160747013028042;0.433045130386776;0.495896635414988;-0.118919697822338;-0.0561766106526835
"#-honest";0.167533656088103;0.0271042109869199;0.0171426579828371;0.00766818954874907;-0.160747013028049;0.433045130386777;0.495896635414994;-0.118919697822336;-0.0561766106526858
"#-married";0.202857474308419;-0.0211625966531311;0.693537599665864;0.184108933067904;-0.06045834126232;0.313829558903027;-0.00145274123780972;-0.150007063221636;0.0664587236925187
"#-smart";0.0520413439540135;0.130472492412428;0.0791948513266668;-0.0797646772058438;-0.0359361952616544;0.486036446533409;-0.0264679657842871;-0.0837757547148658;-0.0410069689189758
"#-welcome";0.683788632213061;0.122887248031683;-0.0310557122707967;0.125132000684395;-0.0733374757369612;0.190602182412411;-0.0464179228559418;-0.0414627097566311;-0.254768658127428
"#-worth";-0.0378519124316205;0.135693924918086;-0.0166480921807966;-0.0617798986910229;0.00760625407087435;0.08254000460743;0.632669784859504;0.0275049887145827;0.0374382725659842
"accomplished";-0.105804538487741;0.144772019474192;-0.0252750479006214;0.58072700584486;-0.168419745365579;0.0336994235554411;0.168628732661365;0.123666116718354;0.152156979233658
"accustomed";0.275637007889761;0.282092745971883;0.221326187254312;0.178473659929401;0.225126889894435;0.112010816205071;0.0993348960087771;0.158597260263124;0.156095236218325
"afraid";0.280645850957939;0.27635894324578;0.149916098137203;0.273719056087113;0.308610787607006;0.334986238294388;0.12240148702108;0.226287812852534;0.0314350363382659
"appetite";0.34790501816141;0.00420256877570495;0.296868203342651;0.151789979456311;0.0130086752668412;-0.199594868478563;0.0417762340206205;0.534532237937086;-0.104202452908199
"appropriate";0.132639008824178;0.502296541055274;0.284204656947747;0.233869926493618;-0.101168181124338;0.0675551874218745;0.0256835715644621;0.0563077633052424;0.166748394149701
"blessed";0.0436994716962798;0.403344258642912;0.227109883972276;-0.0184859987764662;0.325577984636193;-0.0697990193103294;-0.0732366309219321;0.13856550284436;0.0551564679431598
"brave";-0.0991434404446522;0.0962836382791512;-0.00857752495630943;-0.0572053572643574;0.317485158281622;0.267665016856099;0.531921341370322;-0.0500614351300839;0.0326031211223963
"bustle";-0.0371961154796994;0.0792993389174841;0.0677331207124542;0.20382091191257;0.393046573544391;0.103423739897119;0.2925064045595;-0.0540333265494549;-0.139824718648481
"calm";0.200531937610984;0.618362233660026;0.294568252346814;0.182580825538191;-0.0157151517889576;-0.121387718999197;0.137359274191007;-0.0371762786059022;0.303681396817227
"capable";0.0722859051160486;0.33416275124;0.23399457658832;0.421284377296399;0.165170287219867;-0.0832251136588979;-0.0627521876363045;-0.0267335026700568;0.143362071170119
"capital";-0.0325335367985261;-0.0761388752977999;-0.0261951163084413;0.326506927766401;-0.139254509338311;0.14062768470606;-0.030243233980863;0.376119870957131;0.154974685759826
"careful";0.143235426633744;0.231278795631624;0.157160907313564;0.139253693750476;0.281226084477629;0.447329070231265;0.281882176487284;0.044683337069222;0.0623338158388359
"cautious";0.0967964150280767;0.259629821929144;0.220367437361837;-0.0667393422046284;0.020081473171041;0.569063944389929;0.23373969019473;-0.00162666575089199;0.0127530188951587
"charitable";0.134831108692378;0.142863001109684;0.430811635274849;0.210447990415853;-0.0448296724823726;0.125122890516761;0.0589760308399144;0.0237809110766463;0.116346256900345
"cheerful";0.463865569107912;0.472705114797583;0.350129733766145;0.103635299845803;0.0777472221857178;0.0119029336124428;0.17071444111774;0.262619582746569;0.0515212856562276
"clean";0.56201210738738;0.188456818096764;0.112894536212686;0.313452228180137;0.143341517041923;-0.0208177490960278;0.159104382352403;-0.0396666481275455;-0.0633373709661231
