"MR1";"MR2";"MR4";"MR5";"MR3"
"#-beautiful";-0.032024941755367;-0.0812169835892831;0.709507008664429;0.109532146872405;0.102754548485128
"free";0.423416906230818;0.223380120750761;0.339798917010745;0.0558042766277736;0.221929473984817
"generous";0.268017074791904;-0.145046097001217;-0.00922445205278907;0.597457333799292;0.048467415024904
"happier";0.122017343341401;0.719819256885506;0.123277021391258;0.094634293567798;-0.0116645420023155
"harmless";0.167668837303944;-0.11277020934304;0.206437394283589;0.448586583419497;0.0539663148088819
"heavenly";0.15777433552292;0.458403687288163;0.23247789488308;0.24013790564674;0.197659522259202
"historical";0.236104984649192;0.035631152172329;0.275169923625683;-0.0203759493026577;0.104995926523181
"holy";0.0113234574433587;0.780319240433878;0.0557622398967011;-0.130739093888803;-0.195584723609519
"honest";0.00606510278591896;-0.053062824945778;0.340728356216606;0.474355434941363;0.0228835988517191
"intellectual";-0.0032003592351332;0.364231478187568;-0.0624722854804086;0.0940283326649901;0.238234042851701
"interesting";0.115394408357803;0.0798078716081125;0.391458020511729;-0.171697630737377;0.481078394751446
"irregular";0.606435430147774;0.0680468785332465;-0.186227485885779;-0.0750182713033329;0.223323481070427
"liberal";-0.0825343614064655;-0.00673904988196456;0.185342896180915;0.52156038825691;-0.0958586637204883
"loose";0.328661269706887;0.0110348724926013;0.183653488800885;0.108400590674326;0.216755928714886
"married";0.0174595071824914;0.0484997264099111;0.0412319938433376;-0.181672321155417;-0.540915192485637
"mighty";0.489313145094979;-0.114352527313013;0.487904113818779;-0.0339564294077243;0.260886948274207
"modest";0.0174595071824914;0.048499726409911;0.0412319938433376;-0.181672321155417;-0.540915192485637
"moral";0.0555990922030144;0.664515451653659;0.13259794127581;-0.135754488180158;-0.172987522693081
"mysterious";-0.0338807147406436;0.81291571545951;0.0273615678471072;-0.0671841178201038;-0.0667779724332619
"natural";0.467389361714994;0.423125470678889;0.239977897041029;-0.0151294924959034;-0.28084940029718
"neat";0.298402976948854;0.0262562242690009;0.166838795388324;0.436182930720048;0.0607581746264474
"original";0.346229643951749;-0.151667154916098;0.162430784506022;-0.00292335188981208;0.19389849678706
"passionate";0.211253984155805;0.038103681811576;-0.18847762218932;-0.0499952746970672;0.269918414366424
"peaceful";0.251734788180664;0.550357581845741;0.241965088220312;-0.0359084793048157;-0.158348401739654
"pleasant";0.531978003211643;0.255998440477644;0.0926927859985154;0.22115914138447;0.167099184958192
"popular";0.297545658100304;-0.104488626160329;-0.127891667931286;0.236653999677961;-0.0471478508627912
"powerful";0.525980615055614;0.113905748119492;0.0653960996737824;0.127945203498903;0.090760268815316
"proud";0.10887035051785;0.266947113057484;-0.0808831140047702;0.133050312154282;0.210007276605122
"prudent";0.0498590358451847;-0.0374545676471869;-0.159749620383018;-0.104567855685618;0.311911891537027
"quiet";0.317727105388938;0.150391862381831;0.190740507921203;-0.00880661526008423;0.304818165192544
"safe";0.286979465098459;0.212440806277402;-0.0227822786367224;0.35546831318853;0.340492978764356
"secure";0.032597515167626;-0.0656397624182499;0.00117941720441265;-0.119428399382097;0.369929636265503
"selfish";0.373600912177308;0.0961205497139583;0.346939909792683;0.026262101428489;0.159978928466707
"sincere";0.00823857216007736;0.159348364584644;0.100459472872872;0.652699266008868;0.150064989206808
"social";0.565594535819676;-0.0769021067564899;0.403130185570406;-0.0677006059734775;0.161348804543914
"surprising";0.363436933630145;0.350759909212118;-0.181713421850266;0.268590179608667;0.107902008387945
"unfair";0.475424720824685;0.0425221545155375;-0.0154921021450507;0.0537017737245225;-0.0161433241477951
"weak";0.140145501925315;0.0548074516872631;0.286853461591468;-0.123258667106355;0.488552526775198
"professional";0.0613880698072285;-0.0731915130447634;-0.029119709840241;0.506145397354447;0.0445288892135422
"suited";0.120865810282214;-0.155134532757063;0.0658744646000798;-0.159640543183313;0.161243631764935
"superior";0.472857760618497;0.157471814013001;0.513172698564487;-0.0409731765366773;0.103299478630153
"universal";0.139835046937843;0.0814866337559499;0.0389856323934605;-0.0395402031036346;0.0185440834065571
"thoughtful";0.0113234574433588;0.780319240433878;0.0557622398967011;-0.130739093888803;-0.195584723609519
"warmth";0.0221217909615042;-0.0795046699104883;-0.123715164324593;0.67854753622813;-0.000757087284322919
"graceful";0.708994351634766;-0.0826531648933341;-0.0404665021431275;0.0872678753670394;-0.105161524858208
"minded";0.0751770720029383;0.0350838470508418;0.111047589223522;0.368472740002172;-0.105010872511991
"rich";0.605093493144689;0.166678594111658;-0.00551751803599198;-0.0662533660717804;-0.478309129148727
"uncertain";0.253346846851355;0.554649179748305;-0.0536597800689164;-0.0278200236692272;-0.0857128255650935
"strong";0.24127354539668;0.155613165725291;-0.0120582566497056;0.374690203553034;0.0535233279100092
"sacred";-0.0283406868891552;0.663700675321123;-0.00702231068922377;0.0915285651414486;0.306141547150951
"welcome";0.118648573736665;0.183421993031914;0.106652311745788;-0.0674675045467001;0.526359203448847
"wise";-0.0805237884198824;0.388565733368238;-0.000258559739232905;-0.00664515210647667;0.307665211233718
"curious";0.287804135785462;0.2413979503954;-0.0488392745087732;-0.0735340662254678;0.0420720476472947
"pleasing";-0.0128772028860512;0.0860780046121001;0.615686046892231;0.0872285721915017;-0.2817847696547
"worth";0.509869557163406;0.0720086935680099;0.125354480292958;0.168970400240172;-0.170845731938847
"kindly";0.485478979140871;-0.0632981323766897;-0.105527302779311;0.0943556771961791;-0.101752758670415
"reasonable";0.0155553209293676;0.0567864112228349;0.381490406840432;0.133144617977209;-0.04645094635778
