"MR1";"MR2";"MR4";"MR5";"MR3"
"#-beautiful";-0.032024941755367;-0.0812169835892831;0.709507008664429;0.109532146872405;0.102754548485128
"accustomed";0.44163808970274;0.104689198456477;0.333504357564923;0.0667042647206978;0.117171781470765
"adventure";0.0113234574433589;0.780319240433872;0.0557622398967009;-0.130739093888801;-0.195584723609517
"afraid";0.0221217909615046;-0.07950466991049;-0.123715164324593;0.678547536228132;-0.00075708728432242
"almighty";-0.0320249417553676;-0.0812169835892838;0.709507008664431;0.109532146872404;0.102754548485128
"beautiful";0.707468334142293;0.211624700821962;0.0604918292367641;0.102563366648961;-0.0825344801064598
"best";0.309011522722893;0.178405420429631;0.110416188502171;0.363325571374156;0.17304160823912
"blessed";0.315242765092413;0.1135475418557;-0.129186079315635;0.0357234241344534;0.0865031616989333
"brave";0.129555135570671;-0.0794534168539825;0.673052510538494;0.0261602109249246;0.148226377553734
"calm";0.26427122142124;0.341868266035329;0.279248622350167;0.250521539086836;-0.0225021454667688
"capable";0.720802425498967;0.14403969406816;0.276139245251975;0.138109386042504;-0.0396884094625542
"cheerful";0.660050481592802;0.0804520950032594;0.220969967987992;0.143968389132137;-0.0932965341673433
"clean";0.754993477873221;-0.00979234229025405;-0.0396875891508391;0.238366153399623;-0.0301251798707048
"clever";0.0174595071824916;0.048499726409911;0.0412319938433374;-0.181672321155418;-0.540915192485637
"comfortable";0.385201547870797;0.113497990483308;-0.149037774159259;0.316145668858684;0.0748459493599762
"competent";-0.00418234517584665;0.0170489342819529;0.243095880360007;0.482271628704782;-0.10488905769566
"complex";0.169619305560824;0.202855456441879;-0.0627306279258846;-0.0810066522992001;0.00990652386724615
"confident";0.122265595159484;0.415135330354896;-0.114382652134776;0.0557262618745902;0.0788197228605486
"cruel";0.248481461651731;-0.0208407243194292;-0.0071517507123212;-0.15118761399602;-0.488591889884764
"dangerous";0.194854738661935;0.0551042158289859;0.227706776846204;-0.173543566965993;0.417785815563277
"delicate";0.219811146135168;-0.103160079627973;0.16062014166941;-0.136922454142388;0.163609142152575
"delicious";0.0524990843302888;0.0032314280069922;0.398380531354648;0.0651027979994345;-0.0957126596536829
"delighted";0.639382508817229;-0.122110239289164;0.0851218371355134;-0.00936995225044602;0.0375621984585763
"delightful";0.247101248288586;0.0344104258773952;0.58591015797458;0.0277239377188887;-0.115121727797301
"determined";-0.0897425380221125;0.112060234504022;-0.0122856388467124;0.033554188324438;-0.047401417037898
"different";0.726479689553882;0.0775780729962855;0.191639137112463;0.212196114756748;-0.00899905753170563
"direct";0.583820325192233;-0.137453011989304;0.337747267474853;0.10900014544374;-0.00831849391391619
"encouraging";-0.00320035923513323;0.364231478187568;-0.0624722854804086;0.0940283326649902;0.238234042851701
"enthusiastic";0.449024703578694;-0.145418927475559;0.206357692971209;-0.0520770600382116;0.166885757992046
"exciting";0.565594535819676;-0.0769021067564899;0.403130185570406;-0.0677006059734775;0.161348804543914
"extraordinary";-0.0805237884198824;0.388565733368238;-0.000258559739232926;-0.00664515210647663;0.307665211233718
"extreme";0.681334835874886;0.0976588355774963;0.220777858283693;0.0697009426367588;0.0147466323805124
"fair";0.636117237246562;0.160735659205812;0.0365293850437015;0.157709692081082;-0.0470358275602006
"faithful";0.451969486668475;0.266807721918522;0.0250953132381194;-0.0193920927227796;-0.405833711355999
"familiar";0.255070368465505;0.265679713858687;0.399219365945065;0.397087284339622;-0.0218866709164879
"fancy";0.105495419116815;0.185272433302526;0.493033139523647;0.027385591987802;-0.41144189673414
