"terms";"clusters"
"#-cold";192
"#-considerate";99
"#-cruel";134
"#-determined";33
"#-disdainful";75
"#-extravagant";139
"#-gracious";91
"#-irreligious";27
"#-kind";138
"#-particular";57
"#-reproachful";134
"#-rugged";59
"#-sentimental";34
"#-suspicious";81
"#-unmindful";176
"abrupt";82
"abstract";200
"accomplished";183
"accurate";206
"acid";90
"active";12
"adaptable";183
"affable";118
"affected";66
"affectionate";94
"affirmative";70
"agreeable";167
"aloof";83
"ambitious";23
"amiable";181
"amicable";6
"amorous";134
"analytical";67
"angelic";91
"anxious";11
"approachable";19
"arbitrary";48
"argumentative";33
"aristocratic";46
"articulate";110
"audacious";152
"awkward";3
"bashful";143
"beneficent";27
"benevolent";113
"bitter";132
"bland";205
"blasphemous";89
"blunt";176
"boastful";98
"boisterous";201
"bold";120
"boorish";95
"bountiful";204
"boyish";147
"brave";143
"breezy";18
"bright";196
"brisk";145
"brutal";5
"buoyant";8
"calculating";126
"calm";214
"candid";186
"capable";40
"capricious";104
"careful";31
"careless";181
"careworn";157
"casual";15
"caustic";134
"cautious";8
"charitable";207
"chaste";83
"chatty";25
"cheerful";167
"childish";58
"chivalrous";168
"civil";188
"civilized";161
"clever";30
"clumsy";139
"coarse";124
"coherent";113
"cold";28
"compassionate";142
"complacent";76
"complicated";20
"complimentary";184
"conciliatory";24
"condescending";103
"confident";69
"confused";215
"congenial";116
"conscientious";86
"considerate";215
"consistent";92
"constant";51
"contented";65
"contradictory";174
"contrary";146
"conversational";53
"cool";80
"cordial";13
"courteous";44
"courtly";103
"covetous";174
"cowardly";213
"coy";149
"credulous";99
"critical";17
"cruel";68
"cunning";205
"curious";45
"dainty";197
"daring";183
"deceitful";49
"deep";158
"defiant";36
"definite";209
"deliberate";127
"demonstrative";157
"dependent";130
"despondent";2
"destructive";168
"determined";84
"devilish";30
"devious";105
"dignified";192
"direct";77
"discreet";122
"disdainful";41
"disrespectful";26
"dissatisfied";190
"distant";119
"distrustful";92
"doleful";96
"dreamy";4
"dull";119
"dutiful";79
"eager";145
"earnest";16
"earthy";14
"efficient";21
"elegant";34
"eloquent";42
"emphatic";52
"energetic";82
"enlightened";74
"enthusiastic";117
"envious";112
"evasive";134
"exact";9
"excessive";186
"excitable";192
"exclusive";125
"expansive";81
"explosive";72
"expressive";12
"extravagant";107
"facetious";122
"faithful";94
"fanciful";182
"fastidious";121
"fearful";201
"feminine";193
"fervent";135
"fierce";40
"fiery";215
"firm";29
"flexible";109
"foolish";13
"forbearing";171
"forcible";115
"forgetful";178
"forgiving";1
"formal";39
"frank";159
"fraudulent";107
"friendly";35
"frivolous";21
"frolicsome";50
"frugal";81
"gallant";64
"generous";68
"genial";210
"genteel";214
"gentle";28
"girlish";85
"glib";41
"gloomy";35
"graceful";13
"gracious";128
"greedy";135
"gruff";20
"guileless";195
"harsh";78
"hasty";60
"haughty";207
"headlong";19
"heartless";81
"hearty";69
"heedless";83
"honest";166
"hospitable";197
"hostile";93
"humane";137
"humble";16
"humorous";70
"icy";67
"ignorant";25
"imaginative";39
"imitative";192
"immoderate";63
"immovable";116
"impartial";200
"impatient";201
"impertinent";142
"imperturbable";48
"impetuous";126
"impudent";33
"inconsiderate";37
"inconsistent";152
"incorruptible";26
"indefinite";46
"independent";187
"indifferent";54
"indiscreet";144
"indulgent";23
"industrious";24
"inexhaustible";115
"inexperienced";81
"inflexible";208
"informal";7
"informed";123
"ingenious";53
"ingenuous";140
"injudicious";192
"inquisitive";112
"insolent";117
"intellectual";22
"intelligent";8
"intense";101
"intimate";175
"intolerant";91
"intricate";139
"inventive";126
"invincible";168
"inward";14
"ironical";147
"irreligious";176
"irrepressible";102
"irritable";89
"jaunty";170
"jealous";178
"jocular";27
"jolly";216
"jovial";206
"judicious";161
"just";98
"juvenile";172
"kind";166
"languid";202
"lavish";151
"lax";18
"lazy";159
"learned";208
"lenient";82
"lethargic";97
"literal";34
"literary";125
"live";171
"lively";155
"logical";150
"loud";45
"loving";122
"lukewarm";38
"magnanimous";105
"magnetic";36
"malicious";141
"manly";188
"masculine";161
"mature";193
"meek";117
"mercenary";63
"merciful";170
"merry";194
"methodical";169
"mild";120
"moderate";136
"modest";101
"moody";204
"moral";163
"murderous";42
"musical";121
"narrow";32
"natural";167
"negative";129
"negligent";27
"nervous";3
"niggardly";95
"noisy";203
"obliging";49
"observant";156
"obtrusive";106
"orderly";97
"original";10
"particular";173
"passionate";207
"passive";153
"patient";1
"peaceful";185
"peevish";24
"pensive";148
"peppery";74
"perceptive";41
"persuasive";153
"philanthropic";139
"philosophical";160
"pious";187
"placid";124
"playful";77
"pleasant";131
"polished";111
"polite";164
"political";15
"pompous";137
"practical";77
"precise";179
"presumptuous";75
"prim";123
"profane";27
"profound";77
"prompt";26
"proper";189
"proud";43
"provincial";134
"prudent";77
"punctual";69
"quarrelsome";112
"quick";119
"quiet";196
"rash";200
"rational";4
"reasonable";178
"reckless";176
"reflective";17
"relentless";61
"religious";10
"reproachful";6
"resentful";149
"respectful";177
"responsible";73
"responsive";147
"restless";108
"rigid";208
"roguish";138
"rough";162
"rude";135
"rugged";183
"saintly";139
"sarcastic";24
"scornful";179
"selfish";16
"sensitive";184
"sentimental";165
"serene";84
"serious";43
"servile";146
"severe";215
"shallow";27
"shrewd";88
"shrewish";97
"shy";101
"silent";158
"simple";45
"sincere";65
"slick";176
"slow";56
"sluggish";91
"smart";133
"sociable";216
"social";187
"solemn";47
"solicitous";95
"sour";22
"sparkling";160
"spirited";23
"spiritual";208
"spiteful";85
"spontaneous";180
"sprightly";33
"spry";97
"stable";159
"steady";114
"stern";184
"stingy";38
"stormy";52
"straightforward";157
"strict";58
"stubborn";81
"submissive";96
"sunny";149
"surly";62
"suspicious";212
"taciturn";93
"talkative";199
"tame";193
"tempestuous";97
"tender";162
"thorough";37
"thoughtful";198
"thoughtless";58
"tidy";112
"tight";133
"timid";13
"tolerant";82
"tough";140
"transparent";199
"treacherous";148
"trustful";149
"unaffected";152
"unalterable";75
"unassuming";146
"unceremonious";169
"uncivil";183
"uncomplaining";105
"unfriendly";18
"ungenerous";212
"ungovernable";81
"ungraceful";33
"unmindful";191
"unobservant";7
"unreasonable";179
"unselfish";57
"unsocial";27
"unsuspicious";49
"unthinking";171
"untiring";38
"unworldly";55
"unyielding";71
"urbane";127
"vague";88
"venturesome";146
"verbal";130
"vigorous";202
"vindictive";211
"violent";145
"vocal";125
"warm";45
"wasteful";81
"wild";80
"ungentlemanly";61
"worldly";191
"whimsical";122
"vain";62
"womanly";183
"zealous";154
"unpretending";211
"willful";87
"wise";215
"sympathetic";89
"truthful";41
"sullen";38
"unpolite";102
"unwary";147
"witty";129
"showy";213
"unkind";1
"superstitious";100
"unobtrusive";152
"vivid";84
"studious";169
"valiant";33
"visionary";216
"wary";26
"ungracious";36
"speedy";156
"unfair";216
"revengeful";38
