"terms";"clusters"
"#-bright";73
"#-determined";40
"abrupt";45
"accessible";38
"accomplished";130
"accurate";22
"active";19
"adaptable";20
"affable";130
"affectionate";57
"affirmative";75
"aggressive";62
"agreeable";71
"aimless";41
"amiable";143
"amicable";70
"anxious";25
"appreciative";51
"artistic";29
"awkward";87
"beneficent";51
"benevolent";140
"bitter";23
"bland";76
"boisterous";10
"bold";97
"bountiful";72
"boyish";122
"brave";77
"breezy";14
"brisk";61
"calm";145
"candid";15
"capable";97
"capricious";134
"careful";72
"careless";36
"chaste";41
"cheerful";112
"childish";57
"chivalrous";79
"civil";118
"clever";92
"coarse";91
"cold";39
"combative";68
"communicative";132
"complicated";59
"complimentary";132
"conciliatory";4
"confident";61
"confused";21
"conscientious";18
"considerate";133
"consistent";74
"constant";31
"contemplative";116
"contented";140
"contradictory";58
"contrary";108
"conventional";118
"conversational";24
"cool";101
"cordial";105
"corrective";140
"courageous";114
"courtly";51
"critical";66
"cruel";104
"curious";49
"dainty";20
"deep";67
"defiant";25
"definite";13
"deliberate";75
"demonstrative";76
"despondent";144
"destructive";84
"determined";74
"devilish";102
"diplomatic";51
"direct";124
"dissatisfied";94
"distant";93
"doleful";108
"dreamy";88
"dull";53
"dutiful";35
"eager";130
"earnest";113
"earthy";12
"elegant";16
"eloquent";3
"enthusiastic";62
"envious";86
"exact";139
"exaggerative";10
"excitable";125
"exclusive";83
"expansive";84
"explosive";72
"expressive";127
"faithful";132
"fearful";119
"feminine";61
"fervent";90
"fierce";7
"fiery";17
"firm";110
"foolish";100
"forcible";72
"formal";55
"frank";146
"fraudulent";1
"friendly";109
"gallant";38
"generous";46
"genial";35
"genteel";63
"gentle";50
"gloomy";69
"graceful";131
"gracious";98
"greedy";70
"gruff";123
"hasty";43
"haughty";62
"hearty";3
"heedless";145
"honest";99
"hospitable";1
"humble";118
"humorous";105
"icy";91
"ignorant";116
"imaginative";116
"immovable";5
"impatient";20
"impertinent";133
"impish";91
"impressible";27
"impudent";102
"impulsive";9
"inconsiderate";138
"incorruptible";66
"indefatigable";94
"indefinite";96
"independent";106
"indifferent";94
"indirect";47
"indulgent";65
"industrious";4
"ingenious";51
"inquisitive";84
"insolent";118
"intense";70
"invincible";9
"irrational";146
"irrepressible";10
"jealous";76
"judicious";76
"just";26
"kind";103
"knavish";68
"lavish";40
"lazy";30
"leisurely";122
"lenient";134
"literal";88
"live";45
"lively";73
"loud";25
"loyal";48
"malicious";107
"masculine";140
"maternal";27
"meditative";132
"methodical";65
"mild";75
"mischievous";107
"miserly";23
"moderate";110
"modest";101
"moody";34
"moral";64
"murderous";40
"musical";142
"narrow";39
"natural";37
"negative";27
"nervous";60
"noisy";39
"obliging";66
"observant";5
"obtrusive";76
"orderly";78
"original";121
"particular";42
"passionate";80
"passive";119
"patient";86
"peaceful";43
"pensive";41
"persuasive";70
"philanthropic";111
"pious";1
"pleasant";112
"polished";102
"polite";137
"precise";33
"prejudiced";86
"productive";95
"profound";11
"progressive";30
"prompt";25
"proper";65
"proud";120
"prudent";3
"punctual";140
"quick";43
"reasonable";77
"reflective";24
"reproachful";41
"respectful";85
"responsible";32
"restless";128
"retiring";89
"revengeful";23
"rigid";106
"rough";136
"sarcastic";65
"sedate";47
"sensitive";94
"serene";59
"serious";141
"servile";23
"severe";23
"shallow";27
"shrewd";56
"shy";25
"silent";120
"slovenly";38
"slow";126
"smart";65
"social";47
"solemn";52
"sparkling";76
"sportsmanlike";89
"sprightly";17
"stable";25
"steady";82
"stern";36
"stormy";75
"strict";138
"studious";140
"sunny";81
"superficial";25
"sympathetic";32
"tender";115
"tight";76
"transparent";118
"trustworthy";11
"undiscriminating";73
"ungenerous";141
"unkind";134
"unladylike";66
"unreasonable";129
"unsuspicious";11
"unsympathetic";1
"vague";11
"vindictive";91
"violent";8
"warm";117
"wild";135
"thoughtful";44
"wise";2
"sincere";28
"whimsical";20
"womanly";62
"submissive";100
"venturesome";1
"vivacious";54
"vigorous";95
"selfish";51
"unchanging";122
"spontaneous";102
"suspicious";3
"rugged";97
"timid";47
"vocal";10
"unobservant";92
"ingenuous";6
"vain";11
