"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"1","abject",11,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
"2","abrupt",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3","absent-minded ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","absolutist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","absorbent",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6","abstemious",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","abstentions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","abstinent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","abstruse",4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
"10","academic",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11","accelerative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","accendible",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","accessible ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","accomodating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","accordiable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","acceptable",12,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
"17","accrescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","accretive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","accroaching",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","accurate",13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"21","acerbate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","acharné",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","acquiescent",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"24","acquisitive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","acrobatical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","active",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27","acute",13,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"28","adamantean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","adherent",3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"30","adhesive",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"31","adsorptive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","adulatory",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"33","advancive ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","adventurous",10,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
"35","adversary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","advertent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","advertising",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","aery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","aesthetic ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","afald ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","affable",12,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"42","affectionate",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43","affective",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","affluent",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"45","afterwise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","afterwitted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","agaçant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","agglomerative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","agglutinative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","aggregative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","aggressive",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"52","agile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","agonistical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","agnostical ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","agrestic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","aidant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","armful",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","airy",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"59","alacritous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","alambique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","à la militaire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","alarmist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","alchemistic ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","aldermanic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","alert ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","aloof",10,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
"67","alternative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","altruistic ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","amative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","amatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","ambagious ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","amnesic ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","amorevolous ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","amorous",5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
"75","anal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","analgesic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","analytical",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"78","anarchistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","anecdotal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","anile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","animated",13,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
"82","animose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","anticipative",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"84","apathetic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","apish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","aplomb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","apolaustic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","applause-seeking",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","approbative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","appropriative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","aprioristic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","arbitrary",4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"93","architectonical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","arenose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","argumentative",8,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0
"96","arrogant",4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"97","arrogative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","artistic",5,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
"99","ascendant",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"100","ascetic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","asperse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","assembler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","assentient ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","assertive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","asseverative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","assiduous",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"107","assimilative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","assistfu;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","assistive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","assuasive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","assured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","astucious",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","astute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","atavistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","atheist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","atrabilious",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","attitudinizing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","attrite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","augural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","auld-farrant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","aulic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","austere",3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"123","authoritative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","autocratic",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"125","autonoetic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","autonomous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","avaricious",7,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0
"128","avid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","aweless",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","awkward",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"131","bacchanalian",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"132","balky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","bardish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","bardy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","bashful",11,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
