"","austen","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"3687","tenuous",0,0,0,0,0,0,0
"3688","terentian",0,0,0,0,0,0,0
"3689","termagant",0,0,0,0,0,0,0
"3690","terrorless",0,0,0,0,0,0,0
"3691","terse",0,0,0,0,0,0,0
"3692","testy",0,0,0,0,0,0,0
"3693","texiferous",0,0,0,0,0,0,0
"3694","textualist",0,0,0,0,0,0,0
"3695","thankless ",0,0,0,0,0,0,0
"3696","theistic",0,0,0,0,0,0,0
"3697","theologaster ",0,0,0,0,0,0,0
"3698","theomachist",0,0,0,0,0,0,0
"3699","theomanic",0,0,0,0,0,0,0
"3700","theophilanthropic",0,0,0,0,0,0,0
"3701","theoretic",0,0,0,0,0,0,0
"3702","thermophilic",0,0,0,0,0,0,0
"3703","thersitical",0,0,0,0,0,0,0
"3704","thewless",0,0,0,0,0,0,0
"3705","thick-and-thin",0,0,0,0,0,0,0
"3706","thick-skinned",0,0,0,0,0,0,0
"3707","thistly",0,0,0,0,0,0,0
"3708","thoroughgoing",0,0,0,0,0,0,0
"3709","thoroughpaced",0,0,0,0,0,0,0
"3710","thoughtsick",0,0,0,0,0,0,0
"3711","thoughty",0,0,0,0,0,0,0
"3712","thrasonical",0,0,0,0,0,0,0
"3713","thrawart",0,0,0,0,0,0,0
"3714","thraw-gabbit",0,0,0,0,0,0,0
"3715","thrawn",0,0,0,0,0,0,0
"3716","threatless",0,0,0,0,0,0,0
"3717","three-square",0,0,0,0,0,0,0
"3718","threnetic",0,0,0,0,0,0,0
"3719","thriftless",0,0,0,0,0,0,0
"3720","thrifty",0,0,0,0,0,0,0
"3721","thrillful",0,0,0,0,0,0,0
"3722","throaty",0,0,0,0,0,0,0
"3723","throbless",0,0,0,0,0,0,0
"3724","throng",0,0,0,0,0,0,0
"3725","throughganging",0,0,0,0,0,0,0
"3726","throughgoing",0,0,0,0,0,0,0
"3727","thumbless",0,0,0,0,0,0,0
"3728","thwartover",0,0,0,0,0,0,0
"3729","tickle",0,0,0,0,0,0,0
"3730","ticklish",0,0,0,0,0,0,0
"3731","tid",0,0,0,0,0,0,0
"3732","tiffish",0,0,0,0,0,0,0
"3733","tight",0,0,0,0,0,0,0
"3734","tightish",0,0,0,0,0,0,0
"3735","tilty",0,0,0,0,0,0,0
"3736","timepleaser",0,0,0,0,0,0,0
"3737","timorous",0,0,0,0,0,0,0
"3738","timorsome",0,0,0,0,0,0,0
"3739","tireless",0,0,0,0,0,0,0
"3740","tiry",0,0,0,0,0,0,0
"3741","tod",0,0,0,0,0,0,0
"3742","toitish",0,0,0,0,0,0,0
"3743","tolerant",0,0,0,0,0,0,0
"3744","tolstoyan",0,0,0,0,0,0,0
"3745","tomboy",0,0,0,0,0,0,0
"3746","tonguedoughty",0,0,0,0,0,0,0
"3747","tounge-ferdy",0,0,0,0,0,0,0
"3748","toungester",0,0,0,0,0,0,0
"3749","tonguey",0,0,0,0,0,0,0
"3750","toring",0,0,0,0,0,0,0
"3751","torn-down",0,0,0,0,0,0,0
"3752","torpid",0,0,0,0,0,0,0
"3753","tortious",0,0,0,0,0,0,0
"3754","tortuous",0,0,0,0,0,0,0
"3755","tory",0,0,0,0,0,0,0
"3756","tosh",0,0,0,0,0,0,0
"3757","tossy",0,0,0,0,0,0,0
"3758","touchy",0,0,0,0,0,0,0
"3759","toughish",0,0,0,0,0,0,0
"3760","tout",0,0,0,0,0,0,0
"3761","touter",0,0,0,0,0,0,0
"3762","toutie",0,0,0,0,0,0,0
"3763","toward",0,0,0,0,0,0,0
"3764","towardly",0,0,0,0,0,0,0
"3765","trachlie",0,0,0,0,0,0,0
"3766","traducent",0,0,0,0,0,0,0
"3767","traily",0,0,0,0,0,0,0
"3768","traitorous",0,0,0,0,0,0,0
"3769","trampish",0,0,0,0,0,0,0
"3770","transfuge",0,0,0,0,0,0,0
"3771","transgressive",0,0,0,0,0,0,0
"3772","transpontine",0,0,0,0,0,0,0
"3773","trattler",0,0,0,0,0,0,0
"3774","treasonable",0,0,0,0,0,0,0
"3775","trembly",0,0,0,0,0,0,0
"3776","trenchant",0,0,0,0,0,0,0
"3777","trencherman",0,0,0,0,0,0,0
"3778","trickish",0,0,0,0,0,0,0
"3779","tricksome",0,0,0,0,0,0,0
"3780","tricksy",0,0,0,0,0,0,0
"3781","tricky",0,0,0,0,0,0,0
"3782","trier",0,0,0,0,0,0,0
"3783","trig",0,0,0,0,0,0,0
"3784","trim",0,0,0,0,0,0,0
"3785","troglodytish",0,0,0,0,0,0,0
"3786","trojan",0,0,0,0,0,0,0
"3787","tropist",0,0,0,0,0,0,0
"3788","troublous",0,0,0,0,0,0,0
"3789","trucebreaker",0,0,0,0,0,0,0
"3790","truculent",0,0,0,0,0,0,0
"3791","true-hearted",0,0,0,0,0,0,0
"3792","truish",0,0,0,0,0,0,0
"3793","trull",0,0,0,0,0,0,0
"3794","trumper",0,0,0,0,0,0,0
"3795","trumpet-tongued",0,0,0,0,0,0,0
"3796","trustful",0,0,0,0,0,0,0
"3797","trustless",0,0,0,0,0,0,0
"3798","trusty",0,0,0,0,0,0,0
"3799","truthful",0,0,0,0,0,0,0
"3800","truthless",0,0,0,0,0,0,0
"3801","truth-lover",0,0,0,0,0,0,0
"3802","truth-telling",0,0,0,0,0,0,0
"3803","tumultuous",0,0,0,0,0,0,0
"3804","turbid",0,0,0,0,0,0,0
"3805","turbulent",0,0,0,0,0,0,0
"3806","turfite",0,0,0,0,0,0,0
"3807","turnabout",0,0,0,0,0,0,0
"3808","twanky",0,0,0,0,0,0,0
"3809","trazzy",0,0,0,0,0,0,0
"3810","twigger",0,0,0,0,0,0,0
"3811","twisty",0,0,0,0,0,0,0
"3812","twitchety",0,0,0,0,0,0,0
"3813","twitchy",0,0,0,0,0,0,0
"3814","tyrannous",0,0,0,0,0,0,0
"3815","ultra",0,0,0,0,0,0,0
"3816","ultra-agnostic",0,0,0,0,0,0,0
"3817","ultracosmopolitan",0,0,0,0,0,0,0
"3818","ultracritical",0,0,0,0,0,0,0
"3819","ultrademocratic",0,0,0,0,0,0,0
"3820","ultrafastidious",0,0,0,0,0,0,0
"3821","ultraintellectual",0,0,0,0,0,0,0
"3822","ultraist",0,0,0,0,0,0,0
"3823","ultramaternal",0,0,0,0,0,0,0
"3824","ultrapurist",0,0,0,0,0,0,0
"3825","ultrareligious",0,0,0,0,0,0,0
"3826","ultraromanticist",0,0,0,0,0,0,0
"3827","ultrascientific",0,0,0,0,0,0,0
"3828","ultrasensual",0,0,0,0,0,0,0
"3829","ultrasentimental",0,0,0,0,0,0,0
"3830","ultraspirtual",0,0,0,0,0,0,0
"3831","ultravirtuous",0,0,0,0,0,0,0
"3832","umbrageous",0,0,0,0,0,0,0
"3833","unabridging",0,0,0,0,0,0,0
"3834","unacademic",0,0,0,0,0,0,0
"3835","unaccurate",0,0,0,0,0,0,0
"3836","unadventurous",0,0,0,0,0,0,0
"3837","unaffable",0,0,0,0,0,0,0
"3838","unaffectionate",0,0,0,0,0,0,0
"3839","unafraid",0,0,0,0,0,0,0
"3840","unagreeable",0,0,0,0,0,0,0
"3841","unaiding",0,0,0,0,0,0,0
"3842","unaiming",0,0,0,0,0,0,0
"3843","unalert",0,0,0,0,0,0,0
"3844","unaltering",0,0,0,0,0,0,0
"3845","unambitious",0,0,0,0,0,0,0
"3846","unamiable",0,0,0,0,0,0,0
"3847","unamusable",0,0,0,0,0,0,0
"3848","unanalytic",0,0,0,0,0,0,0
"3849","unanimated",0,0,0,0,0,0,0
"3850","unapplausive",0,0,0,0,0,0,0
"3851","unappreciative",0,0,0,0,0,0,0
"3852","unapprehensive",0,0,0,0,0,0,0
"3853","unargumentative",0,0,0,0,0,0,0
"3854","unaspiring",0,0,0,0,0,0,0
"3855","unassertive",0,0,0,0,0,0,0
"3856","unassisting",0,0,0,0,0,0,0
"3857","unassured",0,0,0,0,0,0,0
"3858","unattempting",0,0,0,0,0,0,0
"3859","unattending",0,0,0,0,0,0,0
"3860","unattentive",0,0,0,0,0,0,0
"3861","unbain",0,0,0,0,0,0,0
"3862","unbashful",0,0,0,0,0,0,0
"3863","unbelieving",0,0,0,0,0,0,0
"3864","unbelligerent",0,0,0,0,0,0,0
"3865","unbending",0,0,0,0,0,0,0
"3866","unbenevolent",0,0,0,0,0,0,0
"3867","unbewailing",0,0,0,0,0,0,0
"3868","unbewilled",0,0,0,0,0,0,0
"3869","unbiddable",0,0,0,0,0,0,0
"3870","unbigoted",0,0,0,0,0,0,0
"3871","unblissful",0,0,0,0,0,0,0
"3872","unblithe",0,0,0,0,0,0,0
"3873","unblushing",0,0,0,0,0,0,0
"3874","unboastful",0,0,0,0,0,0,0
"3875","unbold",0,0,0,0,0,0,0
"3876","unbookish",0,0,0,0,0,0,0
"3877","unbosomer",0,0,0,0,0,0,0
"3878","unbowing",0,0,0,0,0,0,0
"3879","unbowsome",0,0,0,0,0,0,0
"3880","unbridled",0,0,0,0,0,0,0
"3881","unbussinesslike",0,0,0,0,0,0,0
"3882","uncalculating",0,0,0,0,0,0,0
"3883","uncaptious",0,0,0,0,0,0,0
"3884","uncareful",0,0,0,0,0,0,0
"3885","uncautious",0,0,0,0,0,0,0
"3886","unceremonial",0,0,0,0,0,0,0
"3887","uncharitable",0,0,0,0,0,0,0
"3888","unchary",0,0,0,0,0,0,0
"3889","uncheery",0,0,0,0,0,0,0
"3890","uncholeric",0,0,0,0,0,0,0
"3891","uncircumspect",0,0,0,0,0,0,0
"3892","uncircumstantial",0,0,0,0,0,0,0
"3893","unclubbable",0,0,0,0,0,0,0
"3894","uncommunicative",0,0,0,0,0,0,0
"3895","uncompassionate",0,0,0,0,0,0,0
"3896","uncompetitive",0,0,0,0,0,0,0
"3897","uncomplaining",0,0,0,0,0,0,0
"3898","uncomplaisant",0,0,0,0,0,0,0
"3899","uncompliable",0,0,0,0,0,0,0
"3900","uncomplying",0,0,0,0,0,0,0
"3901","uncomprehending",0,0,0,0,0,0,0
"3902","uncompromising",0,0,0,0,0,0,0
"3903","unconcealing",0,0,0,0,0,0,0
"3904","unconciliatory",0,0,0,0,0,0,0
"3905","unconfessing",0,0,0,0,0,0,0
"3906","unconformable",0,0,0,0,0,0,0
"3907","unconjectured",0,0,0,0,0,0,0
"3908","unconscientious",0,0,0,0,0,0,0
"3909","unconscionable",0,0,0,0,0,0,0
"3910","unconsidering",0,0,0,0,0,0,0
"3911","unconspiring",0,0,0,0,0,0,0
"3912","unconstrained",0,0,0,0,0,0,0
"3913","unconstructive",0,0,0,0,0,0,0
"3914","unconsulting",0,0,0,0,0,0,0
"3915","unconsuming",0,0,0,0,0,0,0
"3916","uncontriving",0,0,0,0,0,0,0
"3917","uncontroversial",0,0,0,0,0,0,0
"3918","unconventional",0,0,0,0,0,0,0
"3919","uncoversable",0,0,0,0,0,0,0
"3920","uncoquettish",0,0,0,0,0,0,0
"3921","uncourteous",0,0,0,0,0,0,0
"3922","uncourtly",0,0,0,0,0,0,0
"3923","uncrafty",0,0,0,0,0,0,0
"3924","uncramped",0,0,0,0,0,0,0
"3925","uncritical",0,0,0,0,0,0,0
"3926","unction",0,0,0,0,0,0,0
"3927","unctionless",0,0,0,0,0,0,0
"3928","unctuous",0,0,0,0,0,0,0
"3929","uncurious",0,0,0,0,0,0,0
"3930","undeceptive",0,0,0,0,0,0,0
"3931","undecisive ",0,0,0,0,0,0,0
"3932","undelayable",0,0,0,0,0,0,0
"3933","undelaying",0,0,0,0,0,0,0
"3934","undeliberate",0,0,0,0,0,0,0
"3935","undeliberative",0,0,0,0,0,0,0
"3936","undelusive",0,0,0,0,0,0,0
"3937","undemonstrative",0,0,0,0,0,0,0
"3938","undepending",0,0,0,0,0,0,0
"3939","undoer",0,0,0,0,0,0,0
"3940","undehonest",0,0,0,0,0,0,0
"3941","underminded",0,0,0,0,0,0,0
"3942","underminer",0,0,0,0,0,0,0
"3943","underogatory",0,0,0,0,0,0,0
"3944","underworker",0,0,0,0,0,0,0
"3945","undesirous",0,0,0,0,0,0,0
"3946","undesisting",0,0,0,0,0,0,0
"3947","undespairing",0,0,0,0,0,0,0
"3948","undespondent",0,0,0,0,0,0,0
"3949","undespotic",0,0,0,0,0,0,0
"3950","undevious",0,0,0,0,0,0,0
"3951","undevoted",0,0,0,0,0,0,0
"3952","undevout",0,0,0,0,0,0,0
"3953","undexterous",0,0,0,0,0,0,0
"3954","undignified",0,0,0,0,0,0,0
"3955","undiplomatic",0,0,0,0,0,0,0
"3956","undiscoursed",0,0,0,0,0,0,0
"3957","undiscriminating",0,0,0,0,0,0,0
"3958","undogmatic",0,0,0,0,0,0,0
"3959","undomestic",0,0,0,0,0,0,0
"3960","undoubtful",0,0,0,0,0,0,0
"3961","undramatic",0,0,0,0,0,0,0
"3962","undrooping",0,0,0,0,0,0,0
"3963","uneager",0,0,0,0,0,0,0
"3964","unearnest",0,0,0,0,0,0,0
"3965","uneaseful",0,0,0,0,0,0,0
"3966","unechoing",0,0,0,0,0,0,0
"3967","uneconomical",0,0,0,0,0,0,0
"3968","unelastic",0,0,0,0,0,0,0
"3969","unemotional",0,0,0,0,0,0,0
"3970","unemphatic",0,0,0,0,0,0,0
"3971","unenterprising",0,0,0,0,0,0,0
"3972","unenthusiastic",0,0,0,0,0,0,0
"3973","unenvious",0,0,0,0,0,0,0
"3974","unerring",0,0,0,0,0,0,0
"3975","unexacting",0,0,0,0,0,0,0
"3976","unexhaustible",0,0,0,0,0,0,0
"3977","unexpansive",0,0,0,0,0,0,0
"3978","unexplicit",0,0,0,0,0,0,0
"3979","unexplorative",0,0,0,0,0,0,0
"3980","unexpress",0,0,0,0,0,0,0
"3981","unextravagant",0,0,0,0,0,0,0
"3982","unfactious",0,0,0,0,0,0,0
"3983","unfaithful",0,0,0,0,0,0,0
"3984","unfaltering",0,0,0,0,0,0,0
"3985","unfearing",0,0,0,0,0,0,0
"3986","unfeary",0,0,0,0,0,0,0
"3987","unfeigning",0,0,0,0,0,0,0
"3988","unfeminine",0,0,0,0,0,0,0
"3989","unfighting",0,0,0,0,0,0,0
"3990","unflagging",0,0,0,0,0,0,0
"3991","unflinching",0,0,0,0,0,0,0
"3992","unfluctuating",0,0,0,0,0,0,0
"3993","unfluent",0,0,0,0,0,0,0
"3994","unforbearing",0,0,0,0,0,0,0
"3995","unforced",0,0,0,0,0,0,0
"3996","unforcible ",0,0,0,0,0,0,0
"3997","unforseeing",0,0,0,0,0,0,0
"3998","unforgetful",0,0,0,0,0,0,0
"3999","unfraternal",0,0,0,0,0,0,0
"4000","unfrugal",0,0,0,0,0,0,0
"4001","ungainly",0,0,0,0,0,0,0
"4002","ungentle",0,0,0,0,0,0,0
"4003","ungiving",0,0,0,0,0,0,0
"4004","ungraceful",0,0,0,0,0,0,0
"4005","ungrave",0,0,0,0,0,0,0
"4006","ungregarious",0,0,0,0,0,0,0
"4007","unharming",0,0,0,0,0,0,0
"4008","unhasty",0,0,0,0,0,0,0
"4009","unhazardous",0,0,0,0,0,0,0
"4010","unheartsome",0,0,0,0,0,0,0
"4011","unheedful",0,0,0,0,0,0,0
"4012","unhelpful",0,0,0,0,0,0,0
"4013","unheppen",0,0,0,0,0,0,0
"4014","unheroic",0,0,0,0,0,0,0
"4015","unhesitating",0,0,0,0,0,0,0
"4016","unhurried",0,0,0,0,0,0,0
"4017","unhurtful",0,0,0,0,0,0,0
"4018","unideaed",0,0,0,0,0,0,0
"4019","uniformitarian",0,0,0,0,0,0,0
"4020","unimaginative",0,0,0,0,0,0,0
"4021","unimpassionate ",0,0,0,0,0,0,0
"4022","unimpatient",0,0,0,0,0,0,0
"4023","unimpressible",0,0,0,0,0,0,0
"4024","unimpressionable ",0,0,0,0,0,0,0
"4025","unindulgent",0,0,0,0,0,0,0
"4026","unindustrious",0,0,0,0,0,0,0
"4027","uninhibited",0,0,0,0,0,0,0
"4028","uninquiring",0,0,0,0,0,0,0
"4029","uninquisitive",0,0,0,0,0,0,0
"4030","uninsistent",0,0,0,0,0,0,0
"4031","unintellectual",0,0,0,0,0,0,0
"4032","unintrospective",0,0,0,0,0,0,0
"4033","uninventive ",0,0,0,0,0,0,0
"4034","uninvestigative",0,0,0,0,0,0,0
"4035","unionistic",0,0,0,0,0,0,0
"4036","unipersonalist",0,0,0,0,0,0,0
"4037","unitarian",0,0,0,0,0,0,0
"4038","universalist",0,0,0,0,0,0,0
"4039","unjealous",0,0,0,0,0,0,0
"4040","unjoyful",0,0,0,0,0,0,0
"4041","unkindly",0,0,0,0,0,0,0
"4042","unlaboring",0,0,0,0,0,0,0
"4043","unlibidinous",0,0,0,0,0,0,0
"4044","unlimber",0,0,0,0,0,0,0
"4045","unlively",0,0,0,0,0,0,0
"4046","unloving",0,0,0,0,0,0,0
"4047","unmalicious",0,0,0,0,0,0,0
"4048","unmechanical",0,0,0,0,0,0,0
"4049","unmeddling",0,0,0,0,0,0,0
"4050","unmeek ",0,0,0,0,0,0,0
"4051","unmelancholy",0,0,0,0,0,0,0
"4052","unmemoried",0,0,0,0,0,0,0
"4053","unmercenary",0,0,0,0,0,0,0
"4054","unmerciful",0,0,0,0,0,0,0
"4055","unmerry",0,0,0,0,0,0,0
"4056","unmethodical",0,0,0,0,0,0,0
"4057","unmild",0,0,0,0,0,0,0
"4058","unmindful",0,0,0,0,0,0,0
"4059","unmistrusting",0,0,0,0,0,0,0
"4060","unmonopolizing",0,0,0,0,0,0,0
"4061","unmoralizing",0,0,0,0,0,0,0
"4062","unmotived",0,0,0,0,0,0,0
"4063","unmoving",0,0,0,0,0,0,0
"4064","unmurmuring",0,0,0,0,0,0,0
"4065","unniggardly",0,0,0,0,0,0,0
"4066","unobsequious",0,0,0,0,0,0,0
"4067","unofficious",0,0,0,0,0,0,0
"4068","unoriginal",0,0,0,0,0,0,0
"4069","unostentatious",0,0,0,0,0,0,0
"4070","unpagan",0,0,0,0,0,0,0
"4071","unpardoning",0,0,0,0,0,0,0
"4072","unparticipant",0,0,0,0,0,0,0
"4073","unpartisan",0,0,0,0,0,0,0
"4074","unpassionate",0,0,0,0,0,0,0
"4075","unpaying",0,0,0,0,0,0,0
"4076","unpeacable",0,0,0,0,0,0,0
"4077","unpedagogical",0,0,0,0,0,0,0
"4078","unpedantic",0,0,0,0,0,0,0
"4079","unpercieving",0,0,0,0,0,0,0
"4080","unperforming",0,0,0,0,0,0,0
"4081","unpersonal",0,0,0,0,0,0,0
"4082","unphilanthropic",0,0,0,0,0,0,0
"4083","unphilosophic",0,0,0,0,0,0,0
"4084","unpitying",0,0,0,0,0,0,0
"4085","unplastic",0,0,0,0,0,0,0
"4086","unpleasable",0,0,0,0,0,0,0
"4087","unpliable",0,0,0,0,0,0,0
"4088","unpolite",0,0,0,0,0,0,0
"4089","unpolitical",0,0,0,0,0,0,0
"4090","unpositive",0,0,0,0,0,0,0
"4091","unpreaching",0,0,0,0,0,0,0
"4092","unprescient",0,0,0,0,0,0,0
"4093","unpresuming",0,0,0,0,0,0,0
"4094","unpresumptuous",0,0,0,0,0,0,0
"4095","unprevaricating",0,0,0,0,0,0,0
"4096","unprofessing",0,0,0,0,0,0,0
"4097","unprophetic",0,0,0,0,0,0,0
"4098","unpunctilious",0,0,0,0,0,0,0
"4099","unpunctual",0,0,0,0,0,0,0
"4100","unpurposed",0,0,0,0,0,0,0
"4101","unquailing",0,0,0,0,0,0,0
"4102","unquakerlike",0,0,0,0,0,0,0
"4103","unquaking",0,0,0,0,0,0,0
"4104","unquestioning",0,0,0,0,0,0,0
"4105","unquick",0,0,0,0,0,0,0
"4106","unready",0,0,0,0,0,0,0
"4107","unreasoning",0,0,0,0,0,0,0
"4108","unreceptive",0,0,0,0,0,0,0
"4109","unrecking",0,0,0,0,0,0,0
"4110","unreclining",0,0,0,0,0,0,0
"4111","unreflective",0,0,0,0,0,0,0
"4112","unrefusing",0,0,0,0,0,0,0
"4113","unregardful",0,0,0,0,0,0,0
"4114","unregretful",0,0,0,0,0,0,0
"4115","unrejoicing",0,0,0,0,0,0,0
"4116","unrelaxing",0,0,0,0,0,0,0
"4117","unrelenting",0,0,0,0,0,0,0
"4118","unremembering",0,0,0,0,0,0,0
"4119","unremitting",0,0,0,0,0,0,0
"4120","unremorseful",0,0,0,0,0,0,0
"4121","unrepenting",0,0,0,0,0,0,0
"4122","unrepining",0,0,0,0,0,0,0
"4123","unrepressible",0,0,0,0,0,0,0
"4124","unreproachful",0,0,0,0,0,0,0
"4125","unreproving",0,0,0,0,0,0,0
"4126","unresenting",0,0,0,0,0,0,0
"4127","unresisting",0,0,0,0,0,0,0
"4128","unrespectful",0,0,0,0,0,0,0
"4129","unresponsive",0,0,0,0,0,0,0
"4130","unresting",0,0,0,0,0,0,0
"4131","unretentive",0,0,0,0,0,0,0
"4132","unreticent",0,0,0,0,0,0,0
"4133","unrevealing",0,0,0,0,0,0,0
"4134","unrevengeful",0,0,0,0,0,0,0
"4135","unrewarding",0,0,0,0,0,0,0
"4136","unrhetorical",0,0,0,0,0,0,0
"4137","unrhythmic",0,0,0,0,0,0,0
"4138","unromantic",0,0,0,0,0,0,0
"4139","unrude",0,0,0,0,0,0,0
"4140","unruly",0,0,0,0,0,0,0
"4141","unsanguine",0,0,0,0,0,0,0
"4142","unsatisfiable",0,0,0,0,0,0,0
"4143","unsceptical",0,0,0,0,0,0,0
"4144","unscholarly",0,0,0,0,0,0,0
"4145","unscholastic",0,0,0,0,0,0,0
"4146","unscientific",0,0,0,0,0,0,0
"4147","unscornful",0,0,0,0,0,0,0
"4148","unscrupulous",0,0,0,0,0,0,0
"4149","unscrutinizing",0,0,0,0,0,0,0
"4150","unsearching",0,0,0,0,0,0,0
"4151","unsecret",0,0,0,0,0,0,0
"4152","unsectarian",0,0,0,0,0,0,0
"4153","unsedentary",0,0,0,0,0,0,0
"4154","unseeing",0,0,0,0,0,0,0
"4155","unsententious",0,0,0,0,0,0,0
"4156","unsentimental",0,0,0,0,0,0,0
"4157","unsevere",0,0,0,0,0,0,0
"4158","unshakable",0,0,0,0,0,0,0
"4159","unshifting",0,0,0,0,0,0,0
"4160","unshrinking",0,0,0,0,0,0,0
"4161","unshy",0,0,0,0,0,0,0
"4162","unslow",0,0,0,0,0,0,0
"4163","unslumberous",0,0,0,0,0,0,0
"4164","unsly",0,0,0,0,0,0,0
"4165","unsmiling",0,0,0,0,0,0,0
"4166","unsmirking",0,0,0,0,0,0,0
"4167","unsober",0,0,0,0,0,0,0
"4168","unsociable",0,0,0,0,0,0,0
"4169","unsocial",0,0,0,0,0,0,0
"4170","unsocialistic",0,0,0,0,0,0,0
"4171","un-socratic",0,0,0,0,0,0,0
"4172","unsolemn",0,0,0,0,0,0,0
"4173","unsophistical",0,0,0,0,0,0,0
"4174","unsparing",0,0,0,0,0,0,0
"4175","unspeaking",0,0,0,0,0,0,0
"4176","unspecific",0,0,0,0,0,0,0
"4177","unspeculative",0,0,0,0,0,0,0
"4178","unspeedy",0,0,0,0,0,0,0
"4179","unspontaneous",0,0,0,0,0,0,0
"4180","unsportful",0,0,0,0,0,0,0
"4181","unsprightly",0,0,0,0,0,0,0
"4182","unstaid",0,0,0,0,0,0,0
"4183","unsteadfast",0,0,0,0,0,0,0
"4184","unstill",0,0,0,0,0,0,0
"4185","unstilted",0,0,0,0,0,0,0
"4186","unstinting",0,0,0,0,0,0,0
"4187","unstooping",0,0,0,0,0,0,0
"4188","unstrained",0,0,0,0,0,0,0
"4189","unstudious",0,0,0,0,0,0,0
"4190","unsubmissive",0,0,0,0,0,0,0
"4191","unsure",0,0,0,0,0,0,0
"4192","unsurrendering",0,0,0,0,0,0,0
"4193","unsuspecting",0,0,0,0,0,0,0
"4194","unswaying",0,0,0,0,0,0,0
"4195","unsweating",0,0,0,0,0,0,0
"4196","unswerving",0,0,0,0,0,0,0
"4197","unsympathetic",0,0,0,0,0,0,0
"4198","unsystematic",0,0,0,0,0,0,0
"4199","untalkative",0,0,0,0,0,0,0
"4200","untame",0,0,0,0,0,0,0
"4201","untechnical",0,0,0,0,0,0,0
"4202","untender",0,0,0,0,0,0,0
"4203","untentie",0,0,0,0,0,0,0
"4204","unthankful",0,0,0,0,0,0,0
"4205","untheatrical",0,0,0,0,0,0,0
"4206","untheological",0,0,0,0,0,0,0
"4207","untheoretic",0,0,0,0,0,0,0
"4208","unthinker",0,0,0,0,0,0,0
"4209","unthinking",0,0,0,0,0,0,0
"4210","unthoughtful",0,0,0,0,0,0,0
"4211","unthrifty",0,0,0,0,0,0,0
"4212","untoiling",0,0,0,0,0,0,0
"4213","untranquil",0,0,0,0,0,0,0
"4214","untrespassing",0,0,0,0,0,0,0
"4215","untrifling",0,0,0,0,0,0,0
"4216","untrustful",0,0,0,0,0,0,0
"4217","untruthful",0,0,0,0,0,0,0
"4218","unupbraiding",0,0,0,0,0,0,0
"4219","unvacillating",0,0,0,0,0,0,0
"4220","unvain",0,0,0,0,0,0,0
"4221","unvaliant",0,0,0,0,0,0,0
"4222","unventurous",0,0,0,0,0,0,0
"4223","unveracious",0,0,0,0,0,0,0
"4224","unvigilant",0,0,0,0,0,0,0
"4225","unvindicative",0,0,0,0,0,0,0
"4226","unvocal",0,0,0,0,0,0,0
"4227","unvoluptuous",0,0,0,0,0,0,0
"4228","unwalking",0,0,0,0,0,0,0
"4229","unwandering",0,0,0,0,0,0,0
"4230","unwarlike",0,0,0,0,0,0,0
"4231","unwary",0,0,0,0,0,0,0
"4232","unwasteful",0,0,0,0,0,0,0
"4233","unwavering",0,0,0,0,0,0,0
"4234","unweatherwise",0,0,0,0,0,0,0
"4235","unweeping",0,0,0,0,0,0,0
"4236","unwild",0,0,0,0,0,0,0
"4237","unwillful",0,0,0,0,0,0,0
"4238","unwily",0,0,0,0,0,0,0
"4239","unwinking",0,0,0,0,0,0,0
"4240","unwithdrawing",0,0,0,0,0,0,0
"4241","unwondering",0,0,0,0,0,0,0
"4242","unworded",0,0,0,0,0,0,0
"4243","unworking",0,0,0,0,0,0,0
"4244","unworldly ",0,0,0,0,0,0,0
"4245","unworried",0,0,0,0,0,0,0
"4246","unworshiping",0,0,0,0,0,0,0
"4247","unwrathful",0,0,0,0,0,0,0
"4248","unzealous",0,0,0,0,0,0,0
"4249","upheavalist",0,0,0,0,0,0,0
"4250","uppish",0,0,0,0,0,0,0
"4251","urbane",0,0,0,0,0,0,0
"4252","usorious",0,0,0,0,0,0,0
"4253","utilitarian",0,0,0,0,0,0,0
"4254","utopian",0,0,0,0,0,0,0
"4255","uxorious",0,0,0,0,0,0,0
"4256","vacillant",0,0,0,0,0,0,0
"4257","vacillatory",0,0,0,0,0,0,0
"4258","vafrous",0,0,0,0,0,0,0
"4259","vagabondish",0,0,0,0,0,0,0
"4260","vagarious",0,0,0,0,0,0,0
"4261","vagarish",0,0,0,0,0,0,0
"4262","vagrant",0,0,0,0,0,0,0
"4263","vainful",0,0,0,0,0,0,0
"4264","vainglorious",0,0,0,0,0,0,0
"4265","valiant",0,0,0,0,0,0,0
"4266","valkyrian",0,0,0,0,0,0,0
"4267","valorous",0,0,0,0,0,0,0
"4268","vampiric",0,0,0,0,0,0,0
"4269","vampirish",0,0,0,0,0,0,0
"4270","vandemonian",0,0,0,0,0,0,0
"4271","variable",0,0,0,0,0,0,0
"4272","variant",0,0,0,0,0,0,0
"4273","vatic",0,0,0,0,0,0,0
"4274","vaudy",0,0,0,0,0,0,0
"4275","vauntful",0,0,0,0,0,0,0
"4276","vaunty",0,0,0,0,0,0,0
"4277","venerative",0,0,0,0,0,0,0
"4278","venereous",0,0,0,0,0,0,0
"4279","vengeant",0,0,0,0,0,0,0
"4280","vengeful",0,0,0,0,0,0,0
"4281","venturesome",0,0,0,0,0,0,0
