"MR1";"MR5";"MR3";"MR2";"MR4";"MR6";"MR7";"MR8"
"#-worth";0.0380586906603093;-0.0610791395034201;-0.0931789064937106;0.202496397579892;0.125881200409548;0.796369850738908;0.185646904765323;-0.0351129149441122
"rich";0.539728106198154;0.00475457615630274;0.257110417592397;0.298843703330834;0.437593469575509;0.214106300554377;-0.0151549589036931;0.18444882931391
"safe";0.311020662785027;0.135201912265754;-0.120498551844692;0.0385207192821912;0.0192216920779483;0.359934242068153;0.687410656625201;0.0331970083754422
"secure";0.568870017999648;-0.0896432038866897;0.284076816273108;0.120534168602423;0.339988468224247;0.244956050657611;0.0657035613728315;-0.00467946336126421
"selfish";0.092126815442358;0.77403652432088;-0.0341375202065119;0.0184555546902535;0.0731437947773107;-0.0699309346598122;0.0541743264488825;0.182178636565749
"shocked";0.446036496945513;0.613649318938603;-0.119610385654187;-0.0601810746573987;-0.144560001920604;0.0731725101139618;0.0318905758569964;0.215543322643786
"sincere";0.51248406013857;0.28204722121569;0.0714853228653116;0.509038195031131;0.123976799913885;0.122368398619143;-0.0633262762523928;0.37778027051258
"strong";0.633099505749315;0.185806713510407;0.175566197634571;-0.0784071719383139;0.13272428254629;0.0773066793531833;0.24088118505026;0.0811777770770059
"superior";0.361500216079059;0.247090979980969;0.512915772856102;0.301724780621527;0.15780889146759;0.292171064575734;0.0318280142699791;0.0750201096649303
"unpleasant";0.299661306469527;0.331077051356969;0.147080334173255;0.125215889973075;0.585678401668884;-0.0159358852903997;0.125029678418909;0.0440958223034958
"welcome";0.614250799924939;0.435211444983047;0.165023740805276;0.0615339522798753;0.247815635213237;-0.0713496682827932;0.12178703066902;0.042412450798494
"wise";0.409349529050625;0.268452854601;0.184879675519116;0.11964482461626;-0.0674683385033628;-0.0787629024015488;0.409170424237991;0.461563065893048
"worth";-0.0669985951583773;0.438762392745456;0.177968834116924;0.564359242433726;0.202854951843133;0.18587003897707;-0.0255906133623268;0.296148900893417
"weak";0.776676883303142;0.0640970079539654;0.0697977801822604;0.0788772489914722;-0.0239990057058829;0.0407744245165292;-0.0127438737167705;0.252906811953047
