"MR1";"MR5";"MR3";"MR2";"MR4";"MR6";"MR7";"MR8"
"#-worth";0.0380586906603093;-0.0610791395034201;-0.0931789064937106;0.202496397579892;0.125881200409548;0.796369850738908;0.185646904765323;-0.0351129149441122
"accomplished";-0.0804437057546476;-0.00365515204608223;0.0249386203178672;0.686785705810801;0.132526391809254;0.368085258780848;-0.0242693614914751;0.0258665708366732
"afraid";0.587978463160021;0.114381346539538;0.296221498239774;0.023930050254437;0.272954021279107;0.198720415428453;0.125509042085718;0.366364352980883
"beautiful";0.354913064297531;0.318432512902662;0.216851596350083;0.174604437193547;0.204732018619888;0.560944925010098;0.0672598711915045;-0.00437148065080201
"best";0.597905392806966;0.423896589913702;0.268657800745311;0.111840889082672;0.104892357107465;0.0997809618694897;0.0390555004184038;0.00504736934214866
"calm";0.235932193113714;0.496702016866801;-0.0178677485108549;0.0728626370721798;0.256292512701412;-0.0905286460560154;-0.0252233919919697;0.488490604374234
"capable";0.370903786877038;0.404948451998429;0.544089074290892;0.130078780100171;0.0814072717965493;0.0522447264468961;0.138767009518415;-0.0471343064710443
"careful";0.111239565638352;0.0530668501845636;0.0569241156532206;0.747849534131706;0.0560992752316566;0.0962400732840998;0.160985930036715;0.334550993677709
"cautious";0.376024359857256;-0.00647052097779069;0.626199061516156;0.0851822344664018;0.0412261295113544;0.268097516850431;-0.0545725445341098;-0.120904823621253
"cheerful";0.290356580853045;0.310699395835498;0.554949850432899;0.169716525663605;0.0112108720688879;-0.0584743862817428;-0.166401319083799;0.1731515451577
"clever";0.659314823201014;0.110421653677527;0.268497157441499;-0.0953765894849196;-0.113295457853101;0.101131883075047;0.172137035938478;-0.0946602503367229
"comfortable";0.658576026784887;0.179654828872856;0.306669509793163;-0.0494424875730707;0.112216396508764;0.0182930342270845;0.260695779613412;0.0969564915616467
"confident";0.0829044519470884;0.337099225570921;0.0896556202562673;0.133154257825392;-0.0991423887724458;0.0648620792670633;0.326015384867251;-0.0127382859511871
"cruel";0.301429114511923;0.227172196554221;0.402692022658464;0.35235243125891;-0.166390403947451;0.451550297428146;-0.0616145767574318;0.199417084664942
"curious";0.0990654715423743;0.526099991057626;0.337709733847803;-0.00344643823431164;0.310176001843531;0.147649155571523;0.160722806567122;-0.175606515769663
"delicate";0.680496720409737;0.382085847228713;0.212451626473787;0.139072759743353;0.114765046158371;0.0657527837752917;-0.000325186787289878;-0.0102718631648382
"delighted";0.275825590712257;0.302802833864963;0.559049830203336;0.146478215198921;0.361127327523006;0.283211637059218;-0.0523631106012619;0.0270309745360399
"delightful";0.479583412633796;0.413779325123948;0.129180508197552;0.0132664320390765;0.350140708600989;0.23158921569062;0.238039953129531;-0.134077666294949
"determined";0.20193924501255;0.392418578003145;0.300406528946203;0.043604885150986;0.432611917048312;0.00488176607252272;-0.0956894737046934;0.381392163576475
"different";0.197167654991114;0.131425181012774;0.316706102789224;0.360861336094038;0.194688711769895;0.29181394714733;0.0199843480067441;-0.102392006718002
"encouraging";0.566455096385563;-0.0251310256788336;0.0757472246006913;-0.152824736383668;-0.149527841079455;-0.0266938686054103;0.0985349013667033;-0.118447328493359
"extraordinary";0.317946618477605;0.575817095401536;0.234117031183414;0.101549563591339;0.307551067036814;-0.054097639516699;0.036775837588936;0.157727476281625
"extreme";0.045055144222108;0.0522019881213805;-0.0331200874743788;0.0203137039516439;0.771375836574019;0.0342075025267756;-0.0342487704568853;0.0469581828583548
"fair";0.601051261009347;0.258268642224234;0.378152351707324;-0.0552541820358812;0.278278094288157;0.099147424870426;0.00642561436587104;0.12856329259937
"familiar";0.240085589501345;0.583866864990395;0.261834232338488;0.0701040782298352;0.0135960389480862;0.133298085430559;0.0423969407093538;0.101562583864625
"fancy";0.488573852713145;0.328158739855217;0.0805520926405671;0.0376155248636668;0.0523017826382356;-0.0611823828219279;0.504350996000151;0.0642700227538759
"free";0.782110156448196;0.186197066432548;0.0889456932991126;0.140041734333069;0.136087755211609;0.0117134141935839;-0.0860784240534772;0.014213715162533
"friendly";0.195586467304125;0.422361678879341;0.245368529375942;0.337929209430447;0.124239527154311;0.109325955712954;0.250868216219484;0.211484067820401
"generous";0.646006012507514;0.247102445096089;0.366131455864408;0.106484566567432;0.292587307949552;0.0287855480877308;-0.0689038899824725;0.260572650855681
"gentle";-0.0465860856805034;0.190490934749372;0.459233220188537;0.136887854346029;0.144108006464923;-0.0134716158394615;0.16238891090364;0.448421587100812
"greatest";0.370231413562493;0.235361301938027;0.262175046189102;0.280642599182029;0.173432949235534;0.32221816003931;0.0879150736806086;0.226465678137204
"happier";0.313495362772637;0.151481000416813;0.101731973018184;0.241021646087331;-0.188613017277144;0.369103632931879;0.0300220189833227;0.42538697296201
"happy";0.18154655136331;0.597352626271113;0.207368303276406;0.0811025828961547;0.0222080853180468;0.156152668926148;0.30173230890046;-0.0508307554370093
"humble";0.276950876428729;0.0255535795809257;0.74958613040435;0.036228572546807;0.0144419849586737;-0.0520906159731508;0.0470980282661577;0.0868262179763373
"improper";0.0447616841915187;0.00331048804233162;0.153055981130623;0.199947280848116;0.68616596276808;0.13083461471792;0.0461574640773673;0.0173676289135814
"independent";0.258201091900039;0.00313540098371184;0.601703735570577;0.155105617351294;0.108149592343912;-0.0669486399052247;0.42416852875566;0.0978563654839985
"intelligent";-0.0757987775898238;0.0770886925420218;0.267910957470512;0.340694943847171;0.21128930575195;0.291808687274868;0.458004498625076;0.0700159517278072
"interesting";0.293594951124257;0.236623398778907;0.557087643828634;0.190576171429567;-0.00851113281852577;0.0819883141688247;0.182718663283389;0.107072804000919
"liberal";-0.0563305880596079;-0.0228136695809912;0.364082320804844;0.680850635216352;-0.0841255406804224;0.178968271967561;0.0830028155734405;-0.00784903172675627
"married";0.572539024606407;0.486101816895129;0.0982015533723794;0.137367038156534;0.235875964561674;0.236950391062118;0.076821667523714;0.0416427086696079
"minded";-0.0106531850288375;0.219677090990016;0.0227586081917477;0.791834713813145;0.0857719980835723;-0.0838837098015588;0.0188183715695267;-0.0679001838447227
"natural";0.561146985036209;0.377759700149576;0.197724899752624;0.0568307165730377;0.0406544053440879;0.188781695535592;0.183625762654182;0.188308456185256
"original";-0.171540136936197;0.38738890561627;0.496852595509686;0.279639393310333;0.101633113232098;0.346107602205835;0.157885352243579;0.0272224380744814
"pleasant";0.349737196542984;0.406472745996931;0.171797176996805;0.148036895537449;0.161675474160232;0.394733291209669;0.301194728367615;-0.0372069052698294
"pleasing";0.246300566074644;0.267157043720224;0.36486457595926;0.430917626306557;0.178620719244528;0.24176040118366;0.136647757729353;0.145345458027171
"polite";-0.101786618407064;0.028113279056222;0.401556023131584;0.369613838807157;0.101246677940764;0.289911380902877;0.260572371486875;0.0399588309542723
"popular";-0.0450257857918029;-0.0468101736020591;-0.0248076214243173;0.926806207743214;0.0661517300554126;-0.0109523948002959;0.0586510698246102;0.0268081560770194
"powerful";0.330336758142368;0.0953626439430382;0.332800768718221;0.670653866555241;0.176681662217198;0.0997558601344894;-0.00453492722677756;-0.0994381790480172
"proud";0.159115697878228;0.288435344247138;0.435767031522257;0.235244955851336;0.133996020292185;0.409190667738777;0.0632406107391194;0.234781422204281
"prudent";0.358760273865181;0.467593588911803;0.104187059686693;0.281921760407189;0.137551932150907;0.0679025906401298;-0.245267815291578;0.204022701131675
"qualified";0.373618933851334;-0.0111867975172525;0.628947582031222;0.000590500301524207;0.101835006619001;-0.110599876554162;-0.0820259814298351;0.0170704883118674
"quiet";0.170255438627538;0.483623645460168;0.0399745641759935;0.264654049377908;0.525645444793641;0.142202001879035;0.128705167149119;-0.0608852728594675
"reasonable";0.44723363113045;0.412584460700904;0.06521956750761;0.129541673841843;0.400910585498047;0.106519581479234;-0.133749302758953;0.142956296918359
