"MR1";"MR2";"MR4";"MR3";"MR5";"MR7";"MR6";"MR9";"MR8"
"#-wise";-0.0958636941303069;0.219625105418961;0.531808432290241;-0.0740698803539206;-0.13971370832856;-0.172031864245126;0.399608404190286;-0.0287726923470803;0.267574064107083
"accustomed";0.123384894940372;0.852872972838336;0.00802722842350973;0.0359682597928636;-0.0557938656807195;-0.00591775708351608;-0.107322373183307;-0.0538585532566405;0.0149351438153296
"afraid";0.675089802841397;-0.0850481624332006;0.0622685192614184;0.0851595163440426;0.012989705459125;0.372762604724041;-0.0291548978962606;0.0197204179303798;0.158452008748881
"appropriate";-0.124664634856426;0.737386942736776;0.224353565308966;0.0274706281449092;-0.00345999087597188;0.0978129545879581;0.191782197358588;-0.0238145412488182;0.00726313791169422
"beautiful";0.0949534006491896;0.228957567514876;0.598276756543738;0.0216527719082835;-0.0267121318488653;-0.0159449218497946;0.19588791317263;0.0439537903896539;0.289687625824118
"best";0.367332735491528;0.246417360150347;0.163801768681102;0.161835277619536;0.261611362943508;0.080598459203645;0.2306054643283;0.141285159123378;0.284318112082804
"blessed";0.438528768404593;0.0119227708220543;0.354792884158648;-0.0668082073562759;0.255389106704253;-0.054841519222995;0.0349531661122082;0.561136591952104;0.0314558843173951
"bored";0.221457040018448;-0.124580649051414;0.172618698085612;0.163684960028955;-0.0856691700511705;0.323637945380629;-0.109397619653606;-0.208599802558792;0.0444148801093734
"brave";0.3924923396935;-0.150005321861281;0.242716552995056;-0.0668884620012;0.19986416261324;0.0246606926807818;0.271329066623188;-0.109760752563357;0.341150301687942
"calm";0.521463435171806;0.428777769458342;0.00707676542716691;0.0204608597151239;0.0502238822880422;-0.166189589700286;0.130899681725667;0.0571832189066944;0.260673034566185
"capable";0.034380690955599;0.123738225872573;0.218731613803942;-0.125578099922118;0.675175787876261;0.232539503201816;-0.105579226402736;-0.0960728621267941;-0.0719349213084522
"careful";0.228161925094083;0.36601533393693;0.141542111738011;-0.109070163750094;0.0350154207135914;0.180235312823304;0.0184952266772183;0.221883883681648;0.485912887556138
"cautious";0.101125818396066;0.056223565295287;0.0566979035478495;0.876740701692507;-0.020379500737337;0.0145516395825329;-0.000942133133149233;0.013117589756151;-0.0253492435636275
"cheerful";0.321563617012803;0.352452978884002;0.0640170964610505;-0.0401938168467744;0.175686024302401;0.0110645280801761;0.0240731855389213;0.461822978333611;0.419700580346114
"clean";0.0721227707664541;0.0307854907163221;-0.0352981458788458;-0.00851475440229188;0.656652650876419;0.0797976076612348;-0.0323634695874127;0.397347375350625;0.0754456791310173
"comfortable";0.617650468683566;0.205191184416216;0.0293891821099597;0.0900145275978013;-0.0567159115387733;0.332451043002326;0.0578921195548266;0.218618807006452;-0.0431355073119676
"compassionate";0.0390935061550753;0.620228036875972;-0.14465690034779;-0.072097396259941;0.0421610246979297;-0.0710973090759486;0.0392906469528107;0.237644598401879;0.283984251802611
"competent";0.0793825336633614;0.37253151995701;0.125765120051378;0.381795485791601;0.421374240658752;-0.222122010266818;-0.140006729309576;-0.164923531027759;-0.15550503581863
"conventional";0.0127213021027592;-0.183673713876226;0.697838265130228;-0.0290728084731748;0.0146330012362936;0.20067166114422;-0.132793627832083;0.106185107179929;-0.0680555415814665
"cruel";0.115010900714894;0.134820548228357;0.235119378351286;-0.101474764649782;0.125233742332266;-0.211805267165839;0.62310583222044;0.0854341697408457;0.291323083950222
"curious";0.280874545092293;0.346762290191849;0.375841898192274;0.101024254902153;0.18241261051044;-0.0478723747932324;0.198352216346946;0.27169814287563;0.222595858175963
"dangerous";-0.0223121333581029;0.320650469522697;0.561635155194305;0.0244732407254571;0.058490407122441;-0.0215531263639166;0.415352261439362;0.0013865619070126;0.166285724094207
"delicate";0.142363074512737;0.614569830109112;0.23520271053818;-0.161011335983922;0.0941302319179212;-0.0913428048833426;0.131185122667371;-0.10275695971326;0.347660974519236
"delighted";0.254883105000752;0.117684756783835;0.368220466429192;0.0671614878821044;0.455432495055233;-0.101173354380859;-0.0873410201787736;0.524522624588352;0.15638579324586
"determined";-0.0800268166623976;0.0666986947740722;0.125351623947537;0.0163057946091655;-0.167957309957733;0.106934465139421;0.105224547708122;0.261043996609861;-0.0384982854638065
"different";0.57101244569183;-0.00622551659803868;0.287120222519373;0.150136896996064;0.182183342038994;0.197549357761752;0.160419074352954;-0.043088073891532;0.158932354376849
"direct";0.361162460188174;-0.0235912740828363;0.0978317505702446;0.235801041116667;-0.0858715957216477;0.184780274135058;0.314245761519625;0.0330875393707177;-0.0420464797470468
"expensive";-0.00315644129613883;-0.184787721139929;0.717043735274571;-0.0570441455769545;-0.041486225699516;0.137057267876548;-0.0672353110142208;0.0495617116606152;0.0689587339341977
"extraordinary";0.404234202187358;0.0961948970772152;0.180343983925066;0.132009977144171;0.168640359286999;0.0786025944493056;-0.0433384344172414;-0.0866460232273777;0.370878291735734
"extreme";0.402647098387541;0.196114560245342;-0.0229247429098257;0.134076547946577;-0.257131501620505;0.350102229030554;-0.0434056335649945;0.182334404204536;0.0752465785558961
"fair";0.161301021024463;-0.0167393795633687;0.164195824994958;0.491483158110987;-0.0147956487141492;0.408778810777961;0.0989668207597725;-0.0960468527166154;-0.10683275484726
"faithful";0.634000222321362;0.10427592287608;0.321331891552092;0.0606644243421697;0.206709596062867;-0.0865230989446919;0.304858711530936;-0.0153376878122064;-0.27323430168483
