"MR1";"MR4";"MR3";"MR2"
"accustomed";0.391499041631484;0.274913349043124;0.38892861523953;0.190051277823277
"afraid";0.525835188848734;0.437766584154518;0.326728753644263;0.210103694548262
"beautiful";0.475341556677603;0.430815306152312;0.526105746439788;0.130002733193966
"best";0.501322786269596;0.428341756036104;0.425050213918878;0.214249332554196
"calm";0.321017119663034;0.348935043766698;0.662225729799178;0.0344996705249039
"capable";0.386338189897897;0.34930711784879;0.267116001919855;-0.0313516254283298
"careful";0.501005875636797;0.241700822130001;0.639672142087024;0.091951954710253
"cautious";0.573458835828761;0.238910773348128;0.245940319919373;0.132323685195151
"cheerful";0.328827101785681;0.596026012179376;0.467507641742248;0.167697970056483
"clean";0.438470201172531;0.240614740162049;0.302395658885653;0.0773123041308445
"clever";0.264698079002783;0.446142917872617;0.413654167599771;0.000175965731534518
"comfortable";0.511591956421929;0.424833109722665;0.401322416618229;0.170122550688465
"compassionate";-0.0889779701935969;0.452089334044738;0.304726494725391;0.20069979849372
"cruel";0.291805768202581;0.384902587897072;0.34348095788214;0.0590694386081652
"curious";0.405161068614829;0.0968272106587563;0.481471114562402;0.172339492870774
"dangerous";0.601622412075488;0.0716069697674534;0.0956010948136551;0.20870391763455
"delicate";0.255789602984381;-0.0364147151929425;0.584182588784062;0.139244800604898
"delicious";0.335895581609857;0.5437447625989;0.334660777676422;0.0692950851118019
"delighted";0.0816385138220673;0.702770168175736;0.0843030430434766;0.191730690078521
"delightful";0.376654523022401;0.411422803793796;0.0700044403191825;0.113866783965318
"different";0.398765233512685;0.497675357958578;0.518746295670015;0.215491257388361
"encouraging";-0.066192086407345;0.284514587878897;0.135955623422726;0.638121356059856
"exciting";0.246418487216454;0.0363639226531151;-0.119064944850601;0.379352882111746
"expensive";0.189591505013208;0.0977932503227461;-0.0353417348277554;0.606087424383462
"extraordinary";0.563999531609953;0.430740251577459;0.185009813921054;0.185784860091228
"extreme";0.410802179822641;0.367606238587754;0.406924490573947;0.343404562234961
"fair";0.573951781330774;0.291527066760693;0.390703427642767;0.377936853882427
"faithful";0.339371466196522;0.544212231361406;0.506488242077961;0.0806351760635335
"familiar";0.372086415518125;0.321197397729035;0.57947866234692;0.23348346771061
"famous";0.338377347043753;0.331505059465664;-0.0348599258297827;0.257168300417645
"fancy";0.139600994070811;0.478196407056556;0.0922891905156273;0.215409527382528
"free";0.403592945430377;0.434011558060174;0.519044917560073;0.213797963542411
"friendly";0.644741475311117;0.289145848591366;0.211251136428762;0.205481205415051
"funny";0.0605218906480374;-0.0581404832510708;0.211335000436925;0.687453235174572
"generous";0.67873309387005;-0.0409405447387005;0.283128906775078;0.103913038501132
"gentle";0.555302358039177;0.431604573897357;0.486358727489956;0.0758529122371019
"genuine";0.0655613809222931;-0.155322800347116;0.391526119036038;0.650853194807755
"graceful";0.609489878693199;0.293335499670814;0.169725010330287;0.168727601060008
"greatest";0.409938648461334;0.324146580182252;0.389685732219462;0.164280015698464
"happier";0.31621765438756;0.109162139709167;0.651641539973694;0.157131471079954
"happy";0.372125233248048;0.457048322031399;0.477953205926802;0.176300732926986
"harmless";0.247763334090649;0.611955074284082;0.18224403932909;-0.107790736225426
"honest";0.560769454772264;0.325002182220584;0.437048807619478;0.129940438050763
"humble";0.38842650680302;0.414684614146696;0.587160506668126;0.14944235500529
"jest";0.30864354644488;0.607387438928738;0.127719444093202;-0.0682474679020087
"legal";0.57132578713916;0.153192122657012;0.317292262034666;0.325294758123543
"liberal";0.464977157073003;-0.0718870136092158;0.0990723270505241;0.180194996384357
"loose";0.280118597105613;0.263586270988953;0.256390326824642;-0.0189291074724432
"mighty";0.210113176866391;0.414425113993441;0.509825740407358;-0.0157170685294681
"minded";0.10356840676411;0.311968758771488;-0.0521928856104112;0.483526664164043
"modest";0.43284523973501;0.282782277910612;0.361811219066105;-0.0469898259569508
"moral";0.382780735206156;0.349890751037752;0.471109433077351;0.296369927491493
"mysterious";0.588461661141714;0.148717198334987;0.338062019748226;0.312278272355379
"natural";0.65858510664393;0.35063266494482;0.326186183624021;0.268534591703295
"neat";0.162035020901362;0.456018805711849;0.324198814604679;-0.166104977241071
"original";0.533279657552834;0.406358486605648;0.423168788341468;0.284399650776545
"peaceful";0.0419201333448598;0.350714548073067;0.735208386284572;0.0516825833475808
"pleasant";0.455995000243505;0.450004675873514;0.450785702970346;0.247419648285931
"polite";0.392664398744271;0.411138231719829;-0.150879597229851;0.115202673476155
"popular";0.344907024735221;0.293577481928927;0.0675339352325341;0.565726814584903
"powerful";0.381909870621197;0.359129949305166;0.0609596444644629;0.171147326548512
"professional";0.377422764527924;-0.0403238972884038;0.164186998039578;0.438683012853899
"proud";0.351290194283932;0.211014974865743;0.0297104740159668;0.306041440486756
"prudent";0.313805236180916;0.185933588584085;0.187487702506007;0.315371861948849
"qualified";0.49045785700531;0.23138234620453;0.274008187724473;-0.156026977943395
"quiet";0.420175891332567;0.511826324730025;0.448925487445002;0.118944555422308
"responsible";0.145046627097128;-0.100657853079929;0.120509388104487;0.32689331658247
"rich";0.350825660132358;0.571481321390195;0.29820164154532;0.297866210305184
