"MR1";"MR4";"MR5";"MR2";"MR7";"MR3";"MR11";"MR6";"MR10";"MR9";"MR8"
"accustomed";0.344918145319398;0.326101100043501;0.368747932221782;0.129577303475654;0.068395390324809;0.265827185981759;0.23751686963306;0.285070596061951;0.209509488837894;-0.0027036342953254;-0.0259091660615853
"afraid";0.558723150222537;0.213433161632765;-0.0813176800496169;0.161030768065549;0.1277919346227;0.129246342540485;0.0952936392559815;-0.0177989508270713;0.303941284989241;0.138052535267934;0.426517592285307
"beautiful";0.675167717840933;0.0859247480495451;0.134128107793178;0.295139134415281;0.251646841621924;0.196293245558081;-0.0117966516427985;0.140688720082478;0.0687407898594713;0.128965947946212;0.156748290376761
"best";0.312435634212145;0.316806849635982;0.0171330221272915;-0.0501178765391614;0.25789663193575;0.374839446639146;0.357600961364937;0.195431484530561;0.157193384030132;0.272487577966068;0.343175584639591
"blessed";0.456906139263396;0.488490658554783;0.0724156972848368;0.188269325859572;0.374915331207147;0.0226259641205641;-0.00545946922648306;-0.0849535849536546;0.0531054993232014;0.0609936112320124;0.107518152237214
"brave";0.324528492672669;0.501469100111144;0.510483778901349;0.276562795287869;0.0969744177172536;0.021048163096277;0.135031481301405;0.0705580030854649;0.177308032136222;0.0338528507377898;0.0881505223563094
"calm";0.422220656688303;0.0500117340829752;0.0793715347056725;0.458564063471946;0.162254650729328;0.218900301930994;0.21571787331149;0.161023285073028;0.120681392985476;0.0213408406990104;0.187970544742362
"careful";0.520926981137196;0.241098205003395;0.27512149675567;0.116840730962619;0.306535470064099;0.0261397012655054;0.245209676351856;0.04103418784565;0.0459866698024826;0.111226546666456;0.251729795435848
"catholic";0.338807568486107;0.505973909184954;-0.113837180445535;0.0905159818514865;0.20321933941239;-0.301242442936425;0.140016076304369;0.100786028508005;0.208392330453751;-0.068796410098234;0.0289368510212997
"cautious";0.194429610827435;0.273529101082535;0.175502961575027;0.0569040729913212;-0.0259134882400868;0.0495721920999262;0.0277534646463759;-0.100123414460099;0.0643319130570576;0.408798384396211;0.247545747810301
"cheerful";0.440411253486463;0.267208120812407;0.160382969523742;0.212362283332584;0.185119137891903;0.381718872073408;0.263002271606161;0.0187607211123523;0.136519711839163;0.219771383231243;0.215290483343928
"clean";0.093767108330457;0.072342539785072;0.162148218282409;0.115816599765678;0.0279828894328779;0.147551100059971;0.265721785395565;0.386889586082572;0.156274352061844;0.437801644602569;-0.0238998702757157
"comfortable";0.502343080130881;0.322914831730936;0.160832473450868;0.291988418450578;0.211632426598753;0.140548060829782;0.145239946532103;0.0939247803496294;0.0207384674873217;0.266855405766558;0.0195500142565339
