"MR1";"MR2";"MR6";"MR7";"MR3";"MR4";"MR5";"MR10";"MR8";"MR11";"MR9";"MR12"
"accustomed";0.550728859087582;0.0151484092192241;0.0183236513279073;0.0123305422891023;0.138271831506613;0.391482843830544;-0.0543005166899414;0.0848334906754517;0.371302511557075;0.120025700564441;0.222513162020888;0.132502788805417
"afraid";0.533749627411734;0.156504761777235;0.373513897747997;0.134160405753585;0.00959729167373258;0.189787433159391;0.166480142422758;-0.0128480095950915;0.372482884454434;0.224805497711197;0.15084171681675;-0.0838252436735355
"appropriate";-0.0227738547758043;0.935971042083529;-0.0552496947574455;0.0525479896306208;-0.0725430544301251;-0.0153228425814837;-0.0111610577253255;0.0940869473807464;-0.0493427427709847;-0.0171703719659541;0.0125643630016715;0.0374201452493427
"beautiful";0.555910633319536;0.24126306385277;0.197145654907276;0.330818963847248;0.0146663103858686;0.133537735280986;0.144371689551722;0.13086435708165;0.193910117253113;0.202900160170225;0.0602833239964023;0.149674611752449
"best";0.501653833207325;0.0237788711643185;0.236077218736606;0.302862149701642;0.312511244140693;0.116257708132977;0.173467070416797;0.113304546723354;0.105863277600616;-0.172781538246895;0.176525312577942;0.217026561930276
"blessed";0.0135456553742813;0.392683403313757;-0.0836288292462797;0.181702602947653;0.0629217303707235;0.044209688839157;0.000859005557238392;0.700590144377252;0.051527514938128;0.139770109254958;-0.0264808203640737;0.0460782577098812
"brave";0.223425356844528;0.204777378152824;0.13292770110444;0.57978055239102;0.159833453183095;0.0554053052871451;0.169198778991718;0.187811697687422;0.423803363912209;-0.0981351716642758;0.0102020744631701;0.123566228474329
"calm";0.217862364478082;0.0640192013191669;0.19574274598006;0.0248111736266331;0.628858695960079;0.282038284581338;0.0684883201702855;0.0897445522032155;0.289649577363256;0.0707857888474576;0.18349875396003;0.0525118558061682
"capable";0.378090684170911;0.194139583004964;0.114816568140862;0.230188291340576;0.220795060247855;0.411414775344895;-0.0371285518766518;0.242415395915239;0.28238067779153;-0.034395480122943;0.170565224938109;0.0667998114835997
"careful";-0.124636592492212;-0.215704843737717;0.610420277187118;0.000712659128628289;0.0847267349164887;0.111461481044737;0.0828529953679018;0.0102124858774174;0.0788252449544067;0.22537580762235;0.00216454163634712;0.215952822130656
"cautious";-0.188284886310455;0.0201453141337108;-0.0180848285693766;0.224972869722563;-0.0443477499587654;-0.160089534019888;0.451718260740385;0.458731476151571;-0.128935519531454;0.297477313888434;0.0307452813980942;-0.141947771075562
"cheerful";0.300007131241949;-0.094551960325329;0.0586063458909586;0.0228201427804956;0.50585302767078;0.138827053972293;-0.112110907053518;0.126688224635737;-0.0146447859459493;0.0307154898775291;0.486357914995917;0.0380017102108811
"clean";0.0628676276161787;0.0358389263265502;0.112293688584098;0.135297015724147;0.534464654402813;0.206071754059586;0.190261793786618;-0.0210056503960638;0.037348147299362;0.433845587261903;-0.114926990363379;0.0423629220324951
"compassionate";0.283565669005647;0.270104256024483;0.0467570363648956;0.195263406526301;0.0312463773748318;-0.00675246927819989;0.473123055070462;0.0167458508973352;0.000275254282301645;0.269656106483662;0.345844119030452;-0.01777979552128
