"MR1";"MR5";"MR2";"MR3";"MR8";"MR4";"MR6";"MR7";"MR9"
"#-worth";0.0321671108314931;-0.0532519671746953;0.190814360295697;-0.10349462304323;-0.0271156999183085;0.120595801346277;0.798401951164307;0.145845557400515;0.0824426115076443
"accomplished";-0.0771476454043558;-0.0164458214154709;0.674707415069798;0.00109538686360073;0.089557126586043;0.139177268171116;0.372604300855637;-0.0420073285532452;0.0676120687719193
"afraid";0.558784747239477;0.103970799635186;0.0101065577128617;0.286538191483992;0.160973634779924;0.311088808380865;0.162633511958238;0.146625125858577;0.391761853756453
"beautiful";0.3918921660443;0.282900344638563;0.160759982638783;0.153345432028171;0.139998706058503;0.193506286005525;0.566544841847072;0.0224674584434056;0.0471911181474896
"best";0.627380522702219;0.390280386395709;0.109549733503818;0.226382923946668;0.106049404983863;0.0963507512918932;0.10540226509049;0.0187117861859401;0.0354465683903601
"calm";0.280562272039572;0.423430236130075;0.0421489538611508;-0.13090622939944;0.37084982171354;0.276940629446202;-0.15463892308833;-0.0468862034009574;0.32437087204454
"capable";0.440040179176843;0.364162396577643;0.122990310623909;0.440288030969334;0.276372115374684;0.0505844698581119;0.083172178515066;0.108303784756054;-0.119558165549825
"careful";0.128918168588413;0.00871304126188719;0.717198058813392;-0.0439806411424472;0.317013664507081;0.0622877529803727;0.0702337818745865;0.156888960632661;0.258162839664828
"cautious";0.385485895812785;-0.00899586501330119;0.0914067191647999;0.617109588797194;0.0761283279455819;0.0294168598912423;0.295416152380782;-0.0524851842178612;-0.0518672394900301
"cheerful";0.373643063333835;0.222684081286034;0.145750674131713;0.409091092128438;0.434436913984812;-0.0146031909465771;-0.077449039716647;-0.187652611735897;0.0279602328485475
"clever";0.675665993964108;0.0968503250571968;-0.0931870233980456;0.240487081919606;0.00138012524430053;-0.145913409346671;0.119995141071842;0.165933005516598;-0.0303529628405285
"comfortable";0.703453051301358;0.135067549130316;-0.0609758292642232;0.216138206640725;0.191465631760845;0.0796376581217129;0.018710191001889;0.259949103142302;0.040181220334679
"confident";0.0924150798506257;0.351684630764744;0.129843656347785;0.0584546333815077;0.0868399558344774;-0.0970042525655431;0.0919625409308988;0.297266730908428;-0.0036506272989877
"cruel";0.290435704095317;0.2132761327262;0.336596449583865;0.373292041884154;0.204537222049203;-0.138030842788754;0.432422900008831;-0.084172293587801;0.289786106291967
"curious";0.18002876441861;0.494355831150173;-0.00627886775890427;0.249929202447952;0.195364285054577;0.277510827694102;0.197931739614625;0.106208184128239;-0.253159785262264
"delicate";0.738620490940688;0.318706888164625;0.13167868301171;0.131706902805127;0.136381622461237;0.0815236292948621;0.0660247998016653;-0.0234919912739114;-0.0169197334714619
"delighted";0.367624199013605;0.225339138999777;0.126566395836594;0.420928915722449;0.366885227207733;0.325829199924249;0.29409067077041;-0.0884697094087986;-0.0844312011944375
"delightful";0.521746000716187;0.397868169230416;0.0165432372207463;0.0895047689286229;0.0284561142166803;0.322759918106849;0.266419139303455;0.200146186240774;-0.118066142603199
"determined";0.212991520102034;0.359626633076789;0.026230961455456;0.255941352627772;0.298148669301727;0.476657309103463;-0.0326294067041984;-0.100403705774495;0.287013308762334
"different";0.154083513761187;0.179147540638699;0.382994065727495;0.40092427417261;-0.0892127354504161;0.230373595261056;0.333718503685118;0.0151251063310554;0.0359458529688696
"encouraging";0.559324379569923;-0.0222838126056658;-0.142165861644691;0.091371703060777;-0.127651468750972;-0.174597825542467;-0.0160978311872632;0.109412306778839;-0.0307662707008747
"extraordinary";0.320845834736279;0.573998413073793;0.100732570316299;0.228696127708328;0.143422663147509;0.345427527125123;-0.0573612188912603;0.0217458948593085;0.14411854078094
"extreme";0.0364766033157192;0.0502054590594347;0.0208480413535122;0.000442342660697554;-0.0311477573506255;0.804161199239799;0.0429707571194966;-0.0203755012759704;0.0178097467425216
"fair";0.656677662156903;0.192016331059609;-0.0695970962594948;0.283358407918491;0.240945754864901;0.256296177128265;0.0853579497499182;-0.00100656658132273;0.0622859942353565
"familiar";0.316626895165765;0.52334766346554;0.0501290474999958;0.137477653761567;0.321274942241526;-0.00544718558671589;0.128991305776702;-0.0147389425364143;0.0088465789816062
"fancy";0.452771450773834;0.377783145306879;0.0482219374736698;0.113191200799664;-0.0391905519233634;0.0747070182313143;-0.0400329534109863;0.515007184724835;0.125717339706096
"free";0.792625638825814;0.144802596871125;0.141238092386821;0.0779109069502728;-0.0212344685078235;0.121666678565898;-0.000445882361399316;-0.0787918962080193;0.080776200242885
"friendly";0.313797990133705;0.324503012207421;0.299748539509956;0.0145663025138742;0.53344512696993;0.0704047965681589;0.101988276682272;0.200799237213791;-0.00800595843228034
"generous";0.708739125757332;0.15630261697099;0.0831728922398945;0.244158450243123;0.330618035840429;0.273807797072456;-0.0057641415483668;-0.071613673546217;0.158777132602498
"gentle";0.0247735822152763;0.115294013605914;0.0923466135426928;0.274325654702657;0.600757116995545;0.139666140229252;-0.0446230091559287;0.147278708349358;0.197156861273998
"greatest";0.428470973041479;0.164225898055097;0.250759083902563;0.130223792613368;0.340840834073356;0.154469501316343;0.302270547443107;0.0585753943477292;0.153674012902488
"happier";0.226393533054462;0.178894647854308;0.225076921016479;0.150897990940673;0.0732530288850545;-0.116392134753835;0.327683766543166;0.0340931909254471;0.60992882823633
