"MR1";"MR2";"MR3";"MR5";"MR4";"MR11";"MR7";"MR6";"MR9";"MR8";"MR10";"MR12"
"#-wise";-0.0458327362190773;0.121276941963775;-0.0740830373346384;-0.0925087502422674;0.746486607465279;0.175317284883409;-0.0895230376238079;0.16377822641556;-0.0747376638223547;0.0115519944351519;-0.0275029997795097;-0.0220442977634711
"accustomed";0.137627655057915;0.826451639969027;0.02335550467541;-0.0707830839973913;0.0867681774460314;-0.0410417198768657;-0.00971801216000834;-0.102443432466647;-0.0649919413732661;0.133227730322424;0.0253408798537177;0.101657219448219
"afraid";0.656203864974111;-0.0972682551174989;0.0963987545322612;0.0172347177683928;-0.0856646874318528;0.13436165705345;0.289905754614754;0.086331246461384;0.0110899347957591;0.283326027785185;0.038391028678698;-0.0173730627545882
"appropriate";-0.0703631724512154;0.672305817117819;0.00221047038702424;-0.0396458406588153;0.423139774632081;-0.100281465425373;0.164136384184288;-0.0131194161765474;0.0511886772845398;-0.0657921018073921;0.23084890338603;0.0339996712844343
"beautiful";0.143036856769243;0.141593012350216;0.021456234963067;0.0331152203118418;0.641088676559604;0.284234238841532;0.0249336196514496;0.0233304340754355;0.0108745226478551;0.122053345165084;0.0491113699466915;-0.0222977281257988
"best";0.355429063883926;0.288962326546011;0.178250332056646;0.276394647085284;0.132945233324983;0.198989000177557;0.0381594450684495;0.373129140526303;0.122787229031237;0.289807958778161;-0.110613465428939;-0.167918760498026
"blessed";0.529293026710828;-0.0085284108996407;-0.0727309525304497;0.345582391505425;0.280524982220261;0.204242781642165;-0.0284619649248758;-0.060801299919013;0.419260414871329;-0.153585878873212;-0.103515977290002;0.0322907449902033
"bored";0.185758424398104;-0.132264488942985;0.16314251555188;-0.141362411207334;-0.0504883868217713;0.110573186631306;0.241401375827664;-0.0732644511248686;0.0119849515811757;0.201391658734593;0.414312598850655;-0.125225608994041
"brave";0.408946550521211;-0.128689857156863;-0.0514588745717423;0.152940544707758;0.246463147464035;0.154922983862608;0.00877721580681042;0.295362368396152;-0.090893360010244;0.149997912867197;-0.0167725544898616;-0.401222341085817
"calm";0.492863618347249;0.355526331360479;0.00782448775162839;0.102426119910779;0.208790479732074;-0.12646484116163;-0.171411253838509;0.126124586923567;0.00812604874453048;0.300140260386473;-0.0199325907407316;0.078789351611098
"capable";0.0499199547520248;0.171728249180713;-0.139641091657378;0.595171960705582;-0.0334380179058334;0.155156206797578;0.241418124558606;-0.074252975596854;-0.0598081258179152;-0.075987517202259;0.311077268552025;-0.188876168830116
"careful";0.219914195149532;0.280164822825692;-0.109001448346857;0.132401516550565;0.284267078579222;0.0468387391583029;0.172625954268368;0.011552855187348;0.179241378440585;0.527414923617998;-0.124075806173635;0.0432992889230276
"cautious";0.122148085457391;0.0548011753914968;0.872048392807965;-0.0124771836599826;0.0645730532891096;-0.0328701100616002;0.0090980270434184;-0.0491885767862293;0.0296661284467772;-0.0607911237729174;0.085233382393355;0.0123203888203225
"cheerful";0.364394389333814;0.311336923316226;-0.0400427711285954;0.274453370345512;0.239660657504512;-0.01607070405401;0.0251061215873238;0.00389775564180694;0.357414917922894;0.307825368268711;-0.263000774110102;-0.0416700164204972
"clean";0.0780909790564736;0.0401410362015897;-0.0199476384229687;0.730118757998495;-0.0604241493629876;0.00132885227544308;0.116704503456156;0.0174256608473077;0.240831387138134;0.0565480561042073;-0.113689628765071;0.0719393962858497
"comfortable";0.632889443510704;0.141312472204188;0.0854278142554926;-0.0066931697604845;0.0140785367678459;0.0296235291054646;0.304352064412709;0.0666456640441924;0.099397084161184;0.0920395187607325;-0.0257262158917028;0.281008126760764
"compassionate";0.0536485282102182;0.573658496608643;-0.0799457913139357;0.104140761738633;0.150661075978231;-0.185925786383817;-0.0367615721677688;0.0200891727890346;0.152393155269186;0.265135293307611;-0.243109387483019;0.0722084258540433
"competent";0.0791669217875077;0.441170086415829;0.376653730509967;0.387125534137688;-0.051874776025276;0.168674666078935;-0.22257008637636;-0.0479600547105417;-0.263662975709781;-0.118831800037219;0.0603280670409582;-0.0135354779723615
"conventional";0.0259341616129853;-0.125207412992888;-0.00332230712085929;0.0559805886011434;0.143182063414386;0.845687255548718;0.136565662619433;-0.0123508726464977;0.0628478926436161;0.0110550927177697;0.0121278386547739;0.0299074248177592
"cruel";0.136001710936168;0.0763871598867864;-0.102686695017539;0.156765947051559;0.563888340287707;-0.028753387900706;-0.13173279750145;0.477357964548918;0.0146423002681759;0.0243718587623769;-0.12333643341325;-0.0958154260280837
"curious";0.331107900004898;0.277056394808411;0.0936850354395468;0.26642725732825;0.478414085100819;0.148519331950988;-0.00000990783318638043;0.0828082132241654;0.138404877481706;0.0837671266096532;-0.0820730116206061;0.0759180117002772
"dangerous";0.0369080456282877;0.234870174633285;0.0130693941168404;0.0693346311400055;0.711281280254999;0.146370473199353;0.0570686677196828;0.169581906704147;0.0159781863365821;-0.0642387268869257;0.167392666904044;-0.0511663523331999
"delicate";0.132942649987594;0.533082482943941;-0.174196887589074;0.113310774163448;0.421015944378917;-0.00834588658075254;-0.0652424685780387;0.055691506298371;-0.0833490880122451;0.325375704146163;0.0882929926059732;-0.0340468019079298
"delighted";0.286778656591669;0.0702779278850076;0.0576503393460965;0.617084937763847;0.275111963114599;0.265652368916528;-0.0705853188218173;-0.117453486649543;0.311311103078899;0.103722548748897;-0.137090836917622;0.197500928988269
"determined";-0.0841616783463006;0.103126401408744;0.0231670768171892;-0.15460004428031;0.02434823740326;0.156108842397222;0.0596027580590699;0.156279367125839;0.399306641427875;0.0345482665008415;0.0438272788155349;0.00167412936485971
"different";0.579512396937334;-0.0354653192986481;0.147652813640381;0.159842337317229;0.213881978775404;0.113039786527272;0.168375365011317;0.132577588765307;0.00414388004524501;0.115621351023532;0.223029689908275;-0.141014172364026
"direct";0.367724633987155;0.00425486499184637;0.251707291801644;-0.112996441359808;0.0462967737738726;0.147783949390877;0.148952494441258;0.381283638652258;0.0195917222249127;-0.0331070896986615;-0.0405841122467242;-0.0105112650835527
"expensive";0.00786511867161233;-0.151983123805222;-0.0295290836155238;0.00501816677802091;0.266848558016224;0.801704909746644;0.0829717664084282;0.0170190890590014;0.0061364222388168;0.0972327868544788;-0.0240572567297171;-0.0282152296293111
"extraordinary";0.407941130660746;0.0585914503616423;0.129987926483397;0.161927718218053;0.201578812307753;0.00899349846792517;0.0565385033956257;-0.0718189423187297;-0.0235039596559434;0.300665728535768;0.139905636323777;-0.236649017652144
"extreme";0.410939829263478;0.153491367676049;0.14628880860283;-0.195085093361868;-0.0436044313923456;0.107955182716491;0.308346924471996;0.0294464189298535;0.059930425074402;0.238776282094637;-0.205530438142434;0.269507009658109
"fair";0.155900229330999;-0.0506430827173124;0.49009831967707;-0.0223655832564894;0.0473200086406837;0.118524926450543;0.38820615747803;0.0824959453482712;-0.0932415748105711;0.00611666305180046;0.20007441428778;0.158643248558701
"faithful";0.595433579675706;0.085776478311174;0.0462054891573347;0.211212650663114;0.13880683038449;0.224839489880729;-0.115713304724601;0.345764301825128;-0.0763092386330104;-0.131054437445042;0.255471820522797;0.227517973889566
