"MR1";"MR10";"MR3";"MR4";"MR11";"MR5";"MR9";"MR7";"MR2";"MR12";"MR8";"MR6"
"accustomed";0.713334748202207;-0.00688190006199047;0.0956875778332207;-0.193181232544884;0.0599201277464946;-0.086681358519979;-0.016418853055732;0.0642819223410433;-0.0463077255756995;0.220929162065298;-0.117951896201466;-0.247849199408369
"afraid";0.398661300072796;0.380613470703175;0.407635227346873;0.222256352634305;0.272236767978037;0.196385779082254;0.199809155714069;0.244375945370254;-0.0919870290868404;-0.107782465395683;0.277906460590963;-0.0416864849861248
"beautiful";0.622774434914909;0.117079349621016;0.214514236044519;0.296512822107007;0.0899782996002327;0.0715052480715952;0.389568707741727;0.106540478031398;-0.0694676191291468;0.174461046240633;0.066774202583964;0.193008706007835
"best";0.44164423022523;-0.0907836431042272;0.38861753113369;0.374411058300162;0.174329318853127;0.182413117168282;0.0971768012937639;0.117836353073074;0.00833888395341225;0.148443958240069;-0.214301124755831;-0.195775028051359
"capable";0.163819307318368;0.645817908166233;0.147185908308833;0.11029034079424;0.20736781679978;-0.0512120273620431;0.0431918713439912;-0.0181495311727736;0.403198360923342;0.0526203659407668;-0.100581528293605;-0.0627058549488046
"careful";0.0155892450633408;0.125013786762539;0.229522888252132;0.178568616966723;0.315831323869309;-0.131511613872067;0.520902840028738;-0.0171466655944072;0.323758945963874;0.124758714892613;-0.0117056973709376;0.0981292399629496
"cheerful";0.125921304918877;0.157675274727543;0.444456293040867;0.200866774163819;0.28832486026772;-0.00548231628190382;0.230620382228007;0.22565344916727;0.305241430010897;0.0645578744479152;0.0947060870970743;0.0555365511266685
"clean";0.209165430739876;0.168909144502114;0.263137638481805;-0.0346537038212047;0.305743039048975;-0.16460982890991;0.303702714583491;0.140716918994277;0.434193591905769;0.16920273351823;0.240345756670478;0.167508923831168
"comfortable";0.24551340935954;0.312200454823193;0.169578786921387;0.0347125665451277;0.189395182859272;0.124853237453328;0.0404145709163614;0.490809074222224;0.135432374166895;0.0814922059365897;0.0933336350850341;0.0766375799249954
"compassionate";0.425031791681252;0.291418506768253;0.266172325479858;-0.0868361577583267;0.394516569611655;-0.0579466060147517;0.109441743032446;-0.0352646798802465;0.24322443282733;-0.226486017723451;-0.012446948196711;0.246002261657471
"conventional";-0.0143864500030355;-0.0406063022628018;0.0674642502820842;0.82845050595353;0.0304409866986632;0.0248255559546111;0.0746984075307904;-0.0597202287274449;0.0486604347314411;-0.0320852651839689;0.104970683045662;-0.0114474853047505
"cruel";0.12892494769615;0.164109832324949;0.206446568761936;-0.0634541029494344;-0.15452098184652;0.294496449405593;0.558599587691923;0.0427343710631748;-0.0738838851991019;-0.144220271860073;0.0419225680814696;0.156613296085872
"curious";0.146762041154723;0.50597340680888;0.418375750156081;0.271256658807902;0.108143416897047;0.184324896542079;0.112532767626459;0.211139996840206;-0.0661510845159392;0.0469266151774829;-0.153650386743032;0.0712486960782283
"dangerous";0.168933101155444;0.160457964990906;0.36512708532422;0.132456379797271;0.0203164477804691;0.0754519698387471;0.0603572356437764;-0.027933203242161;0.0272516985887184;0.18369350592401;0.653510014889376;0.0676285882279244
"delighted";0.431427799101118;0.341608721325317;0.158151293985996;0.176510678730153;0.438741206629643;0.294096523375985;0.15159786360159;0.106948100852105;0.0180499110391682;0.0338079457896732;0.0749116580751326;-0.0841054546380924
"delightful";0.122361480089042;0.287969748428006;-0.0162687795313079;0.62008646102738;0.120573908802274;0.020347925831419;-0.183035778677939;0.0213938522220171;0.463548363917645;-0.2152659393612;-0.0424714353241533;0.205125904873871
