"MR1";"MR2";"MR3"
"#-wise";0.214625614068599;0.302242190741518;-0.168401557481984
"accustomed";-0.119140755465992;0.788325117460297;0.12124101413329
"afraid";0.542206705923812;-0.0629287671901889;0.405791509807835
"appropriate";-0.0517727714390666;0.731714316736191;0.0187019307537815
"beautiful";0.393075944950153;0.3384229566612;-0.00224017521251083
"best";0.493209589460364;0.377549577060664;0.214668682393203
"blessed";0.706686387267869;0.136110550963023;-0.0493952974844209
"bored";0.156330147336124;-0.137355997049476;0.345757216527996
"brave";0.567201636110278;-0.0167228035617347;0.0340493015677004
"calm";0.353130813832847;0.467707542040142;0.133022489122579
"capable";0.331290747303277;0.223193265586155;-0.0824166688347654
"careful";0.353379483014264;0.456818907317475;-0.0200548537099161
"cautious";-0.0619402926809744;0.0880697163147962;0.782927209857016
"cheerful";0.451549621048573;0.473954953348814;-0.0230640859820125
"clean";0.378620264905239;0.18531476978584;-0.0897210889747449
"comfortable";0.448094781871347;0.17744373969605;0.376653344600329
"compassionate";-0.00581782903164449;0.650490523952164;-0.100567254856681
"competent";0.0182879869759951;0.40781769394032;0.273711816878106
"conventional";0.37756498094661;-0.109006234734454;-0.00584558380476118
"cruel";0.400831276291577;0.270042933629477;-0.17610262099079
"curious";0.504034199727762;0.47753340452826;0.0795382702275478
"dangerous";0.331141274696147;0.422731374669355;-0.0407172167061166
"delicate";0.212344125496823;0.681868910732253;-0.127770417195402
"delighted";0.60340924243594;0.29778081011347;-0.032903439772235
"determined";0.0325875264257476;0.0613739049272784;-0.00683016461262424
"different";0.628963823444361;0.0818540990912454;0.347982939980913
"direct";0.308869342248737;-0.0176696645274293;0.378408406577861
"expensive";0.375696593147979;-0.0933087129421501;-0.0499437558539919
"extraordinary";0.412856435934455;0.196713287160791;0.244568968425775
"extreme";0.198197161876822;0.14384549426667;0.367732265092161
"fair";0.12912150697087;-0.0166539589230504;0.611309039137512
"faithful";0.608164435208938;0.131487920454824;0.224510029147353
"familiar";0.402034518090987;0.346611617121103;0.104813216116242
"famous";0.245178268770378;-0.0344536311261918;0.0556690135326528
"free";0.582244115466008;0.25628364721655;0.0980088838274508
"friendly";0.304801952716952;0.280474497927311;-0.131914906816569
"gentle";0.687420335861386;0.0979214826940848;0.106095475655162
"genuine";0.446571368521111;0.0259369708896168;0.0450369643302433
"graceful";0.341219389590992;0.269752621938479;0.00572353761783161
