"MR1";"MR2";"MR3"
"#-wise";0.214625614068599;0.302242190741518;-0.168401557481984
"greatest";0.647626086731768;0.117678462453621;0.251544933312541
"greedy";0.226437315592623;-0.0487851340829627;-0.0596171907497387
"happier";0.616502827707947;-0.0765264440986122;0.0146982850839242
"happy";0.344221290231522;0.495307010239984;0.180532030457091
"holy";0.02527119180491;0.668499133323252;-0.000861359373838609
"honest";0.498610150817729;0.353729051406988;0.0543055194851053
"humble";0.637592227244806;0.171670309217446;0.255913064823034
"independent";0.105675038573415;0.589163787549948;0.0110889921167899
"intellectual";-0.131689947558036;0.797648504143214;0.0961797218313008
"intelligent";0.389786277635368;0.0660228186833595;-0.0549599223583399
"interesting";0.25045524224641;0.24867689906547;0.451666467751068
"loose";0.32932271494398;0.416967651796545;0.095376054719933
"married";0.410207498337422;0.0694216339223744;0.0289408709631955
"mature";0.650127055833134;0.148242409094734;0.0068816092108462
"mighty";0.243291314227181;-0.041054347321784;0.0337871084026463
"minded";0.435532877981004;0.396290350375021;0.198912868704028
"modest";0.481898235761674;-0.032216010687816;0.399192491915637
"moral";0.401685060217813;0.21959225378294;0.461553945554107
"mysterious";0.437352750533941;0.025326704310545;0.121031523242825
"natural";0.607536997066412;0.198947755978358;0.039888183685071
"neat";0.406796258246256;-0.0111472727950194;-0.00276006847683352
"official";-0.135505846420963;-0.0659773144393005;0.835621109117299
"original";0.109134427915526;0.081867141900793;-0.173592518592244
"pleasant";0.561405364815674;0.186703510961924;0.360062708561407
"polite";-0.107239233755987;0.717756241950426;0.0125388058568114
"popular";0.0398020218923013;0.6619687458561;0.189804506588774
"powerful";0.125984578220626;0.130294169754063;0.177435427851948
"proud";0.703851413663882;0.142915710235399;0.0563418349077401
"prudent";0.00302682236202735;-0.0074259844012399;0.655423556115476
"qualified";0.483923096489662;-0.137920411014456;0.424624072647075
"quiet";0.563766076261237;0.288471104244045;0.237441984631739
"reasonable";0.00378741526413739;0.15717005022495;0.184366090540052
"respected";0.441082067813958;-0.0478317634617443;0.21852005035442
"rich";0.467168112945002;0.23268528878057;0.241881976559321
"sacred";0.348057531263245;0.213457807429782;0.0530858900317147
"safe";0.199842767193949;0.352513122843861;0.393990750559084
"scared";0.230037688426143;0.00897496135205175;0.402192155969947
"selfish";0.342401264573606;0.507532458254613;0.249230600267168
"social";0.0232783439526209;0.278512050339282;0.170077056301083
"special";0.298745864430135;0.150006385125757;0.165307018742423
"strong";0.520492712121445;0.315449478019362;0.381108586053076
"superior";0.39121300606709;-0.0440431818658945;0.236238999513389
"surprising";0.128144673218217;0.256768106023042;0.419505124074386
"thoughtful";0.370987483023215;0.261693239986752;0.182316940576682
"trustworthy";-0.135505846420964;-0.0659773144393006;0.8356211091173
"uncertain";0.520549846374629;0.16087232696436;0.190243908608533
"united";-0.0513384040873164;0.249099875887443;0.723639247729441
"weak";0.549230692324635;0.109470281725596;0.240384049856836
"worth";0.309454226878034;0.0271118498581176;0.316956882540213
"sincere";-0.208174159140311;0.809821449206728;-0.0999006600492892
"welcome";-0.0444806755977065;0.433462709430952;0.0319949601358787
"tidy";0.275117163548837;-0.145467238410716;0.229990804872544
"stable";0.386706763635902;0.0934723739873223;-0.0926397316776003
"wealthy";-0.135505846420964;-0.0659773144393006;0.8356211091173
