"MR1";"MR4";"MR3";"MR2"
"accomplished";0.302658401428028;0.193755680943715;0.241246469070643;0.383673447330662
"afraid";0.37686053747131;0.610425132272959;0.401460409744403;0.319441092523289
"amusing";0.698703508171338;0.201715120596918;0.118359136637697;0.185645952061763
"beautiful";0.664504360285798;0.399633459514265;0.460840494090674;0.186214787444503
"best";0.502150904809327;0.518581548165968;0.283994844029429;0.366349129367354
"capable";0.332201537917971;0.329555854716205;0.308415527082146;0.450754087933866
"careful";0.522207903796694;0.0615727070449621;0.170464735452898;0.453317212205885
"cheerful";0.498545269881155;0.482559152505988;0.402961262270742;0.349418708184713
"clever";0.560050323605874;0.399799759678137;0.365132334194704;0.34886679935076
"comfortable";0.406797865570216;0.409196254099665;0.464258169057547;0.495772559465187
"dangerous";0.395137578272081;0.340479359950535;0.19988078720407;0.537512503423056
"delicate";0.678421330150499;0.195294952895879;0.234194185363904;0.373319396334568
"delighted";0.36402312318718;0.648873716114091;0.40675441433005;0.279968938869731
"delightful";0.503391404688696;0.564304209534365;0.420657809363914;0.275951662349808
"determined";0.471419321934807;0.522133801220563;0.438754289902742;0.159692420928306
"different";0.536521594064112;0.547491435718636;0.38611787181413;0.217999315682969
"direct";0.370690946845042;0.520884070089174;0.137587100201086;0.408240736542218
"exciting";0.345933778206699;0.623045038539483;0.0884594730172492;0.425290859372147
"extraordinary";0.413265586745605;0.412985512487088;0.194149542964928;0.520635833095035
"extreme";0.419477807157307;0.425306157660693;0.325701723543992;0.394674379197977
"fair";0.458585320475953;0.219468298148891;0.469669687880093;0.527261496320164
"familiar";0.409892060059412;0.145877144189459;0.429726405079633;0.281720143873272
"fancy";-0.0751318704851768;0.267980284577652;0.469254215653617;0.590979623442217
"free";0.326661484814688;0.300702172791904;0.432217670318914;0.160559401229221
"friendly";0.409495163714498;0.632693390419619;0.348433603540928;0.170484227738793
"generous";0.201372019745233;0.271425835869318;0.48576841287805;0.105685827320974
"gentle";0.514614553897784;0.388330878657777;0.442688428344255;0.243930443306624
"greatest";0.500579672044474;0.421031659591666;0.397032501381651;0.4520665120816
"happier";0.541880893692138;0.452167028371925;0.403375306417031;0.0331274665304359
"happy";0.462226310575171;0.144958632484866;0.454723412661572;0.245356601073887
"honest";0.070004563927732;0.215176034045267;0.762021190667312;0.149962791103801
"humble";0.352705928427975;0.730984229426969;0.233414489491319;0.192283319593383
"independent";0.579526151790917;0.419002107894107;0.401879479380378;0.0858372046010361
"intellectual";0.0172036180815945;0.118655936933391;0.79786164963254;0.329241031378745
"intelligent";0.209106767441476;0.298197571094835;0.553973629026495;0.0191256301219333
"interesting";0.560751932028211;0.43095335971008;0.312528416099884;0.528343070798854
"liberal";0.307814337380143;0.299274392006789;0.67446748716797;0.277047807821526
"married";0.387362273763479;0.29770749652587;0.60004250942121;0.376480927807217
"natural";0.589524130608584;0.359732060365943;0.318981582143807;0.356227942764714
"neat";0.34632806217202;0.290445663262444;0.6681108154367;0.187185112443772
"original";0.541972251386612;0.37852285951582;0.281174951075926;0.146186836310713
"pleasant";0.449635935653658;0.579519902251504;0.428401898481929;0.232022226007961
"pleasing";0.61530812707783;0.288565687469496;0.403990874869601;0.272382877252625
"powerful";0.0242965933591322;0.56436623343969;0.101453220865822;0.433238561184109
"proud";0.547597362050278;0.158889076261743;0.268507849685641;0.486860475657609
"quiet";0.440389675119645;0.44284836164452;0.335636435173889;0.557731638844063
"reasonable";0.431024794565183;0.316276268765943;0.377266907466531;0.548213663717251
"rich";0.435510388960044;0.228226264556979;0.628562869230814;0.107512010505279
"safe";0.247969168985143;0.747081297430078;0.291929593292749;0.0506924983650394
"safer";0.138123113501348;0.723630823645639;0.254921036582622;0.183123401541414
"secure";0.410544837507028;0.38556786063546;0.267668669509731;0.170313623129422
"sincere";0.262795229244245;0.165141607063618;0.0289325822458332;0.76101385285669
"social";0.501860618460292;-0.00984830911241861;-0.0123339218063938;0.340375490220157
"strong";0.453717709366966;0.360392310120685;0.393564165033495;0.460925471330473
"superior";0.454371255765553;0.49724838683077;0.377972632833016;0.314486134738019
"united";0.0947501214438756;0.0999034050353717;0.55130208188312;0.602506286289757
"unpleasant";0.360844049827906;0.40401989565845;0.261872149252549;0.501445215590913
"weak";0.589304858498085;0.393593435188753;0.0212486515985377;0.086012225839696
"welcome";0.184592477645874;0.54055485139195;0.456555013889141;0.359530107556579
"wise";0.0533938791982488;0.789152359443088;0.196489348491135;0.205049443608665
"worth";0.471087905420096;0.450586990563915;0.369252118849248;0.465065301300747
