"MR1";"MR2";"MR3"
"afraid";0.566565732762343;0.110205838955314;0.0818344422979133
"best";0.485038458645881;0.469428448174079;-0.0115166396903264
"biggest";0.482692621251571;0.236884004672315;0.0569116072290831
"calm";0.771324639538564;0.132726186506724;-0.00809476727972084
"capable";0.594575647968974;0.10955980049222;-0.0755688878794724
"careful";0.716979674986646;0.131132590054179;0.0809242909972399
"catholic";-0.193574195569424;0.896140975190067;-0.0462291504808484
"cautious";0.0951282240359884;0.409372447095291;0.323024217230178
"charitable";0.126602623378675;0.839838235102196;0.0322410096765715
"cheerful";0.238817939137353;0.16987507411108;0.0626284113548427
"clean";-0.00724519121534456;0.26375305207159;-0.107659871418685
"comfortable";0.590669363234918;0.131432079483512;-0.128604827478514
"competent";-0.0158452696128278;0.0163756981407411;0.769689816456486
"curious";0.338907642127267;-0.0364725830311419;0.235644466167926
"dangerous";0.183613133584346;0.234116956493429;0.248932259352529
"delighted";0.475749596138438;0.107238208713464;-0.0646180413874512
"delightful";0.332402649865048;-0.17798920172021;0.105657907016599
"different";0.583107935421421;0.237404398943349;0.119492915216889
"extraordinary";0.769721886259202;0.28697695976326;0.226175196491694
"extreme";0.722631068949366;0.189415085434271;0.0484882585295237
"fair";0.235717425810263;0.618429728153494;-0.0395227035384421
"faithful";0.333990045430457;0.72667092992259;0.0840072578393753
"familiar";0.232453669957895;0.319603950364277;0.180118826495435
"famous";-0.00191004342508635;-0.0624208445392649;0.891411394377583
"free";0.556358498263763;0.0928204419422447;0.360309817137613
"friendly";0.396740175785144;0.532439174316117;0.141257036489543
"gentle";0.64391995570087;-0.0820580761298975;0.0472050674459368
"greatest";0.441496532460697;0.259882627061263;0.240782369881111
"happy";0.7470557874451;0.281752288054986;0.097079699930599
"helpful";0.491392893328304;0.270211813755409;-0.0116242318964327
"historical";0.201393362346279;-0.0842701861697297;-0.0841111847414392
"holy";0.500165197721465;0.337349210640364;-0.0228321069120188
"honest";0.409897166896397;0.715128859860228;0.0909101107854122
"humble";0.433505631529146;-0.0346868318388407;0.109295740845578
"improper";0.479845011375559;0.343401271986724;0.102435815541903
"loose";0.322613022507342;0.0519104650257873;0.0675313215509903
"mighty";0.376469653867287;0.14779611636242;0.068046003095714
"natural";0.193600219334708;0.125689249480518;0.760796205754208
"original";0.347281048558002;0.633156813112878;0.248885404923622
"outrageous";-0.0119517551394619;0.0939243654582075;0.175780255671581
"pleasant";0.854854112325697;0.0807548148603804;0.0949767077046209
"quiet";0.492164052997789;0.730941593710405;0.0657388227888045
"reasonable";0.530650082362693;0.0837995844425257;0.202859202075573
"religious";0.136113369302758;0.595551391197293;0.0380137171918712
"rich";0.561843437948197;0.587860331678316;0.103767185790073
"safe";0.571663436930383;0.276689929142777;0.119925947105536
"scared";0.200093304888768;0.136818309156544;-0.165749915487626
"scripture";0.185612360921972;-0.1228708869938;-0.111425945971597
"secure";0.689330775361838;0.229013096011619;-0.0972124141024967
"sincere";0.343782168568331;0.639885197301476;0.0124242094892327
"strong";0.632033396476126;0.247392721108968;0.0717612755548317
"suited";-0.0019100434250862;-0.0624208445392648;0.891411394377582
"superior";-0.0168029568161431;-0.0724524306648154;0.863819527660978
"surprising";0.662341147153949;0.228695170411989;-0.0596948495332811
"universal";-0.190039840764854;0.861981446492355;-0.0621536089441341
"unpleasant";0.0906456840321704;0.0879780544425701;-0.040121212308231
"wealthy";-0.193574195569423;0.896140975190066;-0.0462291504808484
"wise";0.366154537813689;-0.0704675802872013;0.491438722393612
"worth";0.256777518015262;0.716063366438209;0.0910116402399247
"weak";0.77128892330437;0.0561237397659419;-0.0433838966803925
