"MR1";"MR2";"MR3";"MR4"
"#-worth";0.304375612889221;0.031381142806523;0.630135428583927;-0.0337176448241933
"accustomed";0.237877212976669;0.593373301830576;0.172927254356319;-0.130998081230707
"afraid";0.444944187515754;0.496693359319778;0.344037958403545;0.209894480659796
"beautiful";0.205894453733795;0.677148123762402;0.158824299974597;-0.104292599919877
"best";0.254593842388067;0.46655315878684;0.389225437392193;0.153496576077958
"capable";0.491110839068223;0.206276627289716;0.405388064151787;-0.0152067091631389
"careful";0.325679283694111;-0.0516641553671275;0.444476238158396;0.0849630682921005
"cheerful";0.693664335587105;0.301036315420494;0.142204521672293;-0.035449036201779
"comfortable";-0.0492733025612215;0.0119491415048836;0.739359524499357;0.0264636813226092
"confident";0.0578773892205353;0.68611910055976;0.0737793934074576;-0.0277056289323619
"cruel";0.593597336379983;0.307437540856282;0.295970098238834;0.109554327591309
"curious";0.0273759626086139;0.541771107865732;0.0260980889912831;-0.066889147828273
"dangerous";0.0986783116520632;0.513557571046512;0.0749909663986234;0.0678684269836208
"delicate";0.492012398994794;0.338811215199476;0.146756456162673;0.325634347222012
"delighted";0.24848105861711;0.488835561663405;0.473886619306564;-0.0783010302271197
"delightful";0.611998833480595;0.491927035731561;0.0671209203841312;-0.278810834723819
"determined";0.294790435167028;0.284633505559065;0.489399847637099;0.16291309039523
"different";0.599966269259485;0.110258483404153;0.4370281428468;0.199212418400193
"entertaining";0.00438561738206226;0.225348401188159;0.412553164376644;0.201430361456121
"extraordinary";0.180629321102983;0.583194506046143;0.345947309783743;-0.126769136406888
"extreme";0.65140963182185;-0.139559466702725;0.361925475744037;0.322917520845831
"fair";0.342257775515229;0.258840783171863;0.401610670694028;0.138058652618719
"faithful";0.587220602034374;0.263952060370419;0.0762013320399447;0.0986510348856924
"familiar";-0.161329435266385;0.0479867376022599;-0.00957973587133372;0.698533965039098
"fancy";-0.00537777643491489;0.273366799010503;0.210727504028058;0.238893744924629
"free";0.466534764745135;0.631401282575821;0.294287648024793;0.0655003017003223
"friendly";0.642096850156154;-0.145867203172569;0.398470024244192;0.0382843591605934
"generous";0.614468910971713;0.359505774660377;0.335390790464369;0.0242277652678921
"gentle";0.644850815453171;0.322828652805148;-0.0456076349463606;0.0190934940342604
"greatest";0.508184690085686;0.477717679299932;0.340914174812514;0.0973719276578521
"happy";0.72720410786026;0.125558154491596;0.287119548755596;-0.0592403119122718
"heavenly";0.225442641473415;0.663924002361897;-0.165592109894413;0.0552035552497894
"humble";0.570533762824241;0.503658147871144;0.0855939303172002;0.148379502389477
"improper";0.638692756550812;0.167213327298606;0.360742506607786;-0.0566604500385412
"interesting";0.556929964233728;0.333948871259808;0.193344806379941;0.219345214022634
"married";0.232799423165324;-0.20142169985156;-0.0449074743020671;0.639089315237585
"modest";0.175083271711082;0.563228787668666;0.284135643588059;-0.188443258783507
"mysterious";0.683197070867695;0.234853281405025;0.0904286323616885;-0.0124121989405839
"natural";0.55383786148005;0.357984372998471;0.102650530481462;0.293936227697447
"passionate";0.389838241102103;-0.0519982840763233;0.301662731514277;0.437238334977019
"pleasant";0.652617208083136;0.405772182828125;-0.138962952146041;0.0243197671650796
"polite";0.0762596081725354;0.396059773119729;0.500237876372354;0.101039327198524
"productive";0.298414317988974;0.10886068992064;0.482134977819357;-0.0959172916896268
"proud";0.43639970022878;0.0147891591893544;0.485876292219968;0.461615099750712
"prudent";0.0264619773819055;0.0939299874983416;0.37911692679977;0.0760834469580328
"quiet";0.387096579070264;0.411947348206509;0.44978736777736;0.00566256882937112
"sacred";-0.0504185627318965;-0.191308601521446;0.155904074582752;0.743370009529583
"safe";0.69179012100667;0.220846411034613;0.291063998149777;0.312971065610716
"shocked";0.216884970620886;0.449192432948401;0.197432361920343;0.257982056692249
"sincere";0.28898976226647;0.511285886014123;0.0244665978899764;0.0896521485148224
"smart";0.390554163878237;0.249448986209646;0.0210496114293974;0.568578793037157
"strong";0.611865117055927;0.181139233817371;0.513907590335641;0.0664567565129267
"superior";0.530973973083992;0.221942146267509;0.471596356272275;0.0889670300847578
"thoughtful";0.755901400376454;0.0710462400469704;0.0306413937785538;0.0693925337874555
"unpleasant";0.495086329578591;0.475748825339821;0.0226322235153416;0.0122923573289645
"weak";0.644318795123158;0.363504664342894;0.365735867346377;0.11524897548198
"welcome";0.465757958605744;0.450484070689219;0.183487838151334;0.384483318571788
"worth";0.24832666293512;0.416409053041601;0.210961935368725;0.329425384557999
