"MR1";"MR2";"MR7";"MR6";"MR3";"MR5";"MR4";"MR8"
"accustomed";0.627188474889622;0.0388409928308825;0.181111433164629;0.00257930875091089;0.205029199895443;-0.0369400433373739;0.353628459941243;0.108433032664211
"afraid";0.593504704866157;0.146408006126818;0.221681114904168;0.358719238300592;0.0307659006531253;0.145209344872777;0.159932290059554;0.325873366601545
"appropriate";-0.0108256040743667;0.926188353089337;-0.0106577126067541;-0.0437040911112654;-0.0988950661782749;-0.00110932710702251;-0.0238445847566118;-0.0168844921866352
"beautiful";0.537259590027179;0.269556885543125;0.378579331228005;0.233939208022998;0.0281545124011575;0.250476487438654;0.100662405866363;0.0655794683971383
"best";0.488451731602231;0.0691134007833288;0.374008643220014;0.287755508083592;0.324802712828815;0.0219685087179732;0.102907430884476;-0.0132994175345544
"blessed";-0.0368936181979761;0.534856348449936;0.358050491974013;-0.135630820620801;0.164674176033889;0.225510255848441;0.0544917977524639;-0.214367937721915
"brave";0.204426155709796;0.24022879532089;0.726529518916544;0.149038042962769;0.182432331912107;0.0628269838785256;0.0511874227459195;0.18770472602199
"calm";0.305849921569999;0.079785071257306;0.119106721165718;0.166995661388082;0.668118700484203;0.0334637957156974;0.278862538831568;0.172436742122017
"capable";0.431263130039341;0.244834486467975;0.379611893229587;0.0882727913857719;0.270337084399268;-0.0464627724146889;0.400744280810635;0.00245822600620124
"careful";-0.0783152478475099;-0.207070424778851;-0.00685122458224297;0.535630479260147;0.123712946113668;0.235469761558522;0.154716005008875;0.0455714641060931
"cautious";-0.187206995843448;0.13966662325322;0.215659039482446;-0.0667485787881744;0.0108596576442169;0.565542719837183;-0.107255178426555;0.0288439864620775
"cheerful";0.482280404723322;-0.0700972774350628;-0.00243896662921371;-0.0116805197465619;0.535561425809205;0.0364003018894521;0.150000262686187;-0.163021795992392
"clean";0.0533726171421019;0.0204944613465629;0.047412532344666;0.152911808722716;0.486878718686048;0.423498565219837;0.185899130731185;0.13331324446451
"compassionate";0.415422931202791;0.279503761339237;0.0731688314609542;0.0396929978136149;0.0269464995861771;0.476378690065087;0.00447445089893097;0.249964879422506
"confident";0.408575273745489;0.335051116098082;0.424325933999802;0.381663874212993;0.117872018828857;-0.10227348221077;0.221236595964295;0.192681485323442
"cruel";0.200526065643426;0.296244581524076;0.257309524642497;-0.000430804231139513;0.280747164031188;0.379338890281124;0.0508553273430366;0.0738913105672283
"curious";0.695185820507616;0.0607565772595255;0.268399955620402;0.326307292689665;0.0458446390346918;-0.0249952700612724;0.202856155329051;0.186167930609303
"dangerous";0.247705858443549;0.176708345973937;0.289649617661936;0.165651037846544;0.439915180315035;0.406875380280108;0.205534343875964;-0.0486929125671265
"delicate";0.225231141699749;-0.0140240986256787;0.213951205183359;0.394358297081674;0.194310403212849;0.0159288227388215;0.465616481449909;-0.0213985640421139
"determined";0.126878527124328;-0.0195958418017471;0.070933207171568;0.101669805812412;0.667911153777421;0.0686477661712211;0.162721045143236;0.239899620046011
"different";0.274807288599821;0.107316241743811;0.347015562495096;-0.135687100897243;0.35028325899513;0.0719384766023683;0.0913981510370446;0.408565361605329
