"MR1";"MR5";"MR3";"MR2";"MR4";"MR7";"MR8";"MR6";"MR9"
"#-happy";0.360012782557149;0.332644780999729;0.356077878361855;0.153734358789159;0.184939581260275;0.374140669625524;0.0968331511660065;0.221094984166226;0.182797799859371
"accomplished";0.125723170623172;0.179128388738881;0.374409695186954;0.0604720615623964;0.411001729144352;-0.0811489602743389;-0.00201321407535458;0.212242329245911;0.226176940315804
"accustomed";0.372344095621015;-0.0083674549792851;0.260658559222432;0.330234918873965;0.197845253068016;-0.178068952282335;0.351314505074301;0.146919217498766;0.0939312830248864
"afraid";0.569681776609386;0.373319953245612;0.307684134374716;0.34536493893876;0.190726936081101;0.124432341952213;-0.00971408142157189;-0.141180308633708;0.0528979457134994
"beautiful";0.647632847887195;0.397212027471655;0.224472922548057;0.303122764587916;0.283823307495053;0.0843057903540009;0.0013045426553224;-0.0234555566652637;0.104564824007651
"best";0.392153637699626;0.534105691435901;0.280554698068983;0.141387357837498;0.32118236127932;0.0530192266231;0.0600428698057326;0.177317202500523;0.0544134030339559
"brave";0.18235302196934;0.484387453569198;0.288390330644361;0.316965841859897;-0.091435906139703;0.0557959796978848;0.139712868789904;0.203536091146402;-0.205134389173347
"calm";0.590428905965885;0.208438014042437;0.18244366550404;0.173213823157209;0.143049134263441;0.124358135055481;0.119688378963347;-0.0198975158255862;0.0313820881647963
"capable";0.0832510537891178;0.0962880387185989;-0.0122442912218219;0.136778406619982;0.199611302341219;0.541197905116087;0.0292232322460718;0.0762562169345972;0.0295438001446996
"careful";0.560229059069089;0.423745878265032;0.249429868028194;-0.100118961860442;0.104358909945854;0.158701897903678;0.0153547896452918;0.0849844137507808;0.218458653846159
"cheerful";0.393653517266406;0.215258704050774;0.321181247884593;0.39047139066584;0.309206612348334;0.00167546485944497;0.14960459532857;0.297783403024861;0.166821590317877
"clean";0.461740891180815;0.173731763495896;0.0843150272475157;0.371302824148546;0.132827410716492;0.230685281928368;-0.131966108231275;-0.0134464676591834;-0.188457026725815
"clever";0.2173015379191;0.379176207737309;0.195014394209358;0.32447086712283;0.0506301707394036;0.120928285235643;0.207136690322063;0.0639636973494795;0.287891187649841
"comfortable";0.553122631287419;0.157494632927607;0.282524587925386;0.118681916965874;0.307147865058304;0.0655227947472024;0.325940661380654;-0.03092209341138;-0.0470600409310032
"confident";0.353734275273477;0.269123066009559;0.348462240711079;0.336632556288876;0.389515244275822;-0.011267517741588;0.144944127234075;0.205736185526971;-0.0371004473883036
"conventional";0.289914510504887;0.156540077469371;0.141133646895596;-0.06114555337531;0.0797928068760359;0.0134301165739562;-0.0101004560580056;0.0727893007643911;0.698096231444337
"cruel";0.38698394421756;0.460569932192027;0.10680976544085;0.415867251359512;0.050082733043136;0.114150489676671;0.394990367783186;0.0469068830948228;0.040403219409093
"curious";0.39728512703301;0.364131950212875;0.157752028274681;0.160698973709211;0.423559989296714;0.216265024550624;0.254538369538776;0.0952482224592979;0.0554260442851
"dangerous";0.581436636939628;0.0427621206431157;0.0254269058891113;0.0958474105692004;0.0450517447306217;0.223179115953201;0.0701322456728878;-0.117161050568427;-0.195358248240552
"delicate";0.470867972507092;0.327136335461112;0.256837338575456;0.247263210817625;0.309811661032571;0.242137216326563;0.220590981030557;-0.119337845856918;0.121956943267135
"delighted";0.225634925410678;0.0762095058522319;0.0649221580344786;0.211695307353574;0.667129894091209;0.194068019853156;0.11503655268854;0.012923095695151;0.222764750908808
"delightful";0.484133685860783;0.234366061630163;0.131936717071838;0.00108733963778682;0.19055297245815;0.178375871203287;0.240290819382307;-0.0359369458450496;0.430026290048563
"determined";0.186376464106447;0.526632138616748;0.194579152898063;0.195505302279925;0.348664300009291;0.12468495303222;-0.0536430387956276;0.148123348422047;0.040004864294606
"different";0.651543906501366;0.383940941278121;0.279364504044801;0.208102577899015;0.179782405328968;0.183082126404633;-0.0242493790406653;0.0467271923783469;0.0689677546546458
"direct";0.735510267212503;-0.0100913343224018;0.264103954513084;0.0807654281336786;-0.00941037384845862;0.0283596015482818;0.177191089359724;-0.0357361824378873;0.240546488348288
"encouraging";0.214243144754992;0.0459968319620352;0.299047713928727;0.0771432224396802;0.0106062813066783;0.552401399382262;-0.0446090472714251;-0.124408728283305;0.0789884877661236
"expensive";0.567429516093947;-0.0710030522561044;0.0583111811091871;0.329270240251219;0.404936886698716;0.0517174583146792;0.022085751827949;-0.00355156923173344;0.137334162465823
"extraordinary";0.0178408628235704;0.594225070399749;0.206530618063635;-0.0669878006431092;0.0862554932891943;-0.00399713879030522;-0.0116071058751227;-0.00623983667379237;0.0705547503245613
"fair";0.531276588404611;0.21375135780217;0.505419060189043;0.227426161597626;0.1781487279846;0.130953888885233;0.0668150559617359;0.0865370334020865;0.0623135919527117
"faithful";0.404162986309404;0.539254502822107;0.153304462471135;0.400962046140189;0.0830769006348762;0.120437865949843;0.290943991537565;0.0156128304022964;0.0551536101175412
"familiar";0.561177526916193;0.371149708814154;0.151957236996395;0.280117777121627;0.167442978568462;0.180710440415898;0.259052929484846;0.0336432748442653;0.0853672524482661
"famous";0.184560088406725;0.061850553688373;0.544966158319781;0.215050343269861;0.0675585557201777;0.00607283993676983;0.00762538044400278;0.232176827388919;0.0129829526530305
"free";0.455387768840447;0.403228730891357;0.279295053342285;0.312021025233512;0.236055346054233;0.130224347930324;0.174653071082582;0.0340876265858346;0.147398871993609
"friendly";0.569779237815911;0.286740074130347;0.17623061977675;0.214064377162074;0.14282441131799;0.0658807396361837;0.108678744057519;0.25900958168257;0.0321553427024519
