"MR1";"MR4";"MR2";"MR3"
"#-wise";-0.195434628999572;0.531269448932266;0.187679944331511;-0.0385286628179214
"genuine";0.143314328552032;0.515246705400225;-0.081705908574747;0.0678910268264182
"graceful";-0.0602414795447674;0.615759071478745;0.140464611516887;0.113145964285849
"greatest";0.696507140834797;0.264061104259766;0.102028842134708;0.0152681168534599
"greedy";0.0400110344180806;0.260747929664632;-0.104268326570606;-0.0386611706850115
"happier";0.489717886477663;0.345559983919182;-0.125402725505893;-0.133172992133193
"happy";0.412146756038422;0.1723087360954;0.49529354347721;0.0245191962615969
"holy";-0.0578299552709592;0.202743671428188;0.635824362672845;0.0250544509824003
"honest";0.270522239414327;0.494937578833449;0.269230526160983;0.00775926740644053
"humble";0.348773693769696;0.648636197168183;0.0506166058244313;0.228819018399232
"independent";-0.00599871204850815;0.254427042335836;0.546581993795275;0.0265680952306857
"intellectual";-0.118099621440798;0.0902852531183596;0.787913665218147;0.131577987962343
"intelligent";0.316885748752084;0.208584052281602;0.0416199122682582;-0.164626612091538
"interesting";0.195413689368138;0.319130213219923;0.193284063729637;0.452340984534264
"loose";0.301971950162144;0.235554029378706;0.393066547872376;-0.00745156856703331
"married";0.311785139641712;0.269346605628995;0.0301412175223689;-0.0610711360458172
"mature";0.308722038927476;0.632179849136985;0.0300064939810845;-0.0304562499600516
"mighty";0.231749730062786;0.0995665360372796;-0.0500345790350623;-0.0432999783066593
"minded";0.199975644119197;0.533433908653755;0.300729445453756;0.198845427598616
"modest";0.751421364047996;-0.012053637428197;0.00711993975598263;0.123142967379027
"moral";0.436936521463516;0.267897661390584;0.188620434773412;0.349572863263597
"mysterious";0.340106547523246;0.297702639888736;-0.0205776144422831;0.0343456484034621
"natural";0.438252734748048;0.439398015424626;0.132815821992708;-0.0824472427322783
"neat";0.300027305264058;0.254739437134544;-0.0491155478840658;-0.0881240410165715
"official";0.0734172901376799;-0.0453889813112952;-0.0614585965249955;0.890479399407937
"original";0.00212725552102156;0.117865170396513;0.0596017657988263;-0.175277209794654
"pleasant";0.629248064909266;0.253533711865092;0.170657276800563;0.157026660946579
"polite";-0.113395861915429;0.0845790532716689;0.708247454425761;0.040157170915088
"popular";0.160093505038378;0.0365144057918715;0.679847750542741;0.112158643652801
"powerful";-0.00607952634586868;0.263703051234367;0.0736446569128487;0.233233888800616
"proud";0.362650319540935;0.664933133089774;0.0203064707105341;0.00561462710134376
"prudent";0.108031663279436;0.0753079371488473;-0.0239603820498642;0.690246376386407
"qualified";0.690627694070781;0.0453475815208188;-0.116404395048479;0.187238601382026
"quiet";0.505777843843844;0.372860509477309;0.241501249065387;0.0895559317015972
"reasonable";0.150066688841373;-0.0831487417271365;0.187304086462274;0.115874054330879
"respected";0.384077812348555;0.273238916628621;-0.0887656914123534;0.120103223617016
"rich";0.222838518297415;0.544768347004175;0.129466264865176;0.246135277322468
"sacred";0.198570529114174;0.333507248847691;0.156576088270669;0.01780359497791
"safe";0.121826634305301;0.325919933719225;0.294431149173759;0.418090108937683
"scared";0.60532799686906;-0.213488258644701;0.0870295165100595;0.157625980201247
"selfish";0.432197905163797;0.16953498217782;0.508889496494648;0.0905071985124013
"social";0.20750006153153;-0.104712172956195;0.321164980729082;0.0667924616005796
"special";0.278388999857946;0.196259133036706;0.126514866274715;0.0857230006202001
"strong";0.565703165482124;0.28924003439841;0.290653823414081;0.206761977472188
"superior";0.563923206412073;0.00953851139544152;-0.0172187935954414;0.0229901892724339
"surprising";0.393601198592783;-0.0879497143462097;0.303851581115792;0.26585281752527
"thoughtful";0.41933765510896;0.168642787968354;0.254962980478678;0.0341456193311194
"trustworthy";0.07341729013768;-0.0453889813112952;-0.0614585965249956;0.890479399407938
"uncertain";0.420033319999998;0.371994901376689;0.106006859665122;0.0799426431501746
"united";0.139100483447786;0.0207390632207142;0.252818837575152;0.72634001159258
"weak";0.660505743534005;0.157835015493229;0.114570966755436;0.00220147546839827
"worth";0.437807913377429;0.0619704985628335;0.0374539077389972;0.168535513265066
"sincere";-0.125900247308271;-0.0698005208527828;0.840723157809548;-0.107475854724185
"welcome";0.0959400526503345;-0.0967980747407437;0.473988334167569;-0.0443321524283063
"tidy";0.360700678870919;0.0454962139565879;-0.139340344551685;0.111178453918732
"stable";0.378401649817351;0.131227945423481;0.0906470390704887;-0.247432544838679
"wealthy";0.0734172901376799;-0.0453889813112952;-0.0614585965249956;0.890479399407938
