"MR1";"MR4";"MR2";"MR3"
"#-wise";-0.195434628999572;0.531269448932266;0.187679944331511;-0.0385286628179214
"accustomed";0.03490329640759;-0.0573226981176591;0.824795421371957;0.0688711532042002
"afraid";0.764622657008905;0.0577330237584322;-0.039087447922098;0.134852262012224
"appropriate";-0.1568926135504;0.216976135184189;0.693421002429116;0.0850218211732511
"beautiful";0.0464662240262522;0.577403983469502;0.224903430186735;0.0504598122199488
"best";0.405777980361075;0.387639044671101;0.323580999805052;0.105559194000016
"blessed";0.464964834978813;0.517825838064123;0.053590714779784;-0.174909724920191
"bored";0.264265387267333;0.0150420723639904;-0.131174370880258;0.27305874624739
"brave";0.376312819271878;0.41495918399195;-0.0861478886440074;-0.0559805160158521
"calm";0.412661867201588;0.166526432700295;0.469085912117797;-0.0273290599708502
"capable";0.122603502375557;0.356122942896616;0.157587012600149;-0.0955182012862043
"careful";0.333967810867512;0.208125544176124;0.444346038842709;-0.155203265083726
"cautious";0.0849600100166483;0.0572309669194685;0.0761565668268157;0.837008333097818
"cheerful";0.413818875965356;0.264139462614855;0.454814135218075;-0.183486080182266
"clean";0.236371771136819;0.289042947072518;0.140856035472917;-0.158984566217829
"comfortable";0.68237551673538;0.0376719247340045;0.211956295605539;0.12273636240463
"compassionate";0.0645020360202427;-0.0122990551257994;0.679009802260489;-0.172948539034488
"competent";-0.0500454864228512;0.224189340455777;0.364707532427172;0.340321925506016
"conventional";0.0535301429349203;0.480389663350211;-0.219417035932024;0.0509971029548968
"cruel";0.0491707071026797;0.520737797364506;0.167786925570645;-0.145499829873532
"curious";0.264030093710413;0.537851300204664;0.386447119121465;0.0373040905536151
"dangerous";-0.0848770992860288;0.635799365713649;0.296078481435231;0.0669684755551181
"delicate";0.0564514826955499;0.313795500545265;0.633349495214009;-0.147638129597098
"delighted";0.310112129483487;0.570222916134473;0.19796760491539;-0.0898417661337932
"determined";-0.0200156364367283;0.0776047267171702;0.0445706414536473;0.0100630151847902
"different";0.57643812398226;0.389322399858454;0.0301019938355579;0.192273973475038
"direct";0.366445356309166;0.150903113854187;-0.0322790163825514;0.281499486917231
"expensive";0.0148580141066397;0.511285332889814;-0.212147475880826;0.0218425812068236
"extraordinary";0.407504673996769;0.249797190160269;0.169287097429594;0.123260086883449
"extreme";0.494451944657222;-0.129036478691995;0.203458280023772;0.16838113451979
"fair";0.242545709234541;0.0964425187501746;-0.0296021408576312;0.581967664295623
"faithful";0.458842481613843;0.461620261590513;0.0586507376052169;0.117023835983174
"familiar";0.298777548591301;0.336751900271538;0.298200151041658;0.0241802481258585
"famous";0.112638181966044;0.242689993870944;-0.082242201436336;0.0539841372925623
"free";0.254744956861914;0.637514527210216;0.136623988667667;0.0884757513766776
"friendly";0.135421340802681;0.296147554039062;0.231024177013968;-0.16575604641119
"gentle";0.467411539118083;0.526910754207926;0.0115546353873092;-0.00288848174533456
