"MR1";"MR2";"MR3"
"accomplished";0.224912702042746;0.444477592384146;0.289209423925149
"afraid";0.668095913200897;0.395992200424013;0.412561321287408
"amusing";0.371534362519548;0.578765026978554;0.0930211369312106
"beautiful";0.572655300807914;0.512446695046058;0.421087712798013
"best";0.602156240132063;0.534351029772291;0.298061290113103
"capable";0.359848587618061;0.492415846185271;0.361557201613095
"careful";0.149029574440553;0.66507094584211;0.213672468165263
"cheerful";0.575865879707341;0.514277260670272;0.412091403707343
"clever";0.509595403452636;0.568069129127461;0.373288214464286
"comfortable";0.460800648359081;0.557535460869492;0.512193348586333
"dangerous";0.366732760643699;0.606665398133532;0.267878037217241
"delicate";0.341362444564524;0.69126476730328;0.243820950239352
"delighted";0.707295094606087;0.354754968834035;0.410186169712746
"delightful";0.669457495938842;0.454857887284455;0.410741665078293
"determined";0.635854141481316;0.353962952578005;0.409069232134105
"different";0.665873853705134;0.443124987608849;0.363502237454484
"direct";0.543162446764761;0.488515294078886;0.180157821438857
"exciting";0.622591918820444;0.480277104744978;0.138081734721748
"extraordinary";0.440583351340639;0.602549172349917;0.256722664958228
"extreme";0.487036474686946;0.50279477571789;0.355105139018638
"fair";0.289790474668913;0.632193745272431;0.525880328611924
"familiar";0.242809254285578;0.43110791133804;0.440797941006654
"fancy";0.191323009078126;0.303318388725595;0.55783356451182
"free";0.386645977539857;0.273221114893125;0.419441021799347
"friendly";0.714863879117707;0.31835705872552;0.32570786888035
"generous";0.331681613185531;0.14573534478977;0.476176840608136
"gentle";0.511557185456138;0.453236135208502;0.428445927063708
"greatest";0.500412416747161;0.596720240343062;0.428881628725695
"happier";0.605033481209236;0.322193856911551;0.341854348013501
"happy";0.263164831964068;0.441314960753313;0.450926102387733
"honest";0.260790204335023;0.060378517214618;0.767304056812805
"humble";0.779011898121214;0.296752153229791;0.221672254785298
"independent";0.577827358653389;0.385418296610558;0.350754934667271
"intellectual";0.128453029954124;0.160073754735387;0.844009256059815
"intelligent";0.381076393596482;0.080403740858938;0.518734452537874
"interesting";0.508099228613457;0.699128555283801;0.358550861364007
"liberal";0.380279752514473;0.320089308972893;0.683214773809757
"married";0.379649380614397;0.453688363367669;0.625126082009812
"natural";0.481008396230083;0.598183953155773;0.324876961486782
"neat";0.399427199254337;0.283338254825652;0.650701829685353
"original";0.512154715724769;0.416993852242205;0.249872666723109
"pleasant";0.67522502284899;0.384473780079199;0.41414033380839
"pleasing";0.439744738085751;0.552740523032132;0.390277346592632
"powerful";0.463091456236879;0.27397013835267;0.186019869944108
"proud";0.248959360140501;0.69081058505327;0.312110745541723
"quiet";0.482874225836487;0.632595967062023;0.397213079317218
"reasonable";0.364206503108871;0.626961283455107;0.440495077558969
"rich";0.371829646840798;0.301286077304698;0.585970845834085
"safe";0.795082195806549;0.114199623399277;0.2553035185325
"safer";0.707906688472231;0.14459823933495;0.26092503357542
"secure";0.476208510941508;0.347327855454407;0.251354399160268
"sincere";0.130008511733533;0.68130445103228;0.170553226070272
"social";0.0795676886086419;0.590934498870247;0.0172931290534
"strong";0.428151931464514;0.575356810663498;0.433659839716153
"superior";0.581579446933124;0.459603559563584;0.383172223913323
"united";0.0783464347753438;0.432913226274294;0.64489092867384
"unpleasant";0.425584888168562;0.547610297238685;0.322436368014169
"weak";0.526724887928995;0.430247478208796;-0.0180814639973239
"welcome";0.542309267936141;0.296699197852583;0.49044879379139
"wise";0.722899008686926;0.111940377098495;0.218439713387071
"worth";0.516407264910595;0.584856560145593;0.406584001712332
