"MR1";"MR2"
"afraid";0.796252552684009;0.165191290037782
"beautiful";0.73910749781133;0.0853335902240697
"best";0.611031762386072;0.273046511626638
"calm";0.302098330674643;0.62945543764728
"capable";0.544756238432236;0.314129443562019
"careful";0.441417037136076;0.222823765545436
"cheerful";0.420486831402443;0.49712103760908
"clever";-0.0177251888714129;0.401348245351978
"comfortable";0.66961170914855;0.318234810353137
"compassionate";0.576249429231882;0.0512086062239496
"confident";-0.171030248506859;0.677830589509362
"cruel";0.531533767895281;0.22985820971419
"delicate";0.67453661324894;0.399324435949407
"delighted";0.679608635875476;0.315557532835072
"delightful";0.749250134048548;0.151663983805287
"determined";0.637975533114151;0.515887942886992
"different";0.719845559688156;0.376211677146828
"direct";0.370380910465419;0.242742027868554
"encouraging";-0.192562122503723;0.596686172702153
"expensive";0.532392905042715;0.222047089329827
"extraordinary";0.590329029716666;0.470429016827031
"extreme";0.33682123970511;0.193175299056771
"fair";0.435020020153516;0.307749505424737
"fancy";0.538070551886948;0.00397929829392213
"free";0.667231331809655;0.431497862009416
"friendly";0.510059415536442;0.164196650422726
"generous";0.354753982207794;0.31173947342017
"gentle";0.582743860489809;0.0621754178665324
"genuine";0.711117436292146;0.190370705350877
"greatest";0.730804075511555;0.330423448507342
"happier";0.626970004575914;0.187772519652186
"happy";0.353837763557706;0.249879956217318
"honest";0.662057800211564;0.297023886342258
"independent";0.344887943592851;0.318622541381387
"interesting";0.346116571271219;0.372602880718921
"liberal";0.102191797658806;0.640690699360327
"married";0.703534637792558;0.340656480620437
"natural";0.700730796981001;0.383761181437277
"pleasant";0.625666802830354;0.307737832274041
"pleasing";0.427320734712011;0.384939734895247
"polite";0.216931503316911;0.252677250288088
"productive";0.430149934780119;0.196508446601466
"proud";0.538557810854614;0.27445382417255
"prudent";0.388238942363983;0.51161212193954
"quiet";0.461736654217387;0.289518796860831
"reasonable";0.408576671837496;0.66312429039283
"rich";0.542771833998292;0.441149202329483
"safe";0.383507711158282;0.389974243551359
"secure";0.472369056309592;0.346447968173378
"selfish";0.767424223418424;0.332358267539622
"sincere";0.639520726163274;0.568170644452915
"smart";0.750231290345252;0.0580048247415475
"strong";0.64090608014822;0.345281756423701
"superior";0.614293631829453;0.307572587527109
"thoughtful";0.649497253655683;0.158551062942683
"uncertain";0.792799517966806;0.234271728666847
"united";0.633521566565855;0.0353704641936412
"unpleasant";0.522670153546431;0.388451679194099
"welcome";0.338827939916027;0.503277584530237
"wise";0.443665049663025;-0.127146311131118
"worth";0.586808534264652;0.367206597423587
