"MR1";"MR2";"MR3";"MR8";"MR9";"MR4";"MR6";"MR10";"MR5";"MR11";"MR7"
"#-worth";0.0225596536014962;0.194119802022123;-0.0613619583610395;0.019473851169154;-0.0999662359133448;0.118796780647721;0.808774398116247;0.00107534111196985;0.0393841849295664;0.136519217679209;0.0489666666639637
"accomplished";-0.0564671934488284;0.673903550046437;-0.0407629537570128;0.142350096435065;-0.0178517900424926;0.136532612232848;0.356047098558519;-0.0138818719904623;0.0366751078971904;-0.0685339847255006;-0.0199511060218443
"afraid";0.577241417859375;0.0175229644980942;0.105887134278393;0.132239551875804;0.278111757097948;0.27673759603901;0.195176435625423;0.0453185824924488;0.393692342816945;0.08804739199542;0.087022283956351
"beautiful";0.434082111511961;0.154443848053323;0.150086533094982;0.229540222346502;0.124361545222619;0.185850602732153;0.558380127342504;0.198488872304161;-0.0102177947004707;-0.0948053546318741;0.0203101173020341
"best";0.654109687754193;0.107364508089246;0.284962990458536;0.127321110175963;0.218326092186839;0.0877601464025406;0.101301404313911;0.20875590754554;-0.0159520191982702;-0.0445075557730876;0.0713889210496732
"calm";0.278789533765495;0.0558136547533517;0.539620112632117;0.229613074355888;-0.109681877234001;0.268601212570144;-0.13343527305233;-0.0492889727418383;0.310596385572321;0.0229251008273182;0.257861672118374
"capable";0.476063528796595;0.114455838482425;0.241845933584564;0.346185337514318;0.390716319564403;0.06127639767456;0.0498281914298061;0.214670985659911;-0.120291101387954;0.0817110849135323;0.0241441443377595
"careful";0.140930363567813;0.718515857763608;-0.00298849192694531;0.266188525659447;-0.079372645536849;0.0423322524446488;0.0712494973394732;0.139413731051315;0.303093616447853;0.0700211573504286;0.11422479897014
"cautious";0.310070499641031;0.082941984427872;-0.0759623698652711;0.093772500150318;0.692820916040995;0.00606854903655158;0.312181090013352;0.177705268623987;-0.0807113106196399;-0.0118554947803921;0.384935627494934
"cheerful";0.39968930529639;0.149054527481968;0.189540005674525;0.451016084283379;0.36788100233732;-0.0229891744440682;-0.128019111338951;-0.00414464700428481;0.0079334710871866;-0.144832077239542;0.1170660246586
"clever";0.660858568392245;-0.08523357585618;0.100054366003901;-0.02148054321771;0.249599442134848;-0.153789939758744;0.119534291401718;-0.0247333743132965;-0.0734026334017963;0.263166478743119;0.0775398150833712
"comfortable";0.748863322768901;-0.0637139416308272;0.0775496677336935;0.198228414946376;0.161886351044925;0.0720245156741054;0.00360346300342676;0.0324083158859431;0.0687432042307329;0.245872053331265;-0.0583380385730513
"confident";0.100973131365307;0.116064665509093;0.163564422543452;0.118774995003205;0.0301116792069899;-0.113705994851848;0.10710905007152;0.697804491678716;0.03058130478755;0.0523783152966609;0.0753348845183748
