"MR1";"MR2";"MR3";"MR8";"MR11";"MR4";"MR6";"MR9";"MR7";"MR10";"MR12";"MR5"
"#-worth";0.0198467254059654;0.203628319053197;-0.0486199476967926;0.0527233154512948;-0.0656817628179599;0.0910981800438484;0.829878561859692;0.114138063187075;0.0751395743944657;-0.0338663334501351;0.0130758543355824;-0.00947363967560817
"accomplished";-0.0238097586820742;0.681256084417457;-0.0249454488759219;0.136742059141971;-0.00132372950216757;0.0999996376355151;0.351084120543921;0.067572406198037;-0.0601271905279086;-0.0390754439247367;-0.145937782679271;-0.0183351743541559
"afraid";0.591186345090749;0.0214415328347278;0.125240946957639;0.103606601045459;0.315205695437976;0.230314365568308;0.179791137170672;0.30760952915357;0.172228643525398;0.00321318086559936;-0.0173031266654576;0.198350635783974
"beautiful";0.460345070790223;0.139083837439136;0.169709296779433;0.226084692598933;0.110840969088563;0.178108012368988;0.513591958905156;0.1250071566782;-0.0992601146226271;0.214265876207174;-0.0360857576851857;-0.10520292083987
"best";0.648277144533598;0.0798899066063937;0.282198281297814;0.140594618950023;0.173637897715471;0.125058704015053;0.0455064054387126;0.114308202080276;-0.0790616509034597;0.270498687073622;0.171437524638497;-0.0839239834839378
"calm";0.308926835199506;0.0740716329194092;0.555651279882906;0.129516794212696;-0.04985020460149;0.195053148536523;-0.0925426564217166;0.132333665595923;0.019835643759797;-0.0826372932706631;-0.0250038026161468;0.446321387743911
"capable";0.485795135056889;0.115386489772056;0.294792737610317;0.328880167049531;0.399385279141025;0.0000287573712948864;0.0645727711186086;-0.11361334168102;0.0478496549646567;0.144167282952606;0.0492359889930377;-0.0588252915535832
"careful";0.169242855891261;0.712441176155386;-0.000310257184152827;0.262671693351363;-0.0573124550852215;0.0401287263751412;0.0616536312737373;0.206768069573073;0.104336172883278;0.135689370032916;-0.0474611998950734;0.238357373867204
"cautious";0.311260310581815;0.080584441194555;-0.0682838132097607;0.110749408459148;0.694846011916103;0.0121820729365053;0.305931835433486;0.0221697811402179;-0.202451845553196;0.251785987815846;0.251460408851208;0.0651201140778703
"cheerful";0.423029947801972;0.125362486771054;0.194072961039152;0.420662741686445;0.335152743180587;-0.0154235046404777;-0.177842336534876;0.0750547016011751;-0.233447618727799;0.0550856762346007;0.0369305510154113;0.0446678488090946
"clever";0.580710517725012;-0.130544375405018;0.0525774401296209;0.109702077285759;0.167930195554946;-0.042392958797315;0.0609709484537589;0.142212158230814;0.0660878941737765;0.0658836914462926;0.543618625773669;-0.157755165850784
"comfortable";0.732073455868963;-0.0618628988153812;0.117270446016078;0.197420736043173;0.184839175945326;0.0110457518073672;0.0273641344998069;0.00185742586930044;0.283920713887632;-0.0732373354620456;0.102411400534098;0.000886333542615097
"confident";0.100755963096925;0.0906922598693242;0.158937086683836;0.15818185553268;-0.00715273322123159;-0.0447128445149194;0.0609858145493642;0.0645488339312212;0.101758447004609;0.860995734381679;0.0802676375684441;-0.0153486594317611
"cruel";0.330325351285117;0.320739254620345;0.193077222578995;0.345929441214311;0.268106172421895;-0.108567828046237;0.296765177253342;0.422000062018708;-0.109919758253332;-0.0681683667392571;0.0318140860957086;-0.184942627467864
"curious";0.296202458776727;-0.0216945052976734;0.387104832158653;0.313675135325012;0.18239923848851;0.241740320930056;0.166230843923693;-0.235564266709885;0.0390794338691662;0.145120731212237;-0.120697679717159;-0.230913776845895
"delicate";0.773263516003088;0.104609444655665;0.249756319304563;0.180667638642645;0.0446459611879078;0.105533959135453;-0.0161180762310267;0.0718847366809988;-0.0664357821262508;0.0122396297743;0.192135500976341;-0.169032962206036
"delighted";0.426949699553898;0.133434894046362;0.201183964295658;0.336547555985555;0.456649094311039;0.220699140743125;0.29881559307019;-0.135045897023598;-0.157772097675502;0.0872069788412328;-0.0639296610930627;0.14074942239252
"delightful";0.538085813931696;0.0281269921979535;0.353522276497052;0.0240211814252965;0.138902198878007;0.248670181576146;0.339635705173504;-0.173693337997515;0.154066254665046;0.11841874267431;0.0943743437086552;-0.00805145430495974
"determined";0.266920464909764;0.0487145164464392;0.452701751187403;0.176866019895594;0.307937876607118;0.413967426506373;-0.0185498978987018;0.165109303597704;-0.0414907601674027;-0.088895527837397;-0.0781393936784455;0.267045630830854
"different";0.201143401070007;0.369959195120591;0.112332314207303;0.0976548504161983;0.338550681789036;0.248100522267079;0.264707844058422;0.134851918047105;-0.00789789642909075;0.0140505225154629;-0.010968867233526;-0.292486048755086
"encouraging";0.411731320477564;-0.145521008836791;-0.0237210799345467;-0.183456983673665;0.151770773020923;-0.14066165002143;0.0360771567945521;0.0135253863687675;0.0392163532199803;0.136132469293365;0.509270722698503;0.102596227188225
"extraordinary";0.412738213235024;0.10684294185521;0.522801674976013;0.0867445006730973;0.246626885339823;0.275976348286829;-0.0388465806081261;0.0447047560600116;0.030114155452351;0.207021099848593;-0.13509202078549;0.0678584223107312
"extreme";0.107068266379805;0.0147986193990179;0.0569711967064791;-0.0266505051381361;0.0070771210769734;0.825389267750627;0.0386042886192008;-0.0019153862547272;-0.00236233224456232;-0.0742491863658702;-0.0955507132924298;0.00255103345585803
"fair";0.710060260174551;-0.0642818724561241;0.173428264100573;0.175494756370152;0.299776962126134;0.152023964802879;0.0911177579208152;-0.00301242178150859;0.00839674398082002;-0.00315739389761734;-0.0253122927900127;0.107352586655122
"familiar";0.366708933651586;0.0515891568248862;0.567706380827493;0.354917467931263;0.0790995697997419;-0.0334660998609613;0.0834952547719407;0.00529274973786896;-0.00652117995443901;-0.147820379983826;0.0572269573652842;-0.0909205178673588
"fancy";0.524715240180208;0.061829129535954;0.286810799756027;-0.024902707345776;0.115565950781203;-0.0261096454721355;0.0369417664231388;-0.0036766657107193;0.570335202629086;0.229967589476966;-0.103724320361133;-0.0495607247447061
