"MR4";"MR2";"MR5";"MR1";"MR3"
"afraid";0.52175454656494;0.440791699725457;0.25507606815079;0.470064836147318;0.296485488841768
"beautiful";0.572631785846084;0.0896005289744789;0.514417605615502;-0.00525953165098581;0.177335475731091
"best";0.333107118967762;0.253807113856141;0.289101437686356;0.507483191307289;0.486759092659969
"bustle";0.194932549829361;0.581773877252091;0.085938590112323;0.429933653995756;-0.0573024315538544
"calm";0.198146833242468;0.189851161380755;0.426927333559075;0.335680524851438;0.366220705146
"capable";0.428865171418641;0.47062090940901;0.361292421434653;0.220280863759765;0.369579798465033
"cheerful";0.485199115202638;0.232638537212827;0.525469310165362;0.293605167684379;0.120997353863119
"clever";0.390223585238643;0.335167256047697;0.40988436704559;0.42150885408696;0.235948285462537
"comfortable";0.444278330305362;0.451184992721153;0.418392180306989;0.390703584364955;0.242967449093088
"dangerous";0.411105131151775;0.119917225246391;0.0797394857706654;0.615434975398985;0.130341057495673
"delighted";0.501978719076573;0.231751887714762;0.27857615561394;0.438122458095415;0.0852648493156238
"delightful";0.202174460741509;0.64438224944344;0.329255067807267;0.273319476968588;0.396188211620582
"determined";0.377045294235919;0.509127018711449;0.342271349015117;0.237911242026424;0.429979007589651
"different";0.293461042604789;0.441364653516179;0.465130837601785;0.449010376799863;0.253512484591883
"direct";0.288371892366055;0.492924709350261;0.0623896489297556;0.256290313689983;0.451642913368527
"expensive";0.270397403294683;0.280876509252659;0.346433927707659;0.435530935543505;0.226212872777287
"extraordinary";0.10981854910068;0.641737533231764;0.0811833915769668;0.142082916040973;0.0021775031844015
"fair";0.578372155755277;0.268432846885109;0.358394899154833;0.34615361630656;0.0980277216694091
"familiar";0.0778555156470659;0.641633878091755;0.399186131470337;-0.038754828710294;0.242886564993407
"fancy";0.516330487355992;0.218517682951471;-0.0493321729130896;0.211356735745583;0.532190843539985
"free";0.648277687957936;0.237517068003977;0.34217604141314;-0.0970371866560962;0.0305522714834679
"friendly";0.502523779900824;0.377588107451329;0.171262573279023;0.257548925484493;0.451115119715986
"generous";-0.174326761909271;0.587904406239163;0.0893825681892365;0.202651800593952;0.27024932036696
"gentle";0.606735100176786;0.323451358511291;0.221896101365221;0.336037513823618;0.379219451057634
"genuine";0.165346940044566;0.492714225618612;-0.00195651151562253;0.434828685885284;0.294588158375012
"greatest";0.436455335206927;0.459706416974396;0.309401771019009;0.345812531761146;0.446307280901076
"happier";0.352121318027397;0.527809876090598;0.233106925809654;0.455303410244338;0.217044799980466
"happy";0.701934115786218;0.362569770856504;0.16838873155841;-0.025183341025975;0.269615139849808
"honest";0.448493644007332;0.301230673470268;0.377867112900147;0.0866570478539047;0.539116473443621
"humble";0.0804929792864946;0.114348907249472;0.216888265273127;0.61065474774525;0.0134123479024801
"improper";0.491071917992954;0.137329075073504;0.214258621120959;0.44896057477946;0.223427757715474
"independent";0.34077333554302;0.30190111235699;0.633048412645605;-0.000366412609049845;0.418662632456782
"interesting";0.370936031464552;0.597002709498629;0.413515885131987;0.357787011164087;-0.0351685527677127
"married";0.583703222467741;0.0842547236360119;0.0802169016237713;0.165864380462828;0.11613747167762
"modest";0.300895325572514;0.314832049625188;0.342150217143497;0.597155442778814;0.348627318830382
"moral";0.101040536542298;0.263415018051646;-0.0278803806281375;0.503732651411736;0.42384728301831
"natural";0.360280630953267;0.443749500668624;0.36508536496893;0.3964308218068;0.388866424590935
"neat";0.213777945639444;-0.003448731074272;0.565794975524682;0.225058644774062;0.249958633885672
"playful";0.305760571926732;0.277981450772037;0.155901305859272;0.078205929133878;0.483353631368571
"pleasant";0.343151702799187;0.408560644768439;0.406692771937475;0.462514065316043;0.357712222476376
"pleasing";0.24771389502145;0.124195705680861;0.410173366172838;0.441961701607273;0.0904580257663325
"proud";0.253165053547551;0.584708942707812;0.410987097206248;0.229110236560218;0.315900971801461
"quiet";0.561998318396647;0.390868445946293;0.289169594090484;0.447749675106789;0.272760998664787
"reasonable";0.249506335824897;0.408583522439253;0.353362233122145;0.291374600881433;0.522744620557139
"rich";0.665320008684487;0.140825831978693;0.0748913187786772;0.353705741665844;0.315070548289496
"safe";0.250537112030216;0.626602286378733;0.33788834724936;0.284677045126768;0.134654137932075
"secure";0.256764267036413;0.702839994075282;0.135323584279959;0.0215663533007166;0.225271846127704
"selfish";0.172828978885866;0.460757799216505;0.388960917062582;0.180444045275632;0.277898178684886
"stable";0.619415398769864;0.261273231309532;0.21553906882345;0.373693423188694;-0.20017434884115
"strong";0.524756777573421;0.466500704022417;0.299572818209531;0.297219326431897;0.280082184967819
"superior";0.222877083340225;0.195203875618599;0.590046628456045;0.27606271733274;0.235891377526934
"surprising";0.364832871872473;0.628441869644499;-0.11390291205243;0.201892782074098;0.0255199614099498
"thoughtful";0.637522007913263;-0.0254147240635979;0.132315687247053;0.330182936960748;0.106567179126458
"uncertain";0.0661425674294258;0.17784872556734;0.589934784462672;0.127124368224396;0.0339689382562088
"united";-0.0380827399632345;0.107092670996853;0.244291570862854;0.0595959792392914;0.714176915733384
"unpleasant";0.565536274106224;0.154831421067818;0.369144915404546;0.24670653198179;0.256165452319602
"weak";0.2629089540898;0.169739506477646;0.431526665501209;0.143192973125724;0.51516706199629
"welcome";0.485349300258359;0.295181216480645;0.471397859998994;0.369142259799282;0.0405014312086652
"worth";0.550098883242235;0.334147504352327;0.315814011601948;0.371072904096848;0.245530888230161
"sympathetic";0.180507929918086;0.686693452339787;0.234742986413592;-0.0361605872513702;0.340490196583521
