"MR1";"MR2"
"afraid";0.710575542236902;0.559070984861252
"beautiful";0.62941268604693;0.226117573307614
"best";0.617400576423919;0.524477027132393
"bustle";0.33431020969785;0.491683520525282
"calm";0.473271913858718;0.444839054466955
"capable";0.556617987244466;0.630902442248267
"cheerful";0.696305090991917;0.353359553964125
"clever";0.639854128347629;0.4897546954222
"comfortable";0.661833993299347;0.583149332013868
"dangerous";0.63812460669714;0.202696988976191
"delighted";0.692153086837335;0.288318670423006
"delightful";0.372052947838501;0.81379679984058
"determined";0.51701982419384;0.695278820990752
"different";0.585229933069587;0.612406435558052
"direct";0.36232080164592;0.632846734794813
"expensive";0.532114990443111;0.43855628896344
"extraordinary";0.130843310394406;0.549185983991312
"fair";0.7341698371097;0.328086110809134
"familiar";0.145481396156231;0.727641103990909
"fancy";0.509890245625796;0.388697393475515
"free";0.560620977310076;0.223457285310475
"friendly";0.58241725623058;0.540023621511056
"generous";-0.0485600992651706;0.679703422974292
"gentle";0.720113823705137;0.470534778210401
"genuine";0.315994449687209;0.569814882420173
"greatest";0.611754693768455;0.656024140036141
"happier";0.544643387071762;0.60608818002109
"happy";0.588668669466674;0.394771139511314
"honest";0.543145465400406;0.554022050246747
"humble";0.408858185526068;0.210084701100458
"improper";0.685164777986561;0.261618421570151
"independent";0.495944804953019;0.556850108192414
"interesting";0.550153526619333;0.572561860967627
"married";0.574168696978737;0.098943064875822
"modest";0.635286283904128;0.536127891210193
"moral";0.317437677799082;0.446132617394915
"natural";0.58988574158637;0.643221948286125
"neat";0.485688362745558;0.252239497422716
"playful";0.348096806829558;0.469332309501964
"pleasant";0.623271095911369;0.615886058786302
"pleasing";0.54041286754231;0.263416617753595
"proud";0.421068205547892;0.733916248982477
"quiet";0.747147679798802;0.508149343035169
"reasonable";0.459802328066774;0.675219691408038
"rich";0.73216523555615;0.251100771926786
"safe";0.405401132748614;0.666494812495221
"secure";0.219768228744532;0.693359520620967
"selfish";0.334614464881603;0.610478288047089
"stable";0.695840236364575;0.155183732442588
"strong";0.642875777192082;0.566940615673592
"superior";0.509744818218337;0.418035447814628
"surprising";0.297281228754484;0.479471086352791
"thoughtful";0.72693882817816;0.0212836414990472
"uncertain";0.302431086845689;0.307255272007978
"united";0.140102571075587;0.472525995703631
"unpleasant";0.704512377807852;0.300309427120892
"weak";0.449775651441585;0.470989122633151
"welcome";0.700901804699091;0.362725670877367
"worth";0.714671948329315;0.447533773538785
"sympathetic";0.173133693782125;0.764523438634531
